0: [[15, 39, 29, 58, 10, 12], [20, 4, 3, 53, 33, 1], [13, 14, 6, 21], [35, 7, 34, 2], [24, 42, 8, 46], [5, 9, 40, 18], [19], [11, 27, 43, 47], [23, 22, 28], [51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
74: [[15, 39], [29, 58, 10], [12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7, 34], [24, 42, 8], [46], [5, 9, 18, 40], [19, 11, 27], [43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41, 31], [30, 38, 44], [56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
75: [[15, 39, 29], [58], [10, 12, 20], [4, 3], [53, 33], [1, 13, 14], [6, 21, 35], [7, 34, 2], [24, 42], [8, 46, 5], [18, 9, 40], [19, 11], [27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55], [49, 57]]
76: [[15, 39, 6], [29, 60, 10, 12], [20, 4], [3, 53], [33, 1], [13, 21, 14], [35, 7], [2, 34, 24], [42, 8, 46], [5, 18, 9], [40, 19, 11], [27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56, 36, 45], [50, 52, 58, 59], [54, 48, 55], [49, 57]]
77: [[15, 39, 6, 29], [60, 10, 12], [20, 4, 3], [53, 33, 1], [13, 21], [14, 35], [7, 2], [34, 24, 42], [8, 46, 5, 18], [9, 40], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32, 16, 37, 30, 41, 31, 26], [38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
78: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1, 13], [21, 6, 14, 35, 2, 7], [34, 24, 42], [8, 46, 5], [18, 9, 40], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32], [16, 37, 26], [41, 31, 30], [38, 44, 56], [36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
79: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 34], [24, 42, 8], [46, 5, 18], [9, 40, 19, 11], [27, 43], [47, 23, 22], [28, 51], [25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
80: [[15, 39, 29, 58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 14, 6, 21], [35, 7], [34, 2, 24], [42, 8], [46, 5, 9, 40, 18, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50], [52, 60, 59, 54, 48, 55, 49, 57]]
81: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 34, 24], [42, 8, 46], [5, 18, 9], [40, 19, 11], [27, 43, 47], [23, 22], [28, 51, 25, 17, 32, 16, 37, 30, 41, 31, 26, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
82: [[15, 39, 6, 10], [29], [12, 20, 4], [3, 58, 53], [33, 1], [13, 21], [14, 35], [7, 34, 24, 2], [42, 8, 46], [5, 9, 40, 18], [19, 11], [27, 43, 47], [23, 22, 28, 51, 25, 17], [32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
83: [[15, 39, 29, 10], [58, 12, 20], [4, 3, 53], [33, 1, 13], [21, 6], [14, 35, 2], [7, 34, 24], [42, 8], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
84: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35], [2, 7, 40], [24, 42, 34], [46, 5, 9], [8, 18, 19], [11, 27, 43], [47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
85: [[15, 39], [13, 10], [12, 20], [4, 3, 58], [53, 33], [1, 29, 21], [14, 6, 35], [7, 2], [34, 24], [42, 8, 46], [5, 18, 9], [40, 19, 11], [27, 43], [47, 23], [22, 28, 51], [25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
86: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 34], [24, 42, 8], [46, 5], [9, 18, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25], [17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
87: [[15, 39], [29, 58], [26, 12, 20], [4, 3], [53, 33, 1], [13, 21], [6, 14, 35], [2, 7, 24], [10, 42, 8, 46], [5], [9, 40, 19], [11, 18], [27, 43, 47, 23], [22, 28], [51, 25, 17], [32, 16, 37], [34, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
88: [[15, 39], [29, 58, 10, 12], [20, 4], [3, 53, 33], [1, 13], [21, 6, 14], [35, 2, 7], [34, 24, 42], [8, 46], [5, 18, 9], [40, 19, 11], [27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26], [41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
89: [[15, 39, 6], [58, 29], [20, 4], [10, 3, 53], [33, 1], [13, 21, 12, 14], [35, 2, 7], [8, 24], [42, 34, 46, 5], [18, 9], [40, 19, 11], [27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56, 36], [45, 50, 52], [60, 59, 54, 48], [55, 49, 57]]
90: [[15, 39, 6, 21], [58, 29], [20, 10, 12], [4], [3, 53], [33, 1, 13], [14], [35, 7, 34, 2], [24, 42, 8], [46, 5, 9], [40, 18, 19], [11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50], [52, 60, 59, 54, 48, 55, 49, 57]]
91: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14], [35, 2], [7, 8], [24, 42, 34], [46, 5, 18, 9], [40, 19, 11], [27, 43], [47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
92: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 34, 24, 42, 8, 46, 5, 18, 9, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26], [41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
93: [[15, 39, 29], [58, 10], [12, 20, 4], [3, 53, 33], [1, 13, 14], [6, 21], [35, 7, 34], [2, 24, 42], [8, 46, 5], [9, 40, 18], [19, 11, 27], [43, 47, 23], [22, 28, 51], [25, 17, 32, 16], [37, 26], [41], [31, 30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
94: [[15, 39], [29, 58], [10, 12], [20, 4], [3, 53, 33], [1, 13], [21, 6, 14], [35, 2], [7, 34], [24, 42, 8], [46, 5, 9], [40, 18], [19, 11, 27], [43, 47, 23], [22, 28], [51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36], [45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
95: [[15, 39], [29, 10, 60], [12, 20, 4], [3, 53, 33], [1, 13], [21, 6], [14, 35, 2], [7, 34, 24], [42, 8, 46], [5, 9, 40], [18, 19, 11], [27, 43, 47], [23, 22, 28], [51, 25], [17], [32, 16], [37, 26, 41], [31, 30, 38], [44, 56, 36], [45, 50, 52], [58, 59, 54, 48, 55, 49, 57]]
96: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33], [1, 13, 21, 6], [14, 35, 2, 7, 24, 34, 42, 8, 46, 5, 9, 40, 18, 19, 11, 27, 43], [47, 23, 22], [28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
97: [[15, 39, 6], [21, 58, 29], [20], [10, 12], [4, 3, 53], [33, 1], [13, 14, 35], [7, 34], [2, 24], [42, 8, 46], [5, 9], [40, 16, 19], [11, 27], [43, 47], [23, 22, 28], [51, 25, 17], [32, 18], [37, 26, 41], [31, 30], [38, 44, 56], [36, 45, 50], [52, 60, 59], [54, 48, 55], [49, 57]]
98: [[15, 39], [58, 10], [12, 29], [20, 3, 4], [53, 33, 1], [13, 21], [14, 35, 7], [34, 31, 2], [24, 42], [8, 46, 5], [18, 9], [40, 19, 11], [27, 43], [47, 23, 22, 28], [51, 25, 17], [32, 16], [37, 26, 41], [6, 30, 38], [44, 56, 36], [45, 50, 52], [60, 59], [54, 48, 55], [49, 57]]
99: [[15, 39, 29], [10, 60, 12], [20, 4, 3], [53, 33, 1], [13, 21, 6], [14, 35, 2], [7, 34], [24, 42], [8, 46, 5], [18, 9, 40], [19, 11, 27], [43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
100: [[15, 39, 6], [58, 29], [20, 4, 3], [10, 12, 53], [33, 1], [13, 21, 14], [35, 7, 34], [24, 2, 42], [8, 46, 5], [9, 40, 19], [11, 18, 27], [43, 47, 23], [22, 28], [51, 25, 17], [32, 16], [37, 26], [41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
101: [[15, 39], [29], [58, 10, 12], [20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2, 7], [34, 24, 42], [8, 46], [5, 9, 40], [18, 19], [11, 27, 43], [47, 23, 22, 28], [51, 25, 17], [32, 16], [37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
102: [[15, 39], [6, 58, 29], [20, 4], [3, 10, 12], [53, 33, 1], [13, 21], [14, 35, 7], [34, 24, 2], [42, 8], [46, 5, 9], [40, 19, 11], [18, 27, 43], [47, 23, 22], [28, 51], [25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36], [45, 50, 52], [60, 59], [54, 48, 55], [49, 57]]
103: [[15, 39, 29], [58, 10, 12], [20, 4, 3], [53, 33, 1], [13, 14, 6], [21, 7, 2], [35, 34, 24], [42, 8, 46], [5, 9, 40], [18, 19], [11, 27], [43, 47, 23], [22, 28, 51], [25, 17], [32, 16, 37], [26, 41, 31], [30, 38, 44], [56, 36, 45], [50, 52, 60], [59, 54, 48], [55, 49, 57]]
104: [[15, 39], [29, 58, 10], [12, 20, 4], [3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7], [8, 24], [42, 34], [46, 5, 18], [9, 40, 19], [11, 27, 43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
105: [[15, 39, 29], [58], [10, 12, 20], [4, 3], [53, 33], [1, 13, 21], [6, 14, 35], [2, 7, 8], [24, 42], [34, 46, 5], [18, 9], [40, 19, 11, 27, 43, 47, 23], [22, 28, 51, 25], [17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
106: [[15, 39, 29], [10, 42, 12, 20], [4, 3, 53, 33], [1, 13, 14, 6], [21, 35, 7, 34], [2, 24, 58], [8, 46, 5], [9, 40], [18, 19, 11], [27, 43], [47, 23, 22], [28, 51, 25, 17], [32, 16, 37], [26, 41, 31], [30, 38], [44, 56, 36], [45, 50, 52], [60, 59, 54], [48, 55], [49, 57]]
107: [[15, 39], [29, 58], [12, 10], [20, 4, 3], [53, 33, 1], [13, 21, 6, 14, 35, 2, 7, 8, 24, 42, 34, 46, 5, 18, 9, 40, 19], [11, 27, 43], [47, 23], [22, 28, 51], [25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
108: [[15, 39], [29, 58, 10, 12], [20, 4], [3, 53, 33], [1, 13], [21, 6, 14], [35, 2, 7], [40, 24, 42], [34, 46], [5, 9, 8], [18, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
109: [[15, 39, 29], [58], [20, 4, 12], [3, 10], [53, 33], [1, 13, 14], [6, 21, 35], [7, 34, 2], [24, 42], [8, 46, 5], [9, 40, 18, 19], [11, 27, 43, 47], [23, 22, 28, 51], [25, 17, 32, 16], [37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
110: [[15, 39], [29, 58], [10, 12, 20], [4, 3, 53], [33, 1, 13, 21], [6, 14, 35], [2, 7, 34], [24, 42, 8], [46, 5, 9], [40, 18, 19], [11, 27], [43], [47, 23, 22], [28, 51, 25], [17, 32, 16], [37, 26, 41], [31, 30, 38], [44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
111: [[15, 39, 29], [58], [10, 12, 20], [4, 3], [53, 33], [1, 13], [14, 6, 21], [35, 7, 34], [2, 24], [42, 8, 46, 5, 18, 9, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56], [36, 45], [50, 52, 60, 59, 54, 48, 55, 49, 57]]
112: [[15, 39], [29, 10, 60], [12, 20], [4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 7, 34], [2, 24], [42, 8, 46, 5], [9, 40, 18], [19, 11, 27], [43, 47, 23, 22, 28, 51], [25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 58, 59, 54, 48, 55, 49, 57]]
113: [[15, 39], [29, 58], [10, 12], [20, 4, 3], [53, 33, 1], [13], [21, 6, 14], [35, 2, 7], [34, 24, 42], [8, 46, 5], [9, 40, 18, 19, 11, 27, 43], [47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
114: [[15, 39], [29, 58, 10], [12, 20, 4], [3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7, 8], [24, 42], [34, 46], [5, 9, 40, 18, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
115: [[15, 39], [29, 58], [10, 12], [20, 4, 3, 53], [33, 1, 13], [21, 6, 14], [35, 2], [7, 8, 24, 42, 34, 46, 5, 18, 9, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
116: [[15, 39], [29, 58, 10], [12, 20, 4], [3, 53, 33], [1, 13, 21], [6, 14, 35], [2, 7, 34], [24, 42, 8], [46, 5, 9], [18, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
117: [[15, 39], [29, 58], [10], [12, 20, 4], [3, 53, 33], [1, 13, 21], [6, 14], [35, 2, 7], [8, 24], [42, 34, 46, 5, 9, 40, 18, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
118: [[15, 39], [29], [58, 10, 12], [20], [4, 3, 53], [33, 1, 13], [21, 6, 14, 35], [2, 7, 34], [24, 42, 8], [46, 5], [9, 40, 18, 19], [11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
119: [[15, 39], [29, 58], [10, 12], [20, 4], [3, 53], [33, 1, 13], [21, 6, 14, 35, 2, 7, 8, 24, 42, 34, 46, 5, 9, 40, 18, 19, 11, 27, 43, 47, 23], [22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
120: [[15, 39], [29, 58], [10, 12, 20, 4, 3, 53, 33, 1, 13, 21, 14, 6, 35, 7, 2, 34, 24, 42, 8, 46, 5, 18, 9, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
121: [[15, 39, 29], [58, 10], [12, 20, 4, 3, 53, 33, 1, 13, 14, 6, 21, 35, 7, 34, 2, 24, 42, 8, 46, 5, 18, 9, 40, 19, 11, 27, 43, 47, 23, 22, 28, 51, 25, 17, 32, 16, 37, 26, 41, 31, 30, 38, 44, 56, 36, 45, 50, 52, 60, 59, 54, 48, 55, 49, 57]]
