0: [[39, 10, 3, 69], [15, 41, 5, 14], [59, 8, 6, 4], [1, 24], [2, 23, 13], [7, 25, 9, 27], [12, 22, 16], [11, 17, 21, 20], [30, 26, 19, 18], [28, 29, 31], [50, 34, 33, 45], [32, 40, 35, 36], [54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72], [74, 77, 86, 81], [79, 82], [80, 83], [85, 84, 87, 88]]
51: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
52: [[39, 10, 3], [69, 15], [41, 5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13, 7], [25, 9, 27], [12, 22, 16, 11], [17, 21], [20, 30, 26], [19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44], [47, 56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67], [76, 64, 66], [70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82, 80], [83, 85, 84, 87, 88]]
53: [[39, 10], [3, 69, 15], [41, 5], [14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44], [47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81], [79, 82], [80, 83, 85], [84, 87, 88]]
54: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81, 79], [82, 80, 83], [85, 84, 87], [88]]
55: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18], [28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81, 79], [82, 80, 83, 85, 84, 87, 88]]
56: [[39, 10, 3, 69], [15, 41, 5, 14], [59, 8, 6, 4], [1, 24], [2, 23, 13], [7, 25, 9, 27], [12, 22, 16], [11, 17, 21, 20], [30, 26, 19, 18], [28, 29, 31], [50, 34, 33, 45, 32, 40, 35, 36, 54, 37, 42, 38, 46, 43, 49, 60], [44, 47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
57: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80, 83, 85, 84, 87, 88]]
58: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76], [64, 66], [70, 73, 65], [68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
59: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37], [42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
60: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53, 58], [62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74], [77, 86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
61: [[39, 10], [3, 69], [15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43], [49, 60], [44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
62: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30], [26, 19, 18], [28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53], [58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74], [77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
63: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62], [57, 63, 67, 76], [64, 66, 70, 73], [65, 68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
64: [[39, 10], [3, 69], [15, 41], [5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
65: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34], [33, 45], [32, 40, 35], [36, 54, 37], [42, 38], [46, 43, 49], [60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
66: [[39, 10], [3, 69], [15, 41, 5], [14], [59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
67: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1], [24, 2, 23, 13], [7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37], [42, 38, 46], [43, 49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82, 80], [83, 85, 84], [87, 88]]
68: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32], [40, 35, 36], [54, 37], [42, 38], [46, 43, 49], [60, 44, 47], [56, 52], [48, 61, 51], [55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81, 79], [82, 80, 83], [85, 84, 87], [88]]
69: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76], [64, 66, 70], [73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82], [80, 83], [85, 84], [87, 88]]
70: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78], [72, 74, 77], [86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
71: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
72: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82, 80], [83, 85], [84, 87, 88]]
73: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13], [7, 25, 9], [27, 12, 22], [16, 11], [17, 21], [20, 30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81], [79, 82, 80], [83, 85, 84], [87, 88]]
74: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7, 25], [9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73, 65], [68, 75], [71], [78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
75: [[39, 10], [3, 69], [15, 41, 5], [14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11], [17, 21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82], [80, 83, 85], [84, 87, 88]]
76: [[39, 10], [3, 69], [15, 41, 5], [14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32], [40, 35, 36], [54, 37, 42], [38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82], [80, 83, 85], [84, 87, 88]]
77: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50], [34, 33, 45], [32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82, 80, 83, 85, 84, 87, 88]]
78: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4, 1], [24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
79: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38, 46], [43, 49, 60, 44], [47, 56], [52, 48, 61], [51, 55, 53, 58], [62, 57, 63], [67, 76, 64, 66], [70, 73, 65, 68], [75, 71, 78], [72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
80: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26, 19], [18, 28, 29, 31], [50, 34, 33, 45], [32, 40], [35, 36, 54], [37, 42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80], [83, 85, 84], [87, 88]]
81: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26, 19], [18, 28, 29, 31], [50, 34, 33, 45], [32, 40], [35, 36, 54], [37, 42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48], [61, 51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80], [83, 85, 84], [87, 88]]
82: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27], [12, 22], [16, 11], [17, 21, 20], [30, 26], [19, 18, 28], [29, 31, 50], [34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49, 60], [44, 47, 56], [52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
83: [[39, 10, 3, 69], [15, 41], [5, 14, 59], [8, 6, 4, 1], [24, 2, 23], [13, 7, 25, 9], [27, 12, 22, 16], [11, 17, 21], [20, 30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67, 76], [64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82, 80], [83, 85], [84, 87, 88]]
84: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
85: [[39, 10], [3, 69], [15, 41], [5, 14], [59, 8, 6], [4, 1], [24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77], [86, 81, 79], [82, 80, 83], [85, 84, 87], [88]]
86: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20], [30, 26, 19], [18, 28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51, 55], [53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
87: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
88: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38, 46], [43, 49, 60], [44, 47, 56], [52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68], [75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
89: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29], [31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49], [60, 44, 47], [56, 52, 48], [61, 51], [55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72, 74], [77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
90: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23], [13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55, 53], [58, 62, 57, 63], [67, 76, 64], [66, 70, 73, 65], [68, 75], [71, 78, 72], [74, 77, 86, 81], [79, 82], [80, 83], [85, 84, 87, 88]]
91: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51], [55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
92: [[39, 10], [3, 69, 15], [41, 5, 14], [59, 8, 6], [4, 1, 24], [2, 23, 13], [7, 25], [9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42, 38], [46, 43, 49, 60, 44, 47, 56, 52, 48, 61, 51], [55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
93: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24], [2, 23, 13], [7, 25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29], [31, 50, 34], [33, 45, 32], [40, 35, 36], [54, 37], [42, 38, 46], [43, 49, 60], [44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73], [65, 68], [75], [71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
94: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54], [37, 42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51], [55, 53, 58, 62], [57, 63, 67, 76], [64, 66, 70, 73], [65, 68, 75, 71], [78, 72, 74], [77, 86, 81], [79, 82, 80], [83, 85], [84, 87, 88]]
95: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9], [27, 12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32], [40, 35, 36], [54, 37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61, 51], [55, 53, 58], [62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
96: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36], [54, 37, 42], [38, 46, 43], [49, 60], [44, 47], [56, 52], [48, 61, 51], [55, 53], [58, 62], [57], [63, 67, 76, 64, 66, 70, 73, 65, 68], [75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
97: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54], [37, 42], [38, 46, 43], [49, 60, 44], [47, 56, 52], [48, 61], [51, 55, 53, 58], [62, 57, 63], [67, 76, 64], [66, 70, 73], [65, 68, 75], [71, 78, 72], [74, 77, 86], [81, 79, 82, 80, 83, 85, 84, 87, 88]]
98: [[39, 10, 3], [69, 15], [41, 5, 14], [59, 8, 6], [4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16, 11], [17, 21, 20], [30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38], [46, 43], [49, 60, 44], [47, 56, 52], [48, 61], [51, 55, 53], [58, 62, 57], [63, 67, 76], [64, 66, 70], [73, 65, 68], [75, 71, 78], [72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
99: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2, 23], [13, 7, 25], [9, 27, 12], [22, 16], [11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36], [54, 37], [42, 38], [46, 43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82], [80, 83, 85], [84, 87, 88]]
100: [[39, 10, 3], [69, 15, 41], [5, 14, 59], [8, 6, 4], [1, 24, 2], [23, 13, 7], [25, 9, 27], [12, 22], [16, 11, 17], [21, 20, 30], [26, 19, 18], [28, 29, 31], [50, 34, 33], [45, 32, 40], [35, 36, 54, 37], [42, 38, 46], [43, 49, 60, 44], [47, 56, 52, 48, 61, 51, 55, 53, 58, 62, 57, 63, 67, 76, 64, 66, 70, 73, 65, 68, 75, 71, 78, 72, 74, 77, 86, 81, 79, 82, 80, 83, 85, 84, 87, 88]]
101: [[39, 10], [3, 69], [15, 41, 5], [14, 59, 8], [6, 4, 1], [24, 2], [23, 13, 7], [25, 9, 27], [12, 22, 16], [11, 17, 21], [20, 30, 26], [19, 18, 28], [29, 31, 50], [34, 33, 45], [32, 40, 35], [36, 54, 37], [42, 38, 46], [43, 49], [60, 44, 47], [56, 52, 48], [61, 51, 55], [53, 58, 62], [57, 63, 67], [76, 64, 66], [70, 73, 65], [68, 75, 71], [78, 72, 74], [77, 86], [81, 79, 82], [80, 83], [85, 84], [87, 88]]
