0: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26, 31], [40, 24, 12, 44, 45, 3], [28, 7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 6], [15, 10, 18], [36, 50], [22, 23, 43], [51], [54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
74: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40], [24, 12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15, 10], [18, 36, 50], [22, 23], [43, 51, 54, 16], [37, 29, 33], [38, 42], [53, 30, 56, 59], [47, 48, 52]]
75: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20, 19], [26, 31, 40], [24, 12, 44], [45, 3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 6], [15, 10, 36], [50, 18, 22], [23], [43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56], [59, 47, 48, 52]]
76: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7], [34, 39, 27], [11, 9, 41], [1, 5], [13, 21, 6, 15], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42], [53, 30, 56], [59], [47, 48, 52]]
77: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27, 11, 9], [41, 1, 5], [13, 21, 6, 15], [10, 18, 36], [50, 22, 23, 43], [51, 54, 16], [37, 29, 33], [38, 42, 53], [30, 56, 59], [47, 48, 52]]
78: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13], [21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
79: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
80: [[35, 14, 2], [32, 17, 8, 55], [58, 60, 49, 57], [46, 25, 4, 20, 19, 26], [31, 40, 24, 12, 44, 45, 3, 28, 7, 34, 39, 27, 11], [9, 41, 1, 5, 13, 21, 15, 6, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
81: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25], [4, 20, 19], [26, 31, 40], [24, 12, 44], [45, 3, 28, 7], [34, 39, 27], [11, 9], [41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
82: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44], [45, 3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36], [50, 22, 23, 43], [51, 54, 16], [37, 29, 33], [38, 42, 53, 30, 56, 59, 47, 48, 52]]
83: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28], [7, 34, 39], [27, 11], [9, 41, 1], [5, 13, 21], [6, 15, 10, 36], [50, 18, 22], [23, 43, 51, 54, 16], [37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
84: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19], [26, 31, 40], [24, 12, 44], [45, 3, 28], [7, 34], [39, 27], [11, 9, 41], [1, 5, 13], [21, 15, 6, 10], [18, 36, 50], [22, 23, 43, 51], [54, 16, 37], [29, 33, 38], [42, 53, 30], [56, 59, 47], [48, 52]]
85: [[35, 14], [2, 32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41, 1], [5, 13, 21], [15, 6, 10, 36], [50, 22, 23], [18, 43, 51], [54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
86: [[35, 14, 2], [32, 17, 8, 55], [58, 60, 49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 15, 6, 10], [18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
87: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [44, 45, 12], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1], [5, 13, 21, 15, 6, 10, 18, 36, 50, 22, 23, 43], [51, 54, 16], [37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
88: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31, 40], [24, 44, 12], [45, 3], [28, 7, 34], [39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36, 50], [22, 23, 43], [51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
89: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18], [36, 50, 22, 23], [43, 51, 54, 16], [37, 29], [33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
90: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19], [26, 31, 40], [24, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41, 1], [5, 13], [21, 15, 6], [36, 10, 12], [18, 50, 22], [23, 43, 51, 54], [16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
91: [[35, 14, 2], [32, 17], [8, 55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24], [12, 44, 45, 3], [28, 7], [34, 39, 27, 11, 9], [41, 1, 5], [13, 21, 6, 15], [10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33], [38, 42, 53, 30, 56, 59, 47, 48, 52]]
92: [[35, 14, 2], [32, 17], [8, 55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24], [12, 44, 45, 3], [28, 7], [34, 39, 27, 11, 9], [41, 1, 5], [13, 21, 6, 15], [10, 18, 36, 50], [22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
93: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31, 40], [24, 12, 44, 45, 3, 28], [7, 34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36], [50, 22, 23], [43, 51, 54], [16, 37, 29], [33, 38, 42], [53], [30, 56, 59, 47, 48, 52]]
94: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 15], [6, 10], [36, 50, 22], [23, 18, 43], [51, 54, 16], [37, 29], [33, 38, 42], [53, 30, 56], [59, 47, 48, 52]]
95: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36], [50, 22], [23, 43, 51], [54, 16, 37, 29], [33, 38, 42], [53, 30, 56, 59, 47, 48, 52]]
96: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [44, 45], [3, 12, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 15], [6, 10, 18], [36, 50, 22], [23, 43], [51, 54, 16], [37], [29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
97: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44], [45, 3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 15], [6, 10, 18], [36, 50, 22], [23, 43, 51], [54, 16, 37], [29, 33, 38], [42, 53, 30], [56, 59], [47, 48, 52]]
98: [[35, 14, 2], [32, 17, 8], [55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7, 34], [39, 27, 11, 9, 41], [1, 5, 13], [21], [15, 6, 10], [36, 50, 22], [23, 18, 43, 51], [54, 16, 37], [29, 33, 38, 42], [53, 30, 56], [59, 47, 48, 52]]
99: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20, 19, 26, 31, 40, 24, 12], [44, 45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
100: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27], [11, 9, 41, 1], [5, 13, 21], [6, 15, 10, 18], [36, 50, 22], [23, 43], [51, 54, 16, 37], [29, 33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
101: [[35, 14, 2], [32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20], [19, 26, 31, 40, 24, 12, 44, 45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 15, 6, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
102: [[35, 14], [2, 32, 17], [8, 55, 58], [60, 49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44], [45, 3, 28], [7, 34, 39], [27, 11, 9], [41, 1], [5, 13, 21], [6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29, 33], [38, 42, 53], [30, 56, 59], [47, 48, 52]]
103: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57], [46, 25, 4], [20, 19, 26], [31, 40, 24], [12, 44, 45], [3, 28, 7], [39, 27, 11], [9, 41, 1], [34, 5, 13], [21, 15], [6, 10, 18, 36, 50, 22, 23], [43, 51, 54, 16, 37, 29, 33], [38, 42, 53, 30, 56, 59, 47, 48, 52]]
104: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45, 3], [28], [7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
105: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31, 40], [24, 12, 44], [45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1], [5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
106: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31, 40], [24, 12, 44], [45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47], [48, 52]]
107: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24], [12, 44, 45], [3, 28], [7, 34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36], [50, 22, 23], [43, 51], [54, 16, 37, 29], [33, 38], [42, 53, 30], [56, 59, 47], [48, 52]]
108: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 12], [44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15, 10], [18, 36, 50, 22], [23, 43], [51, 54, 16, 37], [29, 33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
109: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26], [31, 40, 24], [12, 44, 45, 3], [28, 7, 34], [39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
110: [[35, 14, 2, 32, 17, 8, 55], [58, 60, 49, 57], [46, 25, 4], [20, 19], [26, 31, 40, 24], [12, 44, 45], [3], [28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
111: [[35, 14, 2], [32, 17], [8, 55], [58, 60, 49], [57, 46, 25], [4, 20, 19], [26, 31, 40], [24, 12, 44], [45, 3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 6], [15, 10, 18], [36, 50, 22], [23, 43, 51], [54, 16, 37], [29, 33, 38], [42, 53, 30], [56, 59, 47], [48, 52]]
112: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24], [12, 44, 45], [3, 28, 7], [34, 39, 27], [11, 9, 41], [1, 5, 13], [21, 6, 15, 10], [18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29, 33, 38], [42, 53, 30, 56], [59, 47, 48, 52]]
113: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46, 25], [4, 20, 19], [26, 31, 40], [24, 12, 44], [45, 3, 28], [7, 34, 39], [27, 11, 9, 41], [1, 5, 13], [21, 6, 15], [10, 18, 36, 50], [22, 23, 43], [51, 54, 16], [37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
114: [[35, 14, 2], [32, 17, 8], [55, 58, 60, 49], [57, 46, 25, 4, 20, 19, 26, 31], [40, 24, 12], [44, 45, 3], [28, 7, 34], [39, 27, 11], [9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
115: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46, 25], [4, 20, 19], [26, 31, 40], [24, 12, 44, 45, 3, 28], [7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
116: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46], [25, 4, 20], [19, 26, 31], [40, 24, 44], [45, 3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 15], [6, 36, 10], [12], [18, 50, 22], [23, 43, 51], [54, 16, 37, 29], [33, 38, 42], [53, 30, 56, 59], [47, 48, 52]]
117: [[35, 14, 2], [32, 17, 8], [55, 58, 60], [49, 57, 46, 25], [4, 20, 19], [26, 31, 40], [24, 12, 44, 45, 3], [28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 15, 6, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
118: [[35, 14, 2, 32], [17, 8, 55, 58, 60, 49, 57, 46], [25, 4, 20, 19, 26, 31], [40, 24, 12, 44, 45, 3, 28, 7, 34, 39], [27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
119: [[35, 14, 2], [32, 17], [8, 55, 58, 60, 49, 57, 46, 25, 4, 20, 19, 26, 31, 40, 24, 12, 44, 45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16], [37, 29, 33, 38, 42, 53], [30, 56, 59, 47, 48, 52]]
120: [[35, 14, 2], [32, 17], [8, 55], [58, 60, 49], [57, 46, 25], [4, 20, 19, 26, 31, 40, 24, 12, 44, 45, 3, 28, 7, 34, 39, 27, 11, 9, 41, 1, 5, 13, 21, 6, 15, 10, 18, 36, 50, 22, 23, 43, 51, 54, 16, 37, 29, 33, 38, 42, 53, 30, 56, 59, 47, 48, 52]]
121: [[35, 14, 2], [32, 17, 8, 55], [58, 60, 49], [57, 46, 25, 4], [20, 19], [26, 31, 40], [24, 44, 12], [45, 3, 28], [7, 34, 39], [27, 11, 9], [41, 1, 5], [13, 21, 15], [6, 10, 36], [50, 18, 22], [23, 43, 51], [54, 16, 37], [29, 33, 38], [42, 53, 30, 56, 59, 47, 48, 52]]
