0: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44, 32], [45, 47, 56], [37, 46, 54], [49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58], [64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
51: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65], [75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
52: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
53: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
54: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55, 62, 58], [64, 70, 65, 75, 66, 71], [69, 73, 74, 72, 79, 78, 77, 76], [84, 81, 87], [82, 80, 83, 86, 85, 88]]
55: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82, 80, 83], [86, 85, 88]]
56: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61, 59], [57, 55, 62, 58, 64, 70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
57: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55, 62], [58, 64, 70, 65], [75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
58: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55, 62], [58, 64, 70], [65], [75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
59: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30], [33, 35], [40, 53, 39], [34, 44, 32], [45, 47, 56], [37, 46, 54, 49], [63, 43, 60], [51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74], [72, 79, 78, 77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
60: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49], [63, 43, 60, 51], [48, 52, 61, 59], [57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
61: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72], [79, 78, 77], [76, 84], [81, 87], [82, 80, 83, 86, 85, 88]]
62: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31], [30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 37], [56, 47], [46, 54, 49], [63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
63: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
64: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65], [75, 66, 71, 69], [73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83], [86, 85, 88]]
65: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
66: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
67: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4], [1, 6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
68: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72], [79, 78, 77], [76, 84, 81], [87, 82], [80, 83, 86], [85, 88]]
69: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83], [86, 85, 88]]
70: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61, 59], [57, 55, 62], [58, 64], [70, 65], [75, 66, 71, 69, 73, 74, 72, 79, 78], [77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
71: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51, 48], [52, 61, 59], [57, 55, 62, 58, 64, 70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
72: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28], [36, 31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71, 69], [73, 74, 72, 79, 78], [77, 76, 84, 81, 87, 82], [80, 83], [86, 85, 88]]
73: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33, 35], [40, 53, 39, 34], [44, 32, 45], [47, 56, 37], [46, 54, 49], [63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85], [88]]
74: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46, 54], [49, 63, 43, 60, 51, 48, 52, 61, 59], [57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
75: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83, 86], [85, 88]]
76: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46, 54], [49, 63, 43, 60, 51, 48, 52, 61, 59], [57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
77: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51, 48], [52, 61, 59, 57], [55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
78: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84, 81], [87, 82, 80], [83, 86, 85, 88]]
79: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51, 48], [52, 61, 59, 57], [55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
80: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47], [46, 54, 49], [63, 43, 60], [51, 48], [52, 61, 59], [57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
81: [[38, 5, 42], [41, 68, 2, 15, 14], [67, 3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28], [36], [31, 30, 33], [35, 40, 53], [39, 34, 44, 32], [45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
82: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63, 43], [60, 51, 48, 52], [61, 59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87], [82, 80, 83], [86, 85, 88]]
83: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63, 43, 60, 51], [48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
84: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63, 43, 60, 51, 48, 52], [61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
85: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
86: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60], [51, 48, 52], [61, 59], [57, 55, 62], [58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
87: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45], [37, 56, 47, 46, 54, 49], [63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78], [77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
88: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75], [66, 71], [69, 73], [74, 72, 79], [78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
89: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84], [81, 87, 82], [80, 83, 86], [85, 88]]
90: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66, 71], [69, 73, 74, 72], [79, 78, 77, 76], [84, 81, 87, 82, 80, 83, 86, 85, 88]]
91: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37, 56], [47, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59, 57], [55, 62, 58, 64], [70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
92: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33, 35], [40, 53, 39], [34, 44, 32], [45, 47, 56], [37, 46, 54], [49, 63, 43], [60, 51, 48], [52, 61, 59], [57, 55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73], [74, 72], [79, 78, 77], [76, 84, 81, 87], [82, 80, 83], [86, 85, 88]]
93: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60], [51, 48, 52], [61, 59, 57], [55, 62], [58, 64, 70], [65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
94: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40], [53, 39, 34], [44, 32, 45], [47, 56, 37], [46, 54], [49, 63], [43, 60, 51], [48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72], [79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
95: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54], [49, 63, 43], [60, 51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65], [75, 66, 71], [69, 73, 74], [72, 79, 78], [77, 76, 84, 81], [87, 82, 80], [83, 86, 85, 88]]
96: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60], [51, 48], [52, 61, 59], [57, 55, 62], [58, 64], [70, 65, 75, 66], [71, 69, 73, 74], [72, 79, 78], [77, 76, 84, 81, 87, 82], [80, 83, 86, 85, 88]]
97: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45], [37, 56, 47], [46, 54, 49], [63, 43, 60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70], [65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
98: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37, 56], [47, 46, 54, 49], [63, 43], [60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
99: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21], [11, 18, 23], [24, 19, 50], [20, 29, 28], [36, 31, 30], [33, 35, 40], [53, 39, 34], [44, 32, 45, 37], [56, 47, 46], [54, 49, 63], [43, 60, 51], [48, 52, 61], [59, 57, 55], [62, 58, 64], [70, 65, 75, 66, 71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87], [82, 80, 83, 86, 85, 88]]
100: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 37], [56, 47, 46, 54, 49, 63, 43], [60, 51, 48, 52, 61, 59, 57, 55, 62, 58, 64, 70, 65, 75, 66], [71, 69, 73, 74, 72, 79, 78, 77, 76, 84, 81, 87, 82, 80, 83, 86, 85, 88]]
101: [[38, 5, 42], [41, 68, 2], [15, 14, 67], [3, 4, 1], [6, 8, 7], [9, 26, 10], [12, 22, 13], [27, 25, 16], [17, 21, 11], [18, 23, 24], [19, 50, 20], [29, 28, 36], [31, 30, 33], [35, 40, 53], [39, 34, 44], [32, 45, 47], [56, 37, 46], [54, 49], [63, 43, 60], [51, 48, 52], [61, 59, 57], [55, 62, 58], [64, 70, 65, 75], [66, 71, 69], [73, 74], [72, 79], [78, 77, 76], [84, 81, 87], [82, 80, 83], [86, 85, 88]]
