0: [[60], [55, 37, 25], [4, 28, 23, 24, 45, 12], [27, 11], [8, 38, 44, 18], [47, 20, 19, 26, 31], [39], [32, 17], [14, 42], [54, 52, 16, 29], [36, 50], [15, 22, 6, 10], [53], [3, 33, 30, 34, 51], [43, 49], [1, 58], [41, 5], [40, 13, 7, 21], [35, 46, 2], [57, 9, 48], [56, 59]]
74: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
75: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
76: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
77: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
78: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
79: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
80: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
81: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
82: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
83: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
84: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
85: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
86: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
87: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
88: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
89: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
90: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
91: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
92: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
93: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
94: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
95: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
96: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
97: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
98: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
99: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
100: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
101: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
102: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
103: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
104: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
105: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
106: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
107: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
108: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
109: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
110: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
111: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
112: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
113: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
114: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
115: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
116: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
117: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
118: [[27, 14, 35, 21, 5, 39, 6, 25, 1, 2, 3, 4, 11, 7, 13, 8, 31, 17, 30, 19], [12, 10, 18, 16, 15, 20, 22, 23, 24, 26, 28, 29, 9, 33, 36, 40, 42, 32, 38, 37], [34, 45, 43, 41, 46, 44, 47, 50, 53, 51, 49, 54, 48, 52, 55, 56, 59, 57, 58, 60]]
119: [[59, 54, 35, 25, 5, 31, 6, 4, 45, 2, 27, 11, 7, 39, 8, 24, 47, 21, 30, 9], [28, 12, 32, 16, 15, 42, 18, 52, 19, 26, 36, 50, 13, 17, 20, 10, 58, 3, 34, 29], [33, 37, 43, 49, 14, 38, 41, 40, 44, 51, 1, 22, 56, 46, 23, 53, 55, 48, 57, 60]]
120: [[60, 46, 35, 21, 5, 31, 22, 24, 33, 14, 27, 8, 9, 38, 45, 16, 2, 17, 30, 26], [4, 42, 32, 7, 15, 10, 54, 52, 12, 18, 36, 19, 20, 23, 6, 25, 53, 28, 29, 37], [34, 39, 43, 49, 40, 56, 41, 47, 48, 13, 1, 50, 51, 44, 3, 55, 11, 57, 58, 59]]
121: [[27], [23, 37, 25], [4, 36, 7, 1, 13, 2], [3, 5], [10, 6, 12, 8], [15, 20, 19, 9, 11], [21], [18, 17], [14, 24], [22, 26, 16, 29], [28, 30], [31, 38, 32, 42], [33], [35, 39, 40, 34, 51], [43, 41], [47, 46], [44, 50], [48, 45, 55, 53], [49, 54, 52], [57, 58, 59], [56, 60]]
