0: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
51: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
52: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
53: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
54: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
55: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
56: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
57: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
58: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
59: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
60: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
61: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
62: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
63: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
64: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
65: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
66: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
67: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
68: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
69: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
70: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
71: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
72: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
73: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
74: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
75: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
76: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
77: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
78: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
79: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
80: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
81: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
82: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
83: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
84: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
85: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
86: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
87: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
88: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
89: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
90: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
91: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
92: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
93: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
94: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
95: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
96: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
97: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
98: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
99: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
100: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
101: [[25, 3, 69, 5, 1], [36, 2, 22, 15, 4], [6, 7, 10, 9, 8], [23, 12, 13, 28, 14], [24, 29, 50, 19, 18], [11, 17, 16, 21, 20, 59], [26, 27, 31, 30, 51], [34, 33, 37, 39, 47], [35, 44, 40, 32, 46], [54, 42, 38, 43, 41, 60], [49, 56, 45, 53, 63], [48, 52, 55, 61, 57], [58, 62, 64, 75, 65], [78, 71, 68, 67, 76], [72, 70, 66, 73, 74, 77], [79, 82, 80, 85, 83], [81, 86, 84, 87, 88]]
