0: [[53, 27, 35, 7, 2], [1, 3], [4, 11, 24, 12], [13, 9, 14, 6, 21], [5, 8, 16, 15, 10, 18], [19, 17, 23, 20], [22, 28, 30, 26, 25], [31, 29, 32, 37, 38], [41, 36, 34, 33, 47], [44, 43, 39, 46, 40, 42], [45, 50, 51, 56], [54, 52, 48, 55], [49, 57], [60, 58, 59]]
74: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4, 8], [10, 9, 11, 12, 28], [31, 14, 16, 19, 17, 15, 23, 30], [20, 18, 26, 22, 24, 25, 29, 32], [37, 34, 46, 36, 33, 41], [42, 39, 38, 40, 43, 44, 45], [47, 52, 49, 55, 50, 48], [57], [54, 51, 58, 56, 60, 59]]
75: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4, 8, 11, 24, 19, 9, 10, 30, 14, 15, 17], [12, 22, 20], [16, 18, 31, 29, 23, 25, 26, 38, 32, 37, 33, 41, 28], [34, 36], [43, 39, 44, 40, 45, 47, 46, 42, 60, 52, 50, 59, 56, 48, 49, 55, 58, 51, 54, 57]]
76: [[53, 27, 2, 35, 7], [1, 5, 4, 13, 21, 6, 10, 8, 11, 14, 3, 12, 9, 31, 15, 18, 16, 17, 22, 19, 29, 23, 20, 28, 25, 24, 26, 30], [32, 37, 34, 39, 36], [38, 47, 41, 33, 43, 40], [46, 45, 42, 44, 50, 48, 49, 52], [51, 56, 54, 55, 58, 57, 59], [60]]
77: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6], [4, 8, 9, 11, 16, 10], [31, 19, 20, 15, 23, 12, 14, 22, 29], [25, 28, 17, 18, 24, 26, 33], [32, 37, 39, 40, 30, 42, 34, 36, 55, 44, 43, 38, 45, 46, 41, 47, 51, 52, 48, 49, 54], [57, 56, 50, 58, 60, 59]]
78: [[53, 27, 2, 35, 7, 1, 5], [3, 13], [21, 6, 4, 15, 8, 12, 10, 14, 18, 9], [11, 16, 17, 24, 22, 23, 19, 30, 20, 29, 25, 31, 28, 26, 32, 37, 38, 33, 34, 36, 44, 47, 50, 40, 41, 43, 39, 45, 42, 60, 51, 49, 48, 46, 55, 52, 54, 59, 57, 58, 56]]
79: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 14, 12], [8, 23, 4, 9, 6, 10, 15, 26, 19, 25, 30, 20], [11, 16, 18, 28, 17, 24, 29, 46, 22], [32, 37, 42, 31, 34, 38, 33, 43, 36, 40, 45, 41], [47, 39, 44, 48, 52, 49, 56, 51, 54, 50, 57, 58, 59], [55, 60]]
80: [[53, 27, 2, 35, 7], [1, 5, 3, 13, 21, 4, 6, 8, 10, 11, 9, 14, 12, 31, 15, 18, 17, 16, 23, 19, 22, 25, 28, 20, 26, 24, 30, 29, 32, 37, 34, 47, 33, 39, 36], [40, 38, 43, 50, 42, 45, 44, 41, 46, 48, 51, 49, 52, 55, 59], [54, 56, 57, 60, 58]]
81: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21], [6, 4], [8], [15, 10], [9, 14, 11, 19, 18, 17, 23], [12, 22, 16, 25, 20, 29], [24, 30, 26, 31, 28, 32, 37], [42, 34, 33, 39, 38, 41], [36, 40, 46, 44, 45, 43, 47], [50, 51, 48, 58], [54, 49, 52, 56, 57, 55, 59], [60]]
82: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 4, 9, 14, 10, 15, 8, 11, 18, 16, 12, 26, 19, 17, 22, 20, 23, 24, 31, 25, 28, 30, 32, 34, 46, 33, 36, 38, 37, 39, 42, 21, 29, 6], [41, 40, 44, 45, 43, 47, 50, 49, 48, 52, 51], [55, 54, 56, 57, 58, 59, 60]]
83: [[53, 27, 2, 35, 7, 1, 5], [3, 13, 21, 6, 4], [8, 10, 24, 11, 18, 14], [15, 9, 30, 16, 25, 12], [17, 22, 23, 19, 20, 26], [28, 29], [31, 32, 37], [34, 33, 36, 38, 47], [43, 46, 40, 42, 41], [45, 44, 52, 49, 39, 51, 48], [58, 54], [57, 55, 50, 56, 60, 59]]
84: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4, 8, 9, 15, 10, 14, 11, 24, 12, 28, 23, 16, 22, 17, 20, 30, 26, 18, 19, 31, 25, 29], [32, 37, 42, 34, 33, 38], [41, 39, 45, 47, 36, 43, 44, 46, 40, 55, 48, 49, 51, 50, 59, 52, 56, 60, 57, 54, 58]]
85: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 4, 6, 8, 9, 16, 30, 21, 10, 25, 31, 11], [15, 17, 12, 14, 19, 26, 18, 29, 20, 28, 22, 46], [23, 32, 37, 38, 24, 33, 36, 34, 40], [42, 43, 45, 41, 47, 39, 44, 50, 49, 59], [48, 51, 55, 54, 56, 58, 57, 52, 60]]
86: [[53, 27, 2, 35, 7, 1, 5, 3], [13, 21, 6, 4, 10, 8], [11, 14], [30, 26, 12, 9, 22, 17, 15], [23, 16, 19, 18, 20, 31, 24, 29, 25, 28, 32, 37, 33, 34, 41, 38, 36, 46, 43, 47, 40, 39, 42, 44, 55, 54, 48, 49, 45, 51, 50, 52, 57, 56, 59, 60, 58]]
87: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 9], [10, 4, 8, 11, 14, 12], [15, 19, 23, 18, 16, 20, 22], [25, 17, 26, 30, 24, 28, 29, 31, 32, 36, 34], [46, 37, 33, 38, 45, 39, 40], [41, 43, 44, 42, 55, 48, 47, 50, 51, 49], [52, 54, 59, 57, 56, 60, 58]]
88: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4, 9], [11, 15, 14, 8, 26, 10, 28], [12, 30, 16, 22, 19, 20, 17], [18, 24, 25, 23, 29, 31, 32, 37], [34, 47, 33, 38, 36], [39], [41, 44, 40, 42, 45, 43, 50, 60, 48, 57, 52, 54, 46, 49, 56, 58, 51, 55, 59]]
89: [[53, 27, 34, 7, 2], [1, 5, 3, 13, 21, 4, 6, 9, 12, 8, 18, 14, 15, 17, 11, 16, 24, 10, 19, 23, 28, 22, 29, 30, 25, 20, 31, 26], [36, 37, 38, 41, 32, 39, 40, 33, 35, 43, 45, 42, 44, 50, 46, 47, 48, 59], [55, 49, 51, 52, 58, 57, 56, 54, 60]]
90: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 4, 8, 18, 21, 6], [11, 14, 9, 26, 28, 12, 15, 10], [17, 22, 19, 20, 23, 16, 24, 25, 31, 29], [30, 33, 37, 38, 44, 32], [36, 34, 41, 43, 45, 40, 42, 47, 50, 46, 39, 49], [57, 52, 48, 55, 54, 56, 51, 60, 59], [58]]
91: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4, 11, 9], [12, 8, 10, 19], [28, 20, 15, 14, 18], [23, 17, 16, 22, 25, 24, 30, 31, 26, 29], [37], [32, 46, 33, 39, 44], [34, 45, 36, 41, 38], [40, 42, 43, 47, 50], [51, 49, 56, 52, 57, 48, 55, 59, 54, 58, 60]]
92: [[53, 27, 2, 35], [7, 1, 3, 5, 13, 21, 6, 4, 8, 15, 9, 11, 10, 26, 22, 18, 12, 17, 14, 28, 19, 16, 20, 23, 29, 24, 25, 30, 31, 33, 37, 42, 39, 32, 46, 34], [40, 43, 36, 38, 47, 41, 45, 44, 51, 60, 49, 52, 48, 54, 50, 57, 55, 56, 58, 59]]
93: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4, 12, 10, 9, 8, 15, 11, 14, 19], [30, 17, 20, 18, 16, 22, 25], [24, 28, 23, 29, 31, 26], [39, 37, 36, 34, 33, 41, 38, 32], [42, 40, 43, 46, 44, 45], [52, 47, 51, 50, 48, 54, 57, 55, 56, 49, 58, 60, 59]]
94: [[53, 27, 2, 35, 7], [1, 5, 4, 13, 21], [6, 3, 14, 8, 24, 19], [11, 12, 16, 15, 9, 30, 17, 18, 10, 23, 31, 20, 22, 26, 28, 29, 25, 32, 37, 34, 43, 39], [36, 47, 46, 57, 40, 38, 41, 42], [44, 45, 50, 48, 33, 55, 54, 49, 51, 56, 58, 60, 59, 52]]
95: [[53, 27, 34, 7, 2], [1, 3, 5, 13, 21, 6, 4, 12, 9, 8], [15, 11, 14, 26, 10, 18, 17], [16, 19, 23, 20, 24, 22, 30, 25, 29, 31, 28, 32, 33, 38, 42, 36, 39, 40, 47, 43, 41, 45, 35, 37, 60, 44, 46, 49, 59, 50, 54, 48, 55, 57, 56, 51], [58, 52]]
96: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 4], [6, 8, 11, 9, 14, 12, 16, 31, 28, 10, 15, 17], [22, 18, 19, 26, 23, 20], [24, 29, 25, 33, 30, 34, 36], [46, 47, 38, 39, 44, 41], [37], [32, 43, 40, 45, 42, 52], [48, 50, 55, 51, 49, 59], [54, 56, 57, 58, 60]]
97: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 20, 4, 6], [8, 12, 10, 11, 9, 15, 22, 14, 28], [16, 17, 18, 19, 21, 24, 29, 26, 31, 25, 23, 30, 32, 37, 34, 42, 41, 39, 36, 46, 33, 47, 38, 43, 45, 40, 44, 60, 48, 58, 51, 55, 49, 54, 50, 57, 52, 59, 56]]
98: [[53, 27, 2, 35, 7, 1, 5, 3, 13, 21, 6, 4], [9, 8, 11, 15, 22, 18, 10, 14, 12, 25, 16, 17, 19], [23, 20, 24, 28, 26, 29, 30, 31, 37, 45, 40, 32, 33, 39, 36, 38, 42, 34, 44, 43, 41, 46, 48, 47, 49, 56, 50, 51, 55, 54, 57, 58, 52, 59, 60]]
99: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4], [11, 9, 8, 14, 10], [12, 15, 18, 22, 17, 16, 19, 20], [23, 25, 26, 28, 24, 29], [30, 31, 32, 37, 41, 44, 36], [34, 39, 45, 33], [38, 42, 40, 47, 43, 54, 46], [55, 51, 50, 48, 49, 59], [57], [52, 58, 56, 60]]
100: [[53, 27, 2, 35, 7], [1, 5, 9, 13, 21], [6, 3, 8, 11, 17, 19, 14], [15, 22], [4, 10, 20, 12, 18, 16, 23, 28], [26, 31, 24, 25, 30, 29, 32, 33, 38, 40, 34, 36, 47, 45, 59, 37, 39, 41, 42, 46, 43, 44, 52, 51, 49, 55, 50, 48, 54, 56, 57, 58, 60]]
101: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4, 8, 10, 9, 12], [15, 28, 19, 11, 30, 25], [14, 17, 24, 16, 23, 20, 18, 22, 26], [31, 29, 32, 37, 33, 46, 39, 34, 36, 40], [41, 43, 44, 42, 47, 49], [45, 38], [52, 48, 54, 51, 50, 57, 60], [56, 55, 58, 59]]
102: [[53, 27, 2, 35, 7], [1, 5, 3, 13, 21], [14, 6, 4, 9, 26, 10], [8, 11, 24, 17, 12, 19], [18, 22, 16, 15, 30, 25, 28, 20], [31, 23, 29, 32], [37, 34, 42, 33, 38], [36, 46, 39, 47, 41, 50, 43, 45, 40, 44, 48, 49], [51, 52, 55], [54, 57, 60, 56, 59, 58]]
103: [[53, 27, 2, 35, 7], [1, 5, 3, 13, 20, 6], [4, 8, 9, 14, 15, 12], [11, 19, 10, 17, 21, 16, 18, 22, 23, 28, 26, 29, 24, 25, 31, 30, 32, 37, 38, 34, 36, 40, 33, 43, 39], [47, 42, 46, 45, 41, 60, 44, 49], [48, 52, 51, 56, 50, 55], [54, 57, 58, 59]]
104: [[53, 27], [2, 35, 7, 1, 5, 3, 13], [21, 6, 8, 4, 9, 12], [10, 11, 14, 18, 15, 28, 17, 16, 31, 22, 19, 24, 20, 23, 25, 29, 26, 30, 34, 37, 33, 40, 39, 32, 36, 46, 47, 41, 44, 42, 45, 38, 43, 55, 52, 57, 48, 50, 49, 51, 54, 56, 60, 58, 59]]
105: [[53, 27, 2, 35, 7, 1], [3, 4, 13, 21, 6, 5], [14, 12, 28, 8, 9], [15, 22, 11, 31, 10, 19, 17, 16], [24, 18, 25], [20, 26, 23, 30, 29], [32, 33, 38, 42, 39, 37, 44, 40, 60, 36], [34, 46, 45, 51, 41, 47, 52], [43, 50, 54, 55, 48, 56, 57, 58], [49, 59]]
106: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6], [4, 14, 10, 9, 8, 11], [12, 16, 15, 28, 19, 17], [18, 26, 20, 23, 22, 29, 30, 31], [24, 25, 32, 33, 38, 43, 36, 34, 45], [37, 40], [39, 47, 41, 42, 44, 46, 55, 52, 49, 50, 54], [48, 51, 56, 58, 57, 59, 60]]
107: [[53, 27], [2, 35, 7, 1, 5, 3, 13, 21, 8, 9, 6, 4, 11, 10, 24, 18, 15, 28, 23, 17, 14, 12, 16, 19], [31, 26, 30, 20, 29, 22, 25, 32, 37, 34, 33, 39, 38, 40, 36, 43, 41, 42, 45, 44, 47, 46, 48, 49, 52, 50, 51, 54, 56, 55, 57, 59, 58, 60]]
108: [[53, 27], [2, 35, 7, 1, 5, 3, 13, 21, 6, 4, 8, 15, 12, 10, 9, 11, 14, 26, 19, 17], [16, 30, 31, 23, 28, 18, 20, 24, 29, 22, 25, 32, 37, 33, 40, 34, 38, 36, 39, 43, 41, 46, 45, 42, 47, 44, 50, 48, 49, 52, 51, 54, 58, 59, 56, 57, 55, 60]]
109: [[53, 27, 2, 35, 7], [1, 5, 3, 13, 21], [6, 4, 8, 10, 26, 19], [9, 14, 23, 11, 12, 16], [17, 18, 15, 22, 20, 24, 25], [30, 28, 29, 31, 32, 37, 33], [40, 38, 36, 47, 39, 59, 41], [42, 43, 44, 46, 45, 34], [49, 48, 55, 54, 50, 51], [52, 58, 57, 56, 60]]
110: [[53, 27, 35, 3, 7], [1, 5, 2, 13, 21, 6, 4, 9, 12, 10], [14, 8, 18, 16, 11, 15, 17], [19, 31, 22, 23, 20, 24, 30, 26, 29, 25], [28, 32, 37, 34, 44, 36, 33], [41, 46, 39, 38, 40, 43], [47], [50, 42, 54, 49], [59, 45, 52, 48, 55, 51, 57, 58, 56, 60]]
111: [[53, 27, 2], [35, 7, 1, 5], [3, 13, 21, 6, 12], [10, 8, 4, 9, 11, 20, 29, 16, 23, 14, 22, 15, 18, 17, 25, 26, 19], [30, 24, 28, 31, 32, 37, 41, 33, 34, 38, 36, 39, 45, 46, 40, 43, 44, 42, 47, 48, 49, 50, 52, 51, 55, 57, 54, 59, 56, 58, 60]]
112: [[53], [27, 2, 35, 7, 1, 5, 3, 13, 21, 6, 4, 8, 9, 14, 10, 11, 12, 19, 15, 28, 17, 16, 31, 18, 20, 24, 22, 23, 25, 29, 26, 30, 34, 37, 32, 40, 33, 38, 41, 36, 39, 43, 44, 42, 46, 47, 45, 54, 49, 52, 48, 50, 55, 51, 56, 57, 60, 58], [59]]
113: [[53, 27], [2, 35, 7, 1, 5, 4, 13, 21, 6, 3, 9, 14, 8, 19, 15, 10, 20, 11, 12, 17, 16, 22, 18, 25, 24, 23, 29, 30, 31, 28, 26, 32, 37, 33, 41, 34, 36, 40, 45, 59, 39, 38, 47, 42, 43, 57, 44, 48, 46, 51, 52, 50, 49, 54, 55, 58], [56, 60]]
114: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 4, 6, 10, 9], [8, 30, 11, 12, 18, 14, 23, 15, 17, 19], [22, 31, 26, 16, 29, 20, 28], [25, 21], [24, 32, 36, 46, 34, 33, 37, 42, 38, 39, 40, 41, 43, 47, 45, 44, 50, 60, 59, 49, 56, 48, 54, 51, 58, 52, 55, 57]]
115: [[53, 27, 2, 35, 7, 1, 5, 3, 13, 21, 6, 8, 4, 12, 9, 15, 11, 16, 10, 17, 24, 30, 14, 22, 31, 19, 20, 26, 29, 18], [23, 25, 28, 34, 37, 42, 40, 39], [33, 32], [38, 43, 41, 36, 45, 47, 44, 46, 50, 48, 56, 51, 55, 49], [57, 52, 59, 58, 54, 60]]
116: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 6, 4], [8, 14, 9, 11, 19, 10, 28], [12, 18], [15, 16, 30, 17, 22, 20], [24, 23, 25, 29, 26], [31, 32], [37, 34, 47, 42, 38, 40], [43, 36, 44, 39, 33, 45, 41], [46, 51, 55, 49, 50, 48], [54, 52, 57, 58, 59, 60, 56]]
117: [[53, 27, 3, 35, 2, 1, 4], [7, 13, 21, 6, 5, 12, 8], [14, 9, 15, 22, 16, 31, 10, 11, 19, 25], [20, 17, 30, 24, 18, 26, 29], [46, 28, 23, 33, 34, 32, 36, 37, 38, 47, 39, 44, 40, 43, 41, 45, 50, 42, 51, 49, 48, 55, 58], [52, 54, 57, 56, 60, 59]]
118: [[53, 27, 2, 35, 7, 1], [5, 3, 13, 21, 14, 12], [8, 10, 4, 11, 6, 9, 19, 30], [15, 17, 22, 16], [18, 25, 20, 29, 26], [23, 24, 28, 31, 32, 37, 42, 34, 33, 39, 36, 38], [41, 40, 46, 45, 43, 44, 47, 50, 49, 48, 58, 51, 55], [54, 56, 57, 60, 59, 52]]
119: [[53, 27, 2, 39, 5, 1], [3, 4, 13, 21, 6], [7, 12, 10, 8, 18, 15, 14, 16], [11, 31, 19, 17, 9, 22], [25, 20, 28, 26, 23, 24, 29], [30, 33, 37, 38, 41, 32, 35, 40, 47, 34, 44, 43, 46, 36, 45, 49, 42, 51, 55, 48, 50, 57], [59, 54, 52, 56, 58, 60]]
120: [[53, 27, 2, 35, 7, 1], [3, 4, 13, 5, 10, 8], [9], [26, 14, 19, 6, 18, 11], [31, 15, 25, 16, 20], [21, 22, 12, 29, 17, 24, 30, 33, 23, 32, 36, 34, 28, 37, 40], [43, 42, 41, 45, 46, 39, 47], [38, 44, 57, 55, 51], [49, 50, 48, 54, 56, 52, 58, 60, 59]]
121: [[53, 27, 2, 39, 7, 1], [3, 4, 15, 21], [6, 13], [8, 14, 9], [5, 11, 16, 18, 17, 12, 10, 19, 22, 23, 20, 30, 28, 24, 26, 25, 29, 31, 32, 37, 38, 41, 36, 45, 33, 34, 43, 35, 46, 42, 40, 44, 51, 55, 49, 48, 47, 52, 50, 54, 57, 58, 60, 56, 59]]
