0: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30], [51, 32, 35], [34, 39, 44, 37], [40, 36, 42], [41, 45, 46, 60], [55, 53, 61, 48, 47, 63], [57, 49, 50, 52, 54, 56, 59], [68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
51: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42], [40, 45, 46, 47], [49, 48, 50, 52, 55], [53, 54, 56, 63], [57, 60, 59], [61, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79], [81, 82, 84, 80, 87, 83, 85, 86, 88]]
52: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29, 58, 31], [62, 28, 43, 33, 30], [51, 32, 35, 34], [39, 44], [37, 36], [41, 42, 40, 45], [46, 47, 57], [48, 49, 54], [55, 53, 50, 56, 52, 59, 61, 63, 60, 68, 65, 67, 64, 74], [69, 66, 76, 77, 70, 71, 73, 72, 75], [78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
53: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17], [18, 19, 21, 24, 25, 20], [26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32], [35, 34, 39, 44, 37], [36, 40, 42, 41, 45, 46, 47], [53, 60, 50, 54, 49, 57], [48, 55, 63, 56, 52, 61, 59], [68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
54: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32, 35, 34, 39], [44, 37, 36], [41, 42, 40, 45, 46, 47], [55, 48], [53, 52, 59, 49, 54, 50], [56, 57], [61, 60, 63, 68], [65, 67, 64, 74, 69, 66], [76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
55: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21, 24, 25], [20, 26, 29, 58, 31], [62, 28, 43, 33, 30, 51], [32, 35, 34], [39, 44, 37, 36, 41], [42, 40, 45], [47, 63, 52, 61, 48], [46, 54], [50, 49, 53, 55, 57], [60, 56, 59, 68, 65, 67], [64, 74, 69, 66, 76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
56: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42], [40, 45, 46, 47], [49, 52, 50, 48, 55], [53, 54, 56, 61, 57, 60, 59, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
57: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18], [19, 21, 24, 25, 20], [26, 29, 58, 31, 62, 28], [43, 33, 30], [51, 32, 35, 34], [39, 44, 37], [36, 41, 42, 40, 45, 46], [47, 49], [52, 48, 50, 53, 61], [63, 54], [55, 56, 57, 60, 59, 68], [65, 67, 64, 74, 69, 66, 76], [77, 70, 71], [73, 72, 75, 78], [79, 81, 82, 84, 80, 87, 83], [85, 86, 88]]
58: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11], [16, 15, 14, 27, 17], [18, 19, 21, 24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30], [51, 32, 35], [34, 39, 44, 37], [36, 40, 42], [41, 45, 46, 47, 49], [52, 59], [48, 50, 57, 63, 54], [53, 55], [56, 60, 61, 68, 65, 67], [64, 74, 69, 66, 76, 77, 70], [71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
59: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29], [58, 31], [62, 28, 43, 33], [30, 51, 32, 35], [34, 39], [44, 37, 36, 40, 42, 41], [45, 46, 47, 53, 60, 48], [50, 54, 49], [61, 55], [52, 57, 63, 56, 59, 68], [65, 67, 64, 74, 69, 66, 76, 77], [70, 71, 73], [72, 75, 78], [79], [81, 82], [84, 80, 87, 83], [85, 86, 88]]
60: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58], [31, 62, 28, 43], [33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 45, 42, 40, 41, 46, 47, 49], [57, 48], [50, 52, 53, 54, 55], [60, 63], [56, 59, 61, 68, 65, 67], [64, 74, 69, 66, 76], [77, 70, 71, 73], [72, 75, 78, 79], [81, 82, 84, 80, 87, 83, 85, 86, 88]]
61: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58, 31, 62], [28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37], [36, 41, 42, 40, 45, 46, 47, 52, 57, 48, 50, 53, 54, 61, 56, 63, 49, 60, 59, 55, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
62: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58], [31, 62, 28], [43, 33, 30], [51], [32, 35], [34, 39, 44, 37], [40, 36, 42, 41, 45, 46, 47, 63, 53, 57, 48, 50, 61, 49, 52, 54, 60, 55, 56, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
63: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42], [40, 45, 46, 63], [53, 57, 47, 48, 54], [49, 50, 52, 61], [56, 60], [59, 55, 68], [65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73], [72, 75], [78, 79], [81, 82], [84, 80], [87, 83, 85, 86, 88]]
64: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17], [18, 19, 21, 24, 25, 20], [26, 29, 58, 31, 62, 28, 43], [33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 40], [42, 41, 45, 46, 47, 48, 49, 52, 50, 53, 54, 57, 56, 55, 60, 63, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
65: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20], [26, 29, 58, 31, 62], [28, 43], [33, 30, 51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 63, 57, 50, 48, 47, 52], [53, 49, 54, 56, 55, 60, 61, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
66: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21, 24], [25, 20, 26, 29, 58], [31, 62, 28, 43, 33, 30], [51, 32], [35, 34, 39, 44, 37], [36, 41, 42, 40, 45, 46], [61, 49, 47, 50, 52, 54, 55, 48, 56, 53], [59, 63, 57, 60], [68, 65, 67], [64, 74, 69, 66], [76, 77, 70, 71, 73, 72, 75, 78, 79, 81], [82, 84, 80, 87, 83, 85, 86, 88]]
67: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17], [18, 19, 21, 24, 25, 20], [26, 29, 58, 31], [62], [28, 43, 33, 30, 51, 32], [35, 34, 39, 44], [37, 36, 41], [42, 40, 45, 46, 47], [52, 57], [50, 54, 48, 53, 49, 60], [55, 56, 59, 61, 63, 68], [65, 67, 64], [74, 69, 66, 76, 77, 70, 71], [73, 72, 75, 78, 79, 81, 82, 84, 80, 87], [83, 85, 86, 88]]
68: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25], [20, 26, 29, 58], [31, 62, 28, 43], [33, 30, 51, 32, 35, 34], [39, 44, 37, 36], [41, 42, 40, 45, 46, 47], [48, 55, 53, 52, 50, 49], [54, 61, 57, 60], [63, 56, 59, 68], [65, 67, 64, 74, 69], [66, 76, 77, 70], [71, 73], [72, 75, 78, 79], [81, 82, 84, 80, 87, 83, 85, 86, 88]]
69: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58, 31], [62, 28, 43, 33, 30, 51], [32, 35, 34, 39, 44], [37, 36, 41, 42, 40, 45, 46], [47, 55, 49, 50, 48], [54, 59, 56, 57], [53, 60, 52], [63, 61, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
70: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26], [29, 58], [31, 62, 28, 43, 33, 30], [51, 32, 35, 34], [39, 44, 37, 36, 41], [42, 40, 45, 46], [47, 49, 48], [50, 52, 53], [55, 54, 56, 63, 57, 61, 59, 60, 68, 65, 67, 64, 74, 69], [66, 76, 77, 70, 71, 73, 72, 75, 78], [79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
71: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28, 43, 33], [30, 51, 32], [35], [34, 39], [44, 37, 36, 41], [42, 40, 45, 46, 47, 49, 61, 52, 48, 63, 50, 55, 53], [56, 60, 59, 57, 54, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
72: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19], [21, 24, 25, 20, 26, 29], [58, 31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39, 44], [37, 36, 40, 42, 41, 45], [46, 61, 59], [60, 50, 48], [63], [47, 52], [49, 54, 53, 55], [56, 57, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
73: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24, 25], [20, 26], [29, 58, 31, 62, 28], [43, 33, 30], [51, 32, 35, 34], [39, 44, 37], [36, 40, 42, 41, 47, 46], [45, 53, 48, 55, 49, 50], [52, 60, 54, 61, 56, 59, 57, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
74: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8], [11, 16, 15, 14, 27, 17], [18, 19, 21, 24, 25], [20, 26, 29, 58, 31], [62, 28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 41], [42, 40, 45, 46, 47], [53, 52, 59, 49, 48, 50, 63, 55, 54], [56, 57, 60], [61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
75: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11], [16, 15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29], [58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39], [44, 37, 36, 41, 42, 40, 45, 46, 47, 53, 49, 48, 50, 54, 52, 55, 59, 61, 63, 57, 56, 60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
76: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16], [15, 14, 27], [17, 18, 19, 21, 24], [25, 20], [26, 29, 58, 31, 62, 28], [43, 33], [30, 51, 32], [35, 34, 39, 44, 37, 36, 41, 42], [40, 45, 46, 47, 49, 54, 52], [48, 53, 50, 55, 61, 56, 57], [59, 60, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
77: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18], [19, 21, 24, 25], [20, 26, 29, 58], [31, 62], [28, 43, 33, 30], [51, 32, 35], [34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 49, 48, 50], [52, 55, 56, 54, 57], [59, 53, 63], [60, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
78: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39], [44, 37, 36, 41, 42, 40, 45, 46, 47, 48, 56, 49, 54, 55, 50, 53, 52, 57, 60, 59, 63], [61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
79: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11], [16, 15, 14, 27, 17], [18, 19, 21, 24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30], [51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 63, 57, 48, 61, 54], [50], [47, 59, 53, 49, 52, 60, 55, 56, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
80: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20], [26, 29, 58, 31, 62, 28], [43, 33], [30, 51, 32, 35, 34], [39, 44], [37, 36, 41, 42, 40, 45, 46], [47], [49, 48, 53, 52, 63], [50, 54, 55, 56], [61, 59, 60, 57, 68, 65, 67], [64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
81: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9, 8], [11, 16], [15, 14, 27], [17, 18, 19, 21], [24, 25, 20], [26, 29, 58, 31, 62, 28], [43, 33], [30, 51, 32, 35, 34], [39, 44], [37, 36, 41, 42, 40, 45], [46, 47, 49, 48, 53, 52], [63, 50, 54, 55, 56, 61, 59], [60], [57, 68, 65, 67, 64], [74, 69, 66, 76], [77, 70, 71, 73, 72, 75, 78], [79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
82: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51], [32], [35, 34, 39, 44, 37, 36, 41, 42, 40, 45, 46, 47, 53, 56, 49, 48, 55, 54, 57, 61, 60, 50, 52, 59, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77], [70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
83: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24], [25, 20], [26, 29, 58, 31, 62], [28, 43, 33, 30], [51, 32, 35, 34, 39], [44, 37, 36, 41, 42, 40], [47, 46, 45, 48, 61, 53], [50, 49, 54, 55, 60], [59, 52, 56, 57, 63, 68], [65, 67, 64], [74, 69, 66, 76, 77], [70, 71, 73], [72, 75], [78, 79, 81, 82, 84, 80, 87], [83, 85], [86, 88]]
84: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43, 33, 30], [51, 32, 35, 34, 39, 44, 37, 36, 41, 42, 45, 40, 46, 47, 61], [52, 54, 48, 49, 50, 53, 55, 56, 60, 57, 59, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
85: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21, 24, 25], [20, 26], [29, 58, 31, 62, 28], [43, 33], [30, 51, 32], [35, 34, 39, 44], [37, 36, 40], [42, 41, 45, 46, 63], [47, 60, 49, 48, 53, 56], [50, 52, 57, 55, 54], [61, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73], [72, 75, 78, 79, 81], [82, 84, 80, 87, 83, 85, 86], [88]]
86: [[23, 22], [1, 2, 13, 12], [5, 7, 3, 38], [4, 6, 10, 9], [8, 11, 16, 15, 14], [27, 17, 18], [19, 21, 24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 40], [42, 41], [45, 46, 47, 57], [52, 48, 53, 49, 50], [55, 54, 56, 60, 63], [59, 61, 68, 65, 67], [64, 74], [69, 66, 76, 77, 70, 71], [73, 72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
87: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21], [24, 25, 20], [26, 29, 58, 31], [62, 28, 43, 33, 30, 51, 32, 35, 34, 39], [44, 37], [36, 41, 42, 40, 45], [46, 47], [63, 48, 49, 53, 50, 56], [52, 60, 55, 54, 61, 59, 57], [68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78], [79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
88: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8], [11, 16, 15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28], [43, 33, 30, 51], [32, 35, 34, 39, 44, 37], [36, 40], [42, 41], [45, 46, 63, 57], [52, 55, 48, 54, 53, 47, 49, 50, 60, 56, 59], [61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80], [87, 83, 85, 86, 88]]
89: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20], [26, 29], [58, 31], [62, 28, 43, 33], [30, 51, 32, 35, 34], [39, 44, 37, 36, 41, 42], [40, 45], [46, 47, 52, 53, 60, 50], [54, 48], [57, 63], [49, 55, 56], [59, 61, 68, 65, 67], [64, 74], [69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81], [82, 84, 80, 87, 83, 85, 86, 88]]
90: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27, 17, 18, 19], [21, 24], [25, 20], [26, 29, 58, 31, 62], [28, 43, 33, 30, 51, 32, 35], [34, 39], [44, 37, 36, 40, 42, 41, 45, 46, 47, 53, 56], [48, 54, 49, 50, 55, 52], [63, 61, 57, 60, 59, 68], [65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
91: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58], [31, 62, 28], [43, 33], [30, 51, 32, 35, 34, 39], [44, 37, 36, 40, 42], [41, 45, 46, 47], [56, 61, 50, 49, 54, 48, 53, 63, 52, 57, 55], [59, 60, 68, 65], [67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
92: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4, 6], [10, 9, 8, 11, 16, 15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29, 58, 31], [62, 28, 43], [33, 30, 51], [32], [35, 34], [39, 44, 37, 40], [36, 42, 41, 45, 46, 63, 60, 48, 52, 54, 49, 47, 59, 61, 50, 53, 55, 56, 57, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
93: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18], [19], [21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34], [39, 44, 37, 36, 40, 42, 41, 45, 46, 47, 49, 52, 48, 50, 53, 54, 55, 63, 56, 57, 59, 61, 60, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86], [88]]
94: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8], [11, 16, 15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28], [43, 33, 30, 51], [32, 35, 34, 39], [44, 37, 36, 41, 42, 40], [45, 46, 63, 57, 52], [55, 48, 47, 49, 53], [50, 54, 56], [59, 60, 61, 68, 65], [67, 64, 74, 69, 66, 76], [77, 70, 71, 73, 72], [75, 78, 79, 81, 82, 84, 80, 87, 83], [85, 86, 88]]
95: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17, 18, 19, 21, 24, 25, 20, 26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37], [36, 41, 42, 40, 45, 47, 46, 48, 60, 50, 52, 55, 49, 63, 53, 54, 57, 56, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
96: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10], [9, 8, 11, 16, 15, 14], [27, 17, 18, 19, 21], [24, 25, 20, 26, 29, 58], [31, 62, 28], [43, 33, 30, 51, 32, 35], [34, 39, 44, 37, 36, 40, 42, 41, 47, 46, 45, 63, 48, 56, 52, 54, 50, 53, 49, 55, 60, 57, 59, 61, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72], [75, 78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
97: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14], [27, 17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44, 37, 40, 36, 42, 41, 45, 46, 63, 53, 56, 61], [48, 47, 50, 57, 49, 52, 60, 54], [55, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
98: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8], [11, 16, 15, 14, 27, 17], [18, 19, 21], [24, 25, 20, 26, 29], [58, 31, 62, 28], [43, 33, 30, 51], [32, 35, 34], [39, 44], [37, 36], [41, 42, 40, 45, 46, 47], [53, 56], [52, 50, 48, 57, 60, 55], [49, 54, 59, 61, 63], [68, 65, 67, 64, 74], [69, 66, 76, 77, 70, 71, 73], [72, 75, 78, 79, 81, 82], [84, 80, 87, 83, 85, 86, 88]]
99: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10], [9, 8, 11, 16, 15], [14, 27], [17, 18, 19, 21, 24], [25, 20, 26, 29], [58, 31, 62, 28, 43], [33, 30, 51, 32, 35], [34, 39], [44, 37, 36], [41, 42, 40, 45, 46, 47], [48, 50, 49, 55, 54, 52], [61, 63, 57, 60, 56, 53, 59, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84], [80, 87, 83, 85, 86, 88]]
100: [[23, 22, 1, 2, 13, 12], [5, 7, 3], [38, 4, 6, 10, 9, 8], [11, 16, 15, 14, 27], [17, 18, 19], [21, 24, 25, 20, 26], [29, 58, 31, 62, 28, 43], [33, 30, 51], [32, 35, 34, 39, 44], [37, 36], [41, 42], [40, 45, 46, 47], [49, 52, 48, 53], [54, 55, 63], [50, 56, 60, 57], [59, 61, 68, 65, 67, 64], [74, 69, 66, 76, 77, 70], [71, 73, 72, 75, 78], [79, 81, 82], [84], [80, 87], [83, 85, 86, 88]]
101: [[23, 22, 1, 2, 13, 12], [5, 7, 3, 38, 4], [6, 10, 9, 8, 11, 16], [15, 14, 27], [17], [18, 19], [21, 24, 25, 20], [26, 29, 58, 31, 62, 28, 43, 33, 30, 51, 32, 35, 34, 39, 44], [37, 36, 40, 42, 41, 45, 46, 47, 53, 52, 50, 54, 61, 49, 48, 55, 57, 56, 60, 59, 63, 68, 65, 67, 64, 74, 69, 66, 76, 77, 70, 71, 73, 72, 75, 78, 79, 81, 82, 84, 80, 87, 83, 85, 86, 88]]
