0: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
51: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
52: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
53: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
54: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
55: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
56: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
57: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
58: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
59: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
60: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
61: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
62: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
63: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
64: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
65: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
66: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
67: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
68: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
69: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
70: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
71: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
72: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
73: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
74: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
75: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
76: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
77: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
78: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
79: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
80: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
81: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
82: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
83: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
84: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
85: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
86: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
87: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
88: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
89: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
90: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
91: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
92: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
93: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
94: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
95: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
96: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
97: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
98: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
99: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
100: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
101: [[22, 36, 1, 72], [29, 2, 6, 12], [10, 5, 3, 4], [11, 7, 8, 9], [13, 15, 14, 24], [50, 19, 26, 20], [25, 16, 53, 18], [59, 17, 21, 31], [23, 27, 28], [30, 39, 33, 34], [51, 35, 46], [44, 40, 32], [37, 38, 42, 47], [41, 43, 45, 60], [61, 52, 49, 48], [54, 55, 57, 56], [58, 62, 63, 68], [67, 64, 65, 70], [66, 69, 73, 77], [74, 71, 75, 76], [79, 78, 82], [85, 80, 81, 83], [84, 86, 87, 88]]
