0: [[49, 57], [29, 8, 15, 9, 10, 18], [34, 7, 35, 4, 2], [14, 22, 23, 26], [39, 33, 13, 25, 17, 6, 21], [46, 38], [1, 53, 5, 47], [32, 48, 51, 3, 20, 19, 30], [55, 16, 37, 56], [31, 41], [27, 43, 42, 11], [40, 24, 45, 12, 28], [50, 36], [54, 44, 52, 58, 59, 60]]
74: [[49, 57], [29, 8, 15, 9, 10], [18, 34], [7, 35, 4, 2, 14], [22], [23, 26, 39, 33], [13, 25, 17, 6, 21], [46, 38, 1, 53], [5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 45, 41, 27, 43, 42, 11, 40, 24, 31, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
75: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7, 35, 4, 2], [14, 22, 23, 26, 39], [33, 13, 25, 6], [21, 17], [46, 38], [1, 53, 5, 47, 32], [48, 51, 3, 20, 19], [30, 55], [16, 37, 56, 31, 41, 27], [43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54], [44, 52, 58, 59, 60]]
76: [[49, 57], [29, 8], [15, 9], [34, 10, 18], [7, 35, 4, 14, 22, 2], [23, 26, 39, 33, 13], [25, 17, 6, 21], [46, 38], [1, 53, 5], [47, 32, 48, 51], [3], [20, 19, 30, 55], [16], [37, 56, 45], [41, 27, 43, 42, 11, 40, 24, 31, 12], [28, 50, 36, 52, 58, 44, 54, 59, 60]]
77: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7], [35, 4, 2, 14], [22, 6, 23, 26, 39], [13, 25, 17, 33, 21], [46, 38, 1], [53, 5, 47, 32], [48, 51, 3, 20, 19, 30], [55, 16], [37, 56, 45], [41, 27, 43, 42], [11, 40, 24, 31, 12], [28, 50, 36, 54, 44, 52], [58, 59, 60]]
78: [[49, 57], [29, 8], [15, 9], [34, 7, 35, 4, 2, 14], [22, 23, 26, 39, 33, 13, 25, 17, 6, 10, 21, 46, 38], [1, 53], [5, 32, 18, 47, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
79: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7, 35, 4], [2, 14], [22, 23, 26, 39, 33], [13, 25, 17, 6, 21], [46, 38, 1, 53, 5], [47, 32, 48, 51, 3, 20], [19, 30, 55, 16], [37, 56, 31, 41], [27, 43, 42, 11, 40], [24, 45], [12, 28, 50, 36, 54], [44, 52, 58, 59, 60]]
80: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7, 35], [4, 2, 14, 22, 6, 23], [26, 39, 13, 25, 17], [32, 21, 46, 38], [1, 53], [5, 47, 33, 48], [51, 3, 20, 19, 30], [55, 16, 37, 56], [31, 41], [27, 43, 42, 11], [40, 24, 45, 12, 28], [50, 36], [54, 44, 52, 58, 59, 60]]
81: [[49, 57], [29, 8, 15, 9, 18], [10, 34, 7], [35, 4, 2], [14, 22, 23, 26, 39], [33, 13], [25, 17, 6, 21], [46, 38, 1, 53], [5, 47, 32, 48], [51, 3, 20, 19, 30], [55, 16], [37, 56], [31, 41, 27, 43], [42, 11], [40, 24], [45, 12, 28, 50], [36, 54], [44, 52, 58, 59, 60]]
82: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7], [35, 4, 2, 14], [22, 23, 26], [39, 33, 13, 25, 6], [21, 17], [46, 38, 1], [53, 5, 47, 32], [48, 51, 3, 20, 19], [30, 55, 16], [37, 56, 31, 41], [27, 43, 40, 11], [45, 24, 42, 12], [28, 50, 36], [54, 44, 52], [58, 59, 60]]
83: [[49, 57], [29, 8], [15, 9, 10, 18], [34, 7, 35, 2], [4], [14, 22], [23, 26, 39], [33, 13, 25, 17], [6, 21, 46], [38, 1], [53, 5, 47, 32, 48], [51, 3, 20, 19, 30, 55, 16], [37, 56, 45, 41, 27, 43, 42, 11, 31, 24], [40, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
84: [[49, 57], [29, 8, 15, 9], [10, 18, 34], [7, 35, 4, 2], [14, 22, 23, 26, 39], [33, 13, 25, 17, 6], [21, 46, 38, 1], [53, 5, 47, 32, 48, 51, 3, 20], [19, 30], [55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
85: [[49, 57], [29, 8], [15, 9], [18, 10, 6, 34], [7, 35, 4], [2, 14], [22, 23, 26], [39, 33], [13, 21, 25, 17, 46, 38, 1, 53], [5, 47, 32, 48, 51, 3, 20], [19, 30, 55, 16], [37, 56, 31, 41, 27, 43], [40, 11, 45, 24, 42, 12], [28, 50, 36, 54, 44, 52, 58, 59, 60]]
86: [[49, 57], [29, 8], [15, 9, 10, 18, 34, 7], [35, 4, 2, 14, 22], [23, 26, 39, 33, 13, 25], [17, 6, 21, 46], [38, 1, 53, 5, 47], [32], [48], [51, 3], [20], [19, 30, 55, 16, 37, 56, 45, 41, 27, 43, 42, 11, 40, 24, 31, 12, 28, 50, 36, 52, 58, 44, 54, 59, 60]]
87: [[49, 57], [29, 8, 15, 9], [34, 10], [18, 7], [35, 4, 14], [22, 2, 23, 26, 39, 33], [13, 25, 17, 6, 21], [46, 38, 1, 53], [5, 47], [32, 48, 51, 3, 20], [19, 30, 55, 16, 37, 56, 31], [41, 27, 43, 42, 11, 40, 24], [45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
88: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7, 35], [4, 2, 14, 22, 23, 26], [39, 33, 13, 25, 17, 6, 21], [46, 38, 1, 53], [5, 47, 32, 48, 51, 3, 20], [19, 30, 55, 16], [37, 56], [31, 41, 27, 43], [42, 11, 40, 24, 45], [28, 12], [50, 36, 54, 44, 52, 58], [59, 60]]
89: [[49, 57, 29], [8, 15, 9, 10, 18], [34, 7, 35, 4, 2, 14], [22, 23, 26], [39, 33, 13], [25, 17, 6, 21], [46, 38, 1, 53, 5], [47, 32, 48], [51, 3, 20, 19, 30, 55], [16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
90: [[49, 57], [29, 8], [15, 9, 10], [18, 34, 7], [35, 4, 2, 14, 22], [23, 26, 39, 33, 13, 25, 17, 6, 21, 46, 38], [1, 53, 5, 47, 32, 48, 51, 3], [20, 19, 30, 55, 16, 37, 56, 45, 41, 27, 43, 42, 11], [40, 24, 31, 12, 28, 50, 36, 54, 44, 52, 58], [59, 60]]
91: [[49, 57], [29, 8, 15], [9, 10, 34, 18, 7], [35, 4, 14, 22], [2, 23, 26, 39, 33, 13, 25], [17, 6, 21, 46, 38], [1, 53, 5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27], [43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
92: [[49, 57], [29, 8], [15, 9, 34, 6, 10], [18, 7, 35, 4], [14, 2, 22, 23, 31], [33], [13, 26, 25], [21, 17, 46], [38, 1, 53, 5], [47, 32, 48, 51], [3, 20, 19, 30], [55, 16, 37], [56, 45, 41], [27, 43, 42, 11], [40, 24], [39, 12, 28, 50, 36, 54], [44, 52, 58, 59, 60]]
93: [[49, 57], [29, 8, 15, 9], [10, 18], [34, 7, 35, 4, 2], [14], [22, 23, 26, 39], [33, 13, 25, 17, 6], [21, 46, 38, 1], [53, 5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44], [52, 58, 59, 60]]
94: [[49, 57], [29, 8, 15, 9], [10, 18, 34], [7, 35, 4, 2, 14, 22, 23, 26, 39, 33, 13, 25, 6, 21, 17, 46, 38, 1, 53, 5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16], [37, 56, 45, 41, 27, 43, 42, 11, 40, 24, 31, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
95: [[49, 57], [29, 8, 15], [9, 10], [18, 34], [7, 35, 4, 2, 14], [22, 23, 26, 39, 33], [13, 25], [17, 6, 21, 46, 38, 1], [53, 5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
96: [[49, 57], [29, 8, 15, 9], [10, 18, 34], [7, 35, 4, 2, 14, 22, 23, 26, 39, 33, 13, 25, 6], [21, 17], [46, 38, 1, 53, 32, 5, 47, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52], [58, 59, 60]]
97: [[49, 57], [29, 8, 15, 9, 10], [18, 34, 7], [35, 4, 2, 14], [22, 23, 26], [39, 33, 13], [25, 17, 6], [21, 46, 38, 1], [53, 5, 47, 32, 48], [51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11], [40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
98: [[49, 57], [29, 8], [15, 9], [10, 18, 34, 7], [35, 4, 2, 14, 22], [23, 26, 39], [33, 13, 25, 17, 6], [21, 46, 38, 1, 53, 5, 47, 48], [32, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31], [41, 27, 43, 40, 11, 45, 24, 42, 12, 28, 50], [36, 54, 44, 52, 58, 59, 60]]
99: [[49, 57, 29], [8, 15], [9, 10, 18, 34], [7, 35, 4, 2, 14], [22, 23, 26], [39, 33, 13], [25, 17, 6, 21, 46, 38], [1, 53, 5, 32, 48, 47], [51, 3, 20, 19, 30, 55], [16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50], [36, 52, 58, 44, 54, 59, 60]]
100: [[49, 57], [29, 8, 15, 9, 10], [18, 34, 7, 35, 4, 2, 14, 22, 23, 26, 39, 33, 13, 25, 17, 6], [21, 46, 38, 1, 53, 5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 45, 41, 27, 43, 42, 11, 31, 24], [40, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
101: [[49, 57], [29, 8], [15, 9], [18, 10, 6, 34], [7, 35, 4], [2, 14, 22, 23, 26, 39, 33, 13, 21, 25, 17, 46], [38, 1, 53, 5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
102: [[49, 57], [29, 8, 15, 9, 10], [18, 34, 7], [35, 4, 2, 14], [22, 23, 26, 39, 33, 13], [25, 17, 6], [21, 46, 38, 1, 53, 5, 47, 32, 48, 51, 3], [20, 19, 30], [55], [16, 37, 56, 45, 41, 27, 43, 42, 11, 40, 24, 31, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
103: [[49, 57], [29, 8], [15, 9, 10, 18], [34, 7, 35, 2, 4, 14, 22, 23], [26, 6, 39], [33, 13, 25, 17, 46], [38, 21, 1], [53, 5, 47, 32, 48, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
104: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7, 35], [4, 2, 14, 22, 23], [26, 39, 33], [13, 25, 17, 6], [21, 46, 38, 1, 53, 5], [47, 32], [48, 51, 3], [20, 19, 30, 55], [16, 37, 56, 45, 41], [27, 43, 42, 11, 40, 24], [31, 12, 28], [50, 36, 54, 44, 52, 58, 59, 60]]
105: [[49, 57], [29, 8, 15, 9, 34, 6], [10, 18, 7, 35, 4], [14, 2, 22, 23], [26, 39, 33, 13, 25], [17, 46], [38, 21, 1, 53], [5, 47, 32, 48, 51, 3, 20], [19, 30, 55, 16], [37, 56], [31, 41, 27, 43], [42, 11, 40, 24, 45], [12, 28], [50, 36, 54, 44, 52], [58, 59, 60]]
106: [[49, 57], [29, 8, 15, 9], [34, 10], [18, 7], [35, 4, 14, 22, 2], [6, 23, 26, 39], [33, 13], [25, 21, 17, 46], [38, 1, 53, 5, 47], [32, 48], [51, 3, 20, 19], [30, 55, 16, 37], [56, 45, 41, 27, 43], [42, 11], [40, 24], [31, 28], [12, 50, 36, 54, 44, 52, 58, 59, 60]]
107: [[49, 57], [29, 8, 15, 9, 10], [18, 34, 7], [35, 4, 2, 14], [22], [23, 26, 39, 33], [13, 25, 17, 5, 6], [46, 38], [1, 53], [21, 47, 32], [48, 51, 3, 20, 19], [30, 55, 16, 37, 56], [31, 41, 27], [43, 42, 11, 40], [24, 45], [12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
108: [[49, 57], [29, 8], [15, 9], [34, 7, 35], [4, 2, 14, 22], [23, 26, 39], [33, 13, 25, 17, 6], [10, 21], [46, 38, 1, 53, 5], [32, 18], [47, 48, 51], [3, 20, 19], [30, 55, 16, 37, 56], [31, 41, 27, 43, 42], [11, 40, 24], [45, 12, 28, 50], [36, 54, 44, 52], [58, 59, 60]]
109: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7, 35], [4, 2, 14], [22, 23, 26, 39], [33, 13, 25], [21, 17, 46, 38], [1, 53, 5, 44, 6, 48], [47, 51, 3, 20], [19, 30, 55, 16, 37], [56, 31, 41, 27, 43, 40], [11, 45, 24], [42, 12, 28, 50, 36, 54], [32, 52, 58, 59, 60]]
110: [[49, 57], [29, 8, 15, 9], [10, 18, 34, 7, 35], [4, 2, 14, 22, 23, 26], [39, 33, 13, 25, 6], [21, 17, 46, 38, 1], [53, 5, 47, 32, 48], [51, 3, 20], [19, 30, 55, 16, 37], [56, 45], [41, 27, 43], [42], [11, 40, 24], [31, 12], [28, 50, 36, 54, 44, 52], [58, 59, 60]]
111: [[49, 57, 29, 8, 15, 9, 10], [18, 34, 7, 35, 2], [4, 14, 22, 23], [26, 39, 33, 13, 25], [6, 21, 17, 46, 38, 1, 53, 5, 47, 32, 48, 51], [3, 20, 19, 30, 55, 16, 37, 56, 45, 41], [27, 43, 42, 11, 40, 24, 31, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
112: [[49, 57, 29], [8, 15, 9], [34, 10, 18, 7], [35, 4, 14, 22, 2], [6, 23, 26], [39, 33, 13, 25, 21], [17, 46, 38, 1, 53], [5, 47, 32, 48, 51, 3], [20, 19], [30, 55, 16, 37], [56, 45], [41, 27, 43, 42, 11], [40, 24, 31, 12, 28], [50, 36, 54], [44, 52, 58, 59, 60]]
113: [[49, 57], [29, 8, 15, 9, 34, 7], [10, 18, 35, 22], [2, 23, 26], [4, 14, 39], [33, 13, 25, 17], [6, 21, 46, 38, 1], [53, 5], [32, 48, 47, 51], [3, 20], [19, 30, 55, 16, 37, 56, 45, 41, 27, 43, 42, 11, 40, 24, 31, 28, 12, 50, 36, 54, 44, 52, 58, 59, 60]]
114: [[49, 57, 29], [8, 15, 9, 10], [18, 34, 7], [35, 4, 2], [14, 22], [23, 26, 39, 33], [13, 25], [17, 6, 21], [46, 38, 1, 53], [5, 47], [32, 48], [51, 3, 20, 19], [30, 55, 16, 37], [56, 45, 41], [27, 43, 42, 11], [31, 24, 40, 12], [28, 50, 36, 54, 52], [44, 58, 59], [60]]
115: [[49, 57, 29, 8], [15, 9], [10, 18], [34, 7, 35, 4, 2], [14, 22, 23, 26, 39], [33, 13, 25, 17, 6], [21, 46], [38, 1, 53, 5, 47], [32, 48, 51, 3], [20, 19], [30, 55, 16, 37, 56], [45, 41, 27], [43, 42, 11, 40, 24], [31, 12, 28, 50, 36], [52], [58, 44], [54], [59, 60]]
116: [[49, 57, 29, 8, 15], [9, 34, 10, 18, 7, 35], [4, 14, 22], [2, 6, 23, 26, 39, 33], [13, 25, 21, 17, 46, 38, 1, 53, 5, 47, 32, 48], [51, 3, 20, 19, 30], [55, 16, 37, 56, 45, 41, 27, 43, 42, 11, 31, 24, 40, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
117: [[49, 57, 29, 8, 15, 9, 10, 18, 34, 7, 35, 4, 2, 14, 22], [23, 26, 39, 33, 13, 25, 17, 6, 21, 46, 38, 1, 53, 5, 47, 48, 32, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42], [11, 40, 24, 45, 12, 28, 50, 36, 54, 44, 52, 58, 59, 60]]
118: [[49, 57, 29], [8, 15], [9, 10, 18, 34], [7, 35, 4, 2, 14], [22, 23], [26, 39, 33], [13, 25, 17], [6, 21], [46, 38, 1, 53, 5], [47, 32, 48, 51, 3], [20, 19, 30, 55, 16], [37, 56, 45, 41], [27, 43, 42, 11, 40], [24, 31], [12, 28, 50, 36], [54], [44, 52, 58], [59, 60]]
119: [[49, 57, 29], [8, 15], [9, 6, 10, 34], [7, 35], [4, 2], [14, 22, 23], [26, 39, 33, 13, 25], [17, 18, 21, 46], [38, 1, 53, 5], [47, 32, 48], [51, 3, 20, 19], [30, 55, 16], [37, 56, 31, 41], [27, 43, 42, 11], [40, 24, 45, 12, 28], [50, 36, 54], [44, 52, 58, 59, 60]]
120: [[49, 57, 29, 8], [15, 9, 10, 18, 34, 7, 35, 2], [4, 14, 22, 23, 26, 39, 33, 13, 25, 6, 21, 17, 46, 38, 1, 53, 5, 32, 48, 47, 51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11, 40, 24, 44, 12, 28, 50, 36, 54, 45, 52, 58], [59, 60]]
121: [[49, 57, 29, 8, 15, 9], [10, 18, 34, 7, 35], [4, 2, 14, 22], [23, 26, 39], [33, 13, 25, 21, 17], [46, 38, 1, 53, 5], [44, 6, 48], [47], [51, 3, 20, 19, 30, 55, 16, 37, 56, 31, 41, 27, 43, 42, 11], [40, 24, 45, 12, 28, 50, 36, 52, 58, 32, 54, 59, 60]]
