0: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42], [41, 40, 45, 47, 46, 59], [48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
51: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8], [9, 27, 15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30, 32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53], [54, 56, 57], [60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
52: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15], [14, 18, 11], [17, 21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45, 47, 46], [59, 48, 61], [49, 51, 55, 50], [53, 54], [56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
53: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17], [21, 20, 19], [24, 16, 23, 29], [25, 28, 58, 26], [62, 52, 33, 31, 30], [32, 35, 34, 37], [36, 43, 38, 42], [41, 40, 45, 47, 46, 59, 48, 61], [49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
54: [[39, 44, 3, 4, 10], [2, 1], [22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36, 43], [38, 42, 41], [40, 45], [47, 46, 59], [48, 61, 49, 51, 55], [50, 53, 54, 56, 57], [60, 63, 64, 65], [71, 66, 67, 69, 77, 68], [70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
55: [[39, 44], [3, 4], [10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45, 47], [46, 59], [48, 61, 49], [51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
56: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59, 48], [61, 49, 51, 55], [50, 53, 54, 56], [57, 60, 63], [64, 65, 71, 66], [67, 69, 77], [68, 70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
57: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19, 24], [16, 23, 29, 25, 28], [58, 26, 62], [52, 33], [31, 30, 32], [35, 34, 37, 36, 43], [38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63, 64, 65], [71, 66], [67, 69, 77], [68, 70, 75, 72], [73, 74, 76], [78, 79, 81], [86, 82, 80, 87, 83, 84, 85, 88]]
58: [[39, 44, 3, 4], [10, 2, 1], [22, 13, 12], [7, 5, 6, 8], [9, 27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31, 30], [32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56], [57, 60, 63], [64, 65, 71, 66], [67, 69, 77], [68, 70, 75, 72, 73, 74, 76, 78], [79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
59: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20, 19], [24, 16, 23, 29, 25], [28, 58, 26, 62, 52], [33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
60: [[39, 44, 3, 4, 10], [2, 1], [22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24, 16, 23], [29, 25, 28, 58, 26], [62, 52, 33], [31, 30], [32, 35, 34, 37], [36, 43, 38, 42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56], [57, 60, 63, 64], [65, 71, 66, 67], [69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79], [81, 86, 82], [80, 87, 83, 84, 85, 88]]
61: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32, 35], [34, 37, 36, 43], [38, 42, 41, 40], [45, 47, 46], [59, 48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
62: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17, 21], [20, 19, 24, 16, 23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36], [43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
63: [[39, 44], [3, 4], [10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30, 32], [35, 34], [37, 36, 43, 38], [42, 41, 40], [45, 47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79, 81], [86, 82], [80, 87, 83], [84, 85, 88]]
64: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29, 25], [28, 58, 26, 62, 52], [33, 31, 30, 32, 35], [34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59], [48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65], [71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85], [88]]
65: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24], [16, 23, 29, 25], [28, 58, 26, 62], [52, 33, 31, 30], [32, 35, 34, 37], [36, 43, 38, 42], [41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55], [50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68], [70, 75, 72, 73], [74, 76, 78], [79, 81, 86, 82, 80], [87, 83, 84, 85, 88]]
66: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16], [23, 29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60], [63], [64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
67: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32, 35], [34, 37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72], [73, 74, 76, 78], [79, 81, 86], [82, 80, 87, 83], [84, 85, 88]]
68: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16, 23, 29], [25, 28, 58], [26, 62], [52, 33, 31, 30], [32, 35, 34, 37, 36], [43, 38, 42], [41, 40, 45, 47, 46], [59, 48, 61, 49], [51, 55, 50, 53, 54, 56], [57, 60, 63, 64, 65, 71], [66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
69: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18, 11], [17, 21, 20], [19, 24, 16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35], [34, 37, 36], [43, 38, 42], [41, 40, 45], [47, 46, 59, 48], [61, 49, 51, 55], [50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
70: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23], [29, 25, 28, 58, 26], [62, 52, 33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51], [55, 50, 53, 54, 56, 57, 60, 63, 64], [65, 71, 66, 67], [69, 77, 68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
71: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23], [29, 25, 28, 58, 26], [62, 52, 33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51], [55, 50, 53, 54, 56, 57, 60, 63, 64], [65, 71, 66, 67], [69, 77, 68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
72: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24, 16], [23], [29, 25, 28, 58, 26], [62, 52, 33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51], [55, 50, 53, 54, 56, 57, 60, 63, 64], [65, 71, 66, 67], [69, 77, 68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
73: [[39, 44, 3, 4, 10], [2, 1, 22], [13, 12, 7], [5, 6, 8], [9, 27, 15, 14, 18], [11, 17, 21], [20, 19, 24, 16, 23], [29, 25, 28], [58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36], [43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
74: [[39, 44], [3, 4, 10], [2, 1], [22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17], [21, 20], [19, 24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32, 35], [34, 37, 36], [43, 38, 42, 41], [40, 45, 47, 46], [59, 48, 61], [49, 51, 55], [50], [53, 54, 56, 57], [60, 63], [64, 65, 71, 66], [67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
75: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36, 43, 38], [42, 41, 40, 45], [47, 46, 59, 48, 61], [49, 51, 55, 50], [53, 54, 56], [57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
76: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16], [23, 29], [25, 28, 58], [26, 62, 52, 33, 31], [30, 32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50], [53, 54], [56, 57, 60], [63, 64, 65], [71, 66, 67], [69, 77, 68], [70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
77: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38, 42, 41, 40], [45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
78: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36, 43, 38], [42, 41, 40, 45], [47, 46, 59, 48, 61], [49, 51, 55, 50, 53], [54, 56, 57], [60, 63, 64, 65], [71, 66], [67, 69, 77, 68], [70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
79: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24, 16, 23, 29], [25, 28, 58, 26], [62, 52, 33, 31], [30, 32, 35, 34, 37, 36], [43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51], [55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
80: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17, 21, 20, 19, 24, 16, 23], [29, 25, 28, 58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79], [81, 86, 82, 80, 87, 83, 84, 85, 88]]
81: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33, 31], [30, 32, 35, 34, 37], [36, 43, 38], [42, 41, 40], [45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53], [54, 56, 57], [60, 63, 64, 65], [71, 66, 67, 69], [77, 68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82, 80, 87], [83, 84, 85, 88]]
82: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7], [5, 6, 8], [9, 27, 15, 14], [18, 11], [17, 21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36], [43, 38, 42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50], [53, 54, 56], [57, 60, 63, 64], [65, 71, 66, 67], [69, 77, 68], [70, 75, 72], [73, 74, 76], [78, 79, 81], [86, 82, 80, 87], [83, 84, 85, 88]]
83: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19, 24], [16, 23, 29, 25], [28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56], [57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
84: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6, 8, 9, 27, 15, 14, 18], [11, 17, 21, 20], [19, 24, 16, 23, 29, 25, 28], [58, 26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43], [38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
85: [[39, 44, 3, 4], [10, 2, 1, 22, 13], [12, 7, 5, 6], [8, 9, 27], [15, 14], [18, 11, 17], [21, 20], [19, 24, 16], [23, 29, 25, 28], [58, 26, 62, 52], [33, 31, 30], [32, 35, 34, 37], [36, 43, 38, 42], [41, 40, 45, 47], [46, 59, 48, 61], [49, 51, 55], [50, 53, 54, 56], [57, 60, 63], [64, 65, 71, 66], [67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
86: [[39, 44], [3, 4], [10, 2], [1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32, 35], [34, 37, 36, 43], [38, 42, 41], [40, 45, 47], [46, 59, 48], [61, 49, 51], [55, 50, 53], [54, 56, 57], [60, 63, 64], [65, 71, 66], [67, 69, 77], [68, 70, 75], [72, 73, 74], [76, 78, 79], [81, 86, 82], [80, 87, 83, 84], [85, 88]]
87: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18], [11, 17, 21, 20], [19, 24], [16, 23, 29, 25], [28, 58, 26], [62, 52, 33], [31, 30, 32], [35, 34, 37, 36], [43, 38, 42, 41], [40, 45, 47, 46], [59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78], [79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
88: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15], [14, 18, 11, 17], [21, 20, 19], [24, 16, 23], [29, 25, 28], [58, 26, 62], [52, 33, 31], [30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59], [48, 61, 49], [51, 55, 50], [53, 54], [56, 57], [60, 63, 64, 65, 71], [66, 67, 69], [77, 68, 70, 75], [72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
89: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62], [52, 33, 31], [30, 32], [35, 34, 37, 36], [43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73], [74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
90: [[39, 44, 3], [4, 10, 2, 1], [22, 13, 12], [7, 5, 6, 8], [9, 27, 15, 14], [18, 11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31], [30, 32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47, 46], [59, 48, 61, 49], [51, 55, 50], [53, 54, 56], [57, 60, 63], [64, 65], [71, 66, 67], [69, 77, 68, 70], [75, 72], [73, 74, 76, 78], [79, 81, 86, 82, 80], [87, 83, 84, 85, 88]]
91: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17], [21, 20, 19, 24], [16, 23, 29, 25, 28, 58], [26, 62, 52, 33, 31, 30, 32, 35, 34, 37, 36, 43, 38], [42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71], [66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
92: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28], [58, 26, 62], [52, 33], [31, 30, 32], [35, 34, 37, 36], [43, 38, 42, 41], [40, 45, 47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54, 56], [57, 60, 63], [64, 65, 71], [66, 67, 69], [77, 68], [70, 75, 72], [73, 74, 76, 78, 79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
93: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29, 25], [28, 58, 26], [62, 52, 33, 31], [30, 32, 35, 34], [37, 36, 43, 38, 42, 41], [40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54], [56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
94: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6, 8], [9, 27, 15, 14], [18, 11, 17], [21, 20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30], [32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47], [46, 59], [48, 61, 49], [51, 55, 50], [53, 54, 56, 57], [60, 63, 64], [65, 71, 66], [67, 69, 77], [68, 70, 75], [72, 73, 74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
95: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19, 24, 16], [23, 29, 25], [28, 58, 26], [62, 52, 33, 31, 30], [32, 35, 34, 37, 36], [43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56], [57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
96: [[39, 44, 3, 4], [10, 2, 1], [22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21, 20], [19], [24, 16, 23, 29, 25, 28], [58], [26, 62, 52, 33, 31, 30, 32, 35, 34], [37, 36, 43, 38, 42, 41, 40, 45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56, 57], [60, 63], [64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
97: [[39, 44, 3], [4, 10, 2], [1, 22, 13], [12, 7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28], [58, 26, 62], [52, 33], [31, 30, 32], [35, 34, 37, 36], [43, 38, 42, 41], [40, 45, 47, 46, 59], [48, 61, 49, 51], [55, 50, 53, 54], [56, 57, 60, 63], [64, 65, 71, 66, 67, 69], [77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82], [80, 87, 83, 84, 85, 88]]
98: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6], [8, 9, 27], [15, 14, 18], [11, 17, 21], [20, 19, 24], [16, 23, 29], [25, 28, 58], [26, 62, 52], [33, 31, 30, 32], [35, 34, 37], [36, 43, 38, 42, 41, 40], [45, 47, 46, 59, 48, 61, 49, 51, 55, 50, 53, 54, 56], [57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
99: [[39, 44, 3, 4, 10], [2, 1, 22, 13, 12], [7, 5, 6], [8, 9, 27, 15, 14], [18, 11, 17, 21, 20], [19, 24, 16, 23, 29], [25, 28, 58], [26, 62, 52, 33], [31, 30, 32], [35, 34, 37], [36, 43, 38], [42, 41, 40, 45], [47, 46, 59], [48, 61, 49, 51], [55, 50, 53], [54, 56, 57], [60, 63, 64, 65, 71], [66, 67, 69], [77, 68, 70], [75, 72, 73, 74], [76, 78], [79, 81, 86, 82, 80, 87, 83, 84, 85, 88]]
100: [[39, 44, 3, 4], [10, 2, 1, 22, 13], [12, 7, 5], [6, 8, 9], [27, 15, 14], [18, 11, 17, 21], [20, 19], [24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32, 35, 34], [37, 36, 43], [38, 42, 41], [40, 45, 47, 46], [59, 48, 61, 49], [51, 55, 50, 53], [54, 56, 57, 60], [63, 64, 65], [71, 66, 67], [69, 77, 68, 70, 75], [72, 73, 74, 76], [78, 79, 81, 86], [82, 80, 87], [83, 84, 85, 88]]
101: [[39, 44, 3], [4, 10, 2], [1, 22, 13, 12], [7, 5, 6, 8, 9], [27, 15, 14], [18, 11], [17, 21, 20], [19, 24, 16, 23], [29, 25, 28, 58], [26, 62, 52, 33], [31, 30, 32, 35], [34, 37, 36], [43, 38, 42, 41], [40, 45, 47], [46, 59, 48, 61], [49, 51, 55, 50, 53, 54, 56, 57, 60, 63, 64, 65, 71, 66, 67, 69, 77, 68, 70, 75, 72, 73, 74, 76, 78, 79, 81], [86, 82, 80, 87, 83, 84, 85, 88]]
