0: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59], [37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47], [33, 34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43, 87], [32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61], [77, 69, 78, 82, 81, 64, 88]]
51: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59], [37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77], [69, 78, 82, 81, 64, 88]]
52: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
53: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8], [38, 13, 12], [22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
54: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32, 63], [41, 73, 60], [68, 65, 66, 83], [51, 71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
55: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54, 42, 57, 79], [44, 80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
56: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
57: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
58: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68], [65, 66, 83], [51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
59: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
60: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78, 82], [81, 64, 88]]
61: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55], [70, 53, 75], [45, 56, 58], [62, 43, 87], [32, 63, 41], [73, 60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
62: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75], [45, 56, 58], [62, 43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
63: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63, 41], [73, 60, 68], [65, 66, 83], [51, 71, 48], [61, 77, 69], [78, 82, 81, 64, 88]]
64: [[72, 49], [85, 86], [29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
65: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
66: [[72, 49, 85], [86, 29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
67: [[72, 49, 85], [86, 29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
68: [[72, 49, 85, 86], [29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
69: [[72, 49, 85, 86], [29, 6, 50], [76, 19, 9], [59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62, 43], [87, 32, 63], [41, 73, 60], [68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
70: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37, 67], [24, 2, 3], [31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26, 54], [42, 57, 79], [44, 80, 55], [70, 53, 75], [45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
71: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56, 58, 62, 43, 87, 32, 63], [41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
72: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62, 43], [87, 32, 63], [41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
73: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44, 80, 55, 70, 53, 75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60, 68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
74: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51, 71], [48, 61], [77, 69, 78], [82, 81, 64, 88]]
75: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78, 82], [81, 64, 88]]
76: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
77: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64], [88]]
78: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78, 82], [81, 64, 88]]
79: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78, 82], [81, 64, 88]]
80: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
81: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
82: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25], [28, 4, 18], [23, 36, 27], [47, 33, 34], [74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56], [58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82, 81, 64, 88]]
83: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64], [88]]
84: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78, 82], [81, 64, 88]]
85: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
86: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64], [88]]
87: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64], [88]]
88: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
89: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78, 82], [81, 64, 88]]
90: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78, 82], [81, 64, 88]]
91: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61], [77, 69, 78], [82, 81, 64, 88]]
92: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
93: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
94: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
95: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65, 66], [83, 51, 71], [48, 61, 77], [69, 78, 82], [81, 64, 88]]
96: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61, 77], [69, 78, 82], [81, 64, 88]]
97: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1, 84], [46, 30, 11], [14, 15, 5], [8, 38, 13], [12, 22, 35], [7, 40, 52], [10, 39, 16], [17, 21, 20], [25, 28, 4], [18, 23, 36], [27, 47, 33], [34, 74, 26], [54, 42, 57], [79, 44, 80], [55, 70, 53], [75, 45, 56, 58, 62, 43, 87, 32, 63, 41, 73, 60], [68, 65, 66, 83, 51, 71, 48, 61, 77, 69, 78, 82, 81, 64, 88]]
98: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61, 77], [69, 78, 82], [81, 64, 88]]
99: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61, 77], [69, 78, 82], [81, 64, 88]]
100: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61, 77], [69, 78, 82], [81, 64, 88]]
101: [[72, 49, 85], [86, 29, 6], [50, 76, 19], [9, 59, 37], [67, 24, 2], [3, 31, 1], [84, 46, 30], [11, 14, 15], [5, 8, 38], [13, 12, 22], [35, 7, 40], [52, 10, 39], [16, 17, 21], [20, 25, 28], [4, 18, 23], [36, 27, 47], [33, 34, 74], [26, 54, 42], [57, 79, 44], [80, 55, 70], [53, 75, 45], [56, 58, 62], [43, 87, 32], [63, 41, 73], [60, 68, 65], [66, 83, 51], [71, 48, 61, 77], [69, 78, 82], [81, 64, 88]]
