0: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39, 45], [4, 42, 7], [34], [28, 23, 22], [11, 27, 43], [41, 47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 31, 44], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
74: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54, 56, 60, 48, 49, 59, 57]]
75: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54, 60, 56, 48, 49, 59, 57]]
76: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43], [41, 47, 35], [2, 53], [50, 36, 37], [25, 55, 46], [42, 31, 51, 52], [54, 60, 56], [48, 49, 59, 57]]
77: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 40], [18, 24, 42], [12, 26, 39], [45, 56, 4], [7, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 31, 44], [51, 52, 54], [58, 60, 48], [49, 59, 57]]
78: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38], [18, 40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48, 49, 59, 57]]
79: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [42, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 44, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
80: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 31, 42, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
81: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 42], [53, 50, 36], [37, 25, 55], [46, 31, 2], [51, 52, 54], [60, 56, 48, 49, 59, 57]]
82: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26], [39, 45, 4], [7, 44, 34], [28, 23, 22], [11, 27, 43, 41], [47, 35, 2], [53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
83: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15], [16, 5, 38], [18, 40, 24], [12, 58, 26], [39, 45, 4], [7, 44, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36, 37, 25], [55, 46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
84: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30, 14], [15, 16, 5], [38, 18, 40], [24], [12, 58, 26], [39, 45, 4], [42, 7, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36, 37, 25, 55], [46, 44, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
85: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
86: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
87: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
88: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
89: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
90: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
91: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15], [16, 5, 38], [18, 40, 24], [12, 58, 26], [39, 45, 4], [7, 44, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [56, 60, 48], [49, 59, 57]]
92: [[13, 6, 21], [33, 8, 17, 9], [29, 10, 32], [20, 19, 1], [3, 30, 14], [15, 16, 5], [38, 18, 40], [24, 12, 58], [26, 39, 45], [4, 7, 44], [34, 28, 23], [22, 11, 27], [43, 41, 47], [35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
93: [[13, 6], [21, 33, 8, 17], [9, 29, 32], [20, 10, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48], [49, 59, 57]]
94: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3], [30, 14, 15], [16, 5, 38], [18, 40, 24], [12, 58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 42, 31], [51, 52, 54], [60, 56, 48, 49, 59, 57]]
95: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [42, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 44, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
96: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
97: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16, 5], [38, 18, 40], [24, 12, 58], [26, 39, 45], [4, 7, 44], [34, 28, 23], [22, 11, 27], [43, 41, 47], [35, 2, 53], [50, 36, 37], [25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
98: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 40], [18, 24, 42], [12, 26, 39], [45, 56, 4], [7, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36], [37, 25, 55], [46, 31, 44, 51, 52, 54, 60, 58, 48, 49, 59, 57]]
99: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14], [15, 16, 5], [38, 18, 40], [24, 12, 58], [26, 39, 45], [4, 42, 7], [34, 28, 23], [22, 11, 27], [43, 41, 47], [35, 2, 53], [50, 36, 37], [25, 55, 46], [31, 44, 51], [52, 54, 60], [56, 48, 49], [59, 57]]
100: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 40], [18, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11], [27, 43, 41], [47, 35, 2], [53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
101: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 40, 18], [24, 42, 12], [26, 39, 45], [56, 4, 7], [34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 44, 31, 51, 52, 54, 60, 58, 48, 49, 59, 57]]
102: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
103: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
104: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
105: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
106: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
107: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
108: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12], [58, 26, 39], [45, 4, 7], [44, 34, 28], [23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
109: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
110: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
111: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
112: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18], [40, 24], [12, 58, 26], [39, 45, 4], [7, 44, 34], [28, 23, 22], [11, 27, 43], [41, 47, 35], [2, 53, 50], [36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
113: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18, 40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
114: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18, 40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
115: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18, 40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
116: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38], [18, 40, 24, 12], [58, 26, 39], [45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
117: [[13, 6, 21], [33, 8, 17], [9, 29, 10, 32], [20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 18, 40], [24, 12, 58], [26, 39, 45], [4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
118: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19], [1, 3, 30], [14, 15, 16], [5, 38, 40], [18, 24, 42], [12, 26, 39], [45, 56, 4], [7, 34, 28, 23], [22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 31, 44, 51, 52, 54, 58, 60, 48, 49, 59, 57]]
119: [[13, 6, 21], [33, 8, 17], [9, 29, 10, 32, 20, 19, 1, 3, 30], [14, 15, 16, 5, 38, 18, 40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
120: [[13, 6, 21], [33, 8], [17, 9, 29], [32, 20, 10], [19, 1, 3], [30, 14, 15], [16, 5, 38, 18, 40, 24, 12, 58, 26], [39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 60, 56, 48, 49, 59, 57]]
121: [[13, 6, 21], [33, 8, 17], [9, 29, 10], [32, 20, 19, 1, 3, 30, 14, 15, 16, 5, 38, 18, 40, 24, 12, 58, 26, 39, 45, 4, 7, 44, 34, 28, 23, 22, 11, 27, 43, 41, 47, 35, 2, 53, 50, 36, 37, 25, 55, 46, 42, 31, 51, 52, 54, 56, 60, 48, 49, 59, 57]]
