0: [[52, 1, 10, 6, 4, 3, 7], [23, 12, 2, 20, 77, 5, 24, 13], [8, 59, 9, 31, 17, 74, 11], [14, 18, 16, 19, 22, 15, 21, 50], [57, 25, 27, 47, 26, 53, 51], [28, 44, 41, 36, 60, 42, 39], [35, 45, 29, 32, 49, 30, 33], [34, 38, 37, 40, 56, 43, 63], [46, 48, 55, 54, 58, 68, 61, 62], [65, 64, 70, 69, 67, 66, 78, 73], [71, 72, 75, 76, 85, 80, 81], [79, 82, 83, 87, 84, 86, 88]]
51: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
52: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
53: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
54: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
55: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
56: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
57: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
58: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
59: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
60: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
61: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
62: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
63: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
64: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
65: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
66: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
67: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
68: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
69: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
70: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
71: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
72: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
73: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
74: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
75: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
76: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
77: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
78: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
79: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
80: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
81: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
82: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
83: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
84: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
85: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
86: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
87: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
88: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
89: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
90: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
91: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
92: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
93: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
94: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
95: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
96: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
97: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
98: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
99: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
100: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
101: [[36, 1, 14, 6, 2, 11, 7, 28, 3, 12, 5, 4, 13, 8, 10, 25, 43, 27, 16, 9, 17, 22, 18, 30, 23, 31, 29, 24, 20, 59], [60, 15, 26, 21, 33, 19, 35, 34, 32, 39, 37, 38, 40, 56, 41, 42, 47, 45, 44, 49, 46, 50, 52, 48, 51, 53, 54, 61, 57], [55, 58, 63, 62, 68, 67, 64, 65, 66, 69, 71, 77, 70, 75, 74, 72, 73, 78, 76, 79, 86, 81, 80, 83, 82, 85, 84, 87, 88]]
