0: [[41, 48, 20], [3, 1, 30], [39, 14, 26, 5, 4, 18], [8, 42], [13, 44, 16, 21], [19], [9, 40, 31, 24, 15, 23, 6, 10, 12], [7, 53, 46, 27], [51], [25, 28], [32, 34], [60, 29], [11, 56, 37, 36, 17, 58, 54, 33], [35, 2], [38], [43, 45, 55, 22], [59, 47], [49, 57, 50, 52]]
74: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 26, 15, 13, 16, 21, 23, 17, 22, 27, 30, 28, 29, 31], [25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
75: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 26, 10, 13, 21, 15, 17, 23, 16, 28, 27, 22, 30, 31, 29], [25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
76: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 13, 15, 16, 17, 21, 23, 27, 22, 31, 26, 28, 29, 30], [25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
77: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 29, 13, 16, 17, 15, 22, 23, 27, 26, 10, 21, 6], [31, 25, 28, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
78: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 29, 13, 15, 16, 27, 21, 17, 26, 22, 30], [28, 23, 31, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
79: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 17, 29, 16, 21, 30, 27, 22, 28], [26, 31, 23, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
80: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 28, 13, 15, 16, 29, 21, 17, 22, 27, 30], [23, 25, 31, 26, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
81: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 10, 21, 29, 15, 13, 16, 22, 30, 26, 17], [25, 27, 23, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
82: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 29, 17, 21, 25, 22, 16, 23, 28], [26, 31, 30, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
83: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 29, 13, 23, 15, 16, 21, 17, 22, 28, 25], [26, 27, 31, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
84: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 15, 10, 13, 16, 21, 25, 17, 29, 22, 23], [27, 31, 26, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
85: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 13, 25, 21, 29, 15, 16, 17, 22, 28, 30], [23, 31, 26, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
86: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 29, 10, 13, 17, 15, 16, 21, 23, 22, 31, 26], [25, 30, 27, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
87: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 26, 15, 21, 13, 16, 17, 23, 22, 31, 25, 27, 29, 28], [30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
88: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 10, 13, 31, 15, 16, 17, 23, 22, 21, 27, 26, 25, 29], [30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
89: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 15, 13, 23, 16, 26, 17, 21, 22, 25, 27, 28, 29, 31], [30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
90: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 17, 16, 21, 23, 27, 25, 26, 28, 22, 31, 29], [30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
91: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 22, 13, 10, 21, 6, 15, 17, 16, 26, 23, 27, 31, 28, 25, 29], [30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
92: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 10, 13, 15, 16, 21, 17, 27, 22, 26, 31, 23, 25, 29], [30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
93: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 27, 15, 10, 13, 21, 16, 29, 17, 23, 25, 22, 30, 28, 26], [31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
94: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 29, 13, 15, 16, 21, 17, 23, 22, 30, 26, 27, 28, 25], [31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
95: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 26, 13, 15, 25, 17, 21, 28, 16, 10, 22, 23, 27, 30, 29], [31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
96: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 26, 15, 17, 13, 16, 21, 25, 30, 22, 23, 27, 29, 28], [31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
97: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 26, 6, 13, 15, 29, 25, 21, 22, 16, 17, 23, 30, 28, 27], [31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
98: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 13, 15, 16, 21, 17, 23, 22, 25, 26, 30, 27, 29, 28], [31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
99: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 21, 16, 23, 17, 26, 27, 25, 22, 30, 28, 29], [31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
100: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 6, 16, 15, 29, 17, 21, 13, 23, 31, 22, 25], [27, 28, 26, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
101: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 10, 6, 13, 15, 29, 17, 16, 21, 23, 22, 25, 27], [28, 31, 30, 26, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
102: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 13, 15, 31, 16, 21, 17, 22, 23, 29, 25], [26, 27, 28, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
103: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 13, 15, 29, 16, 22, 21, 17, 30, 23, 25], [27, 26, 31, 28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
104: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 13, 15, 21, 29, 16, 17, 23, 22, 30, 25], [26, 28, 27, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
105: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 29, 27, 13, 23, 15, 16, 28, 26, 22, 30], [21, 17, 25, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
106: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 26, 13, 21, 25, 31, 17, 16, 15, 22, 29, 23, 30, 27], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
107: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 26, 25, 6, 15, 13, 10, 29, 17, 16, 27, 21, 22, 31, 23, 30], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
108: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 15, 13, 25, 16, 17, 29, 23, 22, 30, 21, 26, 27, 31], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
109: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 30, 13, 10, 16, 27, 25, 21, 17, 26, 15, 22, 23, 31, 29], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
110: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 10, 6, 15, 13, 21, 17, 25, 22, 30, 26, 27, 16, 29, 31, 23], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
111: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 13, 17, 29, 23, 10, 25, 16, 31, 22, 15, 30, 26, 21, 27], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
112: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 31, 29, 17, 13, 16, 21, 15, 26, 23, 25, 30, 22, 27], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
113: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 29, 10, 15, 17, 16, 13, 21, 30, 22, 31, 25, 27, 26, 23], [28, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
114: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 26, 10, 29, 13, 17, 22, 25, 16, 21, 15, 27], [23, 28, 30, 31, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
115: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 26, 29, 10, 15, 13, 25, 6, 17, 16, 30, 21, 22], [31, 23, 28, 27, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
116: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 31, 13, 17, 15, 22, 23, 27, 25, 16, 28], [21, 26, 29, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
117: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 10, 26, 23, 13, 17, 15, 16, 22, 31, 25, 28], [21, 29, 27, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
118: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 10, 13, 23, 15, 29, 22, 31, 16, 27, 17], [26, 21, 25, 30, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
119: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14, 5, 8, 19], [18, 6, 28, 10, 15, 29, 13, 16, 17, 26, 27, 23, 30], [21, 22, 31, 25, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
120: [[35, 33, 1, 2, 20, 7, 11, 3, 12, 9, 4, 24, 14], [5, 8, 19, 18, 6, 10, 13, 28, 29, 16, 17, 15, 23, 30, 25, 22], [21, 27, 31, 26, 38, 40, 34, 32, 36, 44, 39, 43, 41, 45, 42, 37], [47, 46, 50, 49, 48, 56, 51, 53, 54, 52, 55, 59, 57, 58, 60]]
121: [[35, 33, 5, 1, 22, 15, 26, 6, 10], [13, 21], [4, 16, 8, 40, 18], [28], [11, 25, 20, 2], [24, 7, 23, 12], [30, 9, 14], [27, 29, 46, 19], [31], [3, 56], [32, 37], [36, 38], [41, 57, 45, 42, 43, 34, 39, 44], [50, 17], [47], [59, 48, 53, 49], [51, 55], [52, 54, 58, 60]]
