0: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 62], [61, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75, 74, 77, 76], [85, 81, 82], [80, 83, 84, 86, 87, 88]]
51: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28], [30, 36], [35, 33], [32, 34], [39, 37], [46, 38], [42, 41], [60, 44], [40, 47], [45, 56], [51, 50, 52], [48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
52: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28, 30, 36, 35, 33], [32, 34, 39, 37], [46, 38, 42, 41, 60, 44, 40, 47], [45, 56], [51, 50], [52, 48], [54, 49, 53, 55], [59, 57, 58, 61], [62, 67, 68, 65, 72, 66, 64, 69, 79, 70], [78, 71, 73], [75, 74], [77, 76, 85], [81, 82, 80], [83, 84, 86, 87, 88]]
53: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46, 38, 42, 41, 60, 44, 40, 47, 45], [56, 51, 50, 52, 48, 54], [49, 53], [55, 59, 57], [58, 61], [62, 67, 68, 65], [72, 66, 64], [69, 79, 70, 78], [71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
54: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [26, 17, 19, 16], [18, 21, 20, 24, 23], [25, 27], [31, 63], [29, 28], [30, 36, 35], [33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
55: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23], [25, 27, 31, 63, 29, 28, 30], [36, 35], [33, 32], [34, 39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54], [49, 53], [55, 59, 57, 58, 61], [62, 67, 68, 65, 72, 66], [64], [69, 79], [70, 78, 71], [73, 75], [74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
56: [[7, 43], [22, 13], [2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14, 26], [17, 19], [16, 18], [21, 20], [24, 23], [25, 27], [31, 63], [29, 28, 30, 36, 35, 33, 32], [34, 39], [37, 46], [38, 42, 41], [60, 44], [40, 47, 45, 56], [51, 50], [52, 48], [54, 49], [53, 55, 59], [57, 58, 62, 61, 67, 68, 65, 72, 66, 64], [69, 79, 70, 78, 71, 73, 75, 74], [77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
57: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5], [6, 10], [9, 8, 11], [15, 14], [26, 17], [19, 16], [18, 21, 20, 24], [23, 25, 27], [31, 63], [29, 28], [30, 36, 35, 33, 32, 34], [39, 37, 46], [38, 42, 41, 60, 44, 40], [47, 45, 56, 51, 50, 52], [48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
58: [[7, 43, 22, 13, 2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26, 17, 19], [16, 18], [21, 20, 24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 61], [62, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75], [74, 77, 76, 85, 81, 82, 80], [83, 84, 86, 87, 88]]
59: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28], [30, 36], [35, 33], [32, 34], [39, 37], [46, 38], [42, 41], [60, 44], [40, 47], [45, 56], [51, 50, 52, 48, 54, 49], [53, 55, 59], [57, 58, 61, 62, 67], [68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73], [75, 74], [77, 76], [85, 81], [82, 80, 83], [84, 86, 87, 88]]
60: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21], [20, 24, 23], [25, 27], [31, 63], [29, 28], [30, 36, 35, 33], [32, 34], [39, 37, 46, 38], [42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
61: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46, 38, 42, 41, 60, 44, 40, 47, 45], [56, 51], [50, 52], [48, 54], [49, 53, 55], [59, 57], [58, 61], [62, 67, 68, 65, 72], [66, 64, 69, 79, 70, 78], [71, 73], [75, 74], [77, 76, 85, 81], [82, 80, 83, 84, 86], [87, 88]]
62: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14], [26, 17], [19, 16, 18], [21, 20, 24, 23, 25], [27, 31, 63, 29, 28], [30, 36, 35], [33, 32], [34, 39], [37, 46], [38, 42, 41, 60, 44, 40, 47], [45, 56], [51, 50], [52, 48, 54], [49, 53], [55, 59, 57], [58, 61], [62, 67], [68, 65], [72, 66], [64, 69], [79, 70], [78, 71, 73, 75, 74, 77], [76, 85, 81], [82, 80, 83, 84, 86], [87, 88]]
63: [[7, 43, 22, 13, 2], [1, 12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14, 26, 17], [19, 16, 18], [21, 20, 24, 23, 25], [27, 31, 63], [29, 28, 30, 36], [35, 33, 32, 34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45, 56], [51, 50], [52, 48], [54, 49], [53, 55], [59, 57], [58, 61], [62, 67, 68], [65, 72, 66], [64, 69], [79, 70], [78, 71], [73, 75, 74, 77], [76, 85], [81, 82, 80], [83, 84], [86, 87, 88]]
64: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14, 26], [17, 19, 16, 18, 21], [20, 24, 23, 25], [27, 31], [63, 29, 28], [30, 36, 35, 33, 32], [34, 39, 37, 46, 38, 42, 41], [60], [44, 40], [47, 45], [56, 51], [50, 52, 48, 54, 49, 53], [55, 59], [57, 58, 61], [62, 67, 68, 65, 72], [66, 64], [69, 79], [70, 78], [71, 73, 75], [74, 77, 76, 85, 81, 82, 80, 83], [84, 86, 87, 88]]
65: [[7, 43, 22, 13, 2], [1, 12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14, 26, 17], [19, 16, 18], [21, 20, 24, 23, 25], [27, 31, 63], [29, 28, 30, 36], [35, 33, 32, 34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45, 56], [51, 50], [52, 48], [54, 49], [53, 55], [59, 57], [58, 61], [62, 67, 68], [65, 72, 66], [64, 69], [79, 70], [78, 71], [73, 75, 74, 77], [76, 85], [81, 82, 80], [83, 84], [86, 87, 88]]
66: [[7, 43], [22, 13], [2, 1], [12, 3, 4, 5], [6, 10], [9, 8], [11, 15, 14, 26], [17, 19, 16], [18, 21, 20], [24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39, 37, 46], [38, 42], [41, 60, 44, 40], [47, 45, 56], [51, 50, 52, 48, 54, 49], [53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73], [75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
67: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5, 6], [10, 9], [8, 11, 15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28, 30, 36], [35, 33, 32, 34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56, 51, 50, 52, 48, 54, 49, 53, 55], [59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74], [77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
68: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5, 6, 10, 9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23, 25], [27, 31], [63, 29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46], [38, 42, 41, 60], [44, 40, 47, 45, 56], [51, 50], [52, 48], [54], [49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65], [72, 66], [64, 69, 79, 70, 78, 71, 73, 75], [74, 77], [76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
69: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28], [30, 36], [35, 33], [32, 34], [39, 37], [46, 38], [42, 41], [60, 44], [40, 47], [45, 56], [51, 50, 52, 48, 54, 49], [53, 55, 59], [57, 58], [61, 62, 67, 68, 65, 72, 66, 64], [69, 79], [70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
70: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21, 20], [24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54], [49, 53, 55, 59, 57, 58, 62, 61, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81], [82, 80, 83, 84, 86, 87, 88]]
71: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18, 21], [20, 24], [23, 25, 27], [31, 63, 29, 28], [30, 36, 35], [33, 32, 34, 39, 37, 46, 38, 42], [41, 60, 44], [40, 47], [45, 56, 51], [50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62], [67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77], [76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
72: [[7, 43, 22, 13], [2, 1], [12, 3], [4, 5], [6, 10], [9, 8], [11, 15], [14, 26, 17, 19], [16, 18], [21, 20, 24, 23], [25, 27], [31, 63], [29, 28], [30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40, 47], [45, 56], [51, 50, 52, 48], [54, 49], [53, 55, 59, 57], [58, 61], [62, 67, 68, 65], [72, 66], [64, 69, 79], [70, 78], [71, 73, 75], [74, 77, 76, 85, 81, 82, 80], [83, 84, 86, 87, 88]]
73: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19], [16, 18, 21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40], [47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
74: [[7, 43, 22], [13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 26, 17, 19, 16], [18, 21, 20], [24, 23], [25, 27], [31, 63, 29], [28, 30], [36, 35], [33, 32, 34, 39], [37, 46], [38, 42], [41, 60, 44], [40, 47], [45, 56], [51, 50, 52], [48, 54, 49], [53, 55], [59, 57], [58, 61], [62, 67], [68, 65, 72], [66, 64], [69, 79], [70, 78, 71], [73, 75, 74], [77, 76, 85], [81, 82, 80], [83, 84, 86, 87, 88]]
75: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24], [23, 25, 27], [31, 63], [29, 28, 30, 36, 35, 33, 32], [34, 39, 37, 46, 38], [42, 41, 60, 44, 40, 47, 45, 56, 51, 50], [52, 48, 54, 49], [53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
76: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6, 10, 9, 8, 11, 15], [14, 26], [17, 19, 16, 18, 21], [20, 24], [23, 25], [27, 31, 63], [29, 28, 30], [36, 35], [33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54, 49], [53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
77: [[7, 43, 22, 13, 2, 1, 12], [3, 4, 5, 6, 10], [9, 8], [11, 15], [14, 26], [17, 19, 16], [18, 21], [20, 24], [23, 25], [27, 31], [63, 29, 28], [30, 36, 35], [33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45], [56, 51, 50, 52], [48, 54], [49, 53, 55, 59, 57, 58, 62], [61, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81], [82, 80, 83, 84, 86, 87, 88]]
78: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20, 24, 23, 25, 27, 31, 63, 29, 28], [30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45], [56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
79: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16, 18], [21, 20], [24, 23, 25], [27, 31], [63, 29], [28, 30], [36], [35, 33], [32, 34], [39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72], [66, 64], [69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
80: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16], [18, 21], [20, 24, 23, 25], [27, 31], [63, 29], [28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47], [45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
81: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21, 20, 24, 23, 25, 27, 31, 63, 29], [28, 30], [36, 35], [33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56], [51, 50, 52, 48, 54, 49, 53, 55, 59, 57], [58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79], [70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
82: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17], [19, 16], [18, 21], [20, 24, 23, 25], [27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
83: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14, 26, 17, 19], [16, 18, 21, 20, 24], [23, 25, 27, 31, 63, 29], [28], [30, 36], [35, 33, 32], [34, 39], [37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52], [48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80], [83, 84, 86, 87, 88]]
84: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14, 26, 17, 19], [16, 18], [21, 20], [24, 23], [25, 27, 31], [63, 29], [28, 30, 36], [35, 33], [32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50], [52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72], [66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
85: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19], [16, 18, 21, 20], [24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
86: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14, 26], [17, 19, 16, 18], [21, 20, 24, 23, 25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32], [34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
87: [[7, 43], [22, 13], [2, 1], [12, 3], [4, 5], [6, 10, 9, 8, 11], [15, 14], [26, 17, 19, 16], [18, 21], [20, 24], [23, 25], [27, 31], [63, 29], [28, 30, 36], [35, 33, 32], [34, 39], [37, 46], [38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52, 48], [54, 49], [53, 55, 59, 57, 58, 61, 62], [67, 68, 65, 72, 66], [64, 69, 79, 70, 78, 71], [73], [75, 74], [77, 76, 85, 81], [82, 80], [83, 84, 86, 87, 88]]
88: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14, 26], [17, 19], [16, 18], [21, 20, 24, 23, 25, 27], [31, 63, 29], [28, 30, 36, 35, 33, 32], [34, 39, 37, 46, 38, 42], [41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
89: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26], [17, 19], [16, 18, 21, 20, 24, 23], [25, 27, 31], [63, 29, 28, 30, 36, 35], [33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 62, 61, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
90: [[7, 43, 22], [13, 2], [1, 12, 3], [4, 5], [6, 10, 9], [8, 11], [15, 14], [26, 17, 19], [16, 18], [21, 20, 24], [23, 25], [27, 31, 63], [29, 28], [30, 36], [35, 33], [32, 34], [39, 37, 46], [38, 42], [41, 60, 44], [40, 47], [45, 56], [51, 50], [52, 48], [54, 49, 53], [55, 59], [57, 58], [62, 61, 67], [68, 65], [72, 66, 64], [69, 79, 70], [78, 71], [73, 75], [74, 77], [76, 85], [81, 82, 80], [83, 84], [86, 87, 88]]
91: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14, 26], [17, 19, 16, 18, 21], [20, 24, 23, 25, 27], [31, 63, 29, 28, 30, 36, 35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
92: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [26, 17, 19, 16, 18, 21], [20, 24], [23, 25], [27, 31], [63, 29], [28, 30], [36, 35, 33, 32, 34, 39, 37], [46, 38], [42, 41, 60, 44, 40], [47, 45], [56, 51], [50, 52, 48], [54, 49], [53, 55, 59, 57, 58], [61, 62], [67, 68, 65, 72], [66, 64], [69, 79, 70, 78], [71, 73], [75, 74, 77], [76, 85], [81, 82, 80], [83, 84, 86, 87, 88]]
93: [[7, 43, 22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [26, 17, 19, 16, 18, 21], [20, 24, 23], [25, 27], [31, 63, 29], [28, 30, 36], [35], [33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
94: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8, 11, 15, 14], [26, 17, 19], [16, 18, 21, 20, 24, 23], [25, 27, 31, 63, 29, 28, 30, 36, 35, 33, 32], [34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
95: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6, 10], [9, 8], [11, 15, 14], [26, 17], [19, 16], [18, 21, 20], [24, 23], [25, 27], [31, 63, 29], [28, 30, 36, 35, 33], [32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55], [59, 57, 58, 61], [62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
96: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15], [14, 26, 17, 19], [16, 18, 21], [20, 24], [23, 25, 27], [31, 63, 29, 28], [30, 36, 35, 33, 32], [34, 39], [37, 46, 38], [42, 41], [60, 44], [40, 47, 45], [56, 51, 50, 52], [48, 54], [49, 53, 55, 59, 57], [58, 61, 62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85], [81, 82, 80, 83, 84, 86, 87, 88]]
97: [[7, 43], [22, 13, 2], [1, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [26, 17, 19, 16, 18], [21, 20, 24, 23, 25], [27, 31], [63, 29], [28, 30], [36, 35], [33, 32, 34], [39, 37], [46, 38, 42], [41, 60], [44, 40], [47, 45], [56, 51], [50, 52], [48, 54], [49, 53, 55], [59, 57], [58, 61], [62, 67], [68, 65, 72], [66, 64], [69, 79], [70, 78, 71, 73, 75, 74], [77, 76, 85], [81, 82, 80, 83, 84, 86], [87, 88]]
98: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26], [17, 19, 16, 18, 21, 20, 24, 23], [25, 27, 31], [63, 29], [28, 30, 36], [35, 33, 32, 34, 39, 37, 46, 38, 42, 41, 60, 44], [40, 47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58], [61, 62, 67, 68, 65, 72, 66, 64, 69, 79, 70, 78, 71, 73, 75], [74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
99: [[7, 43], [22, 13, 2], [1, 12], [3, 4, 5], [6, 10], [9, 8], [11, 15], [14, 26], [17, 19], [16, 18], [21, 20], [24, 23, 25], [27, 31], [63, 29, 28], [30, 36], [35, 33], [32, 34, 39], [37, 46], [38, 42], [41, 60, 44], [40, 47], [45, 56, 51], [50, 52], [48, 54], [49, 53], [55, 59], [57, 58, 61], [62, 67], [68, 65, 72], [66, 64, 69, 79], [70, 78, 71], [73, 75, 74, 77], [76, 85], [81, 82, 80], [83, 84], [86, 87, 88]]
100: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14, 26, 17, 19, 16], [18, 21, 20, 24], [23, 25], [27, 31, 63], [29, 28, 30, 36, 35], [33, 32, 34, 39, 37, 46, 38], [42], [41, 60], [44, 40], [47, 45], [56, 51, 50], [52, 48], [54, 49, 53], [55, 59, 57, 58], [61, 62, 67, 68, 65], [72, 66, 64, 69, 79], [70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
101: [[7, 43, 22, 13, 2, 1, 12], [3, 4], [5, 6, 10, 9, 8], [11, 15, 14, 26], [17, 19], [16, 18, 21], [20, 24, 23, 25, 27], [31, 63, 29, 28, 30, 36, 35], [33], [32, 34, 39, 37, 46, 38, 42, 41, 60, 44, 40], [47, 45, 56, 51, 50, 52, 48, 54, 49, 53, 55, 59, 57, 58, 61, 62, 67, 68, 65], [72, 66, 64, 69, 79, 70, 78, 71, 73, 75, 74, 77, 76, 85, 81, 82, 80, 83, 84, 86, 87, 88]]
