0: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17, 18], [16, 24, 20, 23], [59, 27], [25, 28, 31, 29], [30, 34, 32, 35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48], [53, 51, 49, 52, 54], [63, 57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75, 73, 78], [76], [79, 87, 80, 81, 82], [84, 85], [86, 88]]
51: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42, 40], [41, 60, 46, 44], [47, 50, 61, 48], [53, 51, 49], [52, 54, 63, 57, 55, 58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77, 70], [69, 66, 72], [75, 73, 78], [76, 79, 87, 80, 81, 82, 84], [85, 86, 88]]
52: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27, 25], [28, 31, 29, 30, 34], [32, 35, 33], [36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56], [62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69, 66], [72, 75, 73], [78, 76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
53: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27, 25], [28, 31, 29, 30, 34], [32, 35, 33], [36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56], [62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69, 66], [72, 75, 73], [78, 76, 79, 87], [80, 81, 82], [84, 85, 86, 88]]
54: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15, 19], [21, 17, 18], [16, 24, 20, 23, 59, 27], [25, 28, 31], [29, 30, 34], [32, 35, 33, 36], [43, 45, 37, 38, 42], [40, 41, 60, 46, 44], [47, 50, 61, 48], [53, 51, 49], [52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
55: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26, 8, 11], [14, 15, 19, 21, 17, 18], [16, 24, 20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35], [33, 36], [43, 45, 37], [38, 42, 40], [41, 60, 46], [44, 47], [50, 61, 48], [53, 51], [49, 52, 54, 63, 57, 55], [58, 56, 62, 83, 64], [74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75], [73, 78, 76], [79, 87], [80, 81, 82, 84], [85, 86, 88]]
56: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35], [33, 36, 43, 45, 37, 38], [42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63], [57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
57: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65], [67], [68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
58: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31], [29, 30, 34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60, 46], [44, 47, 50, 61], [48, 53, 51], [49, 52, 54], [63], [57, 55, 58], [56, 62, 83, 64, 74, 71, 65, 67], [68, 77, 70, 69, 66, 72, 75], [73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
59: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35], [33, 36], [43, 45], [37, 38, 42], [40, 41, 60, 46], [44, 47, 50, 61], [48, 53, 51], [49], [52, 54, 63], [57, 55, 58], [56, 62, 83, 64], [74, 71], [65, 67], [68, 77, 70, 69], [66, 72, 75, 73], [78, 76, 79, 87], [80, 81, 82, 84, 85, 86, 88]]
60: [[39, 3, 10, 4, 9, 1], [6, 2, 22, 13, 12, 5], [7, 26, 8], [11, 14], [15, 19], [21, 17, 18, 16], [24, 20, 23, 59], [27, 25, 28, 31], [29, 30], [34, 32, 35], [33, 36, 43], [45, 37, 38, 42], [40, 41, 60], [46, 44], [47, 50], [61, 48, 53], [51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
61: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7], [26, 8], [11, 14, 15], [19, 21, 17], [18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35, 33], [36, 43, 45, 37], [38, 42, 40, 41], [60, 46, 44, 47], [50, 61, 48], [53, 51, 49, 52, 54, 63, 57], [55, 58, 56], [62, 83, 64], [74, 71, 65, 67], [68, 77, 70], [69, 66, 72], [75, 73, 78, 76, 79, 87, 80], [81, 82, 84], [85, 86, 88]]
62: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59, 27, 25, 28, 31], [29, 30, 34], [32, 35, 33], [36, 43], [45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65], [67, 68, 77, 70, 69, 66, 72], [75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
63: [[39, 3, 10], [4, 9, 1], [6, 2, 22], [13, 12, 5], [7, 26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30], [34, 32, 35], [33, 36, 43, 45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48, 53, 51], [49, 52, 54, 63], [57, 55], [58, 56], [62, 83, 64], [74, 71], [65, 67, 68, 77], [70, 69, 66, 72], [75, 73, 78], [76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
64: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17, 18], [16, 24, 20, 23], [59, 27, 25, 28, 31, 29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40], [41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
65: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64], [74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82], [84, 85, 86, 88]]
66: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14, 15], [19, 21, 17, 18], [16, 24], [20, 23, 59], [27, 25, 28], [31, 29, 30, 34], [32, 35, 33], [36, 43], [45, 37], [38, 42, 40], [41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76], [79, 87, 80, 81, 82, 84, 85, 86, 88]]
67: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29], [30, 34, 32, 35], [33, 36], [43, 45], [37, 38, 42], [40, 41], [60, 46, 44], [47, 50, 61], [48, 53, 51], [49, 52, 54], [63, 57, 55], [58, 56, 62], [83, 64, 74], [71, 65, 67, 68], [77, 70, 69], [66, 72, 75], [73, 78], [76, 79, 87, 80], [81, 82, 84], [85, 86, 88]]
68: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14], [15], [19, 21, 17], [18, 16, 24], [20, 23, 59, 27], [25, 28, 31], [29, 30, 34], [32, 35, 33, 36], [43, 45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
69: [[39, 3, 10], [4, 9, 1], [6], [2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25, 28, 31], [29, 30, 34, 32], [35, 33], [36, 43], [45, 37], [38, 42, 40, 41], [60, 46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70], [69, 66, 72, 75], [73, 78, 76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
70: [[39, 3], [10, 4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26, 8], [11, 14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29, 30], [34, 32, 35], [33, 36, 43, 45], [37, 38, 42], [40, 41, 60], [46, 44, 47, 50], [61, 48, 53], [51, 49, 52], [54, 63, 57, 55, 58], [56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72], [75, 73, 78], [76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
71: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26, 8, 11], [14, 15, 19, 21], [17, 18, 16, 24, 20], [23, 59, 27], [25, 28], [31, 29, 30, 34], [32, 35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50, 61], [48, 53, 51], [49, 52, 54, 63], [57, 55, 58, 56], [62, 83, 64, 74], [71, 65, 67], [68, 77, 70, 69], [66, 72, 75, 73], [78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
72: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15, 19], [21, 17, 18, 16, 24], [20, 23, 59, 27, 25], [28, 31, 29], [30, 34, 32, 35, 33], [36, 43, 45], [37, 38], [42, 40, 41], [60, 46], [44, 47, 50], [61, 48, 53], [51, 49], [52, 54, 63], [57, 55, 58], [56, 62, 83], [64, 74, 71], [65, 67, 68], [77, 70], [69, 66, 72], [75, 73, 78, 76, 79, 87, 80], [81, 82, 84, 85, 86, 88]]
73: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13], [12, 5, 7], [26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33], [36], [43, 45, 37], [38, 42], [40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51], [49, 52, 54], [63, 57], [55, 58, 56], [62, 83, 64], [74, 71], [65, 67], [68, 77, 70], [69, 66, 72], [75, 73, 78], [76, 79, 87], [80, 81], [82, 84], [85, 86, 88]]
74: [[39, 3, 10, 4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27], [25, 28], [31, 29, 30, 34, 32], [35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
75: [[39, 3, 10, 4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27], [25, 28], [31, 29, 30, 34, 32], [35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
76: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14, 15], [19, 21, 17, 18, 16], [24, 20, 23, 59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36, 43], [45, 37, 38], [42, 40], [41, 60, 46], [44, 47], [50, 61], [48, 53], [51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66], [72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
77: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12, 5], [7, 26, 8], [11, 14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59], [27, 25, 28, 31], [29, 30, 34], [32, 35], [33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47, 50], [61, 48, 53, 51, 49], [52, 54, 63, 57], [55, 58, 56, 62], [83, 64, 74], [71, 65, 67], [68, 77, 70], [69, 66, 72, 75, 73], [78, 76, 79], [87, 80, 81], [82, 84, 85], [86, 88]]
78: [[39, 3, 10, 4], [9, 1], [6, 2], [22, 13, 12, 5], [7, 26, 8, 11], [14, 15], [19, 21, 17, 18], [16, 24, 20], [23, 59], [27, 25, 28], [31, 29, 30], [34, 32, 35], [33, 36, 43], [45, 37, 38, 42], [40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78], [76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
79: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23, 59], [27, 25, 28, 31], [29, 30, 34, 32], [35, 33, 36, 43], [45, 37, 38, 42, 40], [41, 60, 46, 44], [47, 50, 61], [48, 53, 51], [49, 52, 54, 63], [57, 55, 58, 56], [62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84], [85, 86, 88]]
80: [[39, 3, 10], [4, 9, 1, 6], [2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35, 33], [36, 43, 45, 37, 38], [42, 40, 41, 60], [46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54], [63, 57, 55, 58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77, 70], [69, 66, 72], [75, 73, 78], [76, 79, 87, 80, 81], [82], [84, 85], [86, 88]]
81: [[39, 3, 10], [4, 9, 1], [6], [2, 22, 13, 12], [5, 7, 26, 8], [11, 14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27, 25, 28, 31], [29, 30, 34, 32], [35, 33], [36, 43], [45, 37], [38, 42, 40, 41], [60, 46, 44, 47], [50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56], [62, 83], [64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
82: [[39, 3, 10, 4, 9], [1, 6], [2, 22], [13, 12, 5], [7, 26, 8], [11, 14, 15], [19, 21, 17, 18], [16, 24, 20], [23, 59, 27], [25, 28, 31, 29], [30, 34, 32], [35, 33, 36, 43], [45, 37, 38], [42, 40, 41, 60], [46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82], [84, 85, 86, 88]]
83: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13], [12, 5, 7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16], [24, 20, 23, 59], [27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45], [37, 38, 42], [40, 41, 60, 46], [44, 47, 50, 61], [48, 53, 51, 49], [52, 54, 63], [57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68, 77, 70], [69], [66, 72, 75, 73, 78], [76, 79, 87], [80, 81], [82, 84, 85, 86, 88]]
84: [[39, 3, 10, 4, 9], [1, 6], [2, 22], [13, 12, 5, 7, 26, 8], [11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45], [37, 38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48, 53, 51], [49, 52, 54], [63, 57, 55], [58, 56, 62, 83], [64, 74, 71], [65, 67, 68, 77], [70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
85: [[39, 3, 10, 4, 9], [1, 6], [2, 22], [13, 12], [5, 7], [26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32, 35, 33, 36, 43], [45, 37, 38], [42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
86: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7], [26, 8], [11, 14, 15], [19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31], [29, 30, 34], [32, 35, 33], [36, 43, 45], [37, 38, 42], [40], [41, 60, 46], [44, 47], [50, 61], [48, 53, 51], [49, 52, 54, 63], [57, 55, 58], [56, 62, 83], [64, 74], [71, 65, 67, 68], [77, 70, 69], [66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
87: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8], [11, 14, 15], [19, 21, 17], [18, 16, 24, 20, 23, 59, 27], [25, 28, 31], [29, 30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
88: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12, 5], [7, 26], [8, 11, 14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59, 27, 25], [28, 31, 29, 30], [34, 32], [35, 33, 36], [43, 45], [37, 38, 42], [40, 41, 60, 46], [44, 47, 50, 61], [48, 53, 51, 49], [52, 54, 63, 57], [55, 58, 56, 62], [83, 64, 74], [71, 65], [67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
89: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59], [27, 25, 28], [31, 29, 30], [34, 32, 35, 33], [36, 43, 45, 37], [38, 42, 40], [41, 60, 46, 44], [47, 50, 61, 48], [53, 51, 49], [52, 54, 63, 57], [55, 58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69], [66, 72, 75], [73, 78, 76, 79], [87, 80, 81, 82], [84, 85, 86, 88]]
90: [[39, 3], [10, 4, 9], [1, 6, 2], [22, 13, 12], [5], [7, 26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27], [25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40, 41], [60, 46], [44, 47, 50], [61, 48, 53], [51, 49, 52], [54, 63], [57, 55], [58, 56, 62], [83, 64, 74, 71], [65, 67, 68], [77, 70, 69, 66], [72, 75], [73, 78, 76], [79, 87], [80, 81, 82, 84], [85, 86, 88]]
91: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50], [61, 48, 53, 51], [49, 52], [54, 63], [57, 55, 58], [56, 62], [83, 64, 74], [71, 65], [67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
92: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13], [12, 5, 7], [26, 8], [11, 14, 15], [19, 21], [17, 18, 16], [24, 20, 23, 59], [27, 25, 28, 31], [29, 30, 34, 32], [35, 33, 36], [43, 45, 37], [38, 42, 40], [41, 60], [46, 44, 47, 50], [61, 48, 53, 51], [49, 52, 54], [63, 57, 55, 58], [56, 62], [83, 64, 74], [71, 65], [67, 68, 77, 70], [69, 66, 72], [75, 73, 78, 76], [79, 87, 80, 81], [82, 84, 85], [86, 88]]
93: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21], [17, 18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35, 33], [36, 43], [45, 37, 38], [42, 40, 41], [60, 46, 44, 47], [50, 61], [48, 53, 51, 49], [52, 54, 63], [57, 55, 58], [56, 62], [83, 64], [74, 71, 65, 67], [68, 77, 70], [69, 66], [72, 75], [73, 78, 76], [79, 87, 80, 81, 82], [84, 85, 86, 88]]
94: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15], [19, 21, 17], [18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29, 30], [34, 32, 35, 33], [36, 43, 45], [37, 38], [42, 40, 41], [60, 46], [44, 47], [50, 61], [48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70], [69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
95: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7], [26, 8, 11], [14, 15], [19, 21, 17], [18, 16], [24, 20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37, 38, 42, 40, 41], [60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58], [56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
96: [[39, 3, 10], [4, 9], [1, 6, 2], [22, 13, 12], [5, 7, 26, 8], [11, 14, 15], [19, 21, 17], [18, 16, 24], [20, 23], [59, 27, 25], [28, 31, 29], [30, 34, 32], [35, 33, 36], [43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82], [84, 85, 86, 88]]
97: [[39, 3, 10, 4, 9], [1, 6, 2], [22, 13, 12, 5, 7], [26, 8, 11, 14, 15], [19, 21, 17], [18, 16, 24, 20], [23, 59, 27], [25, 28, 31], [29, 30, 34, 32], [35, 33, 36], [43, 45, 37, 38, 42], [40, 41, 60, 46, 44], [47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78], [76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
98: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26], [8, 11, 14], [15], [19, 21, 17], [18, 16, 24], [20, 23, 59, 27], [25, 28, 31], [29, 30, 34], [32, 35, 33, 36], [43, 45, 37], [38, 42, 40], [41, 60, 46], [44, 47, 50, 61], [48, 53, 51, 49, 52, 54], [63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
99: [[39, 3, 10], [4, 9, 1], [6, 2], [22, 13, 12], [5, 7, 26], [8, 11], [14, 15, 19], [21, 17, 18, 16], [24, 20, 23], [59, 27], [25, 28], [31, 29, 30, 34], [32, 35, 33, 36], [43, 45, 37, 38], [42, 40, 41], [60, 46, 44, 47, 50, 61, 48], [53, 51, 49], [52, 54, 63], [57, 55, 58, 56], [62, 83, 64], [74, 71, 65], [67, 68, 77, 70, 69, 66, 72], [75, 73, 78], [76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
100: [[39, 3, 10], [4, 9], [1, 6, 2, 22], [13, 12, 5], [7, 26, 8, 11], [14, 15, 19], [21, 17, 18], [16, 24, 20], [23, 59, 27], [25, 28, 31, 29], [30, 34, 32, 35, 33, 36, 43, 45, 37, 38, 42, 40, 41, 60, 46, 44, 47, 50, 61, 48, 53, 51, 49, 52, 54, 63, 57, 55, 58, 56, 62, 83, 64, 74, 71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73], [78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
101: [[39, 3, 10, 4, 9], [1, 6, 2, 22, 13, 12], [5, 7, 26], [8, 11, 14], [15, 19], [21, 17], [18, 16, 24], [20, 23, 59, 27, 25], [28, 31], [29, 30, 34], [32, 35, 33], [36, 43, 45, 37], [38, 42, 40, 41], [60, 46, 44, 47], [50, 61, 48, 53], [51, 49, 52], [54, 63, 57], [55, 58, 56, 62], [83, 64, 74], [71, 65, 67, 68, 77, 70, 69, 66, 72, 75, 73, 78, 76, 79, 87, 80, 81, 82, 84, 85, 86, 88]]
