0: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9], [41, 15, 14], [11, 13, 23], [25, 19, 16], [17, 20, 21], [28, 31, 43], [27], [26, 62, 29, 34], [30, 44, 39, 8], [35, 37, 32], [47, 36, 40], [42], [45, 61], [56, 58, 46], [50, 51], [49, 54, 55], [52, 53, 48], [59, 57], [60, 63, 68], [64, 66], [71, 67, 70], [69, 73, 77, 10], [72, 76, 74], [75, 78], [79, 82], [85, 80, 81], [87, 84, 86], [83, 88]]
51: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6], [9, 10], [8, 14], [28, 25, 31, 11], [13, 15], [27, 48, 17], [19, 29, 52], [26, 16, 49, 23, 21, 55, 40, 32, 46, 20, 30, 41, 37, 34, 35, 39, 44, 42, 36, 43, 53, 54, 45, 47, 50, 56, 59, 60, 57, 58, 62, 51, 61, 63, 64, 80, 71, 66, 70, 76, 67, 72, 73, 77, 74, 79, 75, 68, 78, 83, 69, 88, 81, 85, 82, 87, 84, 86]]
52: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 8], [10, 11, 61, 14, 31, 21, 20, 13, 15, 17, 16, 57, 19, 29, 28], [23, 30, 46], [26, 51, 25], [35, 27, 36, 42], [32, 44, 37, 34, 39, 45], [40, 41, 43], [47, 50, 60], [48, 62, 52], [49, 55, 54, 53], [56, 58, 59, 63, 66, 64, 68, 87, 76, 67, 69, 71, 74, 72, 73, 75, 77, 78, 79], [81, 84, 80, 70, 82, 86, 83], [85, 88]]
53: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 8], [14, 10, 26], [13, 31, 11], [20, 15, 23, 16, 51, 17, 27, 29, 25, 19, 21, 28, 60, 30, 43, 63, 54, 41, 35, 37, 32, 34, 36, 53, 44, 56, 39, 40, 47, 42, 45, 46, 55, 59, 58, 48, 50, 49, 52, 62, 57, 61, 64, 71, 67, 68, 66, 77, 69], [73, 72, 70], [74, 75, 78, 79, 76, 81, 83, 80, 82, 86, 85, 84, 87, 88]]
54: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5], [7, 6, 9, 10], [8, 11, 15], [14, 13, 28, 21, 16, 19, 17, 23, 53, 25, 20, 29, 56, 61], [27, 26, 31, 30, 48], [47, 32, 34, 35, 41, 50, 37, 42, 45, 57], [39], [36, 40, 44, 43, 46, 51, 52, 55, 58, 59, 54, 49, 60, 62, 63, 66], [64, 76, 83, 67, 71, 74, 78, 68, 72, 69, 70], [77, 73], [79, 86, 80, 75], [81, 84, 82, 85, 87, 88]]
55: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6], [9, 10, 8, 15, 43], [13, 11, 21, 14, 31, 20, 48, 17, 23, 28, 54, 16, 19, 25, 63, 26, 62, 59, 27, 29, 30, 57, 35, 37, 34, 42, 36, 32, 39, 60, 41, 47, 40, 46, 44, 45, 50, 49, 58, 51, 52, 53, 55, 61, 56, 64, 68, 71, 67, 76, 69, 74, 73, 66, 72, 77, 75, 78, 70, 82, 79, 85, 80, 81, 87, 83, 86, 84, 88]]
56: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6], [9, 40], [8, 10], [26, 15], [13, 17], [27, 19, 11], [23, 48, 16], [29, 14, 28], [47, 21, 20], [25, 30], [31, 60], [45, 32, 39], [35, 62, 63], [42, 43, 36, 50, 56, 41, 44, 53, 34], [46, 59, 37, 49, 51, 55, 61, 52, 54], [57, 58, 66, 64, 70, 71, 67, 75, 69, 68, 78, 76, 73], [74, 72, 77, 84, 81, 79, 82, 85, 80, 83, 86], [87, 88]]
57: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9], [40, 8, 28], [10, 15, 11], [13, 30, 27, 14, 16, 48], [25, 21, 20, 19, 51, 62, 17], [23, 61, 26, 41, 53, 29, 59, 36, 57, 43, 42, 31, 35, 32, 55], [46, 63, 34, 37, 52, 39, 45, 44, 47, 49, 50, 54, 56, 60, 58, 66, 64, 74, 81, 71, 69, 67, 76], [75, 72, 73, 77, 78, 68, 79, 88, 87, 80, 70, 84, 86, 83, 85, 82]]
58: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22], [38, 5, 7, 6, 9], [40, 8, 11, 44], [29, 25], [27, 17, 10], [13, 20, 15, 49, 19, 16, 21, 23, 28, 53, 61, 26, 30, 36, 42, 31, 35, 50, 14, 45, 37, 32, 39, 55, 41, 56, 34, 63, 46, 43, 51, 47, 52, 48, 58, 54, 59, 60, 57, 62, 64, 71, 67, 68, 66, 75, 69, 73, 74, 70, 72, 77, 79, 76, 78, 81, 83, 84, 85, 86, 80, 82, 87, 88]]
59: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 40], [8, 11], [30, 13], [15, 14, 28], [27, 10, 16], [50, 20, 17], [52, 19], [23, 26, 21], [25, 29, 60], [41, 37, 56, 61, 32, 57], [34, 54, 43, 39, 31, 35, 46], [63, 36, 42, 44, 48, 45, 47, 49, 53, 62, 51, 55, 59, 58, 66], [64, 74, 80, 71, 77, 67, 76, 75, 68, 72, 69, 78, 70, 79, 73, 87, 88, 84, 81, 82, 83, 85, 86]]
60: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7, 6], [9, 8, 10, 27, 11], [14], [15, 17, 13], [16, 57, 19, 52, 25], [21, 51, 30, 26, 20, 23, 43, 29, 55, 34, 39, 42, 31, 28, 32, 37, 35, 36, 41, 45, 40, 47, 46, 50, 44, 48, 49, 53, 56, 58, 54, 60, 61, 59, 62, 63, 64, 70, 66, 71, 73, 68, 76, 67, 78, 72, 69, 75, 74, 77, 79, 82], [81, 80, 85, 86, 84, 87, 83, 88]]
61: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9], [40, 8], [26, 30, 11], [13, 28, 10], [21, 14, 17], [15, 20], [16, 52, 19], [23, 25, 29], [57, 27, 32, 41, 61, 58], [35, 37, 39, 34, 54, 43, 42], [31, 53, 46, 63, 36, 44, 47, 48, 45, 51, 59, 49, 50, 56, 55], [60, 78, 64, 68, 62, 82, 73, 76, 67, 66, 75, 69, 74, 71, 77, 70, 79, 72, 87, 80, 81, 85, 84], [83, 86, 88]]
62: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5], [7, 6], [9, 8, 10], [11, 26, 45], [13, 29, 28], [17, 14, 16], [19, 20, 25, 21, 23, 59, 58, 34, 27, 63, 30, 44, 31, 32, 54, 41], [52, 40, 53, 15], [36, 39, 35, 43, 46, 42, 60, 49, 48, 37, 47, 50, 51, 55, 57, 56, 62, 61, 66, 64, 70, 80, 71, 67], [75, 76, 74, 73, 68, 69, 78, 72, 79, 77, 81, 88, 85, 83, 82], [86, 87, 84]]
63: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7], [6, 9, 10], [8, 11, 30, 13], [14, 29, 48, 27, 15, 21, 16, 60], [19, 20, 53, 59], [23, 17, 26], [49, 25, 28], [31, 46, 34, 35], [45, 36, 32, 39, 43, 44], [42, 40, 47, 37], [61, 52, 56], [50, 51, 54], [41, 58, 57, 55], [62, 63, 68, 72, 64, 83, 74, 67, 75, 66, 69, 76, 70, 73, 71, 79, 77], [82, 78, 84, 80, 86, 81, 85, 87, 88]]
64: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7], [6, 9, 40], [10, 8, 25, 11, 14, 28], [29, 15, 21, 16, 23, 53, 17], [19, 13, 20, 27, 26, 31, 60, 30, 32, 45, 34, 39, 37, 35, 47], [52, 36, 42, 61, 44, 46, 43, 49, 50, 41, 48, 51, 54, 55, 56, 58, 59, 57, 63, 62, 64, 66, 78, 67, 70, 77, 74, 72, 79, 68, 73, 76, 69, 71, 75, 81, 80, 88, 84, 83, 85, 86, 87, 82]]
65: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 41, 8], [15, 11, 13], [21, 17, 10], [16, 19, 14], [23], [59, 26], [27, 55, 58, 25, 28], [52], [29, 63, 49], [31, 43, 36, 50], [42, 20], [61, 34, 46, 40, 48, 39, 35], [37, 45, 44, 47, 51, 53, 32, 54, 62, 60, 56, 57, 30, 64, 66, 71, 69, 72, 67, 75, 68, 70, 73, 77, 74, 78, 76, 83, 80, 79, 82, 84, 87, 81, 88, 86, 85]]
66: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7, 6, 9, 10, 8, 29, 43, 11, 15, 17, 31, 13, 56, 19, 14, 48, 23, 57, 28, 27, 52, 26, 62], [20, 63, 34, 37, 50, 16, 21, 39], [25, 32, 36, 35, 40, 44, 45, 42, 47, 41, 30, 46, 58, 51, 49, 53, 60, 59, 55, 54, 61, 64, 70, 72, 71, 66, 77, 69, 67, 79, 68, 75, 73, 76, 74, 78, 83, 81, 80, 82, 84, 87, 85, 86, 88]]
67: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9, 8], [10, 14, 43], [15, 11, 21], [13, 16], [25, 17], [29, 19, 20, 28, 58], [23, 45], [26, 27, 31, 51, 34, 63, 42], [30, 35, 52, 36, 40, 32, 37, 56, 47, 44, 39], [41, 46, 49, 50, 54, 53, 48, 55, 57, 59, 61, 62, 60], [66, 68, 72, 71, 64, 70, 73, 67, 75, 69, 76, 78, 74], [77, 83, 82, 81, 88, 85, 86, 87, 79, 84, 80]]
68: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7, 6], [9, 40], [10, 8, 30, 25, 31, 11, 15, 13, 27], [14, 16], [49, 23, 19], [17, 50, 29, 28, 20, 51], [21, 44, 26, 34, 32, 43, 35, 36, 39, 37, 46, 41, 42, 45, 57, 52, 48, 47, 54, 56, 58, 59, 53, 60, 62, 55, 61, 63], [64, 81, 66], [69, 70, 76, 75, 72, 67, 77, 68, 73, 74, 71, 79, 82, 87, 88, 78, 85, 80, 83, 84, 86]]
69: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9, 40, 8], [44, 42, 15, 29, 19, 21, 10, 11, 13], [53, 14, 16, 17, 31, 20, 23, 55, 27, 25, 26, 34, 59, 50, 28], [30, 32, 62, 35, 46, 36, 41, 37, 39, 43, 58, 45, 47, 48, 52, 49, 57, 51, 54, 56, 60, 61, 63, 66, 68, 64], [71, 70, 73, 69, 67, 72, 76, 78, 75, 74, 79, 77, 82, 81, 80, 83, 86, 84, 87, 85, 88]]
70: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5], [7, 6, 9], [8, 10], [25, 15], [11, 14, 13], [19, 17, 21, 16, 31, 54, 20, 57, 23, 59, 27, 28, 29, 30], [26, 60, 41, 32, 52, 53, 35, 58, 44, 46, 40, 37, 34, 36, 39, 43, 42, 63, 47, 45, 48, 50, 51, 55, 49, 56, 61, 62, 64, 67, 66, 68, 78, 73, 69, 75, 70, 71, 77, 72], [74, 76, 79, 81, 82, 80, 83, 84, 87, 85, 86, 88]]
71: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7], [6, 9, 40], [11, 30], [13, 8, 23, 10, 31], [52, 17, 19], [14, 16, 29], [25, 15], [28, 56], [26, 20, 35], [41, 21], [27, 32], [34, 39, 36], [37, 42, 43], [44, 46], [58, 45, 59], [48, 47, 50], [51, 57, 53], [49, 55, 54], [60, 62, 61], [63], [68, 64, 67, 84], [71, 66, 74, 76], [69, 72, 77, 75], [73, 78], [79, 83, 70, 81], [80, 82], [85, 87, 86, 88]]
72: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 10], [13, 15, 8], [11, 25, 17], [27, 14, 16], [19, 20], [48, 21], [28, 23, 43], [29, 39, 30], [26, 45, 31, 34, 32, 47, 35, 44, 41], [42, 46, 36, 49, 57, 53, 40, 52, 56, 50, 58, 37, 54, 51, 62, 55, 59, 60], [63, 61, 64, 68, 70, 78, 66, 71, 75, 69, 74, 67, 73], [72, 76, 77, 79, 81, 80, 83, 85, 82, 84, 86], [87, 88]]
73: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6], [9, 10], [8, 14, 13, 11], [15, 17], [16, 58, 25, 20], [21, 19, 31, 28, 23, 26, 27, 36, 50, 61, 29, 35, 43, 32, 30, 34, 42, 54, 45, 40, 41, 44, 37, 53, 49, 46, 39, 47, 48, 52, 56, 55, 57, 62, 51, 59, 60, 63, 66, 64, 72, 87, 69, 67, 74, 76, 68, 70, 75, 71, 73, 77, 79, 84, 81, 78, 82, 80, 83, 86, 85, 88]]
74: [[33, 65], [4, 3], [1, 24], [18, 2], [12, 22], [38, 5, 15], [6, 7, 8], [11, 13, 44], [9, 10, 14], [16, 19, 25, 23], [21, 17, 26, 20, 59, 29, 34, 27, 30], [58, 36, 28, 62, 35, 32, 37, 39, 40, 46, 31, 42, 56, 50, 43, 41, 45, 47, 48, 49, 52, 53, 61, 51, 54, 55, 57, 63, 60, 66, 64, 70, 81, 68, 71, 72, 69, 78, 74, 73, 79, 75, 76, 67, 77, 84, 80, 83, 82, 87, 85, 86, 88]]
75: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 15], [6, 7, 10], [8, 29, 13], [21, 9, 17], [16, 20, 14, 26, 25, 19, 61, 27, 59, 30, 28, 58, 23, 34, 53, 40, 57, 43, 11, 42, 44, 32, 37, 39, 45, 31, 36, 47, 41, 35, 49, 52, 51, 50, 54], [63, 48, 55, 56, 60, 62, 46, 66, 64, 71, 68, 69, 67, 72, 70, 78, 73, 74, 75, 77, 88, 76, 83, 79, 80, 81, 82], [87, 84, 85, 86]]
76: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22, 38], [5, 7, 6, 9], [11, 8, 10], [46, 20, 21, 27], [19, 26, 15], [17, 13, 16, 30, 23], [28, 25, 36, 60, 57, 29, 43], [44, 31, 47, 35, 34, 32, 37, 54, 14, 39, 40, 41, 42, 45, 48, 56, 52, 58, 49, 53, 59, 51, 50, 55, 62, 61, 63, 64, 66, 70, 77, 76, 67, 68, 69, 79, 73, 72, 71, 80, 74, 75, 78, 83, 81, 82, 86, 85, 84, 87, 88]]
77: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9, 40], [8, 14, 10, 15, 16], [20, 17, 50, 25, 21, 13, 19, 23, 26, 29], [27, 31, 32, 28, 53, 37, 11, 35, 36, 57], [41, 47, 43], [56, 42], [30, 39, 54, 55], [34, 44, 45, 46], [48, 49], [51, 52, 58, 62, 63, 60], [59, 61, 66, 68], [64, 71], [72], [77, 74], [76, 70, 69, 78, 67, 75, 73, 79, 80], [86, 85, 82, 81, 83, 84, 87, 88]]
78: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 10], [14, 15, 19], [17], [29, 8], [23, 11, 16], [13, 20], [21, 25], [27, 26], [54, 28, 58], [30, 62, 31, 61, 32, 51, 34, 44], [35, 40, 36, 42, 37, 45], [39, 46], [41], [53, 55, 56], [43, 50, 59, 52, 47], [57, 48, 49], [63, 60, 64, 67], [70, 68, 69], [66, 77], [78, 72, 71], [73, 75], [74, 76, 79, 82, 84], [80, 87, 81, 85, 86, 83, 88]]
79: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 8], [10, 30], [11, 15, 13, 14, 17], [26, 29], [20, 19, 23, 28], [16, 61], [27, 21, 44, 25, 39], [63, 60, 32], [50, 31, 34], [41, 36, 35, 42], [40, 51, 47], [53, 56, 43], [37, 55, 45], [57, 46, 48, 49], [52, 58, 54], [59, 62, 64], [71, 66], [83, 67, 69, 72, 68], [78, 70, 77, 73, 75], [74, 76, 84, 80, 81, 79, 85, 86, 82, 87, 88]]
80: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 40], [8, 30, 11], [13], [29, 14], [17, 28, 15], [10, 16], [35, 20, 27], [53, 19, 21, 26], [25, 43], [49, 58], [39, 41, 23], [31, 34], [44, 32], [61, 48, 46], [42, 36, 59], [62, 37], [50, 45], [51, 52, 47], [54, 55, 56], [57, 60, 63], [64, 68, 67], [84, 76, 79, 72, 66], [77, 70, 78], [73, 75, 69], [71], [81, 87], [80, 74, 85, 83, 88, 86, 82]]
81: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5], [7, 6], [9, 8, 13], [46, 15, 29], [19, 11, 14], [16, 17, 20, 21, 23, 56, 30, 28, 25, 50, 26, 60, 27, 31, 35, 34, 10, 32, 51, 36, 37, 41, 39, 44, 40, 47, 42, 61, 43, 45, 52, 49, 48, 53, 54], [57, 55, 59, 58, 62, 63, 64, 66, 77, 67, 70, 68, 74, 71, 69, 73, 78, 75, 76, 72, 79, 82, 85, 81, 80, 83, 86, 84, 87, 88]]
82: [[33, 65, 4], [3], [1, 24], [18, 2, 12, 22], [38, 5, 7], [6, 9, 8, 25], [10, 11, 13, 14], [31, 15, 20, 59, 17, 16, 57, 19, 21, 23, 27, 28, 26, 62], [29, 46, 30, 36, 47, 32, 37, 40, 42, 51, 60, 35, 41, 43, 45, 34, 39, 48, 44], [50, 52, 49, 54, 55, 53, 56, 58, 61, 63, 64, 70, 66, 67, 75, 68, 71, 69, 73, 72, 74, 77, 78, 76, 79, 83, 80, 81, 84, 82, 85, 86, 87, 88]]
83: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7, 6, 9, 10, 8, 15, 42, 14, 11, 25], [16, 26, 13, 21, 19, 30, 28, 20, 51, 17, 27, 54, 23, 31, 29, 34, 40, 37, 36, 35, 43, 32, 39, 45, 44, 46, 53, 41, 56, 47, 61, 57, 48, 49, 55, 58, 52, 59, 63, 50, 60, 62, 64, 70, 69, 66, 68, 67, 75, 74, 72, 71, 73, 76, 79, 77, 78, 83, 81, 82, 86, 80, 84, 87, 85, 88]]
84: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5], [7, 6], [9, 40, 14], [10, 26, 13], [31, 11], [27, 16, 17, 21, 15, 20, 29, 50, 23, 19, 62, 25, 8, 28, 44, 30, 46, 35, 52, 34, 32, 36, 41, 39, 45, 37, 43, 42, 47, 51, 61, 49, 53, 54, 55, 56, 48, 63, 59, 57, 58, 76, 64, 66, 71, 67, 70, 69, 74, 73, 60, 72, 68, 75, 79, 78, 77, 82, 85, 80, 83, 81, 84, 86, 87, 88]]
85: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6, 9, 11, 14, 8, 13, 16, 15, 17, 19, 20, 25, 30, 21, 23, 31, 47, 26, 27, 62, 53, 35, 10, 44, 28, 29, 34, 36, 32, 37, 39, 40], [43, 41, 42, 60, 46, 45, 51, 49, 48, 50, 52, 54, 57, 55, 58, 56, 63, 59, 76, 64, 66, 71, 67, 70, 61, 73, 68, 72, 78, 74, 75], [77, 80, 79, 83, 69, 81, 85, 82, 86, 84, 87, 88]]
86: [[33, 65, 4], [3, 1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9, 10, 8, 27], [11, 29, 20], [13, 23, 14], [15, 16, 17, 21], [19, 25, 26, 28], [52, 30, 40], [59, 31, 60, 63], [46, 32], [58, 37, 35], [34, 36, 39], [41, 42, 50], [43, 44], [45, 49, 47, 57], [53, 54, 48], [51, 56, 55, 61], [62, 66, 64, 77, 71, 68], [79, 73], [67, 70, 69, 78], [75, 72, 76], [74, 85, 80], [83, 84, 81, 87, 86, 82, 88]]
87: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7], [6, 9, 8, 11], [14, 10, 29, 13, 15, 20], [21, 51], [17, 16, 52, 23, 19, 25, 26], [59, 30], [36, 27], [62, 28, 44, 42], [31, 35, 37, 45], [34, 47, 39, 43, 40], [41, 32, 50], [48, 53], [46, 54], [49, 57, 60, 55, 58], [56, 61, 63, 66, 64, 70, 71, 75, 68, 78, 69, 73, 67, 72, 74, 76], [77, 79, 83, 81, 80, 87], [86, 82, 84, 85, 88]]
88: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9, 10], [8, 15, 11], [14, 13], [17, 16], [19, 29], [20, 21, 27, 28], [30, 56, 63], [23, 55, 25], [26, 60, 31], [41, 35, 32], [34, 36, 51, 37, 43, 62, 40, 44, 47, 50, 49, 46, 42, 52, 45, 39], [48, 53, 54, 57, 58, 59, 61, 64, 66, 71, 68, 78, 75, 72, 67, 70, 69, 74, 76, 73, 88, 77, 81, 79, 80, 85, 82, 86, 84, 87, 83]]
89: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7], [6, 9, 10], [11, 14], [13, 8, 27, 15, 19], [53, 25], [20, 21], [16, 61, 17], [26, 31, 55, 23, 30, 58, 51, 28], [34, 35, 32, 44, 36, 40], [45, 29], [42, 49, 41], [39, 47, 37, 43, 48, 50, 52, 60, 57, 54], [59, 56, 46, 62, 63, 64, 66, 68, 70, 71, 67, 73, 78, 72, 69, 74, 79, 76], [88, 77, 83, 85, 80, 75, 86, 84, 81, 82, 87]]
90: [[33, 65], [4, 3], [1, 24], [18, 2], [38, 5], [7, 6, 9, 10], [40, 8, 11, 42], [29, 25, 21, 56], [15, 17], [19, 23], [20, 28, 14, 16, 12, 13, 22], [62, 27, 26, 31, 30], [34, 47, 35, 32, 36, 43, 39, 37, 41, 58, 44, 49, 50, 54, 61, 45, 51, 46], [55, 48, 52, 53, 57, 60, 59, 63, 64, 82, 69, 68, 71, 67, 73, 72, 66, 70, 74, 75, 77, 79, 76, 78, 83, 80, 85, 84, 87, 86, 81, 88]]
91: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6], [9, 10], [8, 14], [26, 25], [29, 27, 13, 15, 19, 20, 11, 17], [21, 23, 31, 32, 52, 62, 28, 34, 35], [16, 30, 36, 46, 40, 39, 47, 37, 41], [42, 43, 44, 49, 48, 53, 45, 55, 50, 54, 58, 60, 57, 56, 59, 51, 63], [61, 64, 68, 78, 67, 66, 76, 74, 72, 73, 79, 75, 69], [70], [71, 85, 82, 77, 88], [80, 83, 81, 84, 87, 86]]
92: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 15, 6, 7, 8, 11, 9, 10, 13, 23, 14, 17], [48, 25, 21, 16, 27, 20, 57, 31, 19, 60, 28, 51, 26, 30, 34, 29, 35, 37, 47, 32, 41, 40, 36, 45, 56, 39, 58, 46, 50, 49, 53, 62, 42, 54, 59, 43, 44, 52, 61, 55, 63, 66, 64, 70, 67], [69, 71, 75, 68], [72, 74, 78, 76, 73, 79, 77, 81, 84, 80, 83, 82, 86, 87, 85, 88]]
93: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6], [9, 10], [8, 23], [14, 11], [31, 27, 13, 16], [15, 19, 17], [20, 28, 21], [58, 25, 26], [52, 29], [30, 32, 36], [47, 34, 56], [43, 35], [37, 41, 39, 44, 42], [40, 45, 49], [46, 61, 48, 51, 50, 53, 59, 54, 55, 57, 60, 62, 63, 64], [66, 68, 86, 78, 67], [69, 74, 72, 77, 70, 75, 79, 71, 73, 83], [85], [81, 76, 80], [82, 84, 87, 88]]
94: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5, 7, 6], [9, 10, 11, 14], [27, 19, 13], [23, 21], [15, 8, 16, 30], [60, 26, 32], [20, 31, 35], [39, 17, 25], [28, 29], [42, 62, 34, 37], [44, 50, 46, 47, 36, 55, 49, 57], [41, 43, 45, 40, 48, 52, 51, 53, 54, 56, 58, 59, 61, 63, 64, 67, 70, 69, 68], [66, 77, 76, 71, 72, 73, 74, 78, 75, 81, 86, 80, 79, 82, 84, 87, 85, 83, 88]]
95: [[33, 65], [4, 3], [1, 24, 18, 2], [12, 22, 38, 5, 7], [6, 9, 10], [8, 11, 27], [15], [29, 13, 14, 17, 25, 19, 20, 16, 21, 58, 23, 26, 56, 28, 30, 54, 34, 51, 39, 31, 32, 42, 41, 44, 35, 36, 46, 37, 45, 43, 49, 40, 47, 48, 52, 62, 50, 53, 55, 57, 59, 63, 60, 61, 64], [66, 71, 80, 70, 76, 67, 79, 68, 74, 72, 75, 69, 73, 77, 82, 78, 81, 85, 84], [86, 87], [83, 88]]
96: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6, 9, 10, 8, 14, 15, 13, 31, 27, 11, 17, 25, 29, 21, 16, 28, 23, 19], [20, 50, 30, 34, 26, 56, 32, 47, 35, 46, 37, 36, 39, 41, 44, 43, 42, 52, 40, 61, 48, 45, 53, 58, 57, 54, 51, 49, 55, 59, 62, 60, 63, 64, 66, 71, 67, 70, 69, 72, 76, 73], [68, 74, 75, 78, 77, 79, 83, 81, 88], [80, 86, 84, 82, 85, 87]]
97: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22, 38, 5, 7], [6, 9, 40, 8, 10, 11, 31, 17, 27, 14, 19, 15, 21, 47, 20, 30, 16, 60, 23, 25, 52, 26, 28, 29, 34, 54, 39, 32, 35, 57, 37, 42, 13, 43, 36, 41, 45, 44, 48, 53, 46, 59, 62, 49, 51, 50, 55, 56, 63, 58, 61, 64, 68, 70, 67, 72, 79, 66, 71, 73, 69, 76, 77, 78, 75, 74, 83, 82, 80, 81, 85, 87, 86, 84, 88]]
98: [[33, 65], [4, 3], [1, 24, 18], [2, 12, 22], [38, 5, 7, 6, 9, 10, 8, 15, 41, 17, 23, 29, 11, 25, 13, 27, 19, 16, 21, 20, 28], [43, 30, 32, 54, 26, 36, 62, 14, 49, 37, 34, 42, 35, 44, 46, 45, 47, 53, 31, 48, 39, 40, 59, 50, 51, 52, 55, 57, 60, 58, 61, 56, 63, 68, 66, 67, 69, 64, 71, 75, 77, 74, 70, 78, 73, 72, 79, 76, 81, 86, 84, 83, 80, 82, 87, 85, 88]]
99: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9, 40, 8], [11, 44, 29, 13], [21, 48], [14, 10, 15, 16, 23, 19, 20, 52, 17, 25], [53, 31, 26, 30, 36], [42, 39, 43, 27, 28, 35, 32, 37, 34, 58, 41, 45, 50, 63, 61, 57, 51, 54], [46, 47, 49, 62, 55, 60, 56, 59, 64, 70, 69, 67, 68, 74, 76, 71, 66, 72, 78, 75, 73, 79, 77, 87, 81, 80, 83, 85, 84, 82, 86, 88]]
100: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22], [38, 5], [7, 6, 9], [41, 15, 10, 11], [13, 14, 17, 57], [20, 16, 19], [21, 31, 25], [8, 27, 42, 30], [46, 56, 26, 55, 28, 34], [23, 35, 36, 47, 29, 32, 40, 43, 44, 37, 39, 45, 54, 48, 49, 51, 53], [50, 52, 59, 58, 60, 62, 61, 63, 64], [66, 71, 69, 76, 68, 77, 67, 70, 74, 72, 75, 73, 78, 79, 82, 85, 80, 81, 86, 84, 83, 87, 88]]
101: [[33, 65], [4, 3], [1, 24], [18, 2, 12, 22, 38, 5, 7], [6, 9], [8, 10, 11, 58, 13, 27, 17, 50, 31, 14, 15, 16, 29, 20, 23, 57, 39, 56, 19, 21, 25, 26, 36, 62, 44, 40, 35, 28, 30, 32, 41, 43, 42, 45, 55, 51, 34, 61, 37, 60, 49, 46, 52, 47, 48, 53, 63, 54, 59, 66, 74, 64, 78, 67, 69, 71, 70, 68, 75, 72, 73, 76, 77, 79, 83, 81, 82, 85, 84, 80, 87, 86, 88]]
