0: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53, 52, 8, 18], [10, 44, 69], [77], [60, 11, 41], [20, 79], [24, 2, 28, 9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15], [32, 45, 50], [80, 51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61], [57, 55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78], [85, 86, 82], [84, 83, 81, 88]]
51: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35], [87, 19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32, 45], [50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
52: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57, 55, 64, 68, 63, 54, 76], [65, 75, 72], [62, 78, 85, 86, 82, 84, 83, 81, 88]]
53: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52], [8, 18, 10], [44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84, 83, 81, 88]]
54: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
55: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5], [35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85, 86, 82, 84, 83, 81, 88]]
56: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
57: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
58: [[71, 70, 73], [26, 22], [12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
59: [[71, 70], [73, 26, 22], [12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
60: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
61: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27], [47, 14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
62: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27], [47, 14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
63: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80, 51, 49, 58], [59, 21, 25, 67, 30, 33], [48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
64: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64], [68, 63, 54], [76, 65, 75], [72, 62, 78], [85, 86, 82], [84, 83, 81, 88]]
65: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
66: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33], [48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
67: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64], [68, 63, 54], [76, 65, 75], [72, 62, 78, 85], [86, 82, 84], [83, 81, 88]]
68: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61], [57, 55, 64], [68, 63, 54], [76, 65, 75], [72, 62, 78], [85, 86, 82], [84, 83, 81, 88]]
69: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50], [80, 51, 49], [58, 59, 21], [25, 67], [30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85], [86, 82, 84], [83, 81, 88]]
70: [[71, 70], [73, 26], [22, 12], [1, 74], [40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77, 60], [11, 41, 20], [79, 24], [2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34, 36], [46, 66, 56], [27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
71: [[71, 70], [73, 26], [22, 12], [1, 74], [40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77, 60], [11, 41, 20], [79, 24], [2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34, 36], [46, 66, 56], [27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
72: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
73: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
74: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
75: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
76: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80, 51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
77: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84], [83, 81, 88]]
78: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85], [86, 82, 84, 83, 81, 88]]
79: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
80: [[71, 70], [73, 26], [22, 12], [1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
81: [[71, 70], [73, 26], [22, 12], [1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
82: [[71, 70], [73, 26], [22, 12], [1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
83: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32, 45, 50, 80], [51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
84: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32, 45, 50, 80], [51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
85: [[71, 70, 73], [26, 22, 12], [1, 74], [40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55], [64, 68, 63], [54, 76, 65], [75, 72, 62], [78, 85], [86, 82, 84], [83, 81, 88]]
86: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32, 45, 50, 80], [51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
87: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47, 14], [15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
88: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32, 45, 50, 80, 51, 49, 58], [59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
89: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
90: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52], [8, 18, 10], [44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
91: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75], [72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
92: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
93: [[71, 70, 73], [26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
94: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
95: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
96: [[71, 70], [73, 26, 22], [12, 1, 74], [40, 17, 7], [37, 4, 5], [35, 87, 19], [38, 42, 3], [31, 53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29], [13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
97: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44], [69, 77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13, 43], [16, 39, 34], [36, 46, 66], [56, 27, 47], [14, 15, 32, 45, 50, 80, 51, 49, 58, 59, 21, 25, 67, 30, 33, 48, 61, 57, 55, 64, 68, 63, 54, 76, 65, 75, 72, 62, 78, 85, 86, 82, 84, 83, 81, 88]]
98: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31, 53], [52, 8, 18], [10, 44, 69], [77, 60, 11], [41, 20, 79], [24, 2, 28], [9, 23, 6], [29, 13], [43, 16, 39], [34, 36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49], [58, 59, 21], [25, 67, 30], [33, 48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
99: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24], [2, 28, 9], [23, 6, 29], [13, 43, 16], [39, 34, 36], [46, 66, 56], [27, 47], [14, 15, 32], [45, 50, 80], [51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
100: [[71, 70], [73, 26], [22, 12, 1], [74, 40, 17], [7, 37, 4], [5, 35, 87], [19, 38, 42], [3, 31], [53, 52, 8], [18, 10, 44], [69, 77, 60], [11, 41, 20], [79, 24, 2], [28, 9, 23], [6, 29], [13, 43], [16, 39, 34], [36, 46], [66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51], [49, 58, 59], [21, 25, 67], [30, 33, 48], [61, 57, 55], [64, 68], [63, 54, 76], [65, 75, 72], [62, 78, 85], [86, 82, 84], [83, 81, 88]]
101: [[71, 70, 73], [26, 22, 12], [1, 74, 40], [17, 7, 37], [4, 5, 35], [87, 19, 38], [42, 3, 31], [53, 52], [8, 18, 10], [44, 69, 77], [60, 11, 41], [20, 79, 24], [2, 28, 9], [23, 6, 29, 13, 43, 16, 39, 34, 36, 46, 66, 56, 27], [47, 14, 15], [32, 45, 50], [80, 51, 49, 58], [59, 21, 25], [67, 30, 33], [48, 61, 57], [55, 64, 68], [63, 54, 76, 65, 75], [72, 62, 78, 85, 86, 82, 84], [83, 81, 88]]
