0: [[35, 2, 20, 7, 1, 3, 4], [25, 24, 8, 9, 27, 15, 14, 5, 18, 10, 6], [19, 12, 22, 23, 28, 11, 26], [56, 16, 29, 31, 13, 30, 45, 17, 37, 38, 52, 21], [36, 32, 39, 42, 33, 40, 46, 47, 51, 41, 34, 43, 50], [44, 53, 49, 48, 55, 54, 59, 57, 58, 60]]
74: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 15, 10, 30, 17, 16, 19, 23, 21, 22], [26, 25, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
75: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 12, 10, 23, 15, 18, 16, 25, 19, 17, 21, 30], [22, 31, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
76: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 15, 16, 6, 17, 25, 23, 19, 21, 30], [22, 31, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
77: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 15, 12, 16, 17, 21, 19, 25, 23, 30], [22, 29, 26, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
78: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 15, 17, 16, 21, 6, 19, 25, 23, 30], [22, 29, 26, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
79: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 26, 15, 19, 12, 16, 23, 17, 21, 22], [30, 25, 29, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
80: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 6, 15, 12, 18, 17, 16, 19, 23, 26, 21, 22], [30, 25, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
81: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 23, 12, 10, 19, 15, 16, 22, 26, 21, 17], [30, 25, 29, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
82: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 22, 6, 12, 15, 16, 17, 23, 26, 19, 21], [29, 25, 30, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
83: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 26, 12, 21, 17, 15, 23, 16, 19, 25], [30, 22, 29, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
84: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 22, 10, 12, 21, 25, 23, 30, 16, 15, 17], [29, 19, 31, 26, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
85: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 23, 25, 15, 19, 16, 22, 30, 10, 21, 6], [31, 17, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
86: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 30, 12, 23, 17, 21, 15, 26, 16, 29], [19, 25, 22, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
87: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 29, 15, 6, 16, 17, 23, 19, 21, 30], [22, 25, 26, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
88: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 6, 12, 23, 15, 17, 16, 18, 29, 19, 21, 30], [22, 25, 26, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
89: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 29, 12, 16, 15, 17, 23, 21, 19, 30], [22, 25, 26, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
90: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 23, 12, 15, 16, 17, 19, 21, 29, 31], [22, 30, 26, 25, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
91: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 23, 12, 16, 15, 17, 19, 21, 22, 25], [30, 31, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
92: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 6, 15, 17, 16, 23, 21, 19, 22, 25], [29, 26, 30, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
93: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 12, 15, 10, 25, 18, 17, 16, 22, 23, 19, 21, 6], [30, 31, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
94: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 23, 10, 12, 19, 15, 17, 22, 16, 25, 21], [26, 29, 31, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
95: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 23, 10, 25, 12, 19, 15, 22, 16, 21, 17], [29, 26, 30, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
96: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 12, 31, 10, 19, 15, 16, 23, 21, 29, 25], [30, 17, 22, 26, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
97: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 10, 12, 6, 26, 15, 18, 19, 16, 21, 17, 29, 23], [22, 25, 30, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
98: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 12, 31, 15, 16, 22, 19, 21, 17, 30], [23, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
99: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 12, 10, 31, 15, 16, 18, 19, 17, 21, 22, 30], [23, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
100: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 12, 22, 10, 26, 15, 16, 19, 6, 30, 17, 18, 21], [23, 25, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
101: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 23, 6, 12, 15, 17, 29, 19, 16, 10, 21, 22], [31, 25, 26, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
102: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 6, 31, 10, 25, 19, 22, 21, 15, 16, 30], [17, 23, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
103: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 9, 28, 14, 11, 15, 18, 6, 10, 31, 12, 21, 16, 24, 25, 30, 19, 26], [22, 17, 41, 29, 33, 36, 32, 48, 23, 34, 37, 39, 45, 44, 40, 42, 43], [47, 51, 46, 38, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
104: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 31, 6, 16, 19, 17, 21, 22, 25, 15], [30, 23, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
105: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 10, 12, 31, 15, 16, 17, 22, 21, 19, 23, 30], [18, 25, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
106: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 6, 10, 12, 31, 15, 21, 17, 16, 19, 18, 29, 22], [23, 25, 30, 26, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
107: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 30, 6, 21, 16, 15, 29, 22, 17, 19], [26, 25, 23, 31, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
108: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 22, 10, 12, 19, 29, 15, 30, 16, 17, 21], [23, 25, 31, 26, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
109: [[35, 2, 20, 7, 1, 3, 4, 25], [24, 8, 13, 26, 15, 14, 11, 9, 10, 6, 18, 29, 12, 23, 28, 19, 30, 56, 16, 21], [22, 27, 31, 45, 17, 37, 34, 52, 5, 36, 40, 39, 32, 33, 38, 42, 43], [41, 59, 44, 47, 48, 49, 54, 57, 46, 55, 50, 51, 53, 58, 60]]
110: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 30, 6, 23, 15, 16, 31, 19, 25, 26], [22, 17, 29, 21, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
111: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 6, 30, 15, 17, 12, 16, 23, 19, 26, 31], [21, 22, 25, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
112: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 23, 6, 29, 19, 15, 16, 25, 31, 30], [21, 17, 26, 22, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
113: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 5, 13, 26, 28, 14, 11, 10, 9, 6, 19, 12, 15, 22, 21, 16, 18, 17, 23, 29], [31, 24, 25, 57, 30, 37, 32, 52, 38, 34, 44, 39, 45, 41, 40, 46, 47], [43, 33, 36, 42, 54, 49, 50, 51, 48, 55, 53, 58, 59, 56, 60]]
114: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 6, 10, 22, 15, 12, 16, 25, 19, 17, 23, 30], [21, 26, 31, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
115: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 31, 6, 15, 19, 16, 23, 17, 25, 30], [22, 21, 26, 29, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
116: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 10, 12, 29, 15, 17, 16, 22, 6, 19, 23, 31], [21, 25, 26, 30, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
117: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 15, 10, 18, 6, 11, 29, 12, 16, 22, 17, 21, 9, 26, 30], [19, 23, 25, 45, 33, 36, 32, 48, 38, 34, 31, 39, 41, 44, 40, 46, 43], [42, 55, 37, 47, 52, 49, 54, 57, 50, 51, 53, 58, 59, 56, 60]]
118: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 13, 5, 24, 28, 14, 11, 9, 18, 12, 10, 23, 6, 25, 16, 15, 17, 19, 29, 30], [22, 31, 26, 21, 33, 36, 32, 48, 38, 34, 45, 39, 37, 44, 40, 42, 43], [47, 51, 41, 46, 52, 49, 54, 56, 50, 55, 53, 58, 59, 57, 60]]
119: [[35, 2, 20, 7, 1, 3, 4, 27], [8, 5, 13, 26, 28, 14, 11, 18, 9, 6, 10, 12, 22, 16, 24, 15, 17, 51, 19, 29], [30, 21, 25, 45, 33, 37, 34, 52, 23, 36, 40, 39, 31, 32, 38, 46, 43], [41, 44, 42, 47, 54, 48, 49, 56, 50, 55, 53, 59, 57, 58, 60]]
120: [[35, 2, 20, 7, 1, 3, 4], [25, 24, 13, 8, 12, 15, 14, 5, 9, 10, 16], [18, 30, 6, 21, 19, 11, 22], [26, 27, 28, 23, 31, 32, 29, 17, 36, 38, 48, 41], [34, 37, 39, 43, 44, 40, 42, 47, 55, 49, 33, 45, 46], [60, 53, 50, 51, 52, 54, 58, 59, 57, 56]]
121: [[35, 2, 20, 7, 1, 3, 4], [27, 8, 13, 5, 25, 28, 14, 10, 18, 12, 6], [11, 22, 24, 15, 16, 31, 19], [21, 17, 30, 23, 9, 26, 29, 33, 36, 32, 48, 54], [34, 37, 39, 43, 40, 38, 46, 47, 55, 41, 45, 42, 49], [44, 53, 51, 50, 52, 56, 58, 59, 57, 60]]
