0: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
74: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
75: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
76: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
77: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
78: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
79: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
80: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
81: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
82: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
83: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
84: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
85: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
86: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
87: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
88: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
89: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
90: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
91: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
92: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
93: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
94: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
95: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
96: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
97: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
98: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
99: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
100: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
101: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
102: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
103: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
104: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
105: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
106: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
107: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
108: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
109: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
110: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
111: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
112: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
113: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
114: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
115: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
116: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
117: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
118: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
119: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
120: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
121: [[36, 8, 33, 50], [37, 7, 38, 16, 15, 32], [58, 2, 35, 17, 25, 46, 43], [29, 45, 4, 10], [27, 1, 20, 19, 9, 11, 12, 3, 14], [23, 47, 48, 26, 40, 22, 28, 39], [5, 53, 30, 44, 18], [56, 13, 31, 52, 54, 34, 41, 21, 6], [42, 24, 55, 51, 59], [57, 49, 60]]
