0: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [26, 27], [15, 31, 14, 19, 13, 23], [16, 18, 51, 59, 17, 21], [25, 20, 28, 29], [30, 11, 57, 33], [32, 42, 34, 35, 37], [39, 36, 44, 45, 40, 10], [41, 53, 46, 43], [61, 47, 60, 52, 48], [58, 55, 62, 56], [49, 63, 50, 54, 68], [66, 64, 65, 73, 67, 71], [78, 69, 70, 72, 76, 75, 74], [79, 84, 82, 81, 83, 80, 85], [87, 86, 88]]
51: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 10, 14], [29, 23, 13, 15, 17], [16, 20, 48, 21, 27, 19], [18, 25, 28, 30, 32, 58], [56, 35, 11, 51, 41], [45, 33, 36, 39, 40, 44, 42, 31], [47, 37, 34, 43, 49, 62], [46, 50, 52, 53, 55], [54, 59, 60, 63, 57, 61, 68], [67, 64, 65], [69, 70, 66, 71, 72, 78, 74, 75, 73, 76, 79, 82, 81, 80, 87, 83, 85, 84, 86, 88]]
52: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26], [11, 14, 10, 31, 19, 20, 17, 16, 55, 18, 23, 13, 15, 21, 25, 28, 30, 27, 58, 37, 60, 45, 34, 33, 35, 29, 46, 32, 36, 41], [42, 40, 43, 44, 39, 49, 50, 57, 52, 51, 47, 59, 48, 63, 56, 54, 53, 61, 62, 68, 66, 64, 65, 69, 71, 67, 78, 70, 72, 74, 73, 75, 76, 79, 81, 84, 80, 87, 82, 85, 83, 86, 88]]
53: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 14, 11], [10, 45, 43, 29, 13], [21, 18, 15, 16, 28], [20, 17, 30, 27], [23, 19, 25], [34, 26, 57, 32], [42, 44, 33, 36, 31, 37], [40, 59, 35], [39, 41, 46, 55, 47], [49, 60, 48, 53, 50], [51, 56, 54, 52, 63], [58, 61, 62, 68, 66], [64, 65], [69, 71, 70, 74, 67, 72], [76, 78, 73, 75], [79, 82, 81, 80, 87], [83, 85, 86, 84, 88]]
54: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 30, 10, 14], [13, 15, 27, 16], [17, 11, 19, 18, 20], [21, 51, 23, 25, 28, 29], [26, 31, 44, 41, 50], [39, 34, 37, 33, 40], [36, 32, 47, 46, 42, 35], [45, 43, 52, 56, 48, 61], [54, 49, 59, 53, 55, 57], [58, 60, 62, 63, 68, 66, 64], [65, 73, 71, 67, 70, 75], [69, 74, 76, 72, 78, 79], [81, 82, 80, 87, 83, 84, 85], [86, 88]]
55: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 10, 11, 14], [29, 23, 15, 13, 20], [19, 27, 18, 21, 16, 25], [17, 31], [26, 28, 56, 58, 36, 30, 32, 39, 35, 53], [44, 33, 41, 34, 37, 40, 47, 45, 43, 42, 60, 48, 50, 46, 52, 51, 59, 54, 55, 57, 61, 62, 49, 63, 68, 66, 64, 65, 70, 67, 71, 72, 75, 76, 74, 69, 73, 78, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
56: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 8], [14, 11, 15, 29, 31, 13, 23], [17], [27, 16, 18, 21, 26, 25, 19, 20, 28, 62], [41, 30, 32], [33, 45, 34, 35, 44, 54], [37, 47, 46, 40, 42, 48, 56], [43, 49, 53, 36, 50], [51, 52, 58, 39, 55, 57, 61], [59, 60, 63, 68, 67, 64], [65, 69, 71, 70, 66, 74, 73], [72, 75, 76, 78, 79, 82, 81, 80], [87, 84, 83, 85, 86, 88]]
57: [[24, 2, 77, 1, 12, 22, 7], [5, 3, 4, 38, 6], [9, 8, 26, 11, 10, 47, 33, 30, 21, 20, 17], [55, 13, 54, 18, 61, 14, 16, 62, 15, 29, 25, 19, 35, 27, 23, 28, 37, 31, 32, 34, 36, 39, 40, 41, 45, 56, 43, 57, 42, 44, 50, 46, 49, 48, 52, 51, 53, 60, 58, 59, 63, 68, 66, 64, 65, 69, 75, 67, 71, 72, 70, 79, 74, 73, 78, 84, 76, 82, 81, 83, 87, 80, 85, 86, 88]]
58: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 14, 11], [13, 57, 10, 29, 27, 18, 19, 16, 15, 28, 17, 20, 23, 30, 25, 26, 31, 58, 63, 32, 47], [21, 35, 41, 42, 33, 36, 53, 37, 34, 39, 44, 54, 40, 46, 43, 45, 56, 49, 55, 51, 50, 61, 48, 52, 59, 62, 60, 68, 67, 64, 65, 66, 70, 71, 69, 74, 76, 72, 73, 75, 78, 79, 84, 82, 80, 87, 81, 85, 86, 83], [88]]
59: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6], [9, 10, 11, 8, 30, 42, 29, 23, 17, 21], [19, 18, 13, 28, 14, 31, 15, 48, 16, 20, 25, 34, 26, 44, 50, 47, 32, 33, 27, 35, 39, 40, 41, 53], [36, 43, 37, 45, 46, 52, 60, 59, 56, 57, 62, 54, 51, 49, 58, 55, 61, 63, 68, 66, 64, 65, 69, 79, 70, 67, 74, 73, 75, 76, 71, 72, 78, 82, 81, 80, 83, 85, 86, 87, 84, 88]]
60: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 30, 10, 14], [11, 42, 29, 16, 20, 19, 18, 34, 28, 13, 17, 21, 26, 25, 31, 27, 52, 63, 32, 35, 23], [55, 33, 40, 15, 36, 49, 37, 43, 39, 41, 60, 44, 46, 45, 56, 62, 54, 57, 51, 50, 47, 48, 61, 53, 58, 59, 68, 66, 64, 73, 65, 71, 67, 69, 74, 76, 70, 72, 75, 78, 79, 81, 82, 80, 87, 83, 85, 84, 86, 88]]
61: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 10, 27, 15], [31, 11, 13, 28, 20, 19, 14, 50, 59, 17, 16, 18, 21, 62, 23, 30, 25], [49, 43, 26, 42, 41, 29, 36, 47, 32, 33, 37, 34], [46, 39, 35, 44, 53, 45, 40, 60, 57, 48, 56, 55, 52, 51, 61, 58], [54, 63, 68, 66], [64, 65, 74, 70, 71, 72, 79, 67, 76, 69, 73, 78, 75, 84, 81, 82, 83, 85, 80, 87, 86, 88]]
62: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6], [9, 10, 11, 8, 30, 42, 29, 13, 25, 21, 19, 16, 18, 28, 49, 15, 17, 20, 23, 31, 58, 61, 35, 26, 32, 14, 37, 40, 27, 33, 43, 34, 41, 53, 36, 46, 39, 45, 44, 47, 62, 59, 48, 57, 54, 50, 51, 52, 60, 55, 56, 63, 68, 67, 64, 65, 69, 79, 70, 71, 66, 75, 73, 72, 76, 74, 78, 84, 81, 80, 86, 83, 82, 85, 87, 88]]
63: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 27, 10], [15, 11, 13, 14, 16, 20, 19, 17, 57, 25, 21], [18, 26, 28, 59, 29], [52, 23, 61, 33, 48], [34, 30, 43, 31, 37, 45, 40, 39, 41, 35, 42], [62, 50, 47, 60, 32], [36, 44, 46, 51, 49, 53, 56, 54, 55, 58, 63, 66, 67, 64], [65, 68, 71, 69, 70], [78, 72, 73], [74, 75, 79, 76, 80], [81, 82, 85], [83, 84, 86, 87, 88]]
64: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 27, 11, 10, 26], [29, 14, 13, 28, 19, 21], [17, 16, 15, 23, 20], [30, 58, 18, 62, 50], [49, 31, 35, 32, 34, 33, 37, 25, 41, 36, 44, 46, 40, 39, 43, 42, 61, 52, 45, 48, 51, 47, 53, 56, 54, 55, 57, 59, 60, 63, 68, 65, 64, 66, 70, 67, 71, 74, 76, 75, 69, 72, 78, 73, 79, 82, 81, 83, 87, 86, 85, 80, 84, 88]]
65: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 10, 30], [11], [47, 13, 23, 14, 19, 16, 15, 28, 50, 27, 20, 21, 17, 31, 18, 29, 39, 25, 32, 33, 37, 41, 56, 35, 34, 44, 40, 42, 36, 46, 43, 45, 61, 48, 51, 57, 52, 49, 53, 54, 55, 62, 59, 58, 60, 63, 68, 67, 64, 65, 66, 79, 70, 71, 74, 75, 73, 72, 69, 76, 78, 80, 81, 82, 86, 83, 84, 85, 87, 88]]
66: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 10, 11, 14], [31, 15, 13, 17, 28], [19, 26, 16, 21, 20, 27], [18, 29, 57, 30, 43], [35, 40, 50, 52, 56, 25, 63, 37, 23, 45, 32, 47, 33, 34, 36, 39, 41, 42, 44, 46], [49, 51, 48, 53, 54, 55, 58, 61, 62, 59, 60, 68, 66, 64, 65, 70, 69, 71, 73, 72, 74], [75, 67, 76, 78, 79, 84, 81, 80, 87, 83, 85, 82, 86, 88]]
67: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6], [9, 8, 26, 11, 10], [15, 47, 13, 23, 14], [19, 16, 31, 17, 18, 25, 20], [21, 56], [29, 30, 27, 55, 28, 33, 35, 34, 37, 32], [39, 36, 44, 41, 40, 57, 46, 43, 42, 61, 50, 45, 49, 51, 48, 53, 54, 52, 63, 59, 58, 60, 62, 68, 66, 65, 64, 67, 71, 70, 69, 72, 78, 76, 73, 75, 74, 79, 80, 81, 83, 82, 86, 85, 84, 87, 88]]
68: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 27], [10, 14, 43, 23, 13, 17, 21, 19, 16, 18, 28, 49, 30, 31, 11, 15, 20, 58, 50, 41], [25, 26, 29, 44, 34, 35, 33, 46, 37, 32, 47, 36, 40, 39, 42, 45, 52, 53, 57, 48, 59, 54, 51], [61, 60, 62, 55, 56, 63, 68, 66, 64, 67, 65, 79, 70, 71, 72, 69, 74, 78, 73, 76, 75, 84, 81, 80], [87, 83, 82, 85, 86], [88]]
69: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 11], [15, 10, 43, 13, 14, 27, 17, 18, 25, 29, 16, 23, 19, 20, 51, 28, 30, 31, 52, 34, 50, 40, 63, 33, 36, 37], [39, 35, 42, 32, 45, 44, 47, 41], [49, 56, 46], [48, 60, 53, 55, 59, 54, 58, 61, 62, 57, 70, 66, 67, 64, 65], [68, 71, 69, 73, 72, 74, 78, 75, 76, 79, 81, 84, 82, 21, 83, 86, 85, 80, 87, 88]]
70: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 8, 16], [30, 11, 15], [13, 14, 21, 20, 43, 19], [17, 18, 27, 26, 31], [25, 29, 28, 23, 36, 61], [48, 47, 33, 34], [37, 32, 55, 42, 35], [40, 41, 44, 39, 45, 46], [60, 53, 62, 54, 51], [59, 50, 58, 56, 52, 57], [49, 63, 68, 67], [64, 65, 69, 79, 70, 71], [66, 75, 72, 73, 74, 76, 78], [84, 82, 80, 86, 83, 81, 87], [85, 88]]
71: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 30, 10, 11], [13, 15, 23, 14, 17, 16, 18, 48, 20], [21, 19, 28, 52], [25, 26, 27, 42, 29], [35, 60, 61, 32, 31, 36, 33], [34, 39, 37, 59, 45, 43, 40, 46, 44, 47, 49, 41, 55, 56], [54, 50, 58, 51], [62, 53, 63, 57, 68, 66, 64, 65, 69, 67, 71, 76, 70, 74, 72, 75, 73, 78, 79, 84, 82, 80, 87, 83, 85, 81, 86, 88]]
72: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6], [9, 8, 30, 10, 11], [15, 26, 29, 13, 21, 27, 16, 14, 17], [18, 23, 20, 50], [19, 25, 28, 43, 31], [33, 45, 53, 41, 34, 36, 35], [37, 46, 32, 39, 40, 47, 57, 42, 44, 51, 48, 61, 54, 49], [55, 58, 59], [56, 63, 52, 62, 60, 68], [65, 64, 67, 71, 66, 69, 74], [70, 72, 76, 75, 73, 78, 79, 84, 81, 80, 87, 83, 82], [86, 85, 88]]
73: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 10], [27, 11, 15, 30, 16, 25], [13], [23, 19, 14, 21, 17, 18], [28, 20, 57, 29, 42], [59, 31, 26, 52, 32, 41], [33, 37, 55, 39, 40, 46, 47, 34, 43, 45, 44, 36, 61, 48, 53, 35, 49, 51, 50, 56, 58, 60, 62, 54, 63, 68, 66, 64, 65, 70, 71, 67, 69, 73, 72, 76, 74, 79], [78, 75, 82, 81, 80, 87, 83, 86, 84, 85, 88]]
74: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38], [6, 9, 8, 26, 11], [14, 10, 29, 13], [15, 19, 20, 17, 18], [31, 16, 21, 25, 23, 30], [60, 27, 39, 41, 28], [32, 59, 34, 33, 35, 43, 45], [46, 40, 47, 37, 42, 49, 36, 61, 53, 44, 50, 51, 62, 55, 52, 48, 56, 63, 54, 57], [58, 68, 66, 64, 67, 65, 71, 69, 73, 70, 72, 74, 76, 78, 75, 79, 84, 81, 80, 87, 83, 85], [82, 86, 88]]
75: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 15, 14], [10, 13, 17, 11], [23, 18, 16, 48, 29, 20], [21, 31, 19, 30], [25, 27, 51, 40, 28, 47], [37], [58, 33, 39, 34, 36, 61, 41, 53, 45, 35, 46], [42, 43], [44, 49, 55, 52, 50], [59, 54, 32], [56, 60, 63, 62], [57, 68, 67, 64, 65, 66, 71, 70, 73, 69, 72, 76, 79, 74, 75, 78, 84, 81], [80, 85, 83, 82, 86, 87, 88]]
76: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 14, 11], [13, 10, 23, 29, 17, 16, 18], [19, 57, 20], [21, 30, 25, 27, 28, 34, 60, 58, 15, 33, 35, 51, 32, 37, 40], [31, 48, 44, 46, 36, 39], [41, 42, 54, 43, 47], [53, 59, 50, 55, 49, 52, 45, 56, 62, 63, 61, 68, 66, 64, 65, 69, 71, 67, 74, 70, 72, 75, 79, 76, 73, 78, 82, 84, 80, 87, 83, 85, 81, 86, 88]]
77: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 8, 11, 14], [15, 20, 25, 13, 21], [18, 16, 61, 26, 19, 52], [17, 27, 28, 31, 29, 46, 23, 43], [30, 33, 36, 34, 54, 35], [32, 37, 40, 55, 39], [45, 41, 42, 47, 44, 63, 56], [48, 53, 50, 51, 49, 58, 57, 59, 62, 60], [68, 66, 64, 65, 69, 71, 70, 78, 74, 76, 67, 72, 75, 73, 79, 82, 81, 80, 86, 87, 84, 85, 83, 88]]
78: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 30], [11, 14, 10, 29, 13, 15, 19, 20, 17, 18, 61, 16, 21, 27, 23, 25, 26, 28, 34, 54], [31, 36, 37, 32, 41, 45, 43, 39, 40, 46, 42, 50, 52, 33, 35, 60, 48, 44, 59, 49, 47], [51, 55, 53, 57, 56, 58], [62, 63, 66, 68, 64, 65, 70], [71, 67, 76, 69, 72, 74, 78], [75, 73], [79, 84, 82, 80, 87, 88, 85, 83, 81, 86]]
79: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 10, 11, 31, 14, 13, 15, 17, 16, 18, 19, 48, 62, 21, 20, 25, 30, 26, 29], [27, 23, 28, 59, 32, 42, 39, 33, 58, 36, 34, 49, 43], [37, 35, 44, 47, 41, 40, 45, 46, 51, 55, 50, 52, 57, 53, 56, 54, 60, 63, 61], [68, 66, 64, 65, 73, 69, 70, 78, 71, 72, 75, 76, 74, 67, 79, 80, 81, 82, 87, 84, 83, 86, 85, 88]]
80: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [15, 11, 10, 29, 14, 25], [16, 27, 18, 17, 21], [20, 13, 48, 23, 19], [26, 30, 28, 57, 33], [44, 36], [53, 32, 31, 56], [42, 35, 34, 37], [39, 41, 45, 43, 46, 55, 40, 47], [60, 51, 49, 50, 58], [52, 54, 63], [59, 62, 61, 68, 66], [64, 73, 65, 71, 67, 69, 74, 78, 72, 76, 75, 70, 79, 82, 81, 84, 83, 80, 85, 86, 87, 88]]
81: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [26, 27], [15, 31, 10, 19, 11, 13], [16, 14, 33, 59, 17, 21], [18, 20, 60, 28, 30], [23, 62, 25, 48, 43, 42, 35], [37, 29, 36, 32, 45, 40, 34], [41, 55, 46], [39, 44, 47, 50, 52, 51, 58, 49, 53, 56, 54, 63, 57, 61, 68, 66, 64, 65, 73, 67, 71, 70, 69, 72, 74, 76, 75, 78, 79, 82, 84, 81, 83, 80, 86, 87, 85, 88]]
82: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38], [6, 9, 8, 30], [11, 10, 14, 15, 29], [18, 17, 13, 16, 48], [20, 21, 27, 25, 55, 23, 26], [28, 19, 61, 32, 31, 42, 34, 39, 37, 47, 33, 35, 40], [41, 45, 36, 43, 46, 50, 51, 49, 44, 53, 52, 60, 57, 62, 56, 59, 54, 63, 58, 68, 64, 66, 71, 69, 65, 67, 72, 70, 73, 78, 74, 75, 76, 79, 80, 81, 82, 86, 83, 84, 85, 87, 88]]
83: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 10, 8, 13, 30, 11, 29, 14, 27, 16, 51, 18, 15, 19, 21, 23, 17, 20, 31, 25, 45, 28, 35, 26, 34, 32, 49, 57, 43, 33, 36, 37, 41, 52, 39, 46, 40, 47, 44, 50, 62, 42, 48, 53, 54, 55, 59, 56, 61, 58, 60, 63, 68, 67, 64, 65, 69, 79, 70, 66, 76, 75, 73, 72, 78, 74, 71, 84, 81, 80, 86, 83, 82, 85, 87, 88]]
84: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11, 10], [15, 14, 13, 16, 20], [18, 49, 19, 23, 17, 31], [21, 27, 25, 60, 63, 45, 28], [44, 42, 50, 32, 35], [62, 48, 36, 46, 40, 39], [29, 43, 30, 33, 58], [34, 37, 54, 51, 52, 41], [47, 59, 56, 53, 61], [57, 55, 68, 67, 64, 65, 70], [66, 71, 69, 72, 78, 74, 76, 75], [73, 79, 88, 80, 81, 84, 83, 87, 86, 82, 85]]
85: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38, 6], [9, 8, 26, 11], [40, 45, 60, 10], [13, 23, 17, 14, 25], [15, 20, 18, 53, 21], [19, 16, 31, 42, 33, 27, 43, 28, 36, 30, 37, 29, 61, 32, 41, 34, 39, 35, 44, 47, 51, 52, 46, 48, 49, 63, 59, 50, 54, 56, 55, 62, 57, 84, 66, 65, 64, 58, 71, 68, 69, 67, 74, 70, 78, 72, 73, 75, 76, 80, 81, 79, 83, 85, 87, 88, 86, 82]]
86: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11], [10, 15, 14, 13, 18], [28, 19, 17, 16], [23, 21, 20, 25, 27, 30], [29, 63, 41, 60, 46, 32, 34], [35, 40, 42, 43, 33], [36, 44, 45, 31, 39, 47], [48, 58, 49, 50, 52], [53, 51, 37, 55, 54, 57], [59, 61, 56, 62, 68], [67, 64, 65, 70, 66, 71, 69], [73, 74, 72, 76, 75, 78, 79, 82], [81, 80, 83, 84, 87, 86, 88, 85]]
87: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11], [15, 10, 20, 25, 27], [21, 19, 43], [37, 13, 17, 29, 28, 14], [18, 53, 62, 23, 36, 42], [59, 16, 30, 33, 31, 47], [60, 32, 44, 39], [34, 35, 41, 40, 49, 46], [52, 54, 48, 45, 50], [56, 55, 51, 57, 58, 61, 63, 68, 66], [64, 72, 69, 75, 71, 67, 65, 78, 73, 74, 70, 76], [79, 82, 81, 80, 87, 83], [84, 86, 85, 88]]
88: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 15], [14, 11, 43, 13, 17], [10, 51, 18, 16, 25], [20, 21, 19, 27, 23], [28, 60, 58, 61, 29, 45, 33, 48, 44, 55, 35, 36], [30, 42, 31, 37, 40, 47, 49, 32, 52, 34, 39, 41, 53, 46, 50, 54, 56, 57, 59, 62, 63, 68, 67, 64, 65, 71], [66, 70, 69, 73, 78, 72, 74, 76, 75, 79, 84, 81, 80, 86, 82, 85, 83, 87, 88]]
89: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 11, 26], [13, 10, 31, 23, 19], [18, 17, 14, 52, 21, 15, 28], [30, 55, 25, 16], [27, 32, 60, 49, 20, 44], [57], [37, 33, 29, 34, 35], [43, 42], [47, 46, 40, 39, 36, 41], [45, 51, 54, 48, 50, 53], [56, 61, 58, 63], [62, 59, 68, 67], [64, 72, 69, 71, 70, 65, 66], [73, 74], [79, 76, 78, 75, 86, 80, 81, 83, 82, 87], [85, 84, 88]]
90: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 10, 14, 8, 11], [15, 13, 20, 17, 16, 19, 18, 48], [21, 27, 23, 25, 31, 59, 41, 26, 57, 29, 32, 30, 52], [34, 35, 37, 63, 33, 28, 42, 44, 36, 40, 39, 43, 46, 47, 45, 49, 53, 62, 50, 51, 56, 55, 54, 58, 60, 61, 68, 66, 65, 64, 69, 67, 79, 70, 78, 71, 74, 73, 76, 72], [75, 82, 81, 80, 87, 83, 84, 88, 86, 85]]
91: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8], [26, 27], [15, 29, 10, 13, 17, 19, 16], [18, 51, 20, 21, 23, 25], [30, 28, 31, 14], [11, 57, 40, 32], [42, 50, 33, 37], [34, 39, 41, 45, 35, 36, 46, 54, 44, 43, 47, 62, 52, 48, 49, 58, 55, 63, 56], [53, 61, 59, 60, 68], [67, 64, 65, 66, 71, 70, 69, 72, 76, 73, 78, 75, 74, 79, 82, 80, 81], [83, 84, 85, 87, 86, 88]]
92: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6], [9, 8, 26, 15, 10], [13, 31, 11, 29, 21], [19, 18, 16, 49, 20, 14, 17, 50, 23, 60, 27], [35, 46, 25, 28, 52, 42, 41, 36, 30, 32, 34, 37, 55, 33, 39, 40, 43, 44, 45, 51, 53, 58, 48, 47, 54, 57, 56, 62, 59, 61, 63, 68, 66, 64, 65, 69, 71, 67, 70, 74, 72, 76, 78, 73, 75], [79, 84, 81, 80, 87, 83, 82, 85, 86, 88]]
93: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11, 14, 42, 44, 23, 10, 16, 18, 17, 54, 28, 19, 20, 27, 21, 25, 31], [13, 56, 29, 34, 57, 47, 48, 33, 41, 37, 39, 30, 45, 46, 32, 35, 15, 36, 40, 43, 52, 50, 49, 51, 55, 53, 58, 60, 61, 59, 63, 62, 68, 67, 64, 65, 66, 71, 79, 69], [70, 72, 73, 76, 75, 74, 78, 84, 82, 85, 87, 80, 81, 86, 83, 88]]
94: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 13, 11], [10, 15, 19, 18, 14], [20, 16, 53, 25, 17, 21, 23, 28, 27, 29, 58, 57, 30, 31, 43, 39, 35, 33], [55, 34, 37, 32, 40, 42, 36, 44, 41, 46, 45, 47, 60, 48, 51, 49, 52, 50, 54, 56, 59, 61, 63, 62, 68, 66, 64, 65, 69, 67, 71, 73, 78, 76, 72, 75, 79, 70, 74, 84, 81, 80, 87], [83, 85, 82, 86, 88]]
95: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 15], [10, 14, 11, 31, 23], [21, 16, 25, 19, 47, 13, 30], [17, 20, 18, 26, 27, 28, 29], [62, 32], [52, 43, 34, 33, 44, 35, 37, 36, 39, 45], [40, 42, 41, 46, 58, 48, 49, 56, 50, 51, 59, 55, 60, 61, 57, 53, 54, 63, 68, 66, 64, 65, 67, 69], [70, 71, 76, 72, 74, 78, 73, 75, 79, 82, 84, 80, 83, 87, 85, 86, 81, 88]]
96: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38, 6], [9, 8, 26, 15, 14], [13, 29, 10, 11, 19], [16, 20, 50], [18, 17, 21, 27, 28, 23], [25, 59, 30, 41, 31, 34], [48, 62, 33, 37, 35], [32, 36, 39, 43], [40, 44, 61, 45, 47, 42, 51, 53, 46, 49, 56, 54, 55, 52, 63, 57, 58, 60, 68, 66], [64, 65, 73, 71, 70, 67, 69, 78, 76, 72, 75], [74, 79, 84, 82, 80, 87, 81, 85, 83, 86, 88]]
97: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11], [15, 25, 13, 14, 27], [20, 23, 17], [16, 47], [10, 19, 18, 21, 28, 53], [60, 52, 41, 43, 32, 44], [36, 39, 29, 46], [30, 61, 31, 40, 33, 37, 35, 55, 34, 58], [42, 48, 49, 45, 56, 50, 62, 51, 54, 57], [59, 63, 68, 66, 64, 65, 69, 74, 71, 67, 76, 78, 73], [72, 70, 75, 79, 81, 82, 80, 86, 87, 83, 84, 85, 88]]
98: [[24, 2, 77, 1, 12, 22], [7, 4, 3, 5, 38], [6, 9, 8, 26, 11, 14], [30, 15, 25, 10, 13], [18, 16, 19, 21, 20, 23, 17, 31], [27, 28, 32, 48, 33], [55, 42, 40, 29, 36, 37, 47, 34, 43, 35, 39], [41, 45, 56, 44, 46], [50, 49, 53, 51, 54, 52, 62, 59, 57, 58, 63, 60], [61, 68, 66, 64, 65, 69, 75, 70, 67, 73, 74, 72, 71, 76, 78, 79, 84, 82, 80, 87, 81, 83, 86, 85, 88]]
99: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 26, 11], [14, 10, 15, 17, 16, 21, 18, 23, 48, 29, 20], [53, 19, 25, 28, 27, 13, 58, 44, 37, 57, 30, 34, 35, 31, 32, 41, 40, 47, 43, 33, 36], [39, 55, 45, 52, 46, 50, 51, 49, 54, 56, 42, 59, 60, 61, 62, 63, 68, 66, 64, 65, 73, 71, 70, 78, 67, 74, 69, 76, 72, 75, 79, 80, 81, 82, 85, 83, 84, 86, 87, 88]]
100: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 10, 31], [14, 15, 27, 19, 13, 29], [16, 18, 23, 49], [17, 20, 26, 25, 28], [30, 62, 56, 61], [37, 36, 34, 21, 35], [33, 40, 32, 44, 39, 42], [11, 41, 43, 46, 47, 52, 45], [57, 54, 48, 50, 55, 51, 53], [60, 59, 58], [63, 68, 66, 64, 65, 74, 75, 70, 78, 67, 69, 71, 72, 73, 76, 79, 84, 81, 80, 83, 86, 82, 87, 85, 88]]
101: [[24, 2, 77, 1, 12, 22], [7, 5, 3, 4, 38], [6, 9, 8, 27, 10, 11], [15, 30, 13], [14, 17, 21], [18, 49, 56, 16, 19, 20, 31, 25, 28, 29, 47], [23, 44, 32], [39], [26, 35, 60, 54], [36, 33, 37, 40, 42, 41], [45, 46, 43, 48, 62], [50, 51, 34, 53, 61, 58], [52, 55, 63, 57, 59, 68], [66, 64], [65, 71, 69, 67, 78, 70, 73], [72, 75, 79, 76, 74, 84], [81, 80, 83, 85, 87, 88, 86, 82]]
