0: [[7, 35, 1, 2], [3, 13, 5, 6, 21], [4, 9, 12, 11], [8, 27, 30, 14, 16, 31, 19, 15, 10], [22, 26, 17, 23, 25, 28], [24, 20, 29, 32, 37, 54], [39, 33, 36, 46], [40, 44, 43, 38, 18], [34, 42, 41, 45, 47], [51, 48, 52, 55], [50, 49, 53, 57], [58, 56, 59, 60]]
74: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [12, 9, 4, 10, 8, 27], [15, 11, 18, 14], [16, 17, 19, 20], [23, 31, 25, 22, 24, 26, 29, 28, 30, 39], [38, 33, 32, 46], [34, 40, 45, 36, 37, 42, 43], [41, 44, 49, 52], [53, 47, 48, 54, 57, 51, 55], [56, 59, 50, 58, 60]]
75: [[7, 35, 1, 2], [3, 13, 5, 21, 4], [6, 25, 12, 27, 10, 8], [15, 9, 18, 11, 14, 19, 20, 17, 16, 22, 23, 26, 24], [28, 30, 29, 31, 40, 32, 33, 45, 43, 36, 34, 38, 46, 42, 53, 58, 39, 41, 47, 37, 57, 56], [44, 48, 50, 51, 52, 55, 59, 54, 60, 49]]
76: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 9], [14, 26, 8, 25, 29], [10, 24, 11, 19], [18, 12, 16, 28, 17, 20, 27, 23, 22, 30, 15, 31, 34, 38, 37, 33, 32, 36, 42, 44, 43, 47, 41, 40, 45, 46], [50, 39, 53, 49, 48, 52, 56, 55, 51, 60], [57, 54, 59, 58]]
77: [[7, 35, 1, 2], [3, 13, 21, 6, 4, 5], [9, 14, 11], [12, 8, 31, 15, 10, 19, 17, 30, 20, 23, 22], [27, 16, 24, 25, 26], [52, 33, 38], [54, 18, 28, 49, 36, 29, 39, 37, 32, 34, 46, 40, 42, 41, 48, 43, 44, 57, 45, 47, 50, 51, 60, 56, 53, 55, 59, 58]]
78: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 9, 14, 10], [8, 27, 28, 15], [16, 31, 22, 11], [12, 17, 19, 25, 23, 18, 20, 24, 26, 29, 45, 38, 52, 37, 41, 30, 32, 40, 33, 36, 47, 34, 39, 42, 44, 46, 48, 58, 43, 50, 54, 51, 49, 57, 53, 60, 55, 59, 56]]
79: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 25, 12], [10, 8, 11, 14, 9, 15, 23, 22, 19, 16, 24], [31, 18, 17, 26, 27, 20, 28, 30, 60, 37], [48, 46, 33, 36, 29], [44, 32, 34, 43, 42, 38, 45, 39, 58], [40, 41, 56, 47, 49, 50, 51, 55, 53, 57, 52, 54, 59]]
80: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [8, 25, 10, 26], [14, 18, 15, 4, 9, 11], [12, 19, 17, 20, 16, 27], [22, 24, 23, 30, 28, 29, 31], [36, 32, 47, 34, 44, 43, 45, 33, 42, 46, 37, 38], [39, 40, 41, 49, 50, 48, 51, 53, 54, 55, 52, 56], [58, 57, 60, 59]]
81: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4, 9], [14, 24, 8], [11, 10, 15, 12, 23, 18, 20], [17, 16, 19, 27, 22, 28, 26, 25, 29, 30], [31, 38, 32, 41, 59, 37], [39, 47, 34, 43, 45, 36], [40, 42, 46, 44, 50, 58, 33, 49], [48, 52, 57, 53, 55, 60, 54, 51, 56]]
82: [[7, 35, 1, 2, 3, 13, 21, 4, 6, 5, 8, 10, 12, 24, 9], [15, 11, 28, 19, 27, 14, 23, 16, 25, 20, 22, 17, 18, 26, 29, 30, 31, 33, 52, 44, 41, 32, 43, 53, 36, 42, 37, 46, 38, 47, 40], [45, 51, 34, 56, 49, 48, 50, 55, 54, 39, 57, 58, 60, 59]]
83: [[7, 35, 1, 2], [3, 13, 21, 6, 5], [4, 9, 14, 10], [8, 27, 31, 15, 11, 12, 22, 28, 17, 19], [25, 18, 20, 24, 16, 23, 26, 29, 30, 32, 34, 46], [33, 60, 40, 45, 36, 37, 39, 38, 44, 41], [42, 43, 55, 56, 47, 50, 48, 49, 51, 52, 53, 54, 59], [57, 58]]
84: [[7, 35, 1, 2], [3, 13, 21, 6, 4, 5, 9, 12, 26, 11, 8, 10], [20, 23, 22, 16, 28, 14, 31, 15, 29], [30, 27, 19, 25, 17, 18, 44, 32, 38, 24, 45, 33, 39], [36, 48, 37, 43, 40, 41, 47, 42, 46, 34, 52, 53, 54, 59, 50, 58, 49, 51], [55, 60, 56, 57]]
85: [[7, 35, 1, 2, 3], [13, 21, 22, 4], [6, 9, 12, 11, 5, 26, 23, 10, 25, 14], [8, 17, 28, 19, 24, 30, 18, 15, 56, 16, 20, 27], [29, 37, 34, 31, 32, 33, 38, 47, 54, 36], [43, 46, 41, 42, 40, 44, 50, 49, 39, 45, 60, 52, 55], [48, 51], [58, 59, 57, 53]]
86: [[7, 35, 1, 2], [3, 13, 5, 6, 14], [4, 9, 12, 8], [10, 11, 30, 15, 16, 23, 17], [29, 19, 22, 18, 20, 21, 28], [24, 26, 37, 25, 32, 27], [50, 47, 31, 36], [33, 42, 40, 38, 39], [48, 34, 41, 46, 43, 44], [45, 49, 51, 53, 54, 52, 55, 57], [58, 60, 59, 56]]
87: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 12, 9, 14, 10, 4, 27, 25, 30, 8, 16, 19, 18, 17, 11, 29, 28, 23, 15, 20], [22, 31, 56, 24, 32], [58, 39, 40, 33], [34, 26, 38, 36, 42, 41, 59, 37, 43, 44], [53, 49, 52, 45, 47, 46], [48, 50], [51, 55, 57, 54], [60]]
88: [[7, 35, 1, 2, 3, 13], [21, 6, 5, 4, 9, 14, 24, 10], [8, 11, 15, 12, 16], [17, 18, 26, 19, 20, 25, 23, 30, 29], [31, 27, 28, 56], [33, 36, 47, 32, 40], [37, 22, 44, 38], [34, 41, 39, 42, 43, 45, 50], [49, 46, 59, 48, 55, 57, 52], [53, 54, 51, 60, 58]]
89: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 9, 14, 10, 24, 27], [26, 12, 8, 11, 22, 23, 15, 17, 28, 30, 20, 16, 19, 18, 25, 31, 29, 36], [38, 34, 37, 41, 39, 40, 42, 45, 44, 43, 46, 47], [48, 32, 33, 52, 60, 51, 49, 53, 57, 50, 54, 58, 55, 59, 56]]
90: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4, 9, 10, 11], [14, 15, 23, 8, 17, 22], [12, 16, 29, 18, 28], [26, 24, 20, 27], [19, 25, 48, 31, 39], [34, 41, 30, 32, 38], [37, 33, 36, 40, 43, 42, 46, 45, 44, 47, 52, 53, 51, 55, 50, 49, 54, 58, 56, 59, 57, 60]]
91: [[7, 35, 1, 2], [3, 13, 21, 4], [5, 6, 9, 12], [8, 10, 11, 14, 15, 17, 18, 16, 19, 22, 26, 20], [24, 31, 30, 23, 25, 28, 27, 58, 33], [52, 44, 40, 29, 34, 55, 39, 32, 36, 42, 46, 43, 41], [37, 38, 49, 48, 45, 47, 50, 57, 51, 53, 54, 59, 56, 60]]
92: [[7, 35, 1, 2], [3, 13, 4, 6, 5], [11, 9, 14, 10, 8, 30, 12, 26, 24, 23, 16, 15, 17, 18, 28, 19, 21, 20, 31, 22, 25, 27, 29, 32, 33, 44, 39, 41, 43, 34, 36, 37, 38, 46, 40, 42, 45], [47, 50, 52, 48, 54, 55, 57, 56, 53, 59], [58, 49, 51, 60]]
93: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [25, 14, 10], [24, 11, 8, 12], [9, 31, 17, 15], [18, 22, 16, 26, 20, 19], [23, 28, 27, 29, 30, 37], [50, 47, 32, 33], [38, 44, 42, 34, 46], [36, 39, 43, 41, 60], [45, 54, 48, 40, 53], [52, 49, 51, 55], [56, 57, 59, 58]]
94: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 8, 12, 26, 11, 9, 25, 10, 14, 15, 19], [18, 29, 16, 17, 27, 20, 24, 28, 30, 22, 23], [31, 34, 38, 45, 33, 42, 32, 39, 36, 37, 47, 41, 40, 43, 46, 44, 50, 49, 56, 48, 55, 51, 53, 57, 52, 58, 54, 59, 60]]
95: [[7, 35, 1, 2], [3, 13, 5, 22, 12, 21, 6], [11, 24, 8, 9, 4, 15, 19, 26, 20, 16, 25, 10], [14, 17, 31, 23, 27], [28, 29, 53, 44, 42], [30, 41, 36, 38, 57], [32, 33, 40, 34, 37, 18], [58, 39, 47, 54, 48], [51, 50, 43, 52, 56, 45, 46], [59, 49, 55, 60]]
96: [[7, 35, 1, 2, 3, 13, 21, 4, 6, 12, 9, 5, 10, 11, 14, 15, 8], [23, 16, 18, 17, 20, 19, 26, 31, 22, 27, 24, 28, 25, 29, 30, 47, 32, 33, 36, 37, 41, 44, 39, 38, 40, 34], [42, 45, 43, 52, 56, 57, 46, 49, 50, 48, 54, 53, 55, 51, 58, 59, 60]]
97: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [9, 15, 10, 11, 27, 8, 26, 12, 20, 18], [16, 17, 14, 23, 28], [22, 19, 25, 24], [29, 30, 36, 32, 56], [39, 40, 33, 34], [37, 38, 43, 42, 44, 59, 45, 41, 48, 53], [46, 52, 60, 47, 51, 49], [50, 54], [55, 57, 58, 31]]
98: [[7, 35, 1, 2, 3, 13, 21, 6, 5, 4, 9], [14, 27, 12, 19, 31, 10, 8, 15, 17, 11, 16, 20, 28], [24, 18, 23, 25, 29, 22, 26, 30, 32, 54, 39, 33, 42, 34, 38, 45, 36, 37, 44, 40, 46, 47, 41, 51, 49, 52], [48, 43, 55, 56, 50, 53, 58, 57, 59, 60]]
99: [[7, 35, 1, 2, 3, 13, 21], [6, 5, 12, 9, 11, 10, 15, 14, 4, 31, 26, 19], [18, 17, 8, 20, 16, 25, 22, 23, 24, 30, 28, 27], [29, 33, 36, 45, 32, 38, 50, 41, 39, 34, 46, 37, 40], [42, 43, 44, 47, 48, 56, 51, 49, 53, 55, 52, 54, 57, 60, 58, 59]]
100: [[7, 35, 1, 2], [3, 13, 5, 22, 6, 4], [9, 12, 15, 10, 11], [14, 20, 30, 19, 17], [18, 8, 16, 21, 27, 29, 24], [25, 23, 31, 28, 26, 32, 34, 40, 43, 37, 36, 33, 39, 41, 42, 38, 45, 50, 44, 47, 46, 57, 49, 48, 54, 51, 55, 52, 60, 53, 56, 59, 58]]
101: [[7, 35, 1, 2, 3, 13], [21, 6, 5, 4, 25, 12, 10, 8, 11], [30, 9, 14, 23, 19, 15, 16, 18, 29, 20, 22], [24, 17, 27, 26], [28, 31, 32, 48, 46, 41, 36, 33, 37, 40], [38, 39, 42, 59, 44, 45, 43, 34, 51, 60, 47, 49, 50, 57, 54, 53, 55, 52, 56, 58]]
102: [[7, 35, 1, 2, 3, 13], [22, 21, 6], [5, 4, 9, 8, 11, 31, 14, 24, 16, 17, 18, 12, 15, 20, 19, 23, 25, 10], [26, 28, 27, 29, 48, 36, 30, 32, 41, 44, 33, 34, 40, 38], [39, 42, 59, 37, 46, 55, 49, 52, 58, 51, 43, 47, 45, 50, 53, 57, 54, 56, 60]]
103: [[7, 35, 1, 2, 3, 13, 21, 6, 5, 4, 25, 10, 9], [28, 15, 27, 8, 11, 14, 22, 17, 24, 18, 20, 12, 16, 19], [23, 29, 26, 30, 31, 33, 38, 45, 36, 34, 32, 37, 49, 42, 40, 44, 47, 46, 41, 43, 51, 48, 52, 50, 57, 39, 54, 53, 55, 56, 58, 60, 59]]
104: [[7, 35, 1, 2, 3], [13, 21], [6, 5, 4, 9], [15, 26, 8, 25, 31, 11, 24], [19, 18, 10, 12, 14], [16, 27, 29, 28, 17], [32, 30, 22, 20], [38, 45, 23, 41, 34], [33, 36, 40, 46, 43, 42, 44, 37, 47, 39, 50, 55, 52], [48, 49], [51, 57, 54, 53, 56, 58, 59, 60]]
105: [[7, 35, 1, 2], [3, 13, 21, 6, 5, 4], [9, 12], [10, 25, 15, 11], [19, 14, 17, 8], [18, 30, 22, 20], [23, 24, 16, 26, 31, 27, 28, 29], [37, 48, 32, 36, 33, 39, 34], [38, 43, 44, 40, 41], [47, 42, 59, 57, 51, 46, 45, 53, 60], [49, 50, 52, 54, 55, 56, 58]]
106: [[7, 35, 1, 2, 3], [13, 5, 22, 21, 6, 12, 8, 26, 4, 27, 15, 9, 10, 11, 17], [18, 19, 16, 25, 14], [20, 24, 23, 28, 30, 29, 31], [34, 55, 44, 43, 32, 38, 33, 36, 37, 40, 42, 41, 60, 45, 47, 46, 53, 50, 48, 39, 52, 57, 51, 49, 58, 54, 56, 59]]
107: [[7, 35, 1, 2], [3, 13, 5, 6, 4, 10], [25, 12, 8, 11, 30], [9, 20, 24, 31, 14, 27, 15], [17, 16, 19, 23, 18, 21, 22, 26, 28, 29, 39, 32, 33], [38, 34, 36, 40, 43, 58, 45, 41, 44, 46, 42, 52], [47, 37, 48, 50, 49, 51, 56, 54, 53, 55, 60, 57, 59]]
108: [[7, 35, 1, 2], [3, 13], [21, 4], [5, 6, 9, 14, 10, 8, 11, 15, 12, 31, 22, 19, 18, 17, 20, 16, 26, 23, 28, 29, 24, 25, 30, 27, 36, 50, 44, 32, 37, 33, 43, 39, 38, 47, 34, 40, 45, 41, 46, 42, 49, 52, 48, 51, 54, 55, 59, 56, 57, 60, 58, 53]]
109: [[7, 35, 1, 2, 3], [13, 21, 6, 5, 4, 9], [14, 27, 8, 10, 15], [11, 28, 18, 19, 12, 16, 24, 29], [17, 23, 20, 25], [26, 30, 22, 31, 37], [55, 38, 33, 34], [36, 32, 40, 39, 41, 43, 42], [45, 46, 44, 47, 52], [53, 56, 51, 57, 59], [50, 48, 49, 54, 58, 60]]
110: [[7, 35, 1, 2], [3, 13, 21, 6], [5, 4, 9, 14], [10, 31, 15, 11, 8], [16, 24, 27], [18, 12, 22, 20, 28, 19, 17], [23, 25, 26, 29], [30, 33, 40, 38], [32, 37, 45, 34, 54, 39, 46, 47], [41, 44, 43, 59, 36, 49, 48], [42, 53, 50, 51, 52, 55], [57, 56, 60, 58]]
111: [[7, 35, 1, 2, 3], [13, 5, 20, 6, 4, 9], [11, 26, 8, 10, 29], [12, 21, 16, 17, 30, 27, 18, 14, 19], [24, 25, 28, 22], [23, 15, 31, 33, 55, 47, 32, 36, 41, 34, 42, 44, 43, 40, 46, 38, 39, 48, 45, 52, 37, 58], [57, 50, 51, 59, 49, 60, 53, 54, 56]]
112: [[7, 35, 1, 2], [3, 13, 5, 6], [17, 4, 9, 14], [27, 12, 26, 8], [15, 19, 10, 18, 11, 20, 22, 21, 16, 23, 25, 24, 30, 28, 31, 36, 29, 44, 33, 32, 37, 38, 41, 34, 43, 39, 40, 46, 42, 47, 45, 51, 49, 48, 53, 54, 50, 57, 52, 55, 59, 56, 58, 60]]
113: [[7, 35, 1, 2, 3, 13, 21, 6, 5, 12, 9, 14], [10, 8, 11, 31, 4, 15, 16, 20, 22, 17, 18, 28, 19, 23, 24, 27, 29, 26, 58, 25, 36, 50, 30], [41, 40, 34, 45, 32, 52, 39, 42, 47, 33, 37, 44, 59, 48, 38, 46, 43, 55, 57, 51, 53, 54, 56, 60, 49]]
114: [[7, 35, 1, 2, 3, 13, 21], [6, 5, 4, 9, 14, 10], [8, 11, 12, 28, 15, 23, 16], [27, 17, 18, 19], [20, 22, 25, 26, 29], [31, 24, 30, 37], [36, 40, 33, 39, 42, 38, 47], [34, 43, 45, 44], [46, 41, 54, 48, 51, 52], [32, 50], [49, 59, 56, 53, 55, 57, 58, 60]]
115: [[7, 35, 1, 2, 3, 13, 21, 6, 5, 4, 9, 10, 28, 11, 27, 15, 14, 31, 16, 25, 22, 19, 23, 20], [24, 8, 12, 17, 18, 26, 30, 29, 32, 34], [47, 33, 38, 36, 37, 48, 42], [43, 39, 41, 44, 45], [40, 46, 50, 52, 54, 49, 57, 60, 53, 58], [55, 56, 59, 51]]
116: [[7, 35, 1], [2, 3, 13, 21, 6, 5, 4, 9, 12, 10, 8, 14, 31, 11, 25, 23, 19, 17, 16, 26, 15, 18, 20, 29, 27, 24, 22, 28, 53, 37, 50, 30, 33, 36, 34, 32, 39, 38, 40, 43, 44, 41, 45, 42, 46, 47, 56, 48, 51, 59, 49, 52, 54, 58, 57], [55, 60]]
117: [[7, 35, 1, 2], [3, 13, 5, 6, 23], [4, 9, 8, 24, 11, 12, 10, 26, 16, 18, 30, 19, 20, 17, 14], [21, 22], [25, 28, 31, 27, 15, 29, 33, 34, 43, 38, 32, 45, 36, 55, 39, 37, 40, 42, 41, 46, 44, 58, 59, 52, 51, 47, 48, 50, 49, 53, 56, 54, 57, 60]]
118: [[7, 35], [1, 2], [3, 13, 21, 6, 5, 4, 25, 14, 26, 24, 8, 9, 10, 11, 22, 15, 12, 18, 17, 20, 19, 23, 16, 27, 28, 30, 31, 29, 37, 32, 47, 33, 41, 36, 34, 40, 38, 42, 39, 43, 44, 46, 45, 51, 52, 48, 59, 53, 55, 54, 50, 49, 57, 56, 58, 60]]
119: [[7, 35, 1, 2], [3, 13, 21, 4, 15], [12, 9, 10, 26], [8, 5, 11, 14, 16], [19, 17, 6, 23, 22, 28, 24, 18, 25, 20, 27, 30, 31, 29, 36, 50, 38], [34, 32, 40, 45, 33, 41, 47, 44, 56, 37, 46, 39, 42, 49, 57, 43, 48, 55, 53, 51, 52, 54, 59, 58, 60]]
120: [[7, 35, 1, 2, 3, 13, 21, 6, 4, 5, 9, 8, 11, 14, 26, 31, 12, 30, 15, 10, 27, 17, 19, 16, 18], [23, 20, 22, 28, 29, 25, 24, 33, 38, 39, 36], [34, 32, 44, 37, 42, 40, 45, 50, 46, 43, 47, 51, 49, 52, 53, 48, 41, 56, 54, 58, 59, 55, 57, 60]]
121: [[7, 35, 1, 2], [3, 13, 5, 6, 8], [4, 9, 12, 11], [10, 14, 30, 15, 16, 27, 18, 31, 17], [22, 26, 23, 19, 24, 21], [25, 20, 28, 40, 37, 48], [43, 53, 36, 44], [41, 32, 29, 38, 34], [42, 46, 33, 39, 55, 51, 50, 45, 47, 52, 54, 58, 56, 49, 59, 57, 60]]
