0: [[41, 15], [1, 68], [22, 23, 7], [3, 4, 2], [5, 6], [8, 11, 25], [14, 24, 13], [9, 10], [16, 28], [27, 29, 18], [19, 50], [20, 12], [17, 21, 26], [59, 30], [57, 53], [34, 39, 31], [32, 35], [60, 40], [49, 44], [37, 33], [43, 36], [42, 38, 47], [62, 58], [51, 45, 46], [48, 55, 61], [52, 54, 56], [63, 64, 72], [70, 65, 67], [66, 77], [69, 71], [76, 73], [74, 78, 75], [79, 82], [87, 81], [80, 85, 84], [83, 86, 88]]
51: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
52: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
53: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
54: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
55: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
56: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
57: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
58: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 62, 58, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
59: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 62, 58, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
60: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 60, 56, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
61: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
62: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
63: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 60, 58, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
64: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 60, 58, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
65: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
66: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
67: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
68: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
69: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 62, 56, 61, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
70: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 57, 62, 58, 60, 61, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
71: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
72: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
73: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
74: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
75: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
76: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 60, 58, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
77: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
78: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 62, 56, 60, 61, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
79: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
80: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
81: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
82: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
83: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
84: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
85: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
86: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
87: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 62, 56, 61, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
88: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
89: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 56, 61, 62, 57, 58, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
90: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
91: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
92: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 56, 57, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
93: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 57, 60, 56, 61, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
94: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 57, 56, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
95: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 62, 57, 56, 60, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
96: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
97: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
98: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
99: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
100: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
101: [[41, 2, 1, 68, 22, 23, 7, 3, 12, 4, 5, 6, 9, 11, 25, 15, 24, 29, 13, 14, 16, 28], [19, 10, 18, 8, 50, 20, 17, 21, 27, 30, 59, 26, 31, 53, 34, 39, 33, 32, 35, 44, 40, 51], [46, 37, 36, 43, 38, 42, 45, 47, 48, 49, 52, 54, 63, 55, 58, 61, 60, 56, 57, 62, 64, 72], [70, 65, 66, 67, 77, 71, 69, 74, 73, 75, 79, 76, 78, 82, 87, 81, 80, 83, 84, 85, 86, 88]]
