0: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [26], [11, 25, 13, 23], [36, 16, 17, 18], [21, 50, 19, 20], [27, 53, 28], [49, 61, 42, 29], [30, 34, 55, 31], [33, 37], [44, 35, 46, 39, 8], [32, 58, 40], [54, 56, 45, 47], [48, 60], [51, 52, 57, 63], [59, 62, 68, 43], [66, 64, 65, 75], [70, 71, 69], [73, 72, 76, 67], [74, 77, 78], [79, 82, 81, 80], [85, 83, 87, 84], [86, 88]]
51: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25], [13, 16, 27], [52, 18, 21], [23, 29], [17, 19, 26, 60], [30, 31, 28, 20], [37, 54, 34], [32, 35, 55], [33, 40, 42], [44, 36, 39], [62, 43, 45, 63, 61, 46, 49, 50, 47, 51, 48, 53, 56, 57, 58, 59, 65, 64, 66, 67, 69, 71, 68, 76, 77, 73, 78, 72, 70, 74, 75, 79, 82, 81, 80, 85, 83, 87, 84, 86, 88]]
52: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [16, 19, 25], [60, 27], [18, 23, 20, 17], [29, 28, 26, 35], [21, 30, 59], [44, 39, 31], [40, 34, 37], [33, 47, 45], [32, 36, 46], [42, 43, 49], [53, 61, 52], [50, 48, 54, 57, 51, 55], [56, 63, 58, 62, 68, 64, 66, 67, 65, 71, 69, 78, 77, 73, 70, 76, 72, 74, 79, 75, 82, 83, 80, 85, 81, 86, 84, 87, 88]]
53: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [19, 16], [17, 21, 30], [23, 20, 53], [25, 18, 27], [29, 52, 31], [60, 26, 34, 28], [35, 33, 36], [62, 37, 44, 39], [40, 32, 42, 46], [43, 48, 47, 45], [49, 57, 50], [51, 56, 54, 55], [58, 61, 59, 63], [65, 70, 64, 66, 67, 71, 68, 69, 75, 78, 74, 76, 77, 72, 73], [79, 82, 83, 80, 85, 81, 84, 86, 87, 88]]
54: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [28, 17, 18, 50, 16, 23], [31, 20], [19, 27, 21, 25, 30, 63, 26, 57, 29, 39, 34, 36, 43, 32, 33, 46, 48, 42, 35, 60, 44, 37, 62, 49, 45, 52, 40, 53, 51, 58, 47, 54, 55, 56, 59, 61, 65, 64, 66, 67, 68, 71, 69, 76, 77, 70, 74, 72, 73, 75, 78, 79, 82, 85, 80, 83, 81, 86, 84, 87, 88]]
55: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 19], [21, 25, 13], [16, 18, 20], [17, 27, 30, 57, 37, 23, 58, 26, 59, 28, 31, 56, 47], [35, 32, 29, 34, 36, 39, 43, 44, 42, 40, 45, 46, 60, 49, 33, 63, 51, 50, 52, 53, 48, 55, 54, 61, 62, 68], [65, 64, 67, 66, 71, 69, 76, 74, 79, 73, 72, 75, 70, 77, 78, 82, 85, 80, 81, 83, 84, 86, 87, 88]]
56: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25], [13, 16, 29], [17, 18, 20, 19], [56, 28, 23], [27, 21, 58], [26, 57, 51], [30, 53, 31, 33], [34, 35, 37], [32, 36, 44], [55, 39, 43, 45, 49, 40], [42, 47, 46, 50, 60, 63, 48, 52, 54, 62, 59, 61, 66, 65], [67, 64, 69, 74, 70, 76, 79, 71, 75, 68], [72, 73, 77, 78, 82, 81, 80, 87, 83, 84, 86, 85, 88]]
57: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [26], [11, 17, 13, 23], [44, 16, 8, 18], [21, 50], [19, 20, 27], [53, 25, 49, 61], [42, 63], [28, 40, 54, 29], [34, 37, 30, 33], [31, 35, 32, 36], [58, 39, 43], [45, 60, 46], [48, 62, 51], [52, 59, 47, 55], [56, 88, 57], [66, 64, 65], [75, 67, 69], [71, 74, 72], [76, 68], [70, 77, 79, 78, 82, 81, 80, 85, 83, 86, 84, 87, 73]]
58: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 27, 17], [21, 13, 20, 16, 19, 18, 23, 26, 28], [51, 30, 58], [25, 50, 29, 49], [31, 60, 34], [37, 35, 45, 40, 52], [62, 32], [36, 33, 39, 47, 53, 42, 43, 44, 46], [48, 55, 54, 56], [61, 63, 57, 59], [66, 67, 64, 65], [70, 68, 69, 71], [72, 76, 75], [74, 79, 73], [78, 77, 84], [81], [80, 87, 82, 86, 83, 85, 88]]
59: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 11], [21, 13, 51], [17, 16, 18, 29], [19, 20, 23], [25, 57, 28, 55, 58, 37, 26, 31, 34, 32, 33, 30, 35, 36, 39, 42, 40, 43, 45, 46, 47, 44, 52, 48, 49, 50, 56, 61, 54, 63, 62, 53, 59, 60, 66, 65, 67, 64, 71, 69, 70, 68, 79, 73, 75, 72, 77, 74, 78, 76, 82, 81, 80, 83, 85, 87, 84, 86, 88]]
60: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25, 29], [16, 13, 18], [31, 28, 19], [50, 17, 20, 21, 23, 26, 27, 56, 30, 54, 33, 39, 32, 35, 34, 36, 42, 43, 40, 61, 44, 62], [59, 45, 52, 46, 63, 37, 47, 57, 49, 48, 51, 53, 55, 58, 60, 68, 66, 65, 64, 69, 71, 70, 72, 79, 67, 73, 75, 77, 74, 76, 78, 82, 81, 80, 87, 83, 84, 86, 85, 88]]
61: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 13], [8, 23, 21], [20, 19, 18], [29, 17, 31], [25, 26, 27], [44, 61, 42, 28], [30, 57, 33], [51, 36, 43], [32, 45, 39, 34, 35, 37, 46, 40, 49, 50, 47, 53, 54, 56, 48, 55, 60, 52, 58, 59, 62, 63, 66, 64, 65], [67, 70, 68, 71, 74, 76, 79, 72, 75, 69, 73, 77, 78, 82, 85, 80, 83, 81], [86, 84, 87, 88]]
62: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 19], [44, 21, 25], [18, 13, 26, 20, 16, 17, 27, 31, 29, 28], [23, 32, 46], [30, 51, 48, 36], [33, 56, 58, 40], [35, 42], [34, 43, 37, 53, 39, 45, 50, 60], [62, 49, 47, 54, 52, 55, 57], [59, 61, 63, 72, 65, 64, 70, 67, 69, 66, 74, 68, 71, 73, 77, 76, 75], [78, 79, 82, 85, 80, 81, 83, 84, 86, 87, 88]]
63: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 17], [52, 13, 25], [18, 19, 29], [16, 58, 20, 23, 27, 21], [28, 30, 51, 26], [31, 62, 46, 33, 32, 43, 59, 34, 47, 36, 37, 39, 42, 45, 44, 40, 53], [48, 57, 50, 35, 54, 56, 55], [49, 60, 61, 63, 72, 65, 66, 67, 69, 71, 64, 76, 68, 70, 73, 75, 74, 77, 79, 78, 82, 85, 80, 84, 83, 81, 86, 87, 88]]
64: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 17], [11, 16, 29], [23, 21, 18], [20, 13, 19], [26, 25, 28, 35, 52, 30, 31, 32, 59, 45, 33], [34, 62, 36, 37, 42, 55, 61, 39, 40, 43, 44, 50, 53, 54, 46, 48, 63, 49, 51, 58, 56, 47, 57], [60, 72, 65, 66, 70, 67, 64, 69, 71, 78, 73, 75, 68, 74, 76, 77, 79, 82, 81, 80, 85, 83, 86, 84, 87, 88]]
65: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 21], [20, 18, 13], [19, 16, 17], [23, 52, 29], [25, 28, 26], [27, 63, 30], [48, 44, 31], [43, 32, 36], [39, 34, 33, 35, 37, 55, 62, 40, 42, 45, 57, 47, 56], [46, 54, 49, 50], [53, 51, 58, 59], [61, 60, 70, 64, 66, 67, 65, 71, 69, 79, 73, 68, 74, 76], [72, 78, 77, 75, 82, 85, 80, 83, 81, 86, 87, 84, 88]]
66: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25], [16, 49, 13], [18, 21, 31], [17, 48, 28, 19, 55, 50, 62, 26, 53, 43, 20, 23, 27, 63, 29, 36, 30, 45, 37, 32, 34, 33, 42, 56, 35, 47, 39, 52, 40], [44, 51, 60, 54, 46, 57, 58, 61, 59, 72, 65, 66, 67, 64, 70, 68, 78, 69, 75, 73, 71, 74, 76, 77, 79, 82], [81, 80, 86, 83, 84, 87, 85, 88]]
67: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 13], [21, 8, 18], [17, 19, 20], [25], [60, 23, 30, 31, 27, 28, 44, 29, 59, 32, 26, 62, 33, 34, 36, 37, 42, 35, 40, 39, 43, 46, 45, 49, 47, 52, 51, 63, 48, 50, 53, 54, 55, 57, 56, 58, 61, 68, 67, 64, 66, 65, 74, 70, 78, 69, 77, 71, 79, 72, 73, 75, 76, 82, 85, 80, 81, 84, 87, 83, 86, 88]]
68: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [21, 16, 25], [18, 17, 28], [19, 23, 20], [27, 51, 58, 59], [26, 29, 46], [30, 36, 35], [53, 33, 57], [31, 40, 42, 39, 32, 34, 44, 48, 43, 47, 37, 52, 62, 45, 50, 49, 54, 60, 55, 56, 63], [61, 73, 64, 67, 66, 65, 68, 69, 76, 75, 74, 70, 71, 72, 78, 77, 79, 82, 84, 80, 85, 83, 81], [86, 87, 88]]
69: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15], [41, 8, 27, 11, 21, 28, 18, 17, 53, 13, 16, 49, 20, 26, 23, 25], [54, 60, 48], [29, 43], [19, 30, 31, 62, 32, 33, 34, 37, 40], [39, 35, 46, 45, 36, 42, 44, 59, 50, 47, 58, 51, 55, 52, 56, 61, 57, 63, 70, 64, 66, 69, 65, 67, 68, 71, 78, 73, 74, 76, 75, 72, 77, 79, 82, 85], [80], [83, 81, 84, 87, 86, 88]]
70: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 25, 17], [8, 48, 26, 21, 28], [19, 51, 13, 20], [18, 57, 23], [58, 61, 30], [54, 31, 42], [33, 27, 29], [45, 53, 44], [36, 35, 37, 32], [39, 34, 40], [43, 46, 47, 50, 49, 60, 52, 62, 55, 56, 59, 63, 66, 65, 64, 69, 67, 71, 70, 68, 79, 73, 77, 72, 74, 75, 76, 78, 82, 85, 80, 81, 83, 87, 84, 86, 88]]
71: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 25], [21, 8, 13, 17, 18, 23, 20, 29, 19, 26, 28], [61, 58, 31, 60, 49, 27, 59, 33, 40, 30, 57, 35, 42, 46, 45, 36, 47, 39], [43, 32, 63], [48, 44, 50], [34, 37, 53, 52], [54, 51, 56], [55, 62, 65], [69, 64, 66], [67, 71, 68, 76, 78, 73, 72, 75, 70, 74, 79, 77, 82], [81, 80, 87, 83, 86, 84, 85, 88]]
72: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 17], [45, 18, 20], [13, 16, 25], [19, 55, 27], [26, 21], [30, 23, 51], [31, 35, 28], [62, 32, 39], [52, 49, 36], [29, 33, 34], [44, 37, 42], [43, 40, 47], [60, 46, 54], [48, 53, 50], [56, 63, 57, 58, 59, 61, 67, 64], [65, 66, 69, 70], [68, 71, 73, 79, 72, 77, 74, 76, 75, 78, 82, 81, 80, 85, 83, 84, 86, 87, 88]]
73: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [18, 20, 17], [21, 25, 23], [19, 16, 29], [53, 63], [56, 28, 27, 52], [55, 30, 31], [43, 33, 37], [26, 35, 39], [45, 32, 34], [40, 44], [46, 36, 42, 47, 60, 48, 50, 51, 54], [58, 57, 49, 59, 61, 62, 67, 64, 65, 69, 66, 70, 68, 71, 75, 74, 72, 73, 76, 77, 79, 78, 82, 81, 80, 85, 83, 84, 86, 87, 88]]
74: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [16, 21, 17, 19, 18, 20, 23, 26, 28, 31, 25, 29, 58, 27, 37, 43, 30, 33, 46, 49, 32, 35, 34, 56, 39, 36, 40, 47, 42], [44, 45, 53], [50, 60, 52], [48, 51, 54, 57, 55, 59], [62, 61, 63, 72], [65, 64, 67, 69, 66, 68, 76, 78, 77, 71, 70, 73, 75, 74, 79, 82, 85], [80, 81, 83, 84, 86, 87, 88]]
75: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25], [13, 27, 17], [18, 31, 23], [16, 51, 19], [57, 53, 21], [61, 20, 48, 58, 34, 30, 45, 33, 36, 26, 35, 28, 29, 32, 56, 43, 50, 59, 46, 37, 52, 39, 40, 44, 42, 47, 49, 55, 54, 63], [62, 60, 68, 69, 65, 64, 66, 71, 70, 72, 79, 67, 73, 76, 75, 74, 77, 78, 82, 81, 80, 83, 85, 84, 86, 87, 88]]
76: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 27, 29], [16, 20, 17], [25, 21, 13, 18], [26, 19, 30], [52, 23, 51], [44, 28, 61], [36, 32, 46], [39, 45, 33], [58, 35, 50], [31, 42, 34, 40], [37, 43, 47, 49, 48, 53, 54, 55, 57, 60, 59, 56, 62, 63], [65, 64, 66, 69, 71, 67, 68, 70, 76, 73, 78, 74, 72, 75, 77, 79, 86, 81, 80, 82, 83], [85, 84, 87, 88]]
77: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 17], [11, 16, 13, 19], [18, 28, 21, 48], [31, 63, 20, 23], [58, 26, 62, 52, 39, 25, 29, 49, 33], [35, 30, 40], [32, 36, 37], [45, 60, 34], [46, 42, 43, 44, 55], [47, 56, 50], [51, 57, 54, 53], [59, 61, 72], [65, 64, 66], [71, 67, 76], [70, 73, 79, 68, 69, 74, 75, 77, 78, 82, 81, 80, 86], [84, 87, 83, 85, 88]]
78: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 19], [27, 13, 18, 26], [16, 17], [21, 23, 25, 20, 56, 31, 29, 30], [55, 28, 34, 43], [52, 32, 37], [44, 51, 35, 40], [36, 42, 46, 47], [39, 49, 48], [50, 33, 53], [59, 45, 54, 58, 57, 60, 63, 61, 62, 67, 66], [64, 69], [65, 68, 71, 73, 70, 77, 75, 72, 74, 76, 78, 79, 84, 83, 80, 81, 82, 86, 85, 87, 88]]
79: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 27], [13, 25, 16], [52, 17, 18], [21, 60, 20, 51, 29, 26], [19, 23, 43, 28, 30, 31], [32, 36, 39, 58, 33, 34, 35, 40, 37, 42, 62], [45, 44, 47, 57], [61, 53, 49, 46], [56, 63], [50, 48, 54, 55, 59], [65, 64, 66, 67, 73, 71, 68, 76, 72, 79, 70, 77, 69, 75], [74, 78, 82, 85, 80, 83, 81, 87, 86, 84, 88]]
80: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25], [13, 17, 27, 16], [21, 18, 20], [50, 28, 26], [30, 23, 56], [19, 29, 63], [31, 32, 43, 34], [36, 51, 60], [33, 35, 39], [55, 44, 40, 42, 45, 37], [52, 49, 46, 47, 48, 62, 53, 54, 57, 58, 59, 61, 65, 64], [66, 68, 69, 67, 74, 70, 78, 71, 73, 72], [75, 76, 77, 79, 82, 81, 80, 86, 84, 87, 83, 85, 88]]
81: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8], [11, 17, 25], [23, 16, 19, 20], [13, 18, 60], [21, 27, 26], [55, 28, 51], [30, 42, 29, 44], [35, 54, 31], [33, 37, 32], [34, 36, 49], [39, 46, 47, 40], [50, 45, 43], [53, 48, 56], [58, 52, 57, 59, 63, 62], [61, 67, 66, 65, 64, 73, 71, 70, 69, 75, 68, 72, 77, 76, 78, 74], [79, 82, 81, 80, 85, 83, 86, 84, 87, 88]]
82: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 11, 29], [16, 51, 19, 25, 13, 17, 18, 20, 28, 58, 21, 30, 55, 57], [26, 23, 31, 34, 37, 32, 39, 33, 40, 35, 43, 46, 56], [36, 44, 49], [47, 48, 50, 45], [52, 42, 61], [53, 54, 59], [60, 62, 63], [66, 65, 64, 68], [71, 67, 69], [70, 77, 73], [72, 74, 75], [79, 78, 76], [86, 81, 80, 84], [83, 87, 85], [82, 88]]
83: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 11], [13, 16, 21, 20], [18, 17, 19], [55, 25, 23], [26, 31, 28], [29, 35, 30, 34, 42, 39, 36, 49, 62, 33, 32, 40, 44, 45, 47, 46, 43, 48, 37, 50, 52, 51, 60, 53], [54, 58, 57, 56, 59, 61, 63, 66, 64, 65, 68, 70, 67, 69, 71, 75, 73, 76, 78, 72, 79, 77, 74], [82, 84, 80], [83, 85, 81, 86, 87, 88]]
84: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 25, 13], [8, 19, 21], [17, 20, 18, 29], [23, 51, 26], [60, 52, 34], [61, 27, 37, 30], [40, 47, 28], [62, 33, 32], [39, 31, 44], [35, 36, 43], [48, 53, 46], [50, 45, 42], [55, 49, 56, 54, 58, 57, 59, 63, 68, 65, 66], [64, 67, 71, 69, 77, 72, 70, 78, 74, 75, 73, 79, 76, 82, 81, 80, 85], [84, 87], [86, 83, 88]]
85: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 19], [13, 21, 20], [18, 16, 29], [17, 25, 26], [28, 30, 23, 58, 31], [60, 54, 27], [37, 52, 35, 49], [42, 61, 32], [33, 39, 34], [44, 36, 40], [43, 45, 46, 47, 63, 50, 48, 55, 59, 51, 53, 56, 57, 62, 66, 68, 65], [64, 69, 67, 71, 70, 74], [79, 73, 72, 75, 76, 77, 78], [82, 81, 80, 86, 84, 87], [83, 85, 88]]
86: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 27], [17, 18, 16], [21, 23, 13], [19, 53, 30], [20, 25], [29, 61, 51], [26, 28, 31], [63, 34, 36], [32, 44, 33], [45, 46, 35], [39, 37, 42], [43, 40, 47], [50, 52, 48], [55, 49, 54], [57, 58, 56], [59, 62, 60], [68, 65, 64, 69, 66, 67, 72, 71, 70, 77], [73], [75, 76, 74, 79, 78, 82], [81, 80, 86, 83, 84, 85, 87, 88]]
87: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 13], [20, 16, 17, 21], [18, 25, 19], [23, 26, 50], [62, 52, 30], [61, 44, 49], [28, 27, 31], [29, 36, 35], [33, 40, 46, 55, 32, 45, 37, 47, 42, 34, 53, 51, 48, 39, 43, 54, 57], [58, 59, 56, 60, 63, 76, 64, 69], [66, 67, 70, 71, 65, 75, 68], [79, 72, 74, 77, 78, 73, 84, 83, 80, 81, 82, 86, 85, 87, 88]]
88: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 11, 13], [17, 29, 16], [23, 26, 19, 48, 18, 20, 57, 21, 37, 25, 28, 51, 30, 55, 34, 31, 58, 46, 33, 36, 39, 35, 40, 44], [42, 45], [32, 43, 61], [47, 49], [50, 56, 62, 53, 52, 54, 60, 59, 63, 69, 64, 65, 67], [70, 66, 68, 78, 75, 71, 73, 72, 74, 76, 79, 77, 82, 85, 80, 83, 81, 84, 86, 87, 88]]
89: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8], [27, 11, 13, 17], [19, 16, 25, 20], [23, 28, 18, 21], [26, 60, 54], [48, 61, 46, 29], [33, 32, 63, 31], [34, 37, 35], [30, 36, 39], [40, 42, 58], [45, 43, 44, 52], [47, 49, 50], [51, 53, 59, 55], [56, 62, 57], [66, 65, 64], [67, 75, 70], [69, 71, 73], [72, 78, 68, 74], [77, 76, 79], [82, 81, 80, 85, 86, 87, 84, 83, 88]]
90: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 11], [13, 16, 18, 17], [21, 28, 19], [50, 20, 62], [25, 29, 26, 30, 23, 39], [35, 52, 31, 34, 32, 33, 36, 44, 40, 42, 53, 46, 43, 47, 48, 55, 45, 59, 37, 51, 49, 54, 57, 56, 58, 61, 60, 63, 67, 64], [65, 66, 77, 71, 68, 69, 70, 75, 73, 72], [76, 74, 79, 78, 82, 85, 80, 83, 81, 84, 86, 87, 88]]
91: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 11, 16], [17, 13, 18, 21, 19], [28, 50, 20, 31], [51, 30, 46], [33, 49, 23, 62, 25, 26], [32, 29], [35, 36, 34], [39, 57], [53, 47, 42], [37, 40, 43, 44, 52, 60, 56], [45, 48, 58, 55, 54, 59, 63, 61, 69, 64, 66, 70], [65, 67, 71, 77, 68, 76], [73, 75, 74, 72, 79, 78], [82, 85, 80, 84, 83, 81, 86, 87, 88]]
92: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41, 8], [11, 51, 17], [29, 16, 13, 19], [18, 20, 21, 23, 30, 49, 28, 25, 31, 57, 39, 26, 45, 36, 32, 35], [50, 27], [33, 34, 44, 46, 37, 40, 62, 42, 52, 43, 47, 48, 53, 55, 56], [61, 54, 59, 60, 63, 58, 70, 64, 67, 66, 65, 68, 71, 78, 74, 69, 72, 77, 73, 75, 79, 76, 82, 83, 80, 85, 81, 84, 86, 87, 88]]
93: [[38, 5, 7, 3], [1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 17, 56], [16, 21, 11, 31, 13], [58, 18, 28], [19, 20, 48], [60, 53, 26, 30, 52, 63, 23, 25, 34, 33, 29, 32, 47, 59, 51, 35, 42, 36, 44, 40, 37, 49, 45, 39, 43, 46, 50], [54, 55, 57, 61, 62, 68, 67, 64, 66, 69, 73, 78, 71, 70, 76, 75, 65, 77, 72, 74, 79, 86, 81, 80, 82, 83, 84, 85, 87, 88]]
94: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25, 21], [17, 29, 20, 18], [13, 19, 16], [30, 27, 23], [60, 28, 31], [42, 26, 33, 34, 37, 32], [35, 39, 44, 36, 40, 43, 45, 46, 47, 59, 48, 56, 57], [53, 51, 54, 55, 49, 50, 52, 58, 61, 63], [62, 68, 67, 64, 65, 66, 71, 69, 76, 70, 77, 73, 72, 75, 74, 79, 78, 82, 85, 80, 81, 87], [84, 86, 83, 88]]
95: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 29], [13, 19, 25, 21], [18, 16, 23], [20, 17, 28], [26, 27, 30], [31, 63, 34, 43], [45], [35, 40, 36, 33], [32, 46, 39, 44], [37, 55, 58], [47, 42, 53], [48, 54, 51], [50, 56, 49], [52, 61, 60, 57], [62, 59, 66], [65, 64, 70], [68, 71], [69, 79, 78, 73], [75, 72, 67], [74, 77, 76], [82, 83, 80], [85, 81, 86], [84, 87, 88]]
96: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 25], [13, 27, 21], [16, 17, 30], [20, 18, 26], [61, 53, 19, 60, 31], [23, 55, 34], [29, 28, 33, 32], [51, 35, 36, 44], [37, 39, 45, 42], [43, 40, 46], [47, 48, 58, 49, 50, 54, 59, 57, 52, 56, 63, 62, 68, 67, 64, 65, 71, 66, 69, 70, 76, 77, 73, 72, 75, 74, 79, 78, 82, 81], [80, 85, 83, 86, 87, 84, 88]]
97: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 27, 11, 13], [16, 18, 19, 17], [23, 20, 33, 25, 21], [59, 26], [28, 63, 30], [31, 32, 29, 37, 61, 54], [34, 42, 39, 43], [40, 36, 45], [44, 46, 35], [53, 51, 47, 50, 55], [48, 52, 49, 58, 57, 56], [62, 60, 68], [65, 64, 70], [67, 71, 66], [73, 77, 69], [74, 72, 75, 76], [78, 79, 86], [81, 80, 83, 82, 84, 87], [85, 88]]
98: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 21], [17, 13, 27], [19, 16, 18, 23], [50, 20, 26, 25, 59], [29, 30, 40], [62, 31, 28], [36, 45, 49], [32, 43, 33], [42, 46, 35], [39, 48, 60, 52], [44, 34, 37], [47, 53, 55], [54, 51, 61], [56, 58, 57, 79, 74, 64], [67, 66, 85, 63, 70, 68, 72, 65, 69], [73, 71, 76, 78, 75, 82, 84, 80, 87, 81, 83, 77, 86, 88]]
99: [[38, 5, 7], [3, 1, 4, 24], [2, 12, 22], [6, 9, 10], [14, 15, 41], [16, 11, 25, 8], [19, 50, 13], [23, 17, 18, 57], [29, 21, 26], [27, 28, 48], [43, 20, 45, 30], [40, 31, 33], [62, 32, 34], [39, 35, 36], [47, 44, 46], [37, 42, 49], [51, 52, 58, 63], [55, 53, 54], [56, 59, 61], [60, 72, 64], [66, 70, 69], [71, 68, 76], [73, 77, 79], [65, 67, 74, 75, 78, 82, 81, 80, 85, 84, 86, 87, 83, 88]]
100: [[38, 5, 7], [3, 1, 4], [24, 2, 12], [22, 6, 9, 10], [14, 15, 41], [8, 11], [21, 17, 16], [25, 13, 18], [20, 28, 23, 27, 30], [19, 26, 58], [31, 34, 29, 52, 42, 48], [36, 35, 33, 39], [40, 32, 46], [37, 45, 44], [49, 43, 50], [53, 55, 47], [54, 57, 60, 62], [51, 63, 56], [59, 61, 70, 67, 64, 65, 66, 68, 76, 69], [78, 72, 74], [71, 75, 79, 73, 77, 82, 83, 80, 81, 84, 87, 85, 86, 88]]
101: [[38, 5, 7], [3, 1, 4], [24, 2, 12, 22], [6, 9, 10], [14, 15, 41], [8, 11, 27], [29, 17, 13, 18], [19, 16, 23], [54, 30, 20], [26, 21, 48, 33], [63, 25, 45, 47, 32], [49, 28, 31, 42], [35, 46, 34], [36, 39, 40], [37, 44, 43], [50, 52, 51], [53, 55, 58, 56, 57], [62, 61, 59, 60], [68, 64, 70], [69, 66, 65, 67], [71, 75, 72], [77, 73, 76], [74, 78, 79, 84, 81, 80], [82, 85, 87, 83, 86, 88]]
