0: [[19], [2, 29, 12, 22], [6, 30, 34], [78, 81], [47, 59, 21], [50, 54], [58], [33, 1, 13], [3, 20, 18], [38, 85], [82, 70], [5, 4], [77, 60], [76, 14, 71], [7, 45, 63], [37, 68], [84], [79, 16], [11, 74, 75], [27, 56, 73], [17], [24, 28, 23], [25], [26, 9, 66, 72], [52], [64, 32], [35, 31, 40, 51, 57], [62, 42, 43], [69, 10, 39, 53], [44, 48, 8], [49, 55], [61, 87], [65], [67, 36], [46], [41, 15], [80, 83], [86, 88]]
51: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
52: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
53: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
54: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
55: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
56: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 17, 18, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
57: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
58: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
59: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
60: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
61: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
62: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
63: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
64: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 26, 16, 8, 9, 18, 17, 20, 21, 24, 23, 31, 30, 59, 53, 62, 58, 32, 33, 34, 10, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
65: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
66: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
67: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 26, 16, 18, 9, 24, 20, 17, 21, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39, 8, 10, 23], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
68: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
69: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
70: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
71: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 17, 10, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
72: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 17, 18, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
73: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 24, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
74: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
75: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
76: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
77: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
78: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
79: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 17, 24, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
80: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
81: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
82: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
83: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
84: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 26, 16, 24, 9, 17, 18, 20, 21, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39, 8, 10, 23], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
85: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 17, 18, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
86: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
87: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
88: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
89: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
90: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 24, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
91: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 24, 18, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
92: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 10, 17, 20, 18, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
93: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
94: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 17, 20, 10, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
95: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
96: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 24, 9, 18, 10, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
97: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
98: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
99: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 24, 20, 17, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
100: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 10, 9, 18, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
101: [[41, 2, 22, 12, 36, 4, 3, 1, 5, 13, 14, 15], [6, 11, 7, 8, 26, 16, 18, 9, 10, 17, 20, 24, 21, 23, 30, 31, 53, 62, 58, 33, 59, 34, 32, 39], [19, 27, 49, 28, 60, 25, 57, 44, 29, 43, 37, 38, 35, 46, 40, 42, 47, 45, 50, 48, 51, 54, 52, 55, 56, 63, 61, 64, 68, 70], [80, 66, 67, 71, 69, 78, 72, 73, 74, 75, 77, 76, 79, 81, 65, 84, 83, 82, 85, 86, 87, 88]]
