0: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
74: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
75: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
76: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
77: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
78: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
79: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
80: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
81: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
82: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
83: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
84: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
85: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
86: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
87: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
88: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
89: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
90: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
91: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
92: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
93: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
94: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
95: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
96: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
97: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
98: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
99: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
100: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
101: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
102: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
103: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
104: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
105: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
106: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
107: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
108: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
109: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
110: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
111: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
112: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
113: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
114: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
115: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
116: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
117: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
118: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
119: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
120: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
121: [[35, 3, 11, 43, 30, 1, 2], [23, 8, 40, 22, 56, 18], [14, 60, 27, 38], [46, 47, 15, 7, 24, 6, 10], [50, 16, 5, 13, 17, 21], [31, 19, 20, 32, 4], [25, 9, 28, 12], [42, 58, 37, 29, 26], [41, 45, 36, 33, 34], [39, 51, 44, 53, 54, 52], [59, 48, 57, 49, 55]]
