0: [[41, 19, 17, 12, 2, 20, 3, 37, 53], [7, 5, 4, 8, 1, 9, 13, 14, 11, 21, 6], [28, 15, 31, 24, 25, 16, 26, 29, 18, 10], [56, 30, 34, 51, 39, 23, 22, 40, 42, 43], [45, 27, 33, 32, 36, 38, 46, 44, 35, 47], [49, 59, 50, 52, 48, 55, 54, 57, 58, 60]]
74: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 15, 31, 10, 13, 22, 23, 30, 16, 21, 24, 26, 27], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
75: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 30, 13, 16, 24, 27, 23, 15, 21, 26, 31, 22], [29, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
76: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 15, 13, 21, 16, 30, 22, 23, 26, 24, 27], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
77: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 30, 24, 15, 16, 21, 23, 22, 26, 27], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
78: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 15, 31, 13, 23, 10, 21, 30, 16, 24, 22, 27, 26], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
79: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 15, 13, 30, 24, 23, 16, 27, 21, 26, 22], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
80: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 31, 13, 16, 21, 30, 22, 23, 27, 24, 26], [29, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
81: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 31, 13, 23, 16, 30, 22, 27, 26, 24, 10, 21, 6], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
82: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 13, 30, 26, 15, 22, 16, 21, 23, 24, 27], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
83: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 13, 31, 15, 10, 26, 16, 23, 22, 21, 24, 27, 30], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
84: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 15, 13, 24, 21, 30, 16, 23, 22, 27, 26], [28, 29, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
85: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 29, 13, 22, 23, 31, 24, 28, 16, 21, 27], [30, 26, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
86: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 23, 28, 24, 29, 22, 13, 31, 16, 21, 27], [26, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
87: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 24, 31, 16, 29, 23, 28, 22, 27, 10, 21, 13], [26, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
88: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 31, 13, 16, 21, 29, 22, 23, 24, 27, 28], [26, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
89: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 29, 13, 15, 27, 16, 22, 23, 24, 21, 28], [26, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
90: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 23, 13, 15, 24, 6, 30, 10, 22, 21, 16, 27, 29, 28], [26, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
91: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 29, 10, 13, 16, 21, 22, 24, 23, 30, 27, 28], [26, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
92: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 13, 24, 16, 27, 28, 23, 22, 29, 30, 10, 21, 6], [26, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
93: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 27, 13, 15, 30, 16, 23, 29, 22, 24, 28, 10, 21, 6], [26, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
94: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 23, 6, 10, 16, 22, 13, 30, 24, 29, 27, 21, 28], [26, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
95: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 15, 28, 21, 13, 30, 23, 16, 22, 24, 29], [26, 27, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
96: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 23, 16, 22, 21, 30, 24, 29, 28], [26, 27, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
97: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 13, 15, 16, 22, 30, 23, 21, 26, 29, 28], [24, 27, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
98: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 15, 13, 29, 28, 23, 16, 26, 21, 24, 22], [30, 27, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
99: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 15, 28, 13, 16, 29, 22, 21, 23, 24, 26], [27, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
100: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 29, 24, 13, 16, 22, 21, 23, 31, 10, 26, 28], [27, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
101: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 15, 13, 16, 22, 23, 21, 24, 28, 26, 29], [27, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
102: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 10, 6, 31, 15, 28, 13, 16, 29, 23, 21, 22, 24, 26], [27, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
103: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 6, 13, 30, 10, 23, 22, 24, 16, 26, 28, 21, 29], [27, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
104: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 26, 6, 15, 10, 16, 28, 24, 23, 30, 21, 13, 22, 29], [27, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
105: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 13, 6, 29, 21, 10, 26, 15, 16, 22, 30, 24, 27, 28], [23, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
106: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 26, 15, 29, 22, 16, 30, 24, 21, 28], [27, 23, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
107: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 13, 6, 31, 10, 15, 16, 21, 30, 23, 22, 24, 27, 29], [26, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
108: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 13, 6, 31, 16, 24, 30, 22, 10, 21, 26, 29, 23], [27, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
109: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 15, 29, 13, 24, 16, 31, 21, 30, 23, 26, 22], [27, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
110: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 29, 15, 21, 23, 16, 30, 26, 22, 24], [27, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
111: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 31, 15, 24, 30, 16, 26, 6, 10, 21, 13, 22, 29, 23], [27, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
112: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 10, 31, 13, 15, 16, 22, 23, 29, 21, 24, 26, 27], [30, 28, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
113: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 6, 27, 31, 24, 10, 29, 15, 21, 16, 13, 23, 26, 22], [28, 30, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
114: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 26, 6, 29, 10, 21, 13, 15, 16, 23, 22, 30, 24, 27], [28, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 44, 42], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
115: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 27, 6, 15, 13, 16, 22, 29, 23, 21, 26, 10, 24, 30], [28, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
116: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 27, 6, 15, 29, 16, 13, 21, 23, 22, 10, 24, 26, 30], [28, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
117: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 13, 6, 29, 16, 24, 10, 22, 21, 23, 26, 27, 30], [28, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
118: [[25, 17, 35, 2, 33, 20, 1, 14, 19, 7, 3], [12, 4, 9, 5, 8, 11, 18, 15, 10, 29, 26, 24, 30, 23, 22, 16, 13, 21, 27, 6], [28, 31, 38, 32, 34, 40, 45, 36, 41, 39, 43, 37, 42, 44], [46, 47, 60, 53, 48, 49, 51, 54, 52, 57, 58, 50, 55, 56, 59]]
119: [[25, 19, 17, 2, 33, 20, 1, 45, 8, 7, 3], [12, 9, 13, 5, 14, 10, 18, 26, 6, 29, 15, 23, 31, 27, 24, 16, 21, 22, 34, 28], [30, 11, 38, 39, 35, 4, 36, 32, 41, 40, 43, 37, 44, 42], [46, 47, 53, 55, 48, 49, 51, 54, 52, 56, 57, 50, 58, 59, 60]]
120: [[41, 19, 3, 2, 34, 20, 13, 37, 21, 7, 14], [4, 8, 1, 5, 9, 11, 10, 28, 6, 30, 15, 22, 24, 16, 18, 17, 23, 26, 29, 25], [31, 12, 54, 32, 55, 33, 40, 39, 42, 45, 27, 43, 36, 48], [38, 47, 44, 35, 46, 49, 59, 50, 52, 53, 51, 56, 57, 58, 60]]
121: [[41, 17, 35, 12, 2, 20, 3, 6, 55], [7, 5, 4, 1, 9, 8, 11, 15, 10, 21, 14], [30, 13, 31, 24, 16, 19, 26, 29, 18, 22], [58, 23, 52, 51, 32, 54, 25, 40, 46, 43], [45, 27, 33, 28, 36, 34, 37, 60, 38, 47], [49, 59, 50, 39, 42, 44, 48, 53, 56, 57]]
