0: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32], [45, 46, 77], [48, 61], [66, 63, 67], [65, 51], [62, 58], [71, 79, 69], [70, 73, 75, 81, 76, 86, 83, 87, 84]]
51: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47, 56, 52], [25, 28, 64, 32], [45, 46], [77, 48, 61, 66], [63, 67], [65, 51], [62, 58, 71], [79, 69], [70, 73], [75, 81, 76], [86, 83, 87, 84]]
52: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
53: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71, 79], [69, 70, 73, 75], [81, 76, 86, 83, 87, 84]]
54: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22], [12, 13, 85], [1, 7, 40, 3], [9, 2, 8], [43, 27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63], [67, 65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86, 83, 87, 84]]
55: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
56: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86, 83, 87, 84]]
57: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63], [67, 65], [51, 62], [58, 71, 79], [69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
58: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71], [79, 69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
59: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45], [46, 77, 48], [61, 66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73, 75], [81, 76, 86], [83, 87, 84]]
60: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48], [61, 66, 63], [67, 65, 51], [62, 58, 71], [79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
61: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71], [79, 69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
62: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73], [75, 81, 76], [86, 83, 87, 84]]
63: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32], [45, 46, 77], [48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
64: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36, 16, 38], [42, 5, 30], [33, 68], [37, 21], [47, 56, 52], [25, 28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
65: [[88, 29, 80], [50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
66: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
67: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68], [37, 21, 47], [56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73], [75, 81], [76, 86, 83], [87, 84]]
68: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85, 1], [7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
69: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64, 32], [45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71, 79], [69, 70, 73, 75], [81, 76, 86], [83, 87, 84]]
70: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64, 32], [45, 46], [77, 48, 61], [66, 63, 67], [65, 51], [62, 58, 71, 79], [69, 70, 73, 75], [81, 76, 86], [83, 87, 84]]
71: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
72: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
73: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42, 5, 30, 33, 68, 37], [21, 47, 56], [52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
74: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72], [49, 26], [24, 54, 20], [57, 35, 41], [60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28], [64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
75: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
76: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8], [43, 27, 23], [36, 16], [38, 42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77], [48, 61, 66, 63], [67, 65, 51, 62], [58, 71, 79], [69, 70], [73, 75, 81], [76, 86, 83, 87], [84]]
77: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
78: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62, 58], [71, 79], [69, 70, 73], [75, 81, 76], [86, 83, 87], [84]]
79: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60, 59], [34, 6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38], [42, 5], [30, 33, 68], [37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71, 79], [69, 70], [73, 75, 81], [76, 86, 83, 87, 84]]
80: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
81: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57], [35, 41, 60], [59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5, 30], [33, 68], [37, 21], [47, 56], [52, 25, 28], [64, 32], [45, 46], [77, 48, 61], [66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86, 83], [87, 84]]
82: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52], [25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65, 51], [62, 58], [71, 79, 69], [70, 73], [75, 81], [76, 86], [83, 87, 84]]
83: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49, 26], [24, 54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45, 46, 77, 48], [61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
84: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64], [32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62, 58], [71, 79], [69, 70, 73], [75, 81], [76, 86], [83, 87, 84]]
85: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14, 31], [72, 49, 26], [24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
86: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23], [36, 16, 38], [42, 5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
87: [[88, 29], [80, 50, 19], [82, 39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27, 23], [36, 16, 38], [42, 5], [30, 33, 68], [37, 21, 47], [56, 52], [25, 28, 64], [32, 45, 46], [77, 48], [61, 66, 63], [67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
88: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35, 41], [60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36, 16], [38, 42], [5, 30], [33, 68, 37], [21, 47], [56, 52, 25], [28, 64, 32], [45, 46], [77, 48, 61], [66, 63], [67, 65, 51], [62, 58, 71], [79, 69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
89: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2], [8, 43, 27], [23, 36], [16, 38, 42], [5, 30], [33, 68], [37, 21, 47], [56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
90: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22, 12], [13, 85, 1], [7, 40, 3], [9, 2, 8], [43, 27], [23, 36, 16], [38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
91: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66, 63], [67, 65], [51, 62], [58, 71, 79], [69, 70], [73, 75, 81], [76, 86, 83, 87, 84]]
92: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18], [44, 17, 11], [78, 55, 15], [14, 31, 72], [49, 26, 24], [54, 20, 57], [35, 41, 60], [59, 34, 6], [4, 74], [22, 12, 13], [85, 1, 7], [40, 3], [9, 2], [8, 43, 27], [23, 36, 16], [38, 42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67], [65, 51, 62], [58, 71, 79], [69, 70, 73], [75, 81, 76, 86, 83, 87, 84]]
93: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85, 1], [7, 40], [3, 9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
94: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38], [42, 5], [30, 33, 68], [37, 21, 47], [56, 52, 25], [28, 64, 32], [45, 46, 77], [48, 61, 66], [63, 67, 65], [51, 62], [58, 71, 79], [69, 70], [73, 75, 81], [76, 86], [83, 87, 84]]
95: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68], [37, 21, 47], [56, 52], [25, 28], [64, 32, 45], [46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
96: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60, 59], [34, 6], [4, 74, 22], [12, 13], [85, 1], [7, 40, 3], [9, 2], [8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68, 37], [21, 47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69, 70, 73, 75], [81, 76, 86, 83, 87, 84]]
97: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14, 31], [72, 49, 26], [24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68], [37, 21, 47], [56, 52], [25, 28], [64, 32, 45], [46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
98: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14, 31], [72, 49, 26], [24, 54], [20, 57, 35], [41, 60, 59], [34, 6, 4], [74, 22, 12], [13, 85], [1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30], [33, 68], [37, 21, 47], [56, 52], [25, 28], [64, 32, 45], [46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
99: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44, 17], [11, 78, 55], [15, 14, 31], [72, 49], [26, 24, 54], [20, 57], [35, 41, 60], [59, 34, 6], [4, 74, 22], [12, 13, 85], [1, 7, 40], [3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56, 52], [25, 28, 64], [32, 45, 46], [77, 48, 61], [66, 63, 67], [65, 51, 62], [58, 71], [79, 69, 70], [73, 75], [81, 76, 86], [83, 87, 84]]
100: [[88, 29, 80], [50, 19, 82], [39, 10, 53], [18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24, 54], [20, 57, 35], [41, 60], [59, 34, 6], [4, 74], [22, 12], [13, 85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36, 16, 38, 42, 5, 30, 33, 68, 37, 21, 47, 56, 52, 25, 28, 64, 32, 45, 46, 77, 48, 61, 66, 63, 67, 65, 51, 62, 58, 71, 79, 69, 70, 73, 75, 81, 76, 86, 83, 87, 84]]
101: [[88, 29], [80, 50, 19], [82, 39, 10], [53, 18, 44], [17, 11, 78], [55, 15, 14], [31, 72, 49], [26, 24], [54, 20], [57, 35, 41], [60, 59, 34], [6, 4, 74], [22, 12, 13], [85, 1, 7], [40, 3, 9], [2, 8, 43], [27, 23, 36], [16, 38, 42], [5, 30, 33], [68, 37, 21], [47, 56], [52, 25, 28], [64, 32, 45], [46, 77, 48], [61, 66], [63, 67, 65], [51, 62, 58], [71, 79, 69], [70, 73, 75], [81, 76, 86], [83, 87, 84]]
