0: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 5, 6, 21], [8, 16, 9, 12, 30, 24], [23, 17, 11, 14, 15, 10, 18], [22, 28], [25, 31, 19, 20, 26, 27, 29, 32], [36, 60, 33, 37, 34, 40], [41, 38, 44, 45], [39, 42, 43, 46, 55, 47, 52], [48, 50, 54, 51, 53, 56, 59, 58]]
74: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 21], [6, 5, 8, 9], [28, 10, 12, 15], [14, 29], [20, 11, 22, 16], [18, 23, 17, 19, 24, 27, 25, 31, 30, 26, 32, 38, 40, 47, 33, 34, 36, 41, 39, 37, 43, 42, 45], [46, 44, 52, 50, 54, 55, 53, 48, 51, 59, 56, 58, 60]]
75: [[49, 57], [1, 7, 35, 2], [3], [4, 13, 21], [5, 22, 6, 15, 11, 14, 9, 24], [8, 27, 30, 10, 12, 25, 19, 16, 17, 20, 18], [23], [26, 29, 28, 31, 36, 38, 40, 43, 32, 33, 34, 46, 41, 37], [39, 44, 42, 45, 51, 47, 48, 52, 53, 54, 50, 55, 56, 60, 58, 59]]
76: [[49, 57], [1, 7], [35, 2], [3, 4, 13, 21], [5, 9, 30, 10, 8, 14, 11, 15, 6, 28, 12, 17, 19, 20, 31, 23], [18], [22, 24, 25, 16, 26, 29, 27, 37, 38, 40, 42, 45, 32, 36, 33, 41, 39, 44, 34, 43, 46, 47, 58, 48, 51, 50, 53, 52, 56, 55, 54, 59, 60]]
77: [[49, 57], [1, 7, 35, 2], [3, 4, 13, 21], [6, 5], [24, 28, 12, 8], [30, 9, 11, 17, 15, 14], [20, 10, 18, 23, 16, 22, 25], [19, 27], [26, 31, 29, 32], [33, 36, 37, 38, 34, 45], [44, 46, 39, 40], [41, 43, 47, 42, 55, 60, 50], [48, 51, 52, 53, 54, 56, 59, 58]]
78: [[49, 57], [1, 7, 35, 3, 2], [4, 13, 5, 21], [9], [8, 26, 11, 14], [12, 15, 27, 6, 10], [22, 17], [20, 29, 16, 19, 23, 24, 25], [30, 28, 31, 33, 34, 38], [41, 42, 43, 39, 36, 37, 44, 40, 46, 45, 47, 48, 18], [55, 53, 32, 51, 52, 50, 54, 56, 59, 58, 60]]
79: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 5, 14, 6, 10, 8, 25, 12, 11], [31, 9, 21, 27, 24, 19, 16, 18, 15, 17, 20, 22, 30, 23, 28, 29], [26, 32], [33, 40, 43, 36], [37, 45, 34, 39, 42, 38, 41, 44, 51, 46, 54, 47, 50, 48, 52], [59, 58, 53, 55, 56, 60]]
80: [[49, 57], [1, 7, 35, 2], [3, 4, 13, 21, 6, 5], [14, 24, 30, 9, 10, 8, 31], [11, 15], [12, 18, 16, 19, 22, 29, 17, 20], [23, 26], [27, 28, 25, 32, 39, 52, 41, 33, 34, 40, 44, 38, 36, 45, 47, 42, 37, 43, 60, 46, 54, 48, 50], [51, 55, 58, 53, 59, 56]]
81: [[49, 57], [1, 7, 35, 2], [3, 4, 13, 21, 10, 5], [8, 12, 14, 9, 6, 31, 30, 17, 16], [19, 20, 11, 15, 23], [22, 24], [26, 27, 25, 18, 28, 53], [33, 38], [54, 46, 29, 32, 47, 44, 39, 34, 36, 37, 40, 45, 43, 41, 48], [42, 52, 50, 51, 55, 56, 58, 59, 60]]
82: [[49, 57], [1, 7, 35, 2, 3, 4, 13, 21], [6, 5], [14, 25, 9, 8, 26, 10, 28, 17, 11, 20, 15, 12, 18, 19, 23, 16, 24, 29, 22, 27, 31, 30, 32, 39, 56, 33, 37, 34, 38, 45, 36, 40, 42, 41, 43, 46, 58, 59, 44, 52, 48, 50, 47, 51, 54, 55, 53, 60]]
83: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 6, 5], [8, 10, 9, 11], [19, 20, 15, 14, 12, 16, 23, 22], [17, 18, 24, 21, 25, 26, 28, 30, 29, 27, 31, 32, 34, 33, 36, 47, 45, 40, 38, 41, 39, 43, 37, 46, 42, 44, 50, 53, 52], [51, 54, 55, 48, 58, 56, 59, 60]]
84: [[49, 57], [1, 7, 35, 2], [3, 4, 13, 21, 5, 30, 10, 9, 8, 6, 11, 12], [14, 31], [15, 17, 23, 16, 19], [22, 20], [18, 27, 29, 26, 24, 25, 28, 32, 36, 33, 38, 34, 47, 43, 45, 44, 39, 40], [41, 42, 37, 46, 48, 52, 60, 54, 51], [53, 50, 55, 56, 58, 59]]
85: [[49, 57], [1, 7, 35, 2, 3, 4], [13, 21, 6, 5], [10, 8], [12, 14, 11], [15, 9, 17, 18, 22, 19, 24], [26, 25, 16, 20, 27, 30, 29, 23, 31], [28, 33, 32, 36, 34, 45, 46, 41, 44, 37, 42, 38, 40, 43, 47, 39, 51, 48, 50, 52, 53, 54, 55], [56, 58, 59, 60]]
86: [[49, 57], [1, 7, 35, 2, 3, 4, 13, 21, 6, 5, 9, 8, 11, 10, 14], [12, 31], [30, 22, 15, 27, 17, 19, 18, 24, 20, 16, 25, 26, 23, 29, 28, 36, 39, 33, 32, 34, 37, 40, 38, 46, 43, 41, 42, 47, 44, 45, 50], [48, 60, 52, 53, 55, 51, 58, 54, 59, 56]]
87: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 5], [6, 21, 8, 11], [12, 14, 30, 9], [15, 17], [31, 10], [16, 19, 18, 23, 27], [20, 22, 29, 24, 25], [26, 28, 33, 36, 56, 39, 37, 34, 32], [42, 38, 44, 41], [40, 43, 45, 46, 55, 47, 52], [48, 50, 54, 51, 53, 59, 58, 60]]
88: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 17, 14, 5], [8, 6], [15, 9, 26, 29, 19], [20, 11], [10, 12, 31, 23, 27, 16, 25, 24, 18, 21, 30, 28, 32, 22, 44, 40], [39, 33], [34, 36], [37, 41, 45, 38, 43, 42, 47, 54, 46, 48, 52, 53, 50, 59, 58, 55, 56, 51, 60]]
89: [[49, 57], [1, 7, 35, 2, 3, 4, 13, 21, 6, 5, 9, 8, 12, 26, 11, 14, 10, 17, 31], [20, 23, 15, 25, 24, 16], [27, 18, 19, 22, 29, 30, 28, 36, 32, 33, 43, 34, 37, 45, 44, 47, 38, 39, 40, 58, 51, 41, 56, 53, 42, 46, 48, 60, 50, 55, 54, 52, 59]]
90: [[49, 57], [1, 7, 35, 2], [3, 4, 13, 21], [5, 6, 27, 9, 8], [11, 10], [12, 24, 29, 23, 14, 26, 15, 16], [30, 17, 20, 18, 19, 22], [28, 25], [31, 32, 34, 60, 45, 33, 46, 38, 37], [42, 36, 43, 39, 41], [40, 58, 47, 44], [50, 51, 52, 54, 53, 55, 48, 56, 59]]
91: [[49, 57], [1, 7, 35, 2, 3, 4, 13, 21, 5, 6, 11, 12, 9, 14, 10, 8, 15, 18, 22, 23, 17, 16, 20, 27, 24, 19, 31, 28, 29, 25, 26, 30, 32, 36, 41, 43, 34, 33, 45, 40, 37, 47, 38, 46, 39], [42, 44, 50, 48], [51, 58, 54, 60, 52, 53, 56, 55, 59]]
92: [[49, 57], [1, 7], [35, 2, 3, 4], [13, 21], [22, 9, 8, 12, 24, 14, 18, 10, 5, 6, 29, 11], [27, 31], [15, 17, 16, 26, 20, 19], [23, 25], [28, 30, 37, 48, 34, 32, 38, 41, 33], [39, 36, 40], [45, 43, 42, 47, 44, 46], [51, 56, 52, 53, 50, 58], [55, 59, 54, 60]]
93: [[49, 57], [1, 7, 35, 2, 3, 4, 13, 5, 21, 10, 26, 9, 24, 6, 8, 14, 11, 12, 16, 15, 20, 19, 17, 22, 25, 23, 27, 29, 18, 28], [30, 31], [38, 36, 34, 32, 33, 37, 46, 45, 47, 39, 41, 42, 59, 40, 43, 54, 44, 48, 52, 55, 50, 51, 53, 58, 60, 56]]
94: [[49, 57], [1, 7], [35, 2, 3, 4, 13], [23, 6, 11, 24, 9, 8, 12, 5, 10, 19, 28, 14, 21, 27, 17, 15, 22, 29, 16, 18, 25, 20, 26, 31, 30, 33, 37, 52, 36, 32, 43, 40, 44, 38, 42, 34, 39, 46, 41, 45, 55, 47, 50, 48, 54, 53, 51, 59, 58, 56, 60]]
95: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 6, 12], [16, 8, 10, 5], [30, 15, 21, 14, 9, 23, 11], [20, 19, 22, 17, 31], [18, 28], [27, 24, 29, 25, 26, 32, 34, 52, 33, 39, 36, 44, 45, 38, 40, 37, 47, 43, 46, 54, 51, 42, 41, 53, 50, 60, 55, 58, 48, 56, 59]]
96: [[49, 57], [1, 7], [35, 2, 3, 4], [13, 22], [6, 5, 24, 11, 8, 14, 10, 9, 28, 21, 12, 15, 20, 16, 23, 19, 27, 25, 17, 26, 18, 31, 29, 30, 32, 40, 36, 37], [33, 34, 42, 45, 39, 38], [41, 44, 43, 47, 48, 46, 50, 51, 52, 54, 60, 55, 53, 56, 58, 59]]
97: [[49, 57], [1, 7, 35, 2, 3, 4, 13, 21, 14, 5, 8, 11, 27, 10, 6, 26, 9, 17, 19, 28, 30, 16, 12, 15, 18, 23, 20, 22, 29, 24, 31, 25, 32], [33, 40, 37, 44, 38, 47], [45, 34, 36, 39, 43, 41, 42, 46, 48, 60, 51, 52, 54, 56, 53, 59, 50, 58, 55]]
98: [[49, 57], [1, 7, 35, 2, 3], [4, 13, 8, 22, 5], [11, 9, 10, 28, 6, 20, 15], [30, 16, 19, 12, 17, 14, 18, 23], [21, 24], [27, 25, 26, 29], [31, 37, 45, 32], [44, 38], [43, 39, 36, 33, 34, 41, 42], [40, 46, 47, 55, 48, 54], [58, 50, 52, 59, 51, 53, 56, 60]]
99: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 21], [5, 9], [8, 6, 14, 10, 11], [12, 15, 27], [31, 17, 16], [23, 26, 24, 18, 19], [20, 22], [25, 28, 30, 29, 36, 33], [56, 32, 37], [47, 38], [41, 40, 34, 39], [42, 45, 43], [55, 53, 50, 48, 52, 44, 46, 54, 51, 58, 59, 60]]
100: [[49, 57], [1, 7, 35, 2, 3, 4, 13, 21, 15, 5, 24, 28, 30, 10, 9, 8, 11, 6, 12, 14, 19, 18], [22, 23, 17, 16, 20, 25, 27, 26, 29], [31, 32, 34, 36, 39, 33, 47, 42, 37, 43, 38, 41, 40, 44, 45, 46, 48, 52, 50, 51, 55], [54, 53, 58, 56, 59, 60]]
101: [[49, 57], [1, 7], [35, 2, 3, 4], [13, 21, 14, 5, 12, 10, 26, 19, 8, 6, 9, 27, 11], [23, 18, 15, 22, 16, 20, 17], [24, 28, 25, 30, 31, 29, 32, 33, 36], [38, 39], [34, 42, 37, 40, 44, 41, 47, 43], [46, 45, 48, 52, 56, 50, 53, 51, 54, 55, 60], [58, 59]]
102: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 5, 9, 6, 10], [8], [25, 11, 30, 12, 14, 23, 16, 17, 19], [18, 15, 20, 22, 24, 28, 21, 27, 26, 31, 44], [32, 29, 33, 37], [36, 34, 40, 42, 41, 45], [43, 39, 47, 46, 38], [48, 51, 54, 50, 55, 52], [53, 56, 59, 58, 60]]
103: [[49, 57], [1, 7, 35, 2, 3], [4, 13, 21], [6, 5, 24, 9], [8, 12, 15, 10, 16, 25], [27, 28], [11, 14, 17, 30, 19, 26], [18, 20, 22, 23, 29, 31], [32, 38, 56, 33], [37, 34, 39, 40], [36, 42, 41], [43, 45, 44, 58], [46, 47], [52, 48, 50, 59], [55, 54], [53, 51, 60]]
104: [[49, 57, 1], [7, 35, 2, 3, 4, 13, 21, 6], [5, 20, 9, 8, 25, 10, 26, 14], [24, 29, 11, 19, 12, 15, 16, 17, 18, 22, 23, 27, 30, 28, 31, 32, 37, 48, 33, 54, 43, 38, 44, 46, 36, 42, 39, 40, 34, 41, 45], [51, 47], [52, 50, 55, 53, 56, 58, 59, 60]]
105: [[49, 57], [1, 7, 35, 2], [3, 4], [13, 22, 6, 10], [27, 9, 8], [31, 11], [12, 16, 14, 18], [5, 17, 15, 25, 19, 20], [21, 30, 23, 24], [26, 29, 28, 32], [34, 44, 33, 37, 46, 36, 38, 42, 47, 41, 45, 43, 40, 48, 51, 39, 54, 53], [50, 55, 56, 52, 59, 58, 60]]
106: [[49, 57], [1, 7, 35, 2], [3, 4, 13], [21, 6], [5, 10], [9, 12, 11, 8], [26, 31], [17, 14, 23, 20], [24, 15, 19], [18, 22, 27, 25, 16], [29, 28, 30, 32, 47, 39], [36, 33, 37, 42], [41, 38, 34], [43, 40, 46, 44, 45, 51], [52, 50, 54, 48], [60, 55], [53, 56], [58, 59]]
107: [[49, 57, 1], [7, 35, 2, 3, 4, 13, 21, 5, 8, 11, 27, 14, 10, 6, 9, 24, 28, 15, 16, 19, 12, 18, 22, 20, 23, 25, 17, 26, 29, 31, 30, 33, 32, 36, 37, 39, 44, 40, 43, 46, 47, 41, 38, 42, 45, 58, 59, 48, 52, 55, 50, 53, 34, 51, 54], [56, 60]]
108: [[49, 57, 1], [7, 35, 2, 3], [4, 13], [21, 5, 6, 26], [9, 8, 10, 11], [14, 15, 12, 31, 16, 22, 19, 20, 24, 18], [30, 25, 17, 28, 23, 29, 27, 32, 34, 37, 33, 44, 38], [36, 40, 46, 47], [41, 39, 45, 42, 58, 43, 52], [48, 50, 54, 55, 53, 51, 56, 59, 60]]
109: [[49, 57], [1, 7], [35, 2, 3, 4, 13, 5, 15, 17, 10, 6, 8, 12, 9, 24, 31, 16, 27, 14, 19, 11, 18, 22], [20, 21, 30, 25, 28, 23, 26, 29, 33], [36, 60, 32, 37, 43, 40, 41, 34, 38, 45, 39, 42, 44, 46, 54, 47, 52, 48, 51, 55, 50], [53, 56, 58, 59]]
110: [[49, 57], [1, 7], [35, 2, 3, 4], [13], [21, 5, 30], [8, 15, 9, 6, 10, 12, 14, 31], [16, 11], [24, 25, 19, 23, 18], [22, 27], [20, 26, 28, 17, 29, 36, 32, 33, 39, 34, 37, 40, 45, 41, 38, 42], [46, 44, 47, 55, 51, 60, 52, 43, 48], [50, 54, 53, 56, 58, 59]]
111: [[49, 57], [1, 7, 35, 2], [3, 4, 13, 5, 6, 10, 26, 8, 11, 15, 9, 25, 12, 31, 14], [20, 17, 16, 28], [18, 19], [21, 22, 24, 27, 23], [29, 30], [33, 34, 36, 38, 37, 40, 39, 44, 47, 46, 32, 41, 43, 50, 58, 42, 45, 51, 48], [54, 52, 55, 53, 56, 60, 59]]
112: [[49, 57, 1], [7, 35, 2, 3], [4, 13], [5, 6, 21, 24], [12, 8], [14, 10, 16, 27], [17, 15, 22, 31, 11, 23, 9, 20, 25, 26, 18, 29, 30], [28, 41, 32, 37, 33, 34, 38, 42, 46, 36, 45, 44, 39, 47, 40, 43, 50, 48], [53, 52, 55, 51, 54, 19, 60, 56, 58, 59]]
113: [[49, 57, 1, 7, 35, 2, 3, 4], [13, 20, 5, 10, 27, 11, 6, 8, 9, 28, 17, 12, 24, 14, 15, 25, 22, 30, 21, 16, 26, 18, 23, 19], [29, 31, 33, 36, 37, 40, 32, 34, 44], [45, 39, 38, 43, 42], [41, 46, 47, 48, 53, 55, 52, 51, 50, 56], [54, 59, 58, 60]]
114: [[49, 57, 1, 7, 35, 2, 3, 4, 13, 21, 6], [5, 22, 10, 9, 11, 8, 12, 24, 15, 28, 16, 18, 14, 20, 31, 19, 17, 23, 29, 30, 25, 26, 27, 32, 36, 38, 39, 50, 34, 37, 41, 42, 44, 40, 43, 47, 45, 56, 33], [46, 48, 53, 51, 52, 54, 55, 58, 59, 60]]
115: [[49, 57, 1, 7], [35, 2], [3, 4], [13, 5, 6, 8, 10, 9, 12, 30, 11, 15, 27, 17, 16, 18, 20, 26, 21, 22, 14, 23, 19, 29], [24, 28], [25, 31, 36, 39, 33], [37, 42], [51, 34, 44, 38, 46, 47, 40, 41, 43, 45, 50, 52, 32, 54, 53, 56, 58, 55, 48], [60, 59]]
116: [[49, 57, 1, 7], [35, 2, 3, 4, 13, 21, 6, 5, 30], [9, 8, 10, 11, 12, 27, 14, 15, 20, 19, 18, 22, 17, 16, 23, 24, 26, 28, 25, 31, 29, 33, 37, 32, 39, 38, 46, 45, 34], [40, 36, 41, 42], [43, 47, 55, 44, 53, 50, 52, 54, 51, 48, 56, 58], [59, 60]]
117: [[49, 57, 1], [7, 35, 2, 3], [4, 13], [17, 6], [21, 10, 11], [28, 15, 8, 5, 9, 27, 14], [26, 31, 23, 19, 25, 24, 16, 22, 20, 18, 38, 29, 12], [32], [48, 36, 44, 39, 30, 46], [33, 45, 34, 37, 47, 40, 41, 51, 52, 42, 43, 50, 54, 55, 58, 56, 53, 59, 60]]
118: [[49, 57, 1, 7, 35, 2, 3, 4, 13, 6, 22], [5, 8, 10, 14, 27, 9, 11, 12, 15, 17, 28, 16, 18, 30, 20, 21, 19, 23, 24, 29, 31, 25, 26, 33, 36, 34, 37, 32, 42, 38, 44, 40, 43, 39, 46, 47, 41, 51, 45], [52, 53, 48, 55, 50, 54, 60, 58, 56, 59]]
119: [[49, 57], [1, 7], [35, 2, 3, 4, 13], [5, 8], [14, 11, 9, 6], [10, 15, 26, 27], [31, 29], [20, 22, 24, 12, 30, 16, 21, 18], [17, 23, 19, 25, 28, 32, 36, 33, 38, 39, 37, 34, 47, 41, 42, 40, 43], [44, 45, 46, 51, 53, 52, 48, 54, 50], [55, 58, 56, 59, 60]]
120: [[49, 57, 1, 7, 35, 2, 3, 4, 13, 21, 15], [20, 16, 5, 10, 6, 8, 14, 25, 9, 27, 12, 11, 19, 18, 23, 17, 22, 26, 28, 24, 31, 29, 30, 33, 37, 48, 34, 52, 42, 47, 44, 46, 38, 40, 32, 41, 39, 43, 36], [45, 54, 55, 50, 53, 58, 60, 56, 51, 59]]
121: [[49, 57, 1, 7, 35], [2, 3, 4, 13, 21, 14, 5, 10, 9, 6, 8, 11, 22, 15, 29, 12, 16, 18, 19, 27, 24, 17, 20], [25, 23], [26, 31, 28, 30, 36], [37, 32, 33, 38, 39], [42, 40, 46, 34, 44, 47, 48], [41, 43, 50, 55], [45, 54, 58], [52, 53, 51, 59, 56, 60]]
