0: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27], [19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51], [48, 61], [49, 52, 54], [53, 55, 57], [62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
51: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35], [44, 34], [39, 32, 38], [42, 45], [56, 40, 41], [60, 59], [46, 47], [51, 48, 61], [49, 52, 54], [53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
52: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
53: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19], [50, 25], [28, 26], [30, 31, 36], [33, 35], [44, 34, 39, 32], [38, 42], [45, 56, 40], [41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57], [62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
54: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75], [72, 73, 74], [78, 76, 79], [80, 82, 87], [83, 84], [85, 86, 88]]
55: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18], [17, 21, 16], [29, 23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77], [68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82], [87, 83, 84, 85, 86, 88]]
56: [[37, 70, 7], [4, 3, 13], [43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26, 30], [31, 36, 33], [35, 44], [34, 39, 32], [38, 42, 45], [56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54], [53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
57: [[37, 70], [7, 4, 3], [13, 43, 1], [6], [65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19, 50], [25, 28, 26], [30, 31], [36, 33, 35], [44], [34, 39, 32], [38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76], [79, 80, 82, 87, 83, 84, 85], [86, 88]]
58: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62, 58, 63, 66, 81], [77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
59: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62, 58, 63, 66, 81], [77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
60: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15], [14, 20, 18], [17, 21], [16, 29, 23], [27], [19, 50, 25], [28, 26], [30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81], [77, 68, 67], [64, 71, 69], [75, 72], [73, 74, 78], [76, 79, 80], [82, 87, 83, 84, 85, 86, 88]]
61: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23], [27, 19, 50], [25, 28, 26], [30], [31, 36, 33], [35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59], [46, 47, 51], [48, 61], [49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
62: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48], [61, 49, 52], [54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68], [67, 64, 71, 69, 75], [72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
63: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48], [61, 49, 52], [54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68], [67, 64, 71, 69, 75], [72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
64: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48], [61, 49, 52], [54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68], [67, 64, 71, 69, 75], [72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
65: [[37, 70], [7, 4, 3, 13], [43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42], [45], [56, 40, 41], [60, 59], [46, 47, 51], [48, 61], [49, 52, 54], [53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
66: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
67: [[37, 70, 7], [4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
68: [[37, 70], [7, 4, 3], [13, 43], [1, 6], [65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26], [30, 31, 36], [33, 35, 44], [34, 39], [32, 38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55], [57, 62, 58], [63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
69: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
70: [[37, 70], [7, 4, 3], [13, 43, 1], [6], [65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21], [16, 29], [23, 27, 19], [50, 25], [28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
71: [[37, 70], [7, 4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51, 48], [61, 49, 52], [54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
72: [[37, 70], [7, 4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51, 48], [61, 49, 52], [54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
73: [[37, 70], [7, 4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51, 48], [61, 49, 52], [54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
74: [[37, 70], [7, 4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51, 48], [61, 49, 52], [54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64], [71, 69, 75], [72, 73, 74], [78, 76, 79], [80, 82, 87, 83, 84, 85, 86, 88]]
75: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12], [22, 15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
76: [[37, 70], [7, 4], [3, 13], [43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58], [63, 66, 81, 77, 68, 67, 64], [71, 69], [75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
77: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33], [35, 44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
78: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66], [81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
79: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74], [78, 76, 79], [80, 82, 87], [83, 84, 85], [86, 88]]
80: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35], [44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
81: [[37, 70], [7, 4], [3, 13], [43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67], [64, 71], [69, 75, 72], [73, 74], [78, 76, 79], [80, 82], [87, 83, 84], [85, 86, 88]]
82: [[37, 70], [7, 4], [3, 13, 43], [1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50, 25], [28, 26], [30, 31, 36], [33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
83: [[37, 70, 7], [4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
84: [[37, 70, 7], [4, 3], [13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62], [58, 63, 66], [81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82], [87, 83, 84, 85, 86, 88]]
85: [[37, 70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5, 9], [8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73, 74], [78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
86: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12], [22, 15, 14], [20, 18], [17, 21], [16, 29, 23], [27], [19, 50], [25, 28, 26], [30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47], [51, 48, 61, 49, 52, 54], [53, 55, 57], [62, 58, 63, 66, 81, 77], [68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
87: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65], [10, 2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36, 33], [35, 44, 34], [39, 32], [38, 42, 45], [56, 40, 41], [60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63], [66, 81, 77], [68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76], [79, 80, 82, 87, 83, 84], [85, 86, 88]]
88: [[37, 70], [7, 4], [3, 13, 43], [1, 6], [65, 10, 2], [24, 5], [9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38], [42, 45], [56, 40, 41], [60, 59], [46, 47, 51], [48, 61, 49], [52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
89: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56], [40, 41, 60], [59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
90: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2], [24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19], [50, 25, 28], [26, 30], [31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69, 75], [72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
91: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21], [16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42, 45, 56], [40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
92: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5, 9, 8], [11, 12], [22, 15], [14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28, 26], [30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60], [59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
93: [[37, 70], [7, 4], [3, 13, 43], [1, 6, 65], [10, 2, 24], [5], [9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29, 23], [27, 19, 50], [25, 28], [26, 30], [31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40], [41, 60, 59], [46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73], [74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
94: [[37, 70], [7, 4, 3], [13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40, 41], [60, 59, 46], [47, 51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68], [67, 64, 71], [69, 75], [72, 73, 74], [78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
95: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14, 20], [18, 17, 21], [16, 29], [23, 27, 19], [50, 25, 28, 26, 30, 31, 36, 33, 35, 44, 34, 39, 32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47], [51, 48, 61, 49, 52, 54], [53, 55, 57], [62, 58, 63, 66, 81, 77], [68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82, 87, 83, 84, 85, 86, 88]]
96: [[37], [70, 7], [4, 3, 13], [43, 1, 6], [65, 10, 2], [24, 5], [9, 8, 11], [12, 22, 15], [14, 20], [18, 17, 21], [16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31], [36, 33, 35], [44, 34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47, 51], [48, 61, 49], [52, 54, 53], [55, 57, 62], [58, 63, 66], [81, 77, 68], [67, 64, 71], [69, 75, 72], [73, 74, 78], [76, 79, 80], [82, 87, 83], [84, 85, 86, 88]]
97: [[37, 70], [7, 4], [3, 13, 43, 1], [6, 65, 10], [2, 24, 5], [9, 8, 11], [12, 22, 15], [14, 20, 18], [17, 21, 16], [29, 23], [27, 19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39], [32, 38, 42], [45, 56, 40], [41, 60, 59], [46, 47], [51, 48], [61, 49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71], [69, 75, 72], [73, 74, 78], [76, 79, 80], [82], [87, 83, 84], [85, 86, 88]]
98: [[37, 70, 7], [4, 3], [13, 43, 1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36], [33, 35], [44, 34, 39], [32, 38, 42, 45, 56, 40, 41, 60, 59, 46, 47, 51, 48, 61, 49, 52, 54, 53, 55, 57, 62, 58, 63, 66, 81, 77, 68, 67, 64, 71, 69, 75, 72, 73, 74, 78, 76, 79, 80, 82], [87, 83, 84, 85, 86, 88]]
99: [[37, 70], [7, 4], [3, 13, 43], [1, 6], [65, 10, 2], [24, 5, 9], [8, 11, 12], [22, 15, 14], [20, 18, 17], [21, 16], [29, 23, 27], [19, 50], [25, 28, 26], [30, 31, 36], [33, 35, 44], [34, 39, 32], [38, 42, 45], [56, 40], [41, 60, 59], [46, 47, 51], [48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
100: [[37, 70], [7, 4], [3, 13, 43], [1], [6, 65, 10], [2, 24], [5, 9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36, 33, 35], [44, 34], [39, 32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52, 54], [53, 55, 57], [62, 58, 63], [66, 81, 77], [68, 67, 64], [71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82], [87, 83, 84], [85, 86, 88]]
101: [[37, 70], [7, 4, 3], [13, 43, 1, 6, 65, 10, 2, 24, 5, 9, 8], [11, 12, 22], [15, 14], [20, 18, 17], [21, 16, 29], [23, 27, 19], [50, 25, 28], [26, 30, 31], [36], [33, 35], [44, 34, 39], [32, 38], [42, 45, 56], [40, 41, 60], [59, 46, 47], [51, 48, 61], [49, 52], [54, 53, 55], [57, 62, 58], [63, 66, 81], [77, 68, 67], [64, 71, 69], [75, 72, 73], [74, 78, 76], [79, 80, 82, 87, 83, 84, 85, 86, 88]]
