0: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27], [7, 43, 53, 1], [62, 35, 34], [52, 4], [20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45], [49, 26, 54, 69], [58, 85, 32, 87], [48, 61], [88, 57], [86, 67, 84], [81, 83, 59, 46, 75, 77, 55, 72]]
51: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38], [42, 76, 27], [7, 43, 53], [1, 62, 35], [34, 52, 4], [20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39], [25, 74], [28, 47, 70, 56], [63, 45, 49], [26, 54, 69], [58, 85, 32], [87, 48, 61], [88, 57, 86], [67, 84], [81, 83], [59, 46, 75], [77, 55, 72]]
52: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82], [8, 2, 73, 44], [3, 78, 11], [37, 38], [42, 76], [27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20, 5], [6, 9, 10, 23], [13, 16, 17], [24, 21, 31, 29], [33, 30], [36, 19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26], [54, 69], [58, 85, 32, 87], [48, 61, 88, 57, 86], [67, 84, 81, 83, 59, 46], [75, 77, 55, 72]]
53: [[68, 66], [14, 64], [65, 41], [40, 71], [18, 60, 12], [51, 80, 22], [50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37], [38, 42], [76, 27], [7, 43, 53], [1, 62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13, 16], [17, 24], [21, 31, 29, 33], [30, 36], [19, 39, 25, 74], [28, 47, 70, 56, 63, 45], [49, 26, 54, 69, 58, 85, 32, 87], [48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
54: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43], [53, 1, 62], [35, 34], [52, 4, 20, 5], [6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
55: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43], [53, 1, 62], [35, 34], [52, 4, 20, 5], [6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
56: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49], [26, 54, 69, 58], [85, 32], [87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
57: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76], [27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49], [26, 54, 69, 58], [85, 32], [87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
58: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51], [80, 22, 50], [15, 79, 82], [8, 2], [73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5, 6], [9, 10], [23, 13, 16, 17], [24, 21, 31, 29], [33, 30], [36, 19], [39, 25, 74], [28, 47, 70, 56, 63], [45, 49], [26, 54], [69, 58], [85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
59: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50], [15, 79], [82, 8, 2, 73, 44, 3, 78], [11, 37], [38, 42], [76, 27, 7, 43, 53, 1], [62, 35], [34, 52], [4, 20, 5, 6], [9, 10, 23], [13, 16], [17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47, 70], [56, 63, 45], [49, 26, 54], [69, 58, 85], [32, 87], [48, 61, 88, 57], [86, 67, 84, 81], [83, 59], [46, 75], [77, 55, 72]]
60: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22, 50, 15, 79], [82, 8, 2, 73, 44, 3], [78, 11], [37, 38, 42, 76, 27, 7], [43, 53], [1, 62, 35], [34, 52, 4, 20, 5, 6, 9, 10, 23], [13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47], [70, 56, 63], [45, 49], [26, 54, 69], [58, 85, 32], [87, 48, 61], [88, 57, 86], [67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
61: [[68, 66, 14, 64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22], [50, 15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38, 42, 76], [27, 7, 43, 53, 1, 62], [35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56, 63], [45, 49, 26], [54, 69, 58], [85, 32, 87], [48, 61, 88, 57], [86, 67], [84, 81, 83, 59], [46, 75, 77], [55, 72]]
62: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80], [22, 50], [15, 79, 82, 8, 2, 73], [44, 3], [78, 11], [37, 38, 42], [76, 27, 7, 43], [53, 1, 62, 35], [34, 52], [4, 20, 5, 6], [9, 10, 23], [13, 16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25, 74], [28, 47, 70], [56, 63, 45, 49], [26, 54, 69], [58, 85, 32], [87, 48, 61], [88, 57], [86, 67, 84], [81, 83], [59, 46, 75], [77, 55, 72]]
63: [[68, 66, 14], [64, 65], [41, 40], [71, 18], [60, 12], [51, 80, 22], [50, 15], [79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38], [42, 76], [27, 7, 43], [53, 1, 62, 35], [34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29], [33, 30], [36, 19, 39], [25, 74, 28, 47], [70], [56, 63, 45], [49, 26, 54, 69], [58, 85, 32, 87], [48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
64: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38], [42, 76, 27], [7, 43, 53], [1, 62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17, 24], [21, 31, 29, 33], [30, 36, 19, 39], [25, 74], [28, 47, 70, 56, 63, 45], [49, 26], [54, 69, 58], [85, 32, 87], [48, 61], [88, 57], [86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
65: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80, 22], [50, 15, 79], [82, 8, 2], [73, 44, 3], [78, 11, 37], [38, 42], [76, 27, 7], [43, 53], [1, 62, 35], [34, 52], [4, 20], [5, 6, 9], [10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30], [36, 19], [39, 25], [74, 28], [47, 70, 56], [63, 45, 49], [26, 54, 69, 58], [85, 32, 87], [48, 61, 88], [57, 86, 67, 84], [81, 83], [59, 46], [75, 77, 55, 72]]
66: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38, 42], [76, 27, 7, 43], [53, 1, 62], [35, 34, 52], [4, 20, 5, 6], [9, 10, 23, 13], [16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
67: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60], [12, 51], [80, 22], [50, 15], [79, 82], [8, 2], [73, 44], [3, 78, 11, 37], [38, 42, 76], [27, 7], [43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39], [25, 74, 28, 47], [70, 56, 63, 45], [49, 26], [54, 69], [58, 85, 32], [87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
68: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12, 51], [80, 22, 50], [15, 79, 82], [8, 2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1, 62], [35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69], [58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
69: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38, 42], [76, 27], [7, 43, 53], [1, 62, 35], [34, 52], [4, 20, 5], [6, 9], [10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26, 54], [69, 58, 85, 32], [87, 48, 61, 88], [57, 86, 67, 84], [81, 83], [59, 46, 75], [77], [55, 72]]
70: [[68, 66, 14], [64, 65], [41, 40], [71, 18], [60, 12, 51], [80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3], [78, 11, 37, 38], [42, 76, 27], [7, 43, 53, 1], [62, 35], [34, 52, 4, 20], [5, 6, 9, 10], [23, 13, 16], [17, 24], [21, 31, 29], [33, 30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54], [69, 58, 85], [32, 87, 48], [61, 88], [57, 86, 67, 84], [81, 83], [59, 46, 75], [77, 55, 72]]
71: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38], [42, 76, 27], [7, 43, 53], [1, 62, 35, 34], [52, 4], [20, 5], [6, 9], [10, 23], [13, 16, 17], [24, 21, 31], [29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54], [69, 58], [85, 32, 87], [48, 61, 88], [57, 86, 67, 84], [81, 83, 59], [46, 75, 77, 55, 72]]
72: [[68, 66, 14], [64, 65], [41, 40, 71, 18], [60, 12, 51, 80], [22, 50, 15], [79, 82], [8, 2, 73, 44], [3, 78], [11, 37], [38, 42, 76, 27], [7, 43], [53, 1, 62, 35], [34, 52, 4, 20, 5, 6], [9, 10, 23, 13, 16, 17, 24, 21], [31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
73: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73, 44, 3, 78], [11, 37, 38], [42, 76], [27, 7, 43, 53], [1, 62, 35], [34, 52], [4, 20, 5], [6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85], [32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
74: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60, 12], [51, 80, 22], [50, 15], [79, 82], [8, 2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27], [7, 43, 53], [1, 62, 35], [34, 52], [4, 20], [5, 6, 9], [10, 23], [13, 16, 17], [24, 21], [31, 29, 33, 30], [36, 19, 39, 25], [74, 28], [47, 70], [56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48], [61, 88, 57], [86, 67, 84, 81, 83, 59, 46], [75, 77, 55, 72]]
75: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44], [3, 78, 11], [37, 38, 42], [76, 27], [7, 43, 53], [1, 62], [35, 34, 52], [4, 20, 5], [6, 9], [10, 23, 13], [16, 17, 24, 21], [31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70, 56], [63, 45, 49, 26], [54, 69, 58, 85], [32, 87, 48, 61], [88, 57], [86, 67, 84], [81], [83, 59], [46, 75, 77, 55, 72]]
76: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82], [8, 2], [73, 44], [3, 78, 11, 37, 38], [42, 76, 27, 7], [43, 53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25], [74, 28], [47, 70, 56, 63], [45, 49, 26, 54, 69], [58, 85], [32, 87, 48], [61, 88, 57, 86, 67], [84, 81, 83, 59], [46, 75, 77, 55, 72]]
77: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82], [8, 2], [73, 44], [3, 78, 11, 37, 38], [42, 76, 27, 7], [43, 53, 1, 62], [35, 34, 52], [4, 20, 5], [6, 9, 10], [23, 13, 16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25], [74, 28], [47, 70, 56, 63], [45, 49, 26, 54, 69], [58, 85], [32, 87, 48], [61, 88, 57, 86, 67], [84, 81, 83, 59, 46, 75, 77], [55, 72]]
78: [[68, 66], [14, 64, 65, 41, 40], [71, 18, 60, 12, 51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11], [37, 38, 42, 76, 27], [7, 43, 53, 1, 62, 35], [34, 52], [4, 20, 5, 6, 9, 10], [23, 13, 16], [17, 24, 21], [31, 29], [33, 30, 36], [19, 39], [25, 74, 28, 47], [70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
79: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80, 22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78, 11], [37, 38, 42, 76], [27, 7, 43], [53, 1, 62, 35], [34, 52, 4], [20, 5], [6, 9, 10], [23, 13, 16], [17, 24], [21, 31], [29, 33, 30], [36, 19, 39, 25], [74, 28], [47, 70], [56, 63, 45, 49], [26, 54, 69, 58], [85, 32, 87], [48, 61, 88], [57, 86], [67, 84, 81, 83], [59, 46, 75, 77], [55, 72]]
80: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50, 15, 79], [82, 8, 2, 73], [44, 3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17], [24, 21, 31, 29], [33, 30, 36], [19, 39, 25, 74, 28], [47, 70, 56], [63, 45], [49, 26, 54], [69, 58, 85], [32, 87, 48], [61, 88, 57], [86, 67, 84, 81], [83, 59, 46], [75, 77, 55, 72]]
81: [[68, 66, 14], [64, 65, 41], [40, 71], [18, 60, 12], [51, 80, 22], [50, 15, 79], [82, 8, 2], [73, 44], [3, 78, 11], [37, 38, 42], [76, 27], [7, 43], [53, 1], [62, 35, 34], [52, 4, 20], [5, 6], [9, 10, 23], [13, 16, 17], [24, 21, 31], [29, 33, 30], [36, 19, 39, 25], [74, 28, 47, 70], [56, 63], [45, 49, 26, 54, 69, 58], [85, 32], [87, 48, 61], [88, 57, 86], [67, 84], [81, 83], [59, 46, 75, 77, 55, 72]]
82: [[68, 66, 14, 64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2], [73, 44], [3, 78, 11, 37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35], [34, 52, 4], [20, 5], [6, 9, 10, 23], [13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
83: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80, 22, 50], [15, 79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7, 43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10], [23, 13, 16, 17], [24, 21, 31, 29, 33], [30, 36], [19, 39, 25, 74], [28, 47, 70], [56, 63, 45, 49], [26, 54, 69], [58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
84: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82, 8, 2], [73, 44, 3], [78, 11], [37, 38], [42, 76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17, 24], [21, 31], [29, 33, 30, 36], [19, 39], [25, 74, 28, 47], [70, 56, 63], [45, 49], [26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86], [67, 84], [81, 83, 59], [46, 75, 77], [55, 72]]
85: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60, 12], [51, 80, 22], [50, 15], [79, 82], [8, 2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27], [7, 43, 53], [1, 62, 35], [34, 52], [4, 20], [5, 6, 9], [10, 23], [13, 16, 17], [24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
86: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10], [23, 13, 16, 17], [24, 21, 31, 29, 33, 30, 36, 19, 39], [25, 74, 28, 47, 70, 56, 63, 45, 49], [26], [54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
87: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80, 22], [50, 15, 79], [82, 8], [2, 73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1, 62, 35, 34, 52, 4, 20, 5, 6, 9, 10, 23, 13, 16, 17, 24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
88: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51], [80, 22, 50], [15, 79], [82, 8], [2], [73, 44, 3], [78, 11], [37, 38, 42], [76, 27], [7, 43, 53], [1, 62, 35], [34, 52], [4, 20, 5], [6, 9, 10, 23], [13, 16, 17, 24], [21, 31, 29], [33, 30], [36, 19, 39, 25], [74, 28, 47], [70, 56, 63], [45, 49, 26], [54, 69, 58, 85], [32, 87], [48, 61, 88], [57, 86, 67, 84], [81, 83, 59, 46], [75, 77, 55, 72]]
89: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1], [62, 35], [34, 52, 4, 20, 5, 6], [9, 10], [23, 13, 16], [17, 24], [21, 31, 29, 33], [30, 36, 19], [39, 25], [74, 28], [47, 70, 56], [63, 45], [49, 26], [54, 69, 58], [85, 32, 87], [48, 61, 88, 57, 86], [67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
90: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60, 12], [51, 80, 22], [50, 15, 79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76, 27], [7, 43, 53], [1, 62, 35], [34, 52], [4, 20, 5, 6, 9], [10, 23], [13, 16], [17, 24, 21], [31, 29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56, 63], [45, 49, 26, 54], [69, 58], [85, 32, 87], [48, 61, 88], [57, 86, 67, 84], [81, 83], [59, 46, 75], [77, 55, 72]]
91: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60, 12], [51, 80, 22], [50, 15, 79], [82, 8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7, 43], [53, 1, 62], [35, 34], [52, 4, 20], [5, 6], [9, 10], [23, 13], [16, 17, 24], [21, 31], [29, 33, 30], [36, 19, 39], [25, 74, 28, 47], [70, 56, 63], [45, 49, 26], [54, 69], [58, 85, 32, 87], [48, 61, 88], [57, 86, 67, 84], [81, 83, 59, 46], [75, 77], [55, 72]]
92: [[68, 66], [14, 64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22, 50], [15, 79], [82, 8], [2, 73, 44], [3, 78, 11], [37, 38], [42], [76, 27, 7], [43, 53, 1], [62, 35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13], [16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25, 74], [28, 47, 70], [56, 63, 45, 49], [26, 54], [69, 58, 85, 32], [87, 48, 61, 88], [57, 86], [67, 84], [81, 83, 59], [46, 75, 77], [55, 72]]
93: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51], [80, 22, 50], [15, 79, 82], [8, 2], [73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7, 43], [53, 1, 62], [35, 34], [52, 4, 20], [5, 6, 9], [10, 23, 13, 16], [17, 24, 21, 31, 29, 33, 30, 36], [19, 39, 25, 74, 28], [47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87], [48, 61, 88, 57, 86, 67, 84, 81, 83, 59, 46, 75, 77, 55, 72]]
94: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80], [22, 50], [15, 79, 82], [8, 2, 73], [44, 3, 78, 11], [37, 38, 42], [76, 27], [7, 43, 53], [1, 62, 35, 34], [52, 4, 20, 5], [6, 9], [10, 23, 13, 16, 17, 24], [21, 31, 29], [33, 30, 36], [19, 39, 25], [74, 28], [47, 70], [56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48], [61, 88, 57], [86, 67, 84, 81, 83, 59, 46], [75, 77, 55, 72]]
95: [[68, 66, 14], [64, 65], [41, 40, 71, 18, 60], [12, 51, 80], [22, 50], [15, 79], [82, 8, 2], [73, 44], [3, 78, 11], [37, 38, 42], [76, 27, 7], [43, 53, 1], [62, 35, 34, 52, 4, 20], [5, 6], [9, 10, 23], [13, 16, 17], [24, 21, 31], [29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70, 56], [63, 45, 49], [26, 54], [69, 58, 85], [32, 87, 48], [61, 88, 57, 86], [67, 84], [81, 83, 59], [46, 75, 77, 55, 72]]
96: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80, 22, 50, 15], [79, 82], [8, 2, 73], [44, 3], [78, 11, 37, 38], [42, 76, 27], [7, 43], [53, 1, 62], [35, 34, 52], [4, 20], [5, 6, 9, 10], [23, 13, 16, 17], [24, 21, 31, 29, 33, 30, 36, 19, 39, 25, 74, 28, 47, 70, 56, 63, 45, 49, 26, 54, 69, 58, 85, 32, 87, 48, 61, 88, 57, 86, 67, 84], [81, 83, 59, 46, 75, 77, 55, 72]]
97: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51], [80, 22, 50], [15, 79, 82, 8], [2, 73], [44, 3], [78, 11], [37, 38, 42], [76, 27], [7, 43, 53], [1, 62, 35], [34, 52], [4, 20], [5, 6, 9], [10, 23], [13, 16, 17], [24, 21, 31], [29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70], [56, 63, 45], [49, 26, 54], [69, 58, 85], [32, 87, 48, 61], [88, 57], [86, 67], [84, 81], [83, 59, 46], [75, 77], [55, 72]]
98: [[68, 66, 14], [64, 65], [41, 40, 71], [18, 60], [12, 51, 80], [22, 50, 15], [79, 82, 8], [2, 73, 44], [3, 78, 11], [37, 38], [42, 76, 27], [7, 43, 53], [1, 62], [35, 34], [52, 4], [20, 5, 6], [9, 10, 23], [13, 16, 17, 24], [21, 31, 29, 33], [30, 36, 19], [39, 25, 74], [28, 47, 70, 56], [63, 45, 49], [26, 54, 69], [58, 85, 32], [87, 48, 61], [88, 57], [86, 67, 84], [81, 83], [59, 46, 75, 77], [55, 72]]
99: [[68, 66, 14], [64, 65], [41, 40], [71, 18, 60], [12, 51, 80], [22, 50, 15], [79, 82], [8, 2, 73], [44, 3, 78], [11, 37, 38], [42, 76], [27, 7], [43, 53, 1], [62, 35], [34, 52, 4], [20, 5, 6], [9, 10], [23, 13, 16, 17], [24, 21, 31, 29], [33, 30, 36], [19, 39], [25, 74, 28, 47], [70, 56, 63], [45, 49, 26], [54, 69, 58, 85], [32, 87], [48, 61, 88], [57, 86], [67, 84], [81, 83, 59, 46], [75, 77, 55, 72]]
100: [[68, 66], [14, 64], [65, 41], [40, 71, 18], [60, 12, 51], [80, 22], [50, 15, 79, 82], [8, 2, 73, 44], [3, 78], [11, 37], [38, 42, 76], [27, 7, 43], [53, 1], [62, 35], [34, 52, 4], [20, 5, 6, 9], [10, 23, 13], [16, 17], [24, 21, 31], [29, 33], [30, 36], [19, 39, 25], [74, 28], [47, 70, 56], [63, 45], [49, 26, 54, 69], [58, 85, 32, 87], [48, 61, 88], [57, 86], [67, 84, 81, 83], [59, 46, 75], [77, 55, 72]]
101: [[68, 66, 14], [64, 65, 41], [40, 71, 18], [60, 12, 51], [80, 22, 50], [15, 79], [82, 8, 2], [73, 44, 3], [78, 11, 37], [38, 42, 76], [27, 7], [43, 53], [1, 62, 35], [34, 52, 4], [20, 5, 6], [9, 10], [23, 13], [16, 17], [24, 21, 31], [29, 33, 30], [36, 19, 39], [25, 74, 28], [47, 70, 56], [63, 45, 49, 26], [54, 69], [58, 85, 32], [87, 48], [61, 88, 57], [86, 67], [84, 81, 83], [59, 46, 75], [77, 55], [72]]
