0: [[8, 47, 32, 19, 20, 60], [29, 12, 2, 33, 35, 43], [9, 15, 59, 7, 41], [28, 40, 38, 22, 5, 16, 18], [1, 45, 26, 23, 31, 3], [4, 51, 30, 46, 10], [27, 13, 14, 17, 34, 21, 6], [25, 42, 36, 11, 39, 37], [44, 53, 52, 54, 58, 24], [49, 50, 56, 48, 55, 57]]
74: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
75: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
76: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
77: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
78: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
79: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
80: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
81: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
82: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
83: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
84: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
85: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
86: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
87: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
88: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
89: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
90: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
91: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
92: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
93: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
94: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
95: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
96: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
97: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
98: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
99: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
100: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
101: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
102: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
103: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
104: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
105: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
106: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
107: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
108: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
109: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
110: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
111: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
112: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
113: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
114: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
115: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
116: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
117: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
118: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
119: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
120: [[15, 18, 48, 44, 21, 55, 16, 5, 8, 17, 39, 40, 58, 29, 33, 13, 9, 6, 10, 11], [20, 12, 46, 19, 37, 30, 24, 57, 36, 32, 49, 27, 50, 38, 31, 51, 23, 45, 47, 3], [1, 2, 4, 52, 28, 7, 34, 22, 25, 54, 14, 35, 26, 53, 42, 43, 56, 59, 41, 60]]
121: [[15, 18, 48, 44, 21, 55], [16, 5, 8, 17, 39, 40], [58, 29, 33, 13, 9], [6, 10, 2, 22, 7, 12, 19], [1, 45, 26, 23, 31, 3], [4, 51, 30, 46, 20], [27, 28, 14, 32, 34, 35, 38], [25, 42, 36, 11, 41, 37], [43, 53, 52, 54, 47, 24], [49, 50, 56, 59, 60, 57]]
