0: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15], [26, 19, 50], [11, 17, 16, 21], [18, 25, 28, 20], [59, 27, 30], [38, 56, 45, 42], [58, 33, 34, 31], [61, 46, 40], [44, 37, 36, 32], [29, 35, 62, 43], [52, 51, 53], [41, 47, 55, 60], [48, 49, 54, 57, 63], [65, 64], [68, 70], [67, 66, 77, 69, 71, 73, 76, 75, 72], [74, 78, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
51: [[24, 23, 1, 13], [2, 4, 12, 22, 6, 5, 7], [10, 39, 9, 3, 8], [14, 15], [26, 19, 51], [11, 16, 17, 21], [18, 29, 20, 25], [31, 32, 27, 28, 30, 45], [56, 50], [40, 36, 34], [35, 46, 37, 38], [41, 33, 43], [42, 47], [44, 61, 55], [60, 48, 49, 52], [53, 54, 57], [58, 59, 62, 63], [65, 64, 68, 67, 66], [70, 74, 79], [69, 77, 71], [72, 75, 73, 76, 78, 84, 81, 80, 82], [83, 87, 85], [86, 88]]
52: [[24, 23, 1, 13], [2, 4, 12], [22, 6, 5], [7, 10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11], [17, 16, 21, 20], [18, 25, 30, 57], [27, 29, 31, 28, 41], [59, 35, 34, 32, 37, 40, 47, 36, 38, 42, 43, 45, 46, 33, 56, 44, 48, 53, 52, 60, 51, 49, 54, 55, 62, 58, 61, 63, 64, 68, 65, 67, 66, 70, 74, 77, 79, 69, 73, 71, 72, 78, 75, 76, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
53: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14, 15], [26, 19, 50], [11, 17, 16, 21], [20, 28, 18, 61], [25, 31, 27, 29], [30, 41, 37, 32, 35], [38, 46, 36], [40, 34], [33, 47, 44, 42, 45, 53, 43, 48, 60, 49, 52, 57, 54, 51, 55, 58], [56, 59, 62, 63, 65, 64, 68, 70, 69, 66, 74, 79, 71, 67, 73, 72, 75, 78, 76, 77, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
54: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14, 15, 27], [18, 50, 11, 17, 16, 21, 20, 28, 25, 60, 19, 30, 26, 31], [59, 40, 34, 45, 35, 36, 33, 56, 37, 29], [32, 38, 42], [41, 43, 46, 44], [47, 55, 48, 52], [57, 51, 49, 58, 53, 62, 54, 61, 63, 65, 64], [68, 67, 66], [69], [78, 76, 71, 70, 73, 72, 77, 75, 74, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
55: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50], [11, 16, 17], [21, 18, 20, 25], [27, 57], [28, 30, 60, 56], [44, 31, 55, 29], [34, 58, 32], [35, 33, 37, 41, 43], [45, 36], [38, 53, 51], [40, 52, 42, 47], [49, 46, 63], [48, 54], [62, 61, 59, 65, 64, 68, 67, 69], [66, 75, 79, 70, 76, 78, 72, 73, 77, 71, 74, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
56: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11, 17, 16, 21, 18, 25, 31, 20, 59, 48, 30, 27, 61, 40], [53, 55, 32, 44, 38, 34, 57, 35, 28, 42, 33, 37, 41, 46, 29, 58, 52, 36, 54, 43, 45, 47, 60, 56, 49, 51, 63, 62, 65, 64, 68, 67, 69, 66, 75, 77, 76, 71, 73, 70, 72, 74, 78, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
57: [[24, 23, 1, 13], [2, 4], [6, 5, 7], [39, 9, 3, 8, 10], [14, 15, 26], [19, 50, 11], [16, 17, 20, 18, 29], [21, 25, 28, 27, 62, 12, 22], [63, 42, 33, 56, 38, 54, 30, 31, 32, 45, 34, 43, 51, 36, 35, 41, 40, 37, 53, 47, 44, 46, 55, 48, 58, 49, 52, 57, 59, 61, 60], [65, 64, 68, 70, 69, 66, 75, 71, 78, 67, 72, 73, 74, 76, 77, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
58: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11], [17, 16, 21, 18], [28, 29, 20, 27, 30], [31, 55, 35], [36, 25, 56, 49], [60, 46, 34, 32], [40, 43, 33], [38, 37], [42, 41, 44, 57, 45], [54, 47, 48, 53, 62], [63, 51, 52, 58], [61, 59], [65, 64, 68], [67, 66, 70], [75, 78, 74, 69, 71], [72, 73, 76, 79, 77, 84, 81], [82, 80, 83, 87, 85, 86, 88]]
59: [[24, 1, 23], [2, 6, 12, 13, 22], [3, 5, 4], [7, 8, 9, 11, 15], [14, 18], [16, 21, 17, 19], [28, 29, 25, 56], [51, 26, 27], [37, 63, 20], [44, 45, 39, 10], [31, 59, 30, 34], [33, 54, 35, 40, 41, 36], [32, 38, 42, 49, 61], [46, 52, 47, 62], [48, 50, 55, 53], [57, 58, 60, 66], [68, 43, 67, 72, 73], [64, 69], [65, 77, 70, 71], [74, 75, 76, 78], [79, 82, 80, 83, 81, 86, 85, 84, 87, 88]]
60: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26], [19, 50], [11, 20, 17, 16], [18, 28, 21, 27], [31, 25, 29], [62, 30, 41], [32, 58, 48], [38, 40, 36, 33], [35, 46, 42, 43, 34], [53, 59, 44, 37, 45, 57, 51, 47, 49], [56, 52, 55, 54, 60, 61, 63, 65, 64, 68, 67, 66], [70, 75, 71, 74], [72, 73, 79], [69, 76, 77], [78, 84, 81, 82], [80, 83, 87, 85, 86, 88]]
61: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39], [9, 3, 8], [14, 15, 26, 19], [50, 11, 16, 20], [21, 17, 29], [18, 27, 25, 28], [62, 61, 30, 33], [57, 31, 32], [43, 34], [35, 37, 54, 40, 38], [44, 36, 41, 42, 45], [46, 49, 53, 55], [47, 51, 48, 52], [56, 59], [58, 60, 63, 65], [64, 68, 67], [74, 66, 78], [69, 77, 71, 73, 70], [72, 75, 76, 79], [84, 81, 82, 80], [83, 87, 85, 86, 88]]
62: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15], [26, 19, 50], [11, 17, 16, 20], [18], [28, 21, 27], [62, 25, 56, 61], [53, 33, 55], [60, 36, 46, 34], [32, 57, 30, 29, 31, 44], [40, 37, 47], [35, 63, 48], [43, 41, 54, 38], [49, 58, 42], [45, 51, 52, 59], [65, 64, 68, 67], [69, 66, 78, 76, 77], [74, 79, 72], [73], [70, 71, 75, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
63: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15, 26], [19, 50, 11, 21], [16, 17, 20, 25], [18, 29, 57, 27, 30], [63, 28, 40, 59, 51, 35, 33, 43, 31, 47, 38, 36, 32, 37, 34, 46, 41, 62, 42, 44, 53, 60, 45, 49, 54, 58, 48, 52, 55, 61, 56, 65, 64, 68, 67, 69, 66, 77, 71, 75, 70, 74, 72, 76, 73, 79, 78, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
64: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39], [9, 3, 8, 14, 15], [26, 19], [50, 11, 20, 16], [21, 18, 27, 17], [25, 31, 29], [34, 30, 36, 37, 43], [32, 28, 44], [40, 41, 38, 42], [46, 45, 35], [33, 47], [51, 49, 53, 55], [48, 54, 61], [56, 52, 60, 57], [59, 58], [63, 62, 65, 64], [68, 70, 69, 66, 74], [79, 67, 77], [71, 72, 75], [73, 76, 78, 84], [81, 82, 80, 83], [87, 85, 86, 88]]
65: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14], [15, 26, 19, 50], [11, 17, 16, 20], [18, 30, 28], [27, 21], [31, 25, 63], [61, 33], [37, 29, 32, 52, 40, 34, 36, 38, 43, 42, 44, 45, 35, 46, 41, 51, 62, 47, 55, 48, 49, 54, 58, 56, 59, 57, 53, 60, 65, 64, 68, 70, 67, 66, 73, 77, 71, 69, 75, 76, 74, 78, 72, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
66: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 39, 9], [3, 8, 14], [15, 26, 19, 50], [11, 21, 16, 17, 18], [20, 25, 28], [27, 29, 30, 59], [31, 41, 32], [54, 34, 57], [38, 37, 36, 35], [33, 40, 47, 42, 44, 43, 46, 45, 48, 49, 52, 55], [53, 51, 56, 60, 58, 62, 61, 63], [65, 64, 68, 67, 69, 66, 75, 70, 77, 71, 72, 73, 76, 74, 78, 79, 84, 81, 80, 82, 83, 85, 87, 86, 88]]
67: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11], [20, 16, 21, 17], [28, 18, 27, 25], [30, 29, 61], [31, 33], [59, 32, 38, 34], [42, 36, 35, 40], [37, 43, 41, 44], [45, 46, 47, 49], [54, 53, 52, 51, 48], [56, 55, 60, 57, 58], [62, 63, 65], [64, 68], [70, 69, 66], [73, 79, 67, 74], [71, 72, 77, 78], [76, 75, 84, 81, 80], [82, 83, 87, 85], [86, 88]]
68: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3, 8], [14, 15, 26], [19, 50], [11, 16, 21, 17, 20], [18, 29, 25], [27, 28, 30, 62], [55, 32, 48], [52, 42, 31], [37, 35, 36, 34], [33, 38, 47], [40, 46, 45, 41], [43, 44, 63, 57], [49, 51, 53, 54, 60, 56, 61, 58, 59, 65, 64], [68, 67, 69, 66, 74, 79, 70, 71], [72, 73, 75, 76, 77, 78, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
69: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26, 19], [50, 11, 17, 20], [16, 18, 21, 27], [25, 57], [28, 30, 55], [61, 40, 62, 53, 35, 29, 41, 31, 36, 37, 32, 34, 33, 43, 38, 45, 44, 58, 60, 42, 46, 49, 47, 48, 52, 51, 54, 56, 59, 63, 65, 64, 68, 67, 69, 66, 77, 70, 79, 71, 72, 76, 73, 75, 74, 78, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
70: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15], [26, 19, 50], [11, 20, 16, 17], [18], [27, 29, 21, 25], [28, 30, 62, 63], [41, 33, 31], [45, 42, 32, 34], [35, 36, 37, 38], [43, 40, 44, 46], [61, 51, 47, 60, 49], [53, 54, 52, 48, 55, 58, 56, 57, 59, 65, 64, 68, 70, 73, 66, 69, 79, 71, 67, 78, 72], [74, 75, 76, 77, 84], [81, 82, 80, 83, 87, 85, 86, 88]]
71: [[24, 1, 13, 23], [2, 4, 12, 22], [6, 5], [7], [9, 3, 8], [14, 15, 26], [19, 50, 11, 17], [20, 16, 18, 28, 39, 10], [21, 31, 27, 25], [29, 33, 54, 41], [34, 30, 52, 32], [44, 35, 38, 42], [36, 37, 40], [45, 46], [47, 53, 48, 55], [56, 49, 57], [51, 58, 63], [60, 59, 62, 61, 43], [65, 64, 68, 67], [69, 66, 78], [70, 77, 71, 73, 74], [72, 75, 76, 79], [84, 81, 80, 82], [83, 87, 85, 86, 88]]
72: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50], [11, 17, 16], [21, 20, 18], [25, 27, 57, 29], [46, 31], [28, 44, 60], [30, 32, 34, 35], [33, 41], [37, 40, 36], [42, 43], [45, 47, 38], [55, 51, 62, 48], [52, 53, 63], [49, 54, 56], [58, 61], [59, 65, 64, 68, 67], [69, 66, 75], [71, 77, 73, 70, 72, 74, 78, 79, 76, 84, 81, 80, 82, 83], [87, 85, 86, 88]]
73: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 38, 9, 3, 8], [14, 15, 26], [19, 50, 11, 21, 16, 17], [18, 20], [25, 27, 54], [30, 31, 29, 28], [53, 33, 45, 34], [39, 37, 43, 32], [36, 42, 41], [46, 40], [47, 48, 44, 35, 51], [61, 60, 49], [52, 56, 55, 58, 57, 59, 62, 63, 65, 64, 68, 67, 69, 66, 75, 70, 77, 76, 73, 72, 78, 71, 74], [79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
74: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14, 15], [26, 19, 50], [11, 16, 20, 17, 18], [30, 21, 27], [57, 40, 25], [28, 31, 41], [29, 49, 34, 33, 32, 36, 38], [44, 37, 35, 42, 46], [47, 43, 48, 45], [55, 54, 51], [56, 53, 52], [60, 59, 58], [61, 63, 62, 65, 64, 68, 67, 69], [66, 74, 79, 71], [73, 70, 72, 75], [77, 76, 78], [84, 81, 80], [82, 83, 87], [85, 86, 88]]
75: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26, 19, 50, 11, 16, 20, 17, 18, 29, 21, 25, 27, 28, 60, 31, 38, 37, 30, 33, 32, 42, 43], [35, 44, 34], [36], [46, 40, 41, 56, 47, 45, 52, 49, 57], [48, 51, 53, 59, 54, 58, 55, 61, 62, 63, 65, 64, 68, 67, 69, 66, 75, 70, 77, 71, 73, 74, 72, 78, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
76: [[24, 23, 1, 13], [2, 4, 12], [22, 6, 5], [7, 10, 39, 9], [3, 8, 14, 15], [26, 19, 50], [11, 17, 16], [18, 20, 21, 29], [27, 25], [31, 28, 30], [34, 47, 52, 46], [36, 32], [44, 40, 45, 37], [35, 41, 48, 33], [43, 55, 56], [38, 58, 42, 61, 54], [51, 49], [57, 53, 63, 59, 60, 62, 65, 64, 68, 70, 67, 66, 75, 69, 77, 73, 74, 71, 72], [78, 79, 76, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
77: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [5, 7, 10, 39], [9, 3, 8], [14, 15], [26, 19, 50, 11], [16, 17, 20], [18, 29, 21, 25], [62, 40, 31, 61], [28, 37], [35, 27, 59, 60], [42, 34, 30], [38, 44, 36, 47, 32, 45, 43, 49, 46], [41, 52, 55], [33, 54, 48, 51, 53, 58, 56, 57, 63, 65, 64, 68, 67, 69, 66, 74, 79, 71, 70, 76, 73, 72, 77, 78, 75, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
78: [[24, 23, 1, 13], [2, 4, 12, 22, 6], [5, 7, 10, 37], [9, 35, 8], [14, 15, 26], [19, 50, 11, 17], [16, 21, 3, 28], [29, 31, 27], [18, 20, 63], [58, 39, 25, 30, 33], [40], [60, 32, 36, 42, 38, 34, 45, 41, 43, 44, 46, 47, 49, 48, 51, 55, 53, 52, 54, 56, 57, 59, 62, 61, 65, 64, 68, 70, 67, 66, 76, 71, 69, 77, 72, 75, 73, 74, 79, 78, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
79: [[24, 23, 1, 13, 2], [4, 12, 22, 6, 5], [7, 10, 39], [9, 3, 8, 14], [15, 26, 19, 50], [11, 20, 16, 17], [18, 27, 21, 63], [29, 25, 28, 62], [60, 48, 31], [55, 38, 30, 51], [46, 32, 33, 43, 34], [37, 36, 47], [35, 40, 45, 57, 42], [52, 44, 41, 53], [54, 56, 49, 58], [59, 61], [65, 64, 68, 70], [69, 66, 77, 67], [71, 74, 72], [73, 75, 76, 78, 79, 84], [81, 82, 80, 83, 87, 85, 86, 88]]
80: [[24, 23, 1], [13, 2, 4, 12], [22, 6, 5, 7], [10, 39, 9], [3, 8, 14], [15, 26, 19, 50], [11, 16, 17], [21, 18, 28, 29], [20, 25, 27, 30], [62, 34, 37, 63], [53, 31, 35], [42, 32, 60], [33, 38, 36, 41], [40, 45, 46], [43, 44, 47, 52], [54, 51, 56, 49], [55, 57, 48, 61], [58, 59, 65, 64], [68, 67, 69], [66, 71, 70, 76, 75], [72, 74, 73, 77], [78, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
81: [[24, 23, 1, 13], [2, 4, 12], [22, 6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11, 16], [20, 21, 18, 25, 17, 27, 59, 28, 31, 62, 54, 56, 29, 37, 42, 30, 32, 33, 44, 34, 35, 38, 43], [61, 40, 41, 45, 49, 58, 57, 51, 55, 36, 60, 46, 47, 48, 52], [53, 63, 65, 64, 68, 67, 69, 66, 77, 70, 78, 71, 74, 72, 73, 75, 76, 79, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
82: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 39, 9, 3, 8, 14, 15], [26, 19, 50, 11, 20, 16, 17], [18, 27, 21, 31, 28, 25, 30, 60, 63, 36, 41, 29, 37, 45, 32], [38, 40, 51, 42, 46, 34, 35, 44, 43, 33, 53, 47, 56, 55, 54, 52, 49, 48, 57, 59, 58, 61, 62, 65, 64, 68, 70, 73, 66, 75, 69, 71, 67, 74, 72, 77, 78, 76, 79, 84, 81, 82, 80, 83, 87], [85, 86, 88]]
83: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [37, 9, 35, 8], [14, 15], [26, 19, 50, 11, 16, 3, 21, 20, 28, 25, 27, 59, 17, 18, 31, 58, 29, 53, 52, 32, 30, 57, 42, 36, 46, 40, 33, 39, 34, 41, 43, 38, 44, 45, 56, 47, 49, 51, 48, 55, 60, 54, 62, 61, 63, 65, 64, 68, 70, 69, 66, 73, 71, 78, 67, 75, 72], [76, 77, 74, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
84: [[24, 1, 13, 23], [2, 4, 12, 22], [6, 5, 7], [9], [3, 8, 14, 15], [26, 19, 50, 11], [17, 16, 20], [18, 25, 27, 31], [28, 21, 29, 62], [59, 33, 38], [30, 43, 35], [40, 32, 45, 34, 39, 10], [36, 42, 44, 41], [37, 47, 48], [51, 60, 56, 46, 49, 55, 52, 54, 57, 53, 58, 63, 61, 65, 64, 68, 67, 69, 66, 77, 72], [70, 71, 75, 73, 74, 78, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
85: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9], [3, 8, 14], [15, 26, 19, 50], [11, 17, 16, 18], [30, 29, 20], [25, 57, 21, 27], [62, 56, 45, 31], [32, 33, 34, 35], [28, 37, 43, 36, 38], [44, 46, 40], [41, 60, 42, 59], [51, 49, 47, 48, 53], [55, 58, 52], [54, 61, 63, 65, 64, 68], [67, 69, 66, 77], [71, 74, 70, 78], [72, 73, 75, 76], [79, 84, 81, 80], [82, 83], [87, 85, 86, 88]]
86: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15, 26], [19, 50, 11, 16], [20, 21, 18], [25, 28, 17, 27], [29, 31, 30, 55], [40, 32, 36], [42, 46, 33, 35], [44, 34, 37, 38], [47, 45, 43, 41], [63, 51, 54, 60, 49], [53, 52, 57, 48, 56, 58, 59, 62, 61, 65, 64, 68, 67, 69, 66, 73, 79, 70, 75, 71, 72], [74, 78, 76, 77, 84], [81, 80, 82, 83, 87, 85, 86, 88]]
87: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3], [8, 14, 15, 26], [19, 50, 11, 16], [20, 21, 18], [25, 28, 17, 31, 27, 29, 30, 55, 44, 48, 32, 34, 36, 35, 33, 38, 40, 46, 41, 47, 45, 37, 42, 43, 53, 52, 57, 51, 54, 60, 49, 62, 58], [56, 59, 61, 63, 65, 64, 68, 67, 69, 66, 75, 70, 71, 73, 74, 72, 78, 79, 76], [77, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
88: [[24, 23, 1, 13], [2, 4, 12], [22, 6], [5, 7, 10, 39], [9, 3], [8, 14, 15], [26, 19, 50, 11], [16, 21, 17, 18, 29, 20, 52, 27, 25, 28], [31, 37, 30, 62, 35, 32, 46, 38, 34], [40, 33], [45, 36, 41, 42], [47, 43, 44], [48, 61, 49, 53], [51, 56, 57, 55], [59, 54, 60, 58], [63, 65, 64, 68], [67, 69, 66], [71, 70, 77, 75, 72], [73, 74, 76, 78], [79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
89: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9, 3, 8], [14, 15, 26], [51, 18, 11], [20, 17, 16], [19, 28, 25], [27, 60, 48, 56], [61, 53, 33, 29], [57, 37, 30], [42, 34, 21, 35, 38], [36, 47], [41, 31, 32, 40], [59, 43, 46, 44, 45, 49], [50, 58, 52], [55, 54, 63], [62, 65, 64, 68], [67, 66, 70], [74, 78, 77, 69], [76, 71, 73, 75], [72, 79, 84], [81], [82, 80, 83, 87, 85, 86, 88]]
90: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [11, 35, 10, 3, 8], [14, 15, 26, 19, 50], [9, 16, 20, 17, 18], [21, 31, 25, 29, 27], [30, 63, 59], [45, 49], [28, 36, 33, 34, 32], [37, 38, 42], [46, 44, 39, 40, 41, 43, 51, 62, 57, 52], [48, 56, 58, 47], [53, 55, 54, 61, 60, 65, 64, 68, 67, 66, 70], [73, 78, 69, 71, 74, 72], [79, 75, 77, 76, 84, 81, 82, 80, 83], [87, 85, 86, 88]]
91: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3, 8], [14, 15, 26], [19, 50, 11, 16], [20, 21, 18], [28, 29, 17, 57], [25, 31, 62], [54, 40, 30], [36, 33, 43, 27], [55, 42, 32], [45, 38, 34, 35], [37, 41, 60], [44, 49, 51, 53], [46, 47, 61, 52], [48, 56, 59], [58, 63], [65, 64, 68], [67, 69, 66, 73, 79], [70, 74, 78, 72, 75], [71, 76, 77, 84], [81, 80, 82, 83], [87, 85, 86, 88]]
92: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 3, 7], [10, 39, 9], [17, 8, 14, 15], [26, 19, 50, 11], [16, 5, 21], [18, 28, 20, 27], [29, 25, 30], [63, 36, 33, 31], [34, 38, 32, 37], [42, 35, 46, 41, 44], [40, 55, 47], [43, 48, 54, 51, 60, 49, 45, 56, 58], [52, 57, 53, 59, 62, 61, 65, 64, 68, 67, 69, 66, 75, 70, 77, 71, 73, 76, 72, 74, 78], [79, 84, 81, 80], [82, 83, 87, 85, 86, 88]]
93: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10], [39, 9, 3], [8, 14, 15, 26], [19, 50, 11, 17, 16], [20, 18, 21, 29, 25, 28, 27, 30, 63, 31, 36, 33, 35, 37], [40, 34, 32, 43, 42, 45, 44, 41, 38, 46, 47, 55, 51, 59, 58, 53, 49, 48, 62, 52, 54, 56, 57, 60, 61, 65, 64, 68], [67, 73, 66, 75, 77, 69, 70, 78, 76, 72, 71, 74], [79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
94: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [34, 38, 8, 3, 9], [14, 15], [26, 19, 50, 11, 17, 16, 20, 18, 21, 29, 27, 51, 10, 25, 62, 31, 36, 58, 37, 28, 30, 44, 32, 33, 35, 40, 39, 41, 45, 42, 43, 46, 53, 47, 54, 61, 49, 48, 56, 57, 60, 52, 59, 63, 55, 65, 64, 68, 70, 69, 66, 75, 71, 67, 76, 73, 72, 74, 77, 79, 78, 84, 81, 80, 82, 83, 87, 85, 86, 88]]
95: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11], [16, 17, 20], [21, 30, 25], [18, 27, 31, 28], [29, 51, 33], [46, 60, 55, 32], [38, 35, 36, 34], [37, 42, 41, 40], [43, 47, 44], [45, 59, 56], [48, 53, 52, 49], [54, 57, 58, 61], [62, 63, 65, 64, 68, 67, 69, 66, 75, 70, 77, 71, 72, 73], [78, 76, 74], [79], [84, 81, 80, 82, 83, 87, 85, 86, 88]]
96: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39, 9], [3, 8, 14, 15, 26, 19, 50, 11, 17, 20, 16, 18, 29, 21, 27, 61, 25, 30, 28, 63, 33, 40, 31], [38, 46, 56, 34, 32, 36, 44, 42, 35, 41, 37, 54, 52, 47, 43, 45, 48, 57, 49, 51, 55, 53, 58, 59, 60, 62, 65, 64, 68, 67, 70, 66, 75, 69, 77, 71, 73, 72, 78, 74, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
97: [[24, 23, 1, 13], [2, 4], [12, 22, 6, 5], [7, 10, 39, 9], [3, 8, 14], [15, 26, 19, 50], [11, 16, 17], [20, 18, 30], [21, 25, 58, 27], [31, 54, 52], [57, 28, 51, 40], [44, 34, 29, 32], [33, 42, 35], [37, 36, 38], [47, 45, 41], [43, 46, 53, 48], [49, 63, 55, 59], [56, 60, 61, 62, 65], [64, 68], [67, 69, 66, 75, 71], [70, 73, 77], [76, 72, 74, 78], [79, 84, 81, 82], [80, 83], [87, 85, 86, 88]]
98: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14], [15, 26, 19, 50], [11, 20, 17, 16], [18, 28, 21, 25], [57, 27, 30, 60], [58, 44, 29, 31, 35], [36, 38, 33, 37, 41], [42, 34, 45], [46, 43, 47], [32, 55, 48, 49], [53, 40, 52, 54], [56, 61, 51], [62, 59, 63], [65, 64, 68, 70, 67], [66], [75, 71, 69, 76, 73, 78, 72, 79, 74, 77, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
99: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7], [10, 39], [9, 3, 8], [14, 15, 26, 19, 50], [11, 17, 16, 21, 18], [28, 27], [25, 29, 20, 30], [54, 61, 33, 62, 57], [43, 42, 34, 31], [37, 32, 44, 35, 36], [40, 38, 41, 47, 45], [46, 49, 52], [48, 53, 59], [55, 56, 51, 58, 60], [63, 65, 64], [68, 67, 69], [66, 75, 71, 73], [76, 70, 72], [74, 77, 78, 79], [84, 81, 80, 82, 83], [87, 85, 86, 88]]
100: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5, 7, 10, 39, 9], [3, 8, 14, 15, 26], [19, 50, 11, 20, 16], [17, 18, 29, 28], [25, 56, 21], [27, 62, 44], [30, 31, 49, 34, 35], [33], [32, 45, 43, 37, 42, 41, 47, 40, 36, 48, 46, 63, 38], [51, 60, 52, 53, 54, 61, 58, 59, 57, 55, 65, 64, 68, 70, 67, 66, 77, 69, 72, 71, 73, 74, 75, 76, 78, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
101: [[24, 23, 1, 13], [2, 4, 12, 22], [6, 5], [7, 10, 39, 9], [3, 8, 14, 15], [26, 19, 50, 11], [21, 16, 17, 20], [18, 29, 27, 25], [28, 44, 59, 30], [60, 53, 58, 45], [35, 31, 34], [43, 38, 32, 33], [37, 40, 41], [42, 46, 47, 51], [48, 49, 36], [52, 56, 57], [62, 55, 54, 61], [63, 65, 64], [68, 67, 69, 66], [77, 70, 79], [71, 74], [72, 73, 76, 75, 78], [84, 81, 82, 80], [83, 87, 85, 86, 88]]
