0: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
74: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
75: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
76: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
77: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
78: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
79: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
80: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
81: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
82: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
83: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
84: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
85: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
86: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
87: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
88: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
89: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
90: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
91: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
92: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
93: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
94: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
95: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
96: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
97: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
98: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
99: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
100: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
101: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
102: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
103: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
104: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
105: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
106: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
107: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
108: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
109: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
110: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
111: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
112: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
113: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
114: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
115: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
116: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
117: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
118: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
119: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
120: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
121: [[4, 11, 38, 15, 6, 10], [1, 3, 42, 58, 27], [24, 16, 5, 44, 18], [53, 26, 41], [22, 28, 9, 23, 43], [59, 37, 36, 48, 39], [29, 12, 33, 51, 25], [14, 40, 13, 45, 46, 21], [52, 32, 56, 7, 8], [17, 35, 34, 2], [19, 47, 55, 20, 30, 31], [50, 60, 54, 49, 57]]
