0: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41, 51, 14], [74, 46, 16, 17, 11], [26, 53, 20, 34, 77], [49, 39, 8, 72, 31], [70, 42, 38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57, 35], [40, 59], [10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45, 65, 63], [52, 69, 80], [62, 66], [47, 67, 68], [76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
51: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11], [26, 53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25], [71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10], [55, 19, 29], [44, 36, 43], [60, 48], [61, 45], [65, 63, 52], [69, 80], [62, 66, 47, 67], [68, 76], [54, 88, 78], [82, 79, 86, 75], [87, 83]]
52: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26], [53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19], [29, 44, 36], [43], [60, 48, 61], [45, 65, 63], [52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
53: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26], [53, 20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30, 21], [73, 85], [57, 35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48], [61], [45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68], [76, 54, 88], [78, 82, 79], [86, 75, 87, 83]]
54: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11], [26, 53], [20, 34], [77, 49, 39], [8, 72], [31, 70, 42, 38], [81, 5, 1], [24, 64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57, 35], [40, 59, 10, 55], [19, 29, 44, 36], [43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
55: [[3, 22, 12], [56, 6], [9, 50], [58, 37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27, 32], [84], [25, 71], [33, 30, 21], [73, 85, 57], [35, 40, 59], [10, 55], [19, 29, 44], [36, 43], [60, 48, 61], [45, 65, 63], [52, 69, 80], [62, 66], [47, 67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
56: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33, 30], [21, 73], [85, 57], [35, 40], [59, 10, 55, 19], [29, 44], [36, 43, 60], [48, 61], [45, 65], [63, 52, 69], [80, 62], [66, 47, 67], [68, 76, 54], [88, 78, 82], [79, 86], [75, 87, 83]]
57: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23, 18, 2, 15], [4, 41, 51, 14, 74], [46, 16, 17], [11, 26, 53, 20], [34, 77, 49], [39, 8], [72, 31, 70, 42, 38], [81, 5, 1, 24, 64], [27], [32, 84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40, 59], [10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45, 65], [63, 52, 69], [80, 62], [66, 47, 67], [68, 76, 54], [88, 78], [82, 79], [86, 75, 87, 83]]
58: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46], [16, 17, 11, 26], [53, 20, 34], [77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35, 40], [59, 10, 55], [19, 29], [44, 36, 43], [60, 48, 61], [45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
59: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57], [35, 40], [59, 10, 55], [19, 29, 44], [36, 43], [60, 48, 61], [45, 65, 63], [52, 69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
60: [[3, 22], [12, 56, 6], [9, 50], [58, 37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59], [10, 55], [19, 29, 44], [36, 43, 60], [48, 61], [45, 65, 63], [52, 69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
61: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20], [34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36, 43], [60, 48, 61], [45, 65], [63, 52], [69, 80, 62], [66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
62: [[3, 22], [12, 56], [6, 9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72, 31], [70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36, 43], [60, 48, 61, 45, 65, 63], [52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78], [82, 79, 86, 75, 87, 83]]
63: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41], [51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27], [32, 84, 25], [71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36, 43], [60, 48, 61], [45, 65], [63, 52, 69], [80, 62, 66], [47, 67], [68, 76, 54], [88, 78, 82], [79, 86], [75, 87, 83]]
64: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57, 35], [40, 59, 10, 55], [19, 29, 44, 36], [43, 60, 48, 61], [45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
65: [[3, 22], [12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71], [33, 30], [21, 73, 85], [57, 35, 40], [59, 10], [55, 19], [29, 44, 36], [43, 60, 48], [61, 45, 65], [63, 52, 69], [80, 62], [66, 47, 67], [68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
66: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41, 51, 14], [74, 46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72, 31, 70, 42, 38, 81, 5], [1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10], [55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
67: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74], [46, 16, 17], [11, 26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38], [81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35, 40, 59], [10, 55, 19], [29, 44], [36, 43], [60, 48, 61, 45], [65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
68: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18], [2, 15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34, 77], [49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59], [10, 55, 19], [29, 44], [36, 43, 60], [48, 61, 45], [65], [63, 52, 69], [80, 62, 66], [47, 67], [68, 76, 54], [88, 78, 82], [79, 86], [75, 87, 83]]
69: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71], [33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44], [36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
70: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77], [49, 39, 8], [72, 31], [70, 42, 38], [81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63], [52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78], [82, 79, 86, 75, 87, 83]]
71: [[3, 22], [12, 56], [6, 9], [50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77], [49, 39, 8], [72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84], [25, 71, 33], [30, 21, 73], [85, 57, 35], [40, 59, 10, 55], [19, 29, 44], [36, 43, 60], [48, 61, 45], [65, 63, 52], [69, 80, 62], [66, 47], [67, 68], [76, 54, 88], [78], [82, 79, 86], [75, 87, 83]]
72: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71, 33, 30, 21], [73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
73: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59], [10, 55, 19], [29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80], [62, 66], [47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
74: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11], [26, 53], [20, 34], [77, 49, 39], [8, 72, 31, 70], [42, 38], [81, 5, 1], [24, 64], [27, 32], [84, 25], [71, 33, 30, 21, 73], [85], [57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
75: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26], [53, 20, 34], [77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1, 24], [64, 27], [32, 84, 25], [71, 33], [30, 21, 73], [85, 57], [35, 40], [59, 10, 55], [19, 29], [44, 36, 43], [60, 48], [61, 45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
76: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13], [28, 23, 18], [2, 15, 4], [41, 51, 14], [74, 46, 16], [17, 11, 26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30, 21, 73], [85, 57, 35], [40, 59, 10], [55, 19], [29, 44, 36], [43, 60], [48, 61, 45], [65, 63], [52, 69, 80], [62, 66, 47, 67], [68, 76, 54], [88, 78, 82, 79], [86, 75, 87, 83]]
77: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84], [25, 71], [33, 30], [21, 73, 85, 57], [35, 40, 59, 10, 55, 19, 29], [44, 36, 43, 60, 48], [61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
78: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7, 13], [28, 23, 18], [2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85], [57, 35, 40], [59, 10, 55], [19, 29, 44], [36, 43], [60, 48, 61], [45, 65, 63, 52], [69, 80, 62], [66, 47], [67, 68], [76, 54, 88], [78], [82, 79, 86], [75, 87, 83]]
79: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7, 13], [28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35, 40], [59, 10], [55, 19, 29], [44, 36, 43], [60, 48, 61], [45, 65], [63, 52, 69], [80, 62, 66], [47, 67], [68, 76, 54], [88], [78, 82, 79], [86, 75, 87, 83]]
80: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84], [25, 71, 33, 30, 21], [73, 85, 57], [35, 40, 59, 10], [55, 19, 29], [44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82], [79, 86, 75, 87, 83]]
81: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14], [74, 46], [16, 17], [11, 26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84], [25, 71, 33, 30, 21], [73, 85, 57], [35, 40, 59, 10], [55, 19, 29], [44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82], [79, 86, 75, 87, 83]]
82: [[3, 22], [12, 56], [6, 9, 50], [58, 37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57], [35, 40, 59], [10, 55], [19, 29], [44, 36, 43], [60, 48, 61], [45, 65, 63], [52], [69, 80], [62, 66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
83: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20, 34], [77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1], [24, 64, 27], [32, 84, 25], [71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63], [52, 69], [80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86], [75, 87, 83]]
84: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4, 41, 51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34], [77, 49], [39, 8, 72, 31], [70, 42, 38, 81, 5, 1, 24, 64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
85: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30], [21, 73], [85, 57, 35], [40, 59, 10], [55], [19, 29, 44, 36], [43, 60, 48], [61, 45], [65, 63, 52, 69], [80, 62, 66, 47, 67], [68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
86: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23, 18, 2, 15], [4, 41, 51, 14, 74], [46, 16, 17], [11, 26, 53], [20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32, 84], [25, 71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55], [19, 29], [44, 36], [43, 60, 48], [61, 45, 65], [63, 52, 69], [80, 62, 66], [47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
87: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23, 18], [2, 15, 4, 41, 51], [14, 74, 46], [16, 17, 11], [26], [53, 20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84, 25], [71, 33, 30], [21, 73], [85, 57, 35], [40, 59], [10, 55, 19, 29], [44, 36], [43, 60, 48], [61, 45], [65, 63, 52, 69, 80], [62, 66, 47], [67, 68, 76, 54], [88, 78, 82], [79, 86, 75, 87, 83]]
88: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18], [2, 15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53, 20], [34, 77, 49], [39, 8, 72], [31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25], [71, 33, 30, 21], [73, 85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
89: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74], [46, 16, 17], [11, 26], [53, 20], [34, 77], [49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24, 64], [27, 32], [84, 25, 71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60], [48, 61], [45, 65, 63], [52, 69, 80, 62], [66, 47, 67], [68, 76, 54, 88, 78], [82], [79, 86, 75, 87, 83]]
90: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51, 14, 74, 46], [16, 17, 11], [26, 53], [20, 34, 77, 49], [39, 8, 72], [31, 70, 42, 38], [81, 5, 1], [24, 64], [27, 32, 84], [25, 71, 33], [30, 21], [73, 85, 57], [35, 40, 59], [10, 55], [19, 29, 44], [36, 43], [60, 48], [61, 45], [65, 63, 52], [69, 80], [62, 66, 47], [67, 68], [76, 54], [88, 78, 82], [79, 86, 75, 87, 83]]
91: [[3, 22, 12], [56, 6], [9, 50], [58, 37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11, 26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32, 84, 25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
92: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28], [23, 18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11, 26, 53], [20, 34, 77], [49, 39, 8, 72], [31, 70, 42], [38, 81, 5, 1], [24, 64, 27, 32], [84, 25, 71, 33, 30, 21], [73, 85, 57, 35, 40, 59], [10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
93: [[3], [22, 12, 56], [6, 9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14, 74], [46, 16], [17, 11, 26], [53, 20], [34, 77, 49], [39, 8, 72], [31, 70, 42], [38, 81], [5, 1, 24], [64, 27], [32, 84], [25, 71, 33, 30], [21, 73, 85], [57, 35, 40], [59, 10, 55], [19, 29, 44, 36], [43, 60, 48], [61, 45, 65, 63], [52, 69], [80, 62, 66, 47, 67, 68, 76, 54], [88, 78, 82, 79, 86, 75, 87, 83]]
94: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51, 14], [74, 46, 16], [17, 11, 26, 53], [20, 34, 77], [49, 39, 8, 72], [31, 70, 42, 38, 81], [5, 1, 24, 64, 27, 32, 84], [25, 71, 33, 30, 21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
95: [[3, 22], [12, 56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17, 11], [26, 53, 20], [34, 77], [49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40, 59], [10, 55, 19], [29, 44], [36, 43], [60, 48, 61], [45, 65, 63], [52, 69], [80, 62, 66], [47, 67], [68, 76, 54], [88, 78, 82], [79, 86], [75, 87], [83]]
96: [[3, 22, 12], [56, 6, 9], [50, 58], [37, 7], [13, 28], [23, 18], [2, 15, 4], [41, 51], [14, 74, 46, 16], [17, 11, 26], [53, 20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81, 5], [1, 24, 64, 27], [32, 84, 25, 71, 33, 30, 21], [73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80], [62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
97: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2, 15], [4, 41, 51], [14, 74, 46], [16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72], [31, 70, 42], [38, 81, 5], [1, 24], [64, 27, 32], [84, 25], [71, 33, 30], [21, 73, 85, 57, 35, 40, 59, 10, 55, 19, 29, 44, 36], [43, 60], [48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68], [76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
98: [[3, 22, 12], [56, 6, 9], [50, 58, 37], [7, 13, 28], [23, 18], [2, 15], [4, 41], [51, 14, 74], [46, 16, 17], [11, 26], [53, 20, 34], [77, 49], [39, 8], [72, 31], [70, 42, 38], [81, 5, 1], [24, 64], [27, 32, 84], [25, 71], [33, 30], [21, 73, 85], [57, 35], [40, 59, 10], [55, 19], [29, 44], [36, 43, 60], [48, 61], [45, 65, 63], [52, 69, 80], [62, 66, 47], [67, 68], [76, 54, 88, 78], [82, 79, 86, 75, 87, 83]]
99: [[3, 22, 12], [56, 6], [9, 50, 58], [37, 7], [13, 28, 23], [18, 2], [15, 4], [41, 51, 14], [74, 46], [16, 17, 11], [26, 53], [20, 34, 77], [49, 39, 8], [72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84, 25], [71, 33], [30, 21, 73], [85, 57], [35, 40, 59], [10, 55, 19], [29, 44, 36], [43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
100: [[3, 22], [12, 56, 6], [9, 50], [58, 37, 7], [13, 28], [23, 18, 2], [15, 4, 41], [51, 14], [74], [46, 16, 17], [11, 26, 53], [20, 34], [77, 49, 39], [8, 72, 31], [70, 42, 38], [81, 5, 1], [24, 64, 27], [32, 84], [25, 71], [33, 30, 21], [73, 85], [57, 35], [40, 59, 10], [55, 19, 29], [44, 36, 43], [60, 48], [61, 45, 65], [63, 52, 69], [80, 62], [66, 47], [67, 68, 76], [54, 88, 78], [82, 79, 86], [75, 87, 83]]
101: [[3, 22], [12, 56, 6], [9, 50], [58, 37, 7], [13, 28, 23], [18, 2], [15, 4, 41], [51, 14, 74], [46, 16, 17], [11], [26, 53], [20, 34, 77], [49, 39, 8], [72, 31, 70], [42, 38, 81], [5, 1, 24], [64, 27, 32], [84, 25, 71], [33, 30, 21], [73, 85, 57], [35, 40, 59, 10, 55, 19, 29, 44, 36, 43, 60, 48, 61, 45, 65, 63, 52, 69, 80, 62, 66, 47, 67, 68, 76, 54, 88, 78, 82, 79, 86, 75, 87, 83]]
