0: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27, 26], [45, 28, 23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17], [7, 35, 1, 2], [14, 41, 4, 33], [8, 29, 16, 5, 15, 43, 10, 18], [34, 38, 44, 30], [46, 52, 47, 53], [25, 31, 32, 37, 48], [36, 39, 50], [54], [60, 58]]
74: [[57, 11, 49], [3, 13, 6, 21, 56], [9, 59, 27, 26], [45, 28, 23, 22, 40], [55, 42, 20, 19, 51, 24], [12, 17, 7, 35], [1, 2, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18], [34, 38, 44, 30], [46, 52, 47, 53, 25], [31, 32, 37, 48, 36, 39, 50], [58, 60, 54]]
75: [[57, 11, 49], [3, 13, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [35, 1, 2, 14], [41, 4, 33], [8, 29, 16, 5], [43, 15], [6, 10, 18, 34], [38, 44, 30], [46, 52, 47, 53], [58, 31, 32, 37], [48, 25, 39, 36], [54, 60, 50]]
76: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [34, 35, 1], [14, 41, 4, 33], [8, 29, 16, 5], [15, 43, 10, 18, 44], [30, 46, 52, 47], [53, 2, 38, 25, 31, 32], [37, 48, 36, 39, 50, 54, 60, 58]]
77: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 34, 38, 44, 30, 46], [52, 47, 53, 58, 31, 32, 37, 48, 36, 39, 50, 54, 60, 25]]
78: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23, 22], [40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 35, 1, 2, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 34, 38, 44, 30, 46, 52, 47, 53, 25], [31, 32, 37, 48, 36, 39, 50, 54, 60, 58, 18, 10]]
79: [[57, 11, 49], [3, 13, 6, 21, 56], [9, 59, 27, 26], [45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 2], [35, 1, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43], [10, 18, 34], [38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 58, 39, 50], [54, 60, 36]]
80: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20], [19, 51, 24], [12, 17, 7, 2, 35], [1, 14, 41, 4, 33, 8, 29, 16, 15], [5, 43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
81: [[57, 11, 49, 3], [13, 6, 21, 56], [9, 59, 27, 26], [45, 28, 23, 22], [40, 55, 42], [20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4], [33, 8, 29, 16, 5, 15, 43, 10, 18, 32, 34, 46, 30, 44, 53, 47, 38, 25, 31, 52, 37, 39, 50, 36, 60, 54, 48, 58]]
82: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7, 35], [2, 1, 14], [41, 4, 33, 8], [29, 16, 5, 15, 43], [10, 18, 34, 38], [44, 30, 46], [52, 47, 53, 58, 31], [32, 37, 48, 25, 39], [50, 54, 60, 36]]
83: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40, 55], [42, 20, 19], [51, 24, 12, 17, 7], [35, 1, 14], [41, 4, 33, 8], [29, 16, 5], [15, 43, 34, 2], [10, 18, 38], [44, 30, 46], [52, 47], [53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
84: [[57, 11, 49], [3, 13, 21], [6, 56, 9, 59], [27, 26, 45], [28, 23, 22], [40, 55, 42, 20], [19, 51, 24, 12], [17, 7, 2, 35], [1, 14, 41, 4], [33, 8, 29, 16, 5], [15, 43, 10, 18], [34, 38], [44, 30, 46, 52], [47, 53, 58, 31], [32, 37, 48, 36], [39, 50, 54, 60, 25]]
85: [[57, 11, 49, 3], [13, 6, 21, 56], [9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 20, 19, 51, 24], [12, 17, 7], [35, 2, 1, 14], [41, 4, 33, 8, 29], [16, 15, 34], [5, 10, 18, 43, 38, 44, 30, 46], [52, 47, 53, 25, 31, 32, 37, 48, 36, 39, 50], [54, 60, 58]]
86: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26], [45, 28, 23, 22], [40, 55, 42], [20], [19, 51, 24, 12, 17], [7, 35, 1], [2, 14, 41, 4, 33], [8, 29, 16, 5], [15, 43, 10, 18], [34, 38, 44, 30], [46, 52, 47, 53], [58, 31, 32, 37, 48, 36, 39, 50, 54, 60, 25]]
87: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23, 22], [40, 55, 42, 20, 19], [51, 24, 12, 17], [7, 35], [1, 2, 14, 41, 4, 33, 8, 29, 16, 5], [15, 43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 25, 39, 50, 36, 60, 54]]
88: [[57, 11, 49], [3, 13, 6], [21, 56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17], [7, 35, 1, 2], [14, 41], [4, 33, 8], [29, 16, 5, 15], [43, 10, 18, 34, 38], [44, 30, 46, 52], [47, 53, 58], [31, 32, 37, 48, 25], [39, 50, 54, 60, 36]]
89: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22], [40, 55, 42], [20, 19, 51, 24, 12], [17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 15, 34, 10, 5, 43, 18, 38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
90: [[57, 11, 49, 3], [13, 6, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10, 18, 34], [38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37], [48, 36, 39, 50, 54, 60, 25]]
91: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28, 23, 22, 41, 42, 20, 19, 51, 24, 17, 12, 7, 35, 1, 2, 14, 40, 4, 33, 8, 29], [16, 5, 15, 43, 55, 10, 18, 44, 30, 46, 52, 47, 53, 34, 38, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
92: [[57, 11, 49], [3, 13], [6, 21, 56], [9, 59, 27, 26], [45, 28, 23, 22], [40, 55, 42], [20, 19, 51], [24, 12, 17, 7], [2, 35], [1, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43], [10, 18, 44], [30, 46, 52], [47, 53, 34], [38, 25, 31, 32], [48, 37, 39, 50], [36, 60, 54, 58]]
93: [[57, 11, 49], [3, 13, 21, 6, 56, 9], [59, 27, 26, 45, 28, 23, 22, 40, 55, 42], [20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 25, 39, 36, 54, 60, 50]]
94: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55], [42, 19, 51], [24, 12, 17, 7], [39, 2, 35, 1], [14, 41], [4, 33, 8], [29, 16, 5], [15, 43, 10, 18], [38, 44, 30, 46], [52, 47, 53], [58, 31, 32, 37], [48, 25, 20, 50], [36, 60, 54, 34]]
95: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12], [17, 7, 35, 1], [2, 14, 41, 4], [33, 8, 29], [16, 15, 34, 5], [10, 18, 43, 38], [44, 30], [46, 52, 47, 53], [25, 31, 32, 37], [48, 36], [39, 50, 54, 60, 58]]
96: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40], [55], [42, 20], [19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16], [5, 15, 34, 43, 10, 18, 38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
97: [[57, 11, 49], [3, 13, 6], [21, 56, 9], [59, 27, 26], [45, 28, 23, 22], [40, 55, 42], [20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14], [41, 4, 33, 8], [29, 16, 5], [15, 43, 10, 18], [34, 38, 44, 30], [46, 52, 47], [53, 58, 31, 32], [37, 48, 25, 39], [50, 54, 60, 36]]
98: [[57, 11, 49], [3, 13, 6], [21, 56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55], [42, 20, 19, 51], [24, 12, 17, 7], [2, 35, 1, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43, 10, 18], [38, 44, 34, 30, 47, 53, 31, 46, 25], [52, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
99: [[57, 11, 49, 3, 13, 21], [56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20, 19], [51, 24, 12, 17, 7, 35, 1, 2], [6, 14, 41, 4], [33, 8, 29, 16], [15, 34, 5, 10, 18, 43], [38, 44, 30], [46], [52, 47], [53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
100: [[57, 11, 49, 3], [13, 21, 6, 56], [9, 59, 27, 26], [28, 23, 22, 40], [55, 42, 20], [19, 51, 24, 12], [17, 7], [35, 2, 1, 14], [41, 4, 33, 8], [29, 16, 5], [15, 43, 45, 10], [18, 44, 30, 46], [52, 47, 53, 34, 38], [25, 31, 32, 37, 48], [36, 39, 50], [54, 60, 58]]
101: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28], [23, 22, 40], [55, 42, 19, 51], [24, 12, 17, 7], [39, 2, 35, 1], [14, 41, 4, 33], [8, 29, 16], [5], [15, 43], [10, 18, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 25], [20, 34, 50, 54, 60, 36]]
102: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 35], [1, 2, 14, 41], [4, 33, 8, 29], [16, 5, 15, 43], [10, 18, 34, 38], [44, 30, 46], [52, 47, 53, 25], [31, 32, 37, 48], [36, 39, 50], [54], [60, 58]]
103: [[57, 11, 49], [3, 13, 21], [56, 9, 59, 27, 26, 45, 28, 23, 22, 40, 55, 42, 20, 19, 51, 24, 12, 17, 7, 35, 1, 2, 14, 41, 4, 33], [8, 29, 16, 5, 15, 34, 43, 6, 38, 44, 30, 46, 32, 47, 53, 25, 31, 52, 37, 48, 36, 39, 50, 54, 60, 58, 18, 10]]
104: [[57, 11, 49], [3, 13, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40], [54, 55, 42, 20], [19, 51, 24, 12], [17, 7, 2, 35], [1, 14, 41, 4], [33, 8, 29], [16, 5, 15, 43], [10, 18, 44], [30, 46, 52], [47, 53, 34, 38, 25, 31, 32, 37, 48, 36], [39, 50, 6, 60, 58]]
105: [[57, 11, 49], [3, 13, 6, 21], [56, 9, 59, 27], [26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51], [24, 12, 17], [7, 35, 1], [2, 14, 41, 4], [33, 8, 29], [16], [5, 15], [34, 43, 10, 18, 38, 44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48], [36, 39, 50, 54, 60, 58]]
106: [[57, 11, 49], [3, 13, 21, 6], [56, 9, 59], [27, 26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 35], [1, 2, 14, 41], [4, 33, 8], [29, 16, 5], [15, 43, 10, 18, 44, 30, 46, 52, 47, 53, 34, 38, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
107: [[57, 11, 49], [3, 13, 6, 21], [56, 9], [59, 27, 26, 45], [28, 23, 22], [40, 55, 20, 19], [51, 24, 17, 12], [1, 7, 35, 42], [2, 14, 41, 4], [33, 8, 29, 16, 5], [15, 34, 43], [10], [18, 38], [44, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60], [58]]
108: [[57, 11, 49], [3, 13, 6], [21, 56, 9, 59], [27, 26, 45, 28, 23], [22, 40, 55, 42, 20, 19], [51, 24, 12, 17], [7, 2, 35], [1, 14, 41, 4, 33, 8], [29, 16, 5, 15, 43, 10, 38, 44, 34, 18, 30, 46, 52, 47, 53, 25, 31, 32, 37, 48, 58, 39, 50, 54, 60, 36]]
109: [[57, 11, 49, 3], [13, 6, 21, 56, 9], [59, 27, 26, 45, 28, 23], [22, 40, 55, 42], [20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 36, 39, 50], [54, 60, 25]]
110: [[57, 11, 49], [3, 13, 21], [6, 56, 9], [59, 27, 26, 45, 28, 23, 22, 40, 55, 42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 44, 30, 46, 52, 47, 53, 34, 38, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
111: [[57, 11, 49], [3, 13, 21, 6, 56, 9, 59, 27, 26, 45, 28, 23, 22, 40, 55, 42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8], [29, 16, 5], [15, 43, 10, 18, 34, 38, 44, 30, 47, 53, 58, 31, 32, 37, 48, 25, 39, 50, 36, 60, 54, 46, 52]]
112: [[57, 11, 49, 3, 13, 21, 6], [56, 9], [59, 27, 26, 45, 28], [23, 22, 40], [55, 42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 18, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 25, 50, 36, 60, 54, 39, 48, 10]]
113: [[57, 11, 49], [3, 13, 21], [6, 56, 9, 59], [27, 26, 45], [28, 23, 22], [40, 55, 42, 20], [19, 51, 24], [12], [17, 7], [35, 1, 2, 14], [41, 4, 33, 8], [29, 16, 5, 15], [43, 10], [18, 34, 38], [44, 30, 46, 52], [47, 53, 25, 31, 32], [37, 48, 36], [39, 50, 54, 60, 58]]
114: [[57, 11, 49], [3, 13, 6], [21, 56, 9], [59, 27, 26], [45, 28, 23, 22], [40, 55, 42, 20], [19, 51, 24, 12], [17, 7, 2, 35], [1, 14, 41], [4, 33, 8, 29, 16], [5, 15, 43], [10, 18, 34, 38], [44, 30, 46, 52], [47, 53, 25, 31, 32], [37, 48, 36], [39, 50], [54, 60, 58]]
115: [[57, 11, 49], [3, 13, 21], [6, 56, 9, 59], [27, 26, 45], [28, 23, 22, 40], [55, 42, 20], [19, 51, 24, 12], [17, 7, 2], [35, 1, 14, 41, 4], [33, 8, 29, 16], [15, 5, 34], [43, 38, 44, 30, 46], [52, 47, 53, 10], [18, 25, 31], [32, 37, 48], [58, 39, 50], [54, 60, 36]]
116: [[57, 11, 49, 3, 13, 21], [56, 9, 59], [27, 26, 45, 28], [23, 22, 40, 55, 42], [20, 19, 51, 24], [12, 17, 7, 35, 1], [2, 6, 14, 41], [4, 33, 8, 29, 16, 5], [15, 43, 10, 18, 44, 30], [46, 52, 47, 53], [34, 38, 25, 31], [32, 37, 48, 36, 39, 50, 54], [60, 58]]
117: [[57, 11, 49], [3, 13, 6, 21, 56, 9, 59, 27, 26, 45, 28, 23, 22, 40, 55, 42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 34, 38, 44, 30, 46, 52, 47, 53, 58, 31, 32, 37, 48, 10, 18, 36, 39, 50, 54], [60, 25]]
118: [[57, 11, 49, 3, 13, 6, 21], [56, 9, 59, 27, 26, 45, 28, 23, 22, 40, 55, 42, 20, 19, 51], [24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 44, 30, 46, 52, 47, 53, 34, 38, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
119: [[57, 11, 49, 3, 13, 6, 21, 56, 9, 59, 27, 26], [45, 28, 23, 22, 40, 55, 42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 44, 30, 46, 52, 47, 53, 34], [38, 25, 31, 32, 37, 48, 36, 39, 50, 54, 60, 58]]
120: [[57, 11], [49, 3, 13], [21, 6, 56, 9, 59, 27], [26, 45, 28, 23, 22], [40, 55, 42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 15, 5, 34, 43, 38, 44, 30, 46, 10, 18, 52, 47, 53, 58, 31, 32, 37, 48, 25, 39, 36, 54, 60, 50]]
121: [[57, 11, 49, 3], [13, 6, 21, 56, 9, 59, 27, 26, 45, 28, 23, 22, 40, 55, 42, 20, 19, 51, 24, 12, 17, 7, 2, 35, 1, 14, 41, 4, 33, 8, 29, 16, 5, 15, 43, 10, 18, 44, 30, 46, 52, 47, 53, 34, 38, 25, 31, 32, 37, 48, 36, 39], [50, 54, 60, 58]]
