0: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
74: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
75: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
76: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
77: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
78: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
79: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
80: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
81: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
82: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
83: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
84: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
85: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
86: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
87: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
88: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
89: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
90: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
91: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
92: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
93: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
94: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
95: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
96: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
97: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
98: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
99: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
100: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
101: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
102: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
103: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
104: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
105: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
106: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
107: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
108: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
109: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
110: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
111: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
112: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
113: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
114: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
115: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
116: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
117: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
118: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
119: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
120: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
121: [[40, 22, 43, 28], [17, 52, 24, 12], [60, 13, 5, 21], [1, 23, 7, 2], [4, 36], [11, 3, 51], [25, 15, 29, 6, 10], [45, 20, 19, 26], [14, 27, 30, 35, 33], [16, 37], [38, 41, 31], [32, 8, 9, 44, 18], [53, 34], [42, 46, 55, 39], [56, 47], [54, 50, 48, 58], [49, 59, 57]]
