0: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
74: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
75: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
76: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
77: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
78: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
79: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
80: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
81: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
82: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
83: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
84: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
85: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
86: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
87: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
88: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
89: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
90: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
91: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
92: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
93: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
94: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
95: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
96: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
97: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
98: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
99: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
100: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
101: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
102: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
103: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
104: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
105: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
106: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
107: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
108: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
109: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
110: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
111: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
112: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
113: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
114: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
115: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
116: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
117: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
118: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
119: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
120: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
121: [[45, 35, 2, 30, 20, 46, 19], [51, 26, 31, 37, 12, 9, 17], [32, 5, 7, 48, 4, 3], [54, 23, 28, 52, 44, 1, 22], [14, 15, 40, 24, 16, 11, 18, 10], [36, 59, 25, 33], [8, 27, 29, 43, 42, 47], [56, 13, 38, 34, 39, 58, 50, 21, 6], [53, 49, 55, 60, 57, 41]]
