0: [[51, 19, 29, 47, 4], [37, 20, 32], [22, 23, 8, 16, 5, 18], [41, 11], [43, 13, 21], [28, 17, 14], [1], [24, 25, 9, 30, 12], [35, 27, 31, 26, 2], [34], [38], [48, 45, 7], [36, 39, 40], [42, 56, 3, 44, 46, 52], [53, 55, 50, 49, 57], [60, 15, 54, 6, 10], [33, 59, 58]]
74: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 6, 25, 10, 19, 13, 22, 21, 17, 24, 26], [29, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
75: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 15, 19, 25, 21, 22, 17, 24, 26], [27, 20, 31, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
76: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 13, 17, 25, 19, 6, 26, 22, 10, 21, 24], [27, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
77: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 19, 13, 15, 10, 22, 24, 25, 17, 26, 21, 6], [31, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
78: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 15, 25, 17, 19, 21, 22, 26, 24], [27, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
79: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 10, 15, 19, 17, 21, 22, 26, 24, 25], [27, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
80: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 6, 10, 15, 17, 25, 22, 19, 26, 21, 24], [27, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
81: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 13, 25, 15, 17, 22, 6, 21, 24, 26, 19], [29, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
82: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 15, 6, 17, 13, 25, 19, 24, 26, 21, 22], [27, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
83: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 25, 17, 31, 21, 24, 19, 26], [22, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
84: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 24, 29, 13, 17, 31, 15, 21, 19, 27], [26, 20, 22, 25, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
85: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 29, 21, 27, 15, 13, 22, 17, 19, 24], [25, 20, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
86: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 15, 19, 17, 21, 22, 27, 29, 24], [25, 20, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
87: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 15, 13, 17, 21, 10, 29, 22, 19, 24, 27], [25, 20, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
88: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 25, 29, 13, 17, 15, 21, 24, 19, 27], [22, 20, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
89: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 27, 19, 13, 17, 21, 15, 24, 22, 26], [25, 20, 31, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
90: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 6, 27, 10, 19, 13, 17, 21, 26, 24, 22], [25, 20, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
91: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 19, 17, 25, 22, 29, 13, 21, 24], [27, 20, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
92: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 10, 21, 29, 6, 24, 13, 17, 22, 19, 25], [27, 20, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
93: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 25, 19, 13, 21, 29, 17, 22, 24], [26, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
94: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 24, 29, 13, 17, 21, 15, 19, 22, 25], [26, 20, 31, 27, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
95: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 15, 10, 29, 17, 21, 19, 24, 22, 26], [27, 20, 25, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
96: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 13, 17, 24, 22, 19, 21, 29, 26], [25, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
97: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 15, 10, 25, 17, 21, 31, 26, 19, 22], [24, 20, 27, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
98: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 29, 13, 31, 17, 25, 21, 15, 10, 19, 27], [22, 20, 24, 26, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
99: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 29, 10, 15, 13, 25, 17, 26, 19, 21, 24], [27, 20, 22, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
100: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 21, 15, 24, 29, 17, 25, 19, 26], [22, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
101: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 6, 25, 10, 13, 29, 19, 17, 21, 26, 22], [24, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
102: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 21, 15, 17, 13, 29, 19, 22, 26, 25], [24, 20, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
103: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 29, 21, 17, 27, 26, 19, 25], [22, 20, 24, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
104: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 13, 19, 29, 21, 22, 26, 27, 25], [17, 20, 24, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
105: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 13, 10, 15, 21, 20, 24, 27, 26, 17, 31], [19, 25, 22, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
106: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 17, 22, 19, 20, 27, 21, 24], [25, 26, 31, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
107: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 13, 27, 17, 21, 24, 15, 19, 29, 20], [22, 25, 31, 26, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
108: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 26, 15, 25, 21, 27, 17, 20, 19], [22, 24, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
109: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 22, 25, 27, 15, 20, 17, 24, 31, 10, 21, 6], [19, 29, 26, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
110: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 13, 15, 25, 17, 19, 20, 21, 24, 22], [27, 26, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
111: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 13, 21, 31, 15, 24, 20, 22, 17, 25], [19, 27, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
112: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 10, 6, 15, 25, 13, 17, 21, 20, 22, 24, 31], [19, 27, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
113: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 10, 15, 21, 6, 25, 20, 17, 22, 31, 24], [19, 27, 26, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
114: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 13, 26, 19, 20, 17, 22, 25, 10, 21, 6], [24, 27, 31, 29, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
115: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 26, 15, 13, 19, 21, 25, 17, 22, 20], [27, 24, 29, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
116: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 15, 13, 27, 21, 20, 17, 24, 22, 29], [19, 25, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
117: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 6, 10, 26, 15, 13, 20, 21, 27, 25, 17, 29], [19, 24, 22, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
118: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 10, 15, 17, 20, 21, 22, 29, 6, 24, 26], [19, 27, 25, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
119: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 15, 13, 25, 29, 20, 17, 27, 22, 10, 21, 6], [19, 24, 26, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
120: [[35, 33, 7, 3, 1, 2, 4, 14], [12, 28, 5, 9, 16, 18, 8, 11, 30, 23, 13, 24, 17, 15, 29, 22, 20, 25, 10, 21, 6], [19, 26, 27, 31, 38, 32, 36, 41, 34, 42, 39, 44, 37, 40, 45, 43], [47, 46, 54, 48, 50, 49, 51, 55, 52, 53, 58, 56, 60, 59, 57]]
121: [[35, 49, 13, 7, 5, 2, 4, 38], [20, 22, 3, 9, 8, 18, 40, 11, 14, 12, 6, 15, 29, 16, 17, 25, 31, 1, 24, 21, 27], [19, 23, 26, 28, 30, 36, 32, 45, 39, 33, 34, 37, 41, 56, 42, 43], [46, 44, 52, 53, 50, 47, 51, 54, 48, 55, 58, 10, 60, 59, 57]]
