0: [[42, 39, 3, 2, 19, 36, 29, 21], [14, 5, 9, 12, 7, 4, 8, 31], [11, 15, 13, 16, 28, 18, 25, 54], [17, 20, 1, 24, 23, 22, 50, 26], [32, 62, 30, 10, 33, 58, 35, 34], [37, 45, 38, 59, 49, 46, 40, 43], [44, 47, 41, 61, 53, 48, 60, 51], [52, 6, 56, 55, 57, 63, 68, 64], [66, 69, 70, 77, 73, 67, 65, 74], [71, 75, 72, 76, 27, 84, 78, 80], [83, 81, 79, 82, 87, 85, 86, 88]]
51: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
52: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
53: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
54: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
55: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
56: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
57: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
58: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
59: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
60: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
61: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
62: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
63: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
64: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
65: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
66: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
67: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
68: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
69: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
70: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
71: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
72: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
73: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
74: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
75: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
76: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
77: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
78: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
79: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
80: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
81: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
82: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
83: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
84: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
85: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
86: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
87: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
88: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
89: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
90: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
91: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
92: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
93: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
94: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
95: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
96: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
97: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
98: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
99: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
100: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
101: [[43, 39, 3, 2, 22, 36, 29, 5, 15, 1, 6, 4, 7, 8, 11, 13, 9, 14, 10, 28, 12, 18], [25, 50, 16, 21, 19, 17, 20, 23, 59, 26, 24, 62, 31, 53, 30, 34, 33, 51, 37, 44, 35, 40], [32, 38, 45, 41, 27, 42, 46, 47, 48, 49, 54, 52, 55, 56, 57, 58, 61, 60, 63, 64, 66, 68], [71, 77, 65, 67, 69, 78, 70, 72, 75, 73, 74, 76, 79, 80, 83, 81, 86, 82, 84, 85, 87, 88]]
