0: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 24, 15, 17, 16, 18, 10], [22, 23, 28, 31], [26, 13, 25, 30, 34, 33, 36, 32, 37, 39, 42, 21, 6], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
74: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 10, 6, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
75: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
76: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 13, 10, 6, 15, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
77: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 13, 6, 15, 10, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
78: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 15, 13, 10, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
79: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 15, 13, 12, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
80: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 12, 15, 13, 6, 18, 24, 21, 16], [22, 23, 28, 31], [17, 30, 25, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
81: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 12, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
82: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 12, 10, 13, 15, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
83: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 10, 6, 15, 13, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
84: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 15, 12, 24, 18, 10, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
85: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 16, 13, 18, 15, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
86: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 12, 13, 6, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
87: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 15, 10, 12, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
88: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 15, 24, 10, 18, 16, 21, 13], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
89: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 16, 15, 13, 6, 18, 10, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
90: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 15, 13, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
91: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 12, 15, 10, 16, 24, 21, 18], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
92: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 15, 13, 10, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
93: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 15, 13, 12, 16, 18, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
94: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 12, 15, 10, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
95: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 12, 15, 13, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
96: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 15, 10, 12, 18, 24, 21, 16], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
97: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 10, 6, 13, 15, 18, 16, 21, 24], [22, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
98: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 10, 6, 13, 15, 24, 18, 26, 21, 16], [22, 23, 28, 31], [17, 25, 30, 29, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
99: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 12, 13, 10, 15, 18, 16, 21, 30], [22, 23, 28, 31], [17, 25, 24, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
100: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 10, 12, 15, 18, 16, 21, 30], [22, 23, 28, 31], [17, 25, 24, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
101: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 6, 15, 10, 12, 18, 16, 21, 30], [22, 23, 28, 31], [17, 25, 24, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
102: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 12, 13, 15, 18, 26, 21, 16], [22, 23, 28, 31], [17, 25, 30, 24, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
103: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 6, 10, 18, 16, 21, 26], [22, 23, 28, 31], [17, 25, 30, 24, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
104: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 6, 10, 16, 18, 26, 21, 15], [22, 23, 28, 31], [17, 25, 30, 24, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
105: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 15, 13, 12, 18, 26, 21, 16], [22, 23, 28, 31], [17, 25, 30, 24, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
106: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 10, 12, 13, 15, 16, 18, 21, 26], [22, 23, 28, 31], [17, 25, 30, 24, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
107: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 16, 25, 18, 10, 21, 6], [22, 23, 28, 31], [17, 24, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
108: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 17, 24, 18, 6, 21, 10], [22, 23, 28, 31], [16, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
109: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 10, 29, 6, 13, 12, 15, 18, 16, 21, 31], [22, 23, 28, 24], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
110: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 10, 15, 17, 25, 13, 16, 21, 6], [22, 23, 28, 31], [18, 24, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
111: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 13, 6, 28, 15, 18, 10, 21, 16], [22, 23, 24, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
112: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 12, 15, 16, 28, 18, 10, 21, 6], [22, 23, 31, 24], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
113: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 13, 10, 16, 28, 18, 12, 21, 15], [22, 23, 24, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
114: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 13, 10, 15, 12, 31, 16, 18, 21, 24], [22, 23, 28, 29], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
115: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 12, 29, 6, 10, 13, 15, 16, 24, 21, 23], [22, 18, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
116: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 29, 15, 17, 28, 12, 13, 10, 21, 6], [22, 23, 16, 31, 18], [24, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
117: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 22, 12, 10, 6, 15, 18, 16, 21, 24], [26, 23, 28, 31], [17, 25, 30, 29, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
118: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 15, 29, 6, 10, 12, 23, 18, 13, 21, 24], [22, 16, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
119: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 13, 10, 12, 16, 18, 15, 21, 22], [24, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
120: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 13, 29, 10, 12, 6, 15, 18, 16, 21, 22], [24, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
121: [[35, 20, 2, 7, 4, 3, 27, 19, 14], [40, 5, 9, 1, 11, 8, 6, 29, 12, 15, 22, 24, 18, 10, 21, 13], [16, 23, 28, 31], [17, 25, 30, 26, 36, 33, 32, 34, 37, 39, 42], [38, 47, 41, 43, 44, 45, 46, 51, 50, 56], [49, 48, 52, 53, 54, 55, 59, 58, 57, 60]]
