0: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56], [17, 11, 82, 52], [77, 34, 62, 39], [40, 24, 79, 46, 59], [48, 61], [53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
51: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85, 10], [9], [49, 5, 38], [25, 50, 26], [19, 67, 8, 44], [3, 31, 16, 45], [2, 1, 69], [28, 29, 32, 76], [20, 35, 30, 33], [21], [68, 4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56, 17, 11], [82, 52], [77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70], [74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
52: [[18], [54, 7, 37], [42], [57, 15, 71], [41, 14, 47], [85, 10, 9], [49, 5, 38, 25], [50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1], [69, 28, 29], [32, 76, 20], [35, 30, 33, 21], [68, 4, 64, 6], [12, 22, 13], [23, 51, 36, 27], [56, 17], [11, 82, 52], [77, 34, 62, 39], [40, 24, 79, 46], [59, 48, 61, 53, 75, 66, 60, 63], [43, 55, 83, 70], [74, 78, 86, 72, 65, 58], [73, 87, 81, 84, 80, 88]]
53: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8], [44, 3, 31, 16, 45], [2, 1, 69, 28], [29, 32, 76, 20], [35, 30, 33, 21], [68, 4, 64], [6], [12, 22, 13], [23], [51, 36], [27, 56, 17, 11], [82, 52, 77], [34], [62, 39, 40, 24], [79, 46, 59, 48], [61, 53, 75, 66], [60, 63, 43], [55, 83, 70], [74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
54: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8], [44, 3, 31, 16, 45], [2, 1, 69, 28], [29, 32, 76, 20], [35, 30, 33, 21], [68, 4, 64], [6], [12, 22, 13], [23], [51, 36], [27, 56, 17, 11], [82, 52], [77, 34, 62], [39, 40, 24], [79, 46, 59, 48], [61, 53, 75, 66], [60], [63, 43, 55], [83, 70, 74, 78], [86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
55: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8], [44, 3, 31, 16], [45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39], [40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63], [43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
56: [[18], [54, 7, 37], [42, 57, 15], [71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19], [67, 8, 44], [3, 31, 16], [45], [2, 1, 69], [28, 29, 32], [76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12, 22], [13, 23, 51, 36], [27, 56, 17], [11, 82, 52], [77, 34, 62], [39, 40, 24], [79, 46, 59], [48, 61, 53], [75, 66, 60], [63, 43, 55], [83, 70, 74], [78, 86, 72], [65, 58, 73, 87], [81, 84, 80, 88]]
57: [[18], [54, 7, 37], [42, 57], [15, 71], [41, 14, 47], [85, 10, 9], [49, 5, 38], [25, 50], [26, 19, 67], [8, 44], [3, 31, 16], [45, 2, 1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64], [6, 12, 22], [13, 23, 51], [36, 27, 56], [17, 11, 82, 52], [77, 34, 62, 39, 40], [24, 79, 46], [59, 48, 61, 53], [75, 66, 60], [63, 43, 55], [83, 70, 74, 78], [86, 72, 65, 58], [73, 87, 81, 84], [80, 88]]
58: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38], [25, 50, 26], [19], [67, 8, 44], [3, 31], [16, 45, 2], [1, 69, 28], [29, 32, 76], [20, 35, 30], [33, 21, 68, 4, 64], [6, 12, 22, 13], [23, 51, 36], [27], [56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46], [59, 48], [61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78], [86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
59: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25], [50, 26, 19], [67, 8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35], [30, 33, 21], [68, 4, 64, 6], [12], [22], [13, 23, 51], [36, 27, 56, 17], [11, 82, 52, 77, 34], [62, 39, 40, 24, 79], [46, 59, 48], [61, 53, 75, 66], [60], [63, 43], [55, 83, 70, 74, 78], [86, 72], [65, 58, 73, 87], [81, 84, 80, 88]]
60: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26], [19], [67, 8, 44], [3, 31], [16, 45, 2, 1], [69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68], [4, 64, 6], [12, 22, 13], [23, 51, 36, 27], [56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48], [61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
61: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49], [5, 38], [25, 50, 26, 19], [67], [8, 44, 3], [31, 16, 45, 2], [1], [69, 28], [29, 32, 76, 20, 35, 30, 33, 21], [68, 4], [64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
62: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16, 45, 2, 1, 69, 28], [29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13], [23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
63: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1, 69], [28, 29], [32, 76, 20], [35, 30, 33, 21], [68, 4, 64, 6], [12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
64: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9], [49], [5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69], [28, 29, 32], [76, 20], [35], [30, 33, 21, 68], [4, 64, 6, 12], [22, 13, 23, 51, 36], [27, 56], [17], [11, 82, 52], [77, 34, 62], [39, 40, 24, 79, 46], [59, 48, 61], [53], [75, 66, 60, 63, 43, 55], [83, 70, 74, 78, 86, 72, 65, 58], [73, 87, 81, 84, 80, 88]]
65: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8], [44, 3, 31, 16, 45], [2, 1, 69, 28], [29, 32, 76], [20, 35, 30, 33, 21, 68], [4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
66: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19], [67, 8, 44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39], [40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
67: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26, 19], [67, 8], [44, 3, 31, 16, 45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82], [52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81], [84, 80, 88]]
68: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49, 5, 38, 25], [50, 26], [19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69, 28], [29], [32, 76, 20, 35], [30, 33, 21], [68, 4], [64, 6, 12, 22, 13], [23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
69: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47], [85, 10, 9, 49], [5], [38, 25], [50, 26, 19, 67], [8, 44], [3, 31, 16, 45], [2, 1, 69, 28], [29, 32, 76, 20], [35, 30], [33, 21, 68], [4, 64], [6], [12, 22, 13], [23, 51, 36], [27, 56], [17, 11, 82, 52], [77, 34, 62, 39], [40, 24, 79], [46, 59, 48, 61], [53, 75, 66, 60], [63, 43, 55, 83], [70, 74, 78], [86, 72, 65, 58], [73, 87, 81], [84, 80, 88]]
70: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25], [50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1, 69], [28, 29, 32, 76], [20], [35, 30, 33], [21, 68, 4], [64, 6, 12, 22], [13, 23, 51], [36, 27, 56, 17], [11, 82, 52, 77], [34, 62, 39], [40, 24, 79, 46], [59, 48, 61, 53], [75, 66, 60, 63], [43, 55], [83, 70, 74, 78], [86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
71: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9, 49], [5, 38, 25], [50], [26, 19, 67], [8], [44, 3, 31], [16, 45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64, 6, 12], [22, 13, 23, 51], [36, 27], [56, 17, 11, 82, 52], [77, 34, 62, 39, 40], [24, 79, 46, 59, 48, 61, 53, 75, 66, 60], [63, 43, 55, 83, 70, 74, 78, 86, 72, 65], [58, 73, 87, 81, 84, 80, 88]]
72: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10], [9, 49, 5, 38], [25, 50, 26], [19], [67, 8, 44], [3], [31, 16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64, 6, 12], [22, 13, 23, 51], [36, 27], [56, 17, 11], [82, 52, 77], [34], [62, 39, 40, 24], [79, 46, 59, 48], [61, 53, 75, 66], [60, 63, 43], [55, 83, 70, 74], [78, 86], [72, 65], [58, 73, 87], [81, 84, 80, 88]]
73: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49], [5, 38, 25], [50, 26, 19, 67], [8], [44, 3], [31, 16, 45, 2, 1, 69, 28, 29], [32, 76], [20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65], [58, 73, 87, 81, 84, 80, 88]]
74: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49], [5, 38, 25], [50, 26, 19], [67, 8], [44, 3, 31, 16], [45, 2], [1, 69, 28, 29], [32, 76, 20], [35, 30], [33, 21, 68, 4], [64, 6, 12], [22, 13, 23], [51, 36], [27, 56, 17], [11, 82, 52, 77, 34], [62, 39], [40, 24, 79], [46, 59, 48, 61, 53], [75, 66], [60, 63, 43, 55], [83, 70, 74, 78], [86, 72, 65, 58], [73, 87, 81], [84, 80, 88]]
75: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9], [49, 5, 38], [25, 50, 26, 19], [67, 8], [44, 3, 31], [16, 45], [2, 1, 69], [28, 29], [32, 76], [20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23, 51], [36, 27], [56, 17, 11, 82], [52, 77, 34, 62], [39, 40, 24, 79], [46, 59, 48, 61], [53, 75, 66], [60, 63, 43, 55], [83], [70, 74, 78], [86, 72, 65, 58], [73, 87, 81, 84], [80, 88]]
76: [[18], [54, 7, 37], [42, 57], [15], [71, 41, 14], [47, 85, 10], [9, 49, 5], [38, 25], [50, 26, 19], [67, 8, 44], [3, 31], [16, 45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64], [6, 12, 22], [13, 23, 51], [36, 27, 56], [17, 11], [82, 52, 77], [34, 62, 39, 40], [24, 79, 46], [59, 48, 61, 53], [75, 66, 60, 63], [43, 55, 83], [70, 74, 78, 86], [72, 65, 58, 73], [87], [81], [84, 80, 88]]
77: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29, 32, 76], [20, 35], [30, 33, 21], [68], [4, 64, 6, 12], [22], [13, 23, 51, 36], [27, 56, 17, 11], [82, 52, 77], [34, 62], [39, 40, 24, 79], [46, 59], [48], [61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
78: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47], [85, 10, 9, 49, 5, 38, 25], [50, 26, 19], [67, 8, 44, 3], [31, 16], [45, 2, 1], [69, 28], [29, 32, 76, 20, 35], [30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46], [59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
79: [[18], [54, 7, 37], [42, 57, 15], [71, 41, 14], [47], [85, 10, 9], [49, 5, 38], [25, 50, 26], [19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29], [32, 76], [20, 35, 30], [33, 21, 68, 4], [64], [6, 12, 22, 13], [23, 51], [36, 27, 56], [17, 11, 82, 52], [77, 34, 62], [39, 40, 24, 79], [46, 59, 48, 61], [53, 75], [66, 60, 63, 43], [55, 83, 70], [74, 78, 86], [72, 65, 58, 73], [87, 81, 84, 80, 88]]
80: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9, 49], [5, 38, 25], [50], [26, 19, 67], [8], [44, 3, 31], [16, 45, 2, 1], [69, 28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64, 6], [12], [22, 13, 23], [51, 36, 27], [56, 17, 11], [82, 52, 77], [34, 62, 39, 40], [24, 79, 46], [59, 48, 61], [53, 75, 66], [60, 63, 43, 55], [83, 70, 74], [78, 86, 72, 65], [58], [73, 87, 81], [84, 80, 88]]
81: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25, 50], [26, 19, 67, 8], [44, 3, 31], [16, 45], [2, 1, 69], [28, 29, 32, 76], [20], [35, 30, 33], [21, 68, 4], [64, 6, 12, 22], [13, 23, 51, 36], [27, 56, 17], [11, 82, 52, 77], [34, 62, 39, 40], [24, 79], [46, 59, 48], [61, 53, 75], [66, 60, 63, 43], [55, 83, 70, 74], [78, 86], [72, 65, 58, 73, 87, 81, 84, 80, 88]]
82: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50], [26, 19, 67], [8, 44, 3], [31, 16, 45, 2], [1, 69, 28], [29, 32, 76], [20, 35, 30], [33, 21, 68], [4, 64, 6, 12], [22, 13], [23, 51, 36], [27, 56, 17, 11], [82, 52, 77], [34, 62, 39], [40, 24, 79], [46, 59], [48, 61], [53], [75, 66, 60, 63], [43, 55, 83], [70, 74, 78], [86], [72, 65, 58], [73, 87, 81, 84], [80, 88]]
83: [[18], [54, 7, 37], [42], [57, 15, 71], [41, 14], [47, 85, 10], [9, 49, 5, 38], [25, 50, 26, 19], [67, 8, 44, 3], [31, 16], [45, 2, 1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68], [4, 64], [6, 12, 22], [13, 23, 51], [36, 27, 56, 17], [11, 82], [52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
84: [[18], [54, 7, 37], [42, 57], [15, 71], [41, 14, 47], [85, 10], [9, 49], [5, 38], [25, 50, 26, 19], [67, 8, 44, 3, 31], [16, 45, 2], [1, 69, 28, 29], [32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23, 51], [36, 27], [56, 17, 11], [82, 52, 77], [34, 62], [39, 40, 24], [79, 46, 59], [48, 61, 53], [75, 66, 60, 63], [43, 55, 83, 70], [74, 78], [86, 72, 65, 58, 73], [87, 81, 84, 80, 88]]
85: [[18], [54, 7, 37], [42, 57, 15, 71], [41, 14, 47], [85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8], [44, 3, 31], [16, 45, 2], [1, 69], [28, 29, 32, 76], [20, 35, 30, 33], [21, 68, 4, 64, 6, 12, 22, 13], [23, 51, 36, 27], [56, 17, 11, 82, 52, 77, 34, 62, 39], [40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
86: [[18], [54, 7, 37], [42], [57, 15, 71], [41, 14], [47, 85, 10, 9], [49], [5, 38, 25], [50, 26, 19, 67], [8, 44], [3, 31, 16, 45], [2, 1], [69, 28, 29, 32], [76, 20, 35], [30], [33, 21, 68], [4, 64, 6, 12], [22, 13, 23], [51, 36, 27], [56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86], [72, 65, 58, 73, 87, 81, 84, 80, 88]]
87: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19, 67], [8, 44, 3, 31], [16, 45, 2], [1], [69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64], [6, 12], [22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62], [39, 40, 24, 79, 46, 59, 48, 61, 53, 75], [66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
88: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19, 67], [8, 44, 3, 31], [16, 45, 2], [1], [69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64], [6, 12], [22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62], [39, 40, 24, 79, 46, 59, 48, 61, 53, 75], [66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
89: [[18], [54, 7, 37], [42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19, 67], [8, 44, 3, 31], [16, 45, 2], [1], [69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64], [6, 12], [22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62], [39, 40, 24, 79, 46, 59, 48, 61, 53, 75], [66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
90: [[18], [54, 7, 37, 42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50, 26, 19], [67], [8, 44, 3], [31], [16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23], [51, 36, 27], [56, 17, 11], [82, 52, 77, 34], [62, 39], [40, 24, 79, 46], [59, 48], [61, 53, 75], [66, 60, 63, 43, 55, 83], [70, 74], [78, 86, 72, 65, 58, 73, 87, 81, 84], [80, 88]]
91: [[18], [54, 7, 37], [42, 57], [15, 71, 41, 14], [47, 85, 10, 9], [49], [5, 38, 25], [50, 26, 19], [67, 8], [44, 3, 31, 16], [45, 2, 1], [69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64, 6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
92: [[18], [54], [7, 37, 42], [57, 15], [71], [41, 14, 47], [85, 10], [9, 49, 5, 38], [25], [50, 26, 19], [67, 8, 44], [3, 31, 16, 45], [2, 1, 69, 28], [29, 32, 76], [20, 35, 30], [33, 21, 68, 4], [64], [6, 12, 22], [13, 23, 51], [36, 27], [56, 17, 11, 82, 52], [77], [34, 62, 39], [40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
93: [[18], [54, 7, 37, 42], [57, 15], [71, 41], [14, 47, 85], [10, 9, 49, 5], [38, 25], [50, 26, 19], [67, 8], [44], [3, 31, 16, 45, 2], [1, 69], [28, 29], [32, 76, 20], [35, 30, 33, 21], [68, 4, 64, 6], [12, 22, 13], [23, 51, 36], [27, 56, 17], [11, 82, 52], [77, 34, 62, 39, 40, 24], [79, 46, 59], [48, 61, 53, 75], [66], [60, 63, 43], [55, 83, 70, 74, 78, 86, 72, 65], [58, 73, 87, 81, 84, 80, 88]]
94: [[18, 54, 7], [37], [42, 57, 15], [71, 41, 14], [47, 85, 10, 9], [49, 5, 38], [25, 50, 26, 19], [67, 8, 44, 3], [31, 16], [45, 2, 1], [69], [28, 29, 32, 76], [20, 35, 30], [33, 21, 68], [4, 64, 6], [12, 22, 13], [23, 51, 36, 27], [56, 17, 11], [82, 52, 77, 34], [62, 39, 40], [24, 79, 46], [59, 48, 61, 53], [75, 66, 60], [63, 43, 55, 83, 70], [74, 78], [86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
95: [[18], [54, 7, 37], [42, 57], [15], [71], [41, 14, 47], [85, 10, 9], [49, 5, 38, 25], [50, 26, 19], [67, 8, 44, 3], [31, 16], [45, 2, 1, 69, 28, 29, 32, 76, 20, 35, 30, 33, 21, 68, 4, 64], [6, 12, 22, 13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
96: [[18, 54], [7, 37, 42], [57, 15], [71, 41], [14, 47, 85], [10, 9, 49], [5, 38, 25], [50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2, 1], [69, 28, 29], [32, 76], [20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51], [36, 27, 56, 17], [11, 82, 52], [77, 34, 62], [39, 40, 24], [79, 46, 59], [48, 61, 53], [75, 66, 60], [63, 43, 55, 83], [70, 74, 78, 86], [72, 65, 58], [73, 87, 81, 84, 80, 88]]
97: [[18], [54, 7, 37], [42, 57, 15, 71], [41, 14, 47], [85, 10, 9], [49, 5, 38, 25], [50, 26, 19, 67], [8], [44, 3, 31], [16, 45, 2], [1, 69], [28, 29, 32], [76, 20, 35, 30], [33, 21, 68, 4], [64, 6, 12, 22], [13, 23, 51, 36, 27, 56, 17, 11, 82, 52, 77, 34, 62, 39, 40, 24, 79, 46, 59, 48, 61, 53, 75, 66, 60, 63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
98: [[18], [54, 7, 37, 42, 57], [15, 71, 41], [14, 47, 85], [10, 9, 49], [5, 38], [25, 50, 26, 19], [67], [8, 44, 3], [31], [16, 45, 2], [1, 69, 28], [29, 32, 76, 20], [35, 30, 33], [21, 68, 4], [64, 6, 12], [22, 13, 23], [51, 36, 27], [56], [17, 11, 82, 52], [77, 34], [62, 39, 40, 24], [79], [46, 59, 48], [61, 53, 75, 66], [60, 63, 43], [55], [83, 70, 74, 78, 86, 72], [65, 58], [73, 87, 81, 84, 80, 88]]
99: [[18, 54], [7, 37, 42], [57, 15], [71], [41, 14, 47], [85, 10], [9, 49, 5], [38, 25], [50, 26, 19], [67, 8, 44], [3, 31, 16], [45, 2], [1, 69, 28, 29], [32, 76, 20, 35], [30, 33, 21], [68, 4], [64, 6, 12], [22, 13, 23], [51, 36, 27], [56, 17, 11], [82, 52, 77], [34, 62, 39], [40, 24, 79], [46, 59, 48, 61], [53], [75, 66, 60, 63], [43, 55, 83, 70], [74, 78, 86, 72], [65, 58, 73, 87], [81, 84, 80, 88]]
100: [[18], [54, 7], [37], [42, 57, 15], [71, 41, 14], [47], [85], [10, 9, 49], [5, 38], [25, 50, 26], [19, 67, 8], [44, 3, 31], [16, 45], [2, 1, 69], [28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51], [36, 27, 56], [17, 11], [82, 52, 77], [34, 62], [39, 40, 24, 79], [46, 59, 48, 61], [53, 75], [66, 60, 63, 43], [55, 83, 70, 74], [78, 86, 72, 65], [58, 73, 87], [81, 84, 80, 88]]
101: [[18], [54, 7, 37], [42, 57, 15], [71, 41, 14], [47, 85], [10, 9, 49, 5], [38, 25, 50, 26], [19, 67, 8, 44], [3, 31, 16, 45], [2], [1, 69, 28, 29, 32], [76, 20, 35], [30, 33, 21], [68, 4, 64], [6, 12, 22], [13, 23, 51, 36], [27, 56, 17, 11], [82, 52, 77], [34, 62], [39, 40, 24, 79], [46, 59, 48, 61], [53, 75, 66, 60], [63, 43, 55, 83, 70, 74, 78, 86, 72, 65, 58, 73, 87, 81, 84, 80, 88]]
