0: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33, 32], [42, 34, 38], [39, 46, 47], [36, 43, 44], [40, 45, 56], [60, 41, 53], [49, 61, 48], [51, 35, 52], [55, 57], [58, 62], [63, 68], [66, 65, 64], [75, 70, 69, 67, 73, 71, 72], [74, 77, 76, 78], [79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
51: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30], [33, 32, 42], [38, 35, 34], [47, 45], [44, 36], [40, 43, 41], [56, 39], [46, 49], [51, 52, 48], [53, 55, 63, 60, 62, 57, 61, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
52: [[37, 7], [3, 5], [4, 10, 9], [1, 6], [2, 12], [22, 11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42, 38, 35, 34, 36, 39], [41, 40, 45, 43, 46, 44], [47, 49], [51, 56, 48, 52, 53, 55, 57, 60, 63], [62, 61, 58, 68, 66, 65, 64, 75], [70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86], [81, 82, 80], [83, 85, 84, 87, 88]]
53: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30], [33, 32, 42], [38, 35, 36], [46, 45, 34], [40, 47], [53, 41, 62], [39, 43], [61, 57], [48, 49], [44, 51], [52, 55, 56], [58, 60], [63, 68], [66, 65], [64, 75], [70, 69], [67, 73, 71, 72], [74, 77, 76], [78, 79], [86, 81], [82, 80, 83], [85, 84, 87, 88]]
54: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20], [50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42], [38, 35, 34], [39, 36, 45], [46, 40, 43], [41, 47], [61, 44, 49, 52, 48, 51, 53, 56, 55, 57], [60, 62, 63, 58], [68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
55: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30], [33, 32, 42], [38, 35, 34], [36, 45], [39, 44, 46, 41, 40, 63, 61, 43, 49], [47, 48, 51, 53, 52, 57, 56, 58], [62, 55, 60, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
56: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54, 30], [33, 32], [42, 38, 35], [34, 36], [39, 44], [45, 40, 41], [43, 61], [46, 63], [53, 47, 48, 49], [51, 62], [58, 52], [60, 55, 57, 56], [68, 66, 65], [64, 75, 70, 69, 67], [73, 71, 72], [74, 77, 76], [78, 79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
57: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24], [31, 29], [54, 30], [33, 32, 42], [38, 35, 36], [46, 45], [34, 40], [43, 39, 41], [60, 47], [44, 53], [51, 48, 49], [52, 55, 63, 61, 56, 62, 57, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
58: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2, 12], [22, 11], [8, 14, 15], [28, 13], [23, 16], [21, 17, 27], [18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54], [30, 33], [32, 42, 38], [39, 34], [41, 36], [44, 35, 43], [40, 45], [56, 47], [46, 48, 57], [49, 53], [55, 52], [51, 60, 63], [62, 58, 61], [68, 66, 65], [64, 75, 70], [69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
59: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20], [50, 26], [25, 59], [24, 31, 29], [54, 30], [33, 32], [42, 38, 35, 34], [36, 39], [46, 43, 41], [40, 45], [61, 44, 53], [47, 49, 48], [51], [52, 55, 60], [63, 57], [58, 56, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
60: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19, 20, 50], [26, 25], [59, 24], [31, 29, 54], [30, 33], [32, 42], [38, 35, 34], [45, 46, 41], [44, 36], [39, 40], [62, 47, 43], [53, 52, 48, 56], [57, 60, 51, 49], [58, 55, 61, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74], [77, 76, 78], [79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
61: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14, 15], [28, 13, 23, 16], [21, 17, 27, 18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32], [42, 38], [35, 36, 39, 43, 34, 40, 41, 46, 44, 61, 47, 45, 49, 57, 48, 51, 55, 52, 53, 58, 60], [56, 63, 62], [68, 66, 65, 64, 75], [70, 69, 67, 73, 71, 72], [74], [77, 76, 78, 79, 86, 81, 82], [80, 83, 85, 84], [87, 88]]
62: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8], [14, 15, 28], [13, 23, 16], [21, 17], [27, 18], [19, 20, 50, 26], [25, 59, 24], [31, 29], [54, 30], [33, 32, 42], [34, 39], [36, 43], [38, 45, 35], [40, 41], [47, 58], [44, 46, 48], [57, 49, 53], [51, 55, 56], [52, 62, 61], [63, 60, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86], [81, 82, 80, 83, 85, 84, 87, 88]]
63: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19, 20], [50], [26, 25, 59, 24, 31], [29, 54, 30, 33, 32, 42, 34, 35, 38, 36], [39, 43, 41, 45, 47, 40, 63, 44, 60, 46, 51, 49, 52, 48, 57, 53, 55, 58, 56, 61, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
64: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50, 26], [25, 59, 24], [31, 29, 54, 30, 33, 32], [42, 34, 35], [36, 39, 47], [45, 44], [41, 40, 38], [57, 43, 63], [49, 51], [48, 55, 46, 53, 52], [62, 56, 60, 61, 58, 68, 66, 65], [64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
65: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17, 27], [18, 19], [20, 50, 26], [25, 59, 24], [31, 29], [54, 30], [33, 32, 42], [38, 39], [34, 41, 45], [43, 36], [40, 35], [57, 56], [44, 46, 61], [47, 63, 48], [53, 49], [51, 52], [55, 60, 58], [62, 68], [66, 65, 64, 75], [70, 69, 67, 73], [71, 72, 74], [77, 76, 78], [79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
66: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59], [24, 31, 29, 54], [30, 33, 32, 42, 34], [35, 36], [38, 44, 39, 40], [41, 46], [43, 45], [47, 58, 48, 52], [55, 51, 53, 49, 60], [62, 57, 63, 56, 61, 68, 66, 65], [64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
67: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2], [12, 22], [11, 8, 14, 15], [28, 13, 23], [16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 44, 45], [35, 40, 43, 36, 41, 60, 46, 53, 48], [51, 47, 52], [49, 55, 63, 57, 56, 61, 62, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71], [72, 74, 77, 76], [78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
68: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11, 8], [14, 15, 28], [13, 23, 16], [21, 17, 27], [18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42, 38], [39, 34], [35, 36, 40], [43, 45, 56], [44, 41], [46, 61, 47], [55, 48, 49], [51, 52, 53], [62, 63, 60], [57, 58, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
69: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27, 18], [19, 20], [50, 26], [25, 59], [24, 31, 29], [54, 30, 33, 32, 42, 38, 39, 36, 34, 35, 41, 47, 45, 44, 46, 40, 51, 43, 53, 60, 56, 55, 52, 49, 48, 57, 61], [58, 62, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71], [72, 74, 77, 76], [78, 79, 86], [81, 82, 80], [83, 85, 84, 87, 88]]
70: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17], [27, 18], [19, 20], [50, 26, 25], [59, 24, 31], [29, 54, 30], [33, 32, 42], [38, 35, 36], [34, 40, 47, 39], [43, 44], [46, 61], [45, 48, 63], [41, 49, 53], [51, 52, 55], [56, 57], [58, 60, 62], [68, 66, 65], [64, 75, 70, 69], [67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
71: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54, 30], [33, 32, 42], [38, 35, 34], [49, 43, 36], [39, 44, 41], [47, 46, 40], [45, 53, 51], [63, 48, 52], [56, 55, 57], [62, 58, 61, 60, 68], [66, 65, 64], [75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79], [86, 81, 82, 80, 83, 85, 84, 87, 88]]
72: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12], [22, 11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 38], [35, 34, 36], [39, 46, 41], [47, 40, 45], [48, 49], [43, 44, 60], [51, 52, 61], [53, 62, 57], [55, 56, 63], [58, 68, 66], [65, 64], [75, 70, 69], [67, 73, 71], [72, 74, 77], [76, 78], [79, 86, 81], [82, 80, 83], [85, 84, 87, 88]]
73: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21, 17], [27, 18], [19, 20, 50], [26, 25], [59, 24, 31], [29, 54], [30, 33, 32, 42], [38, 35, 34], [36, 45, 41], [44, 47, 39], [40, 43], [46, 48, 49], [51, 53, 52, 62], [60, 55, 56], [57, 63, 58], [61, 68], [66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
74: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23, 16], [21, 17, 27], [18, 19, 20, 50], [26, 25, 59], [24, 31, 29], [54, 30], [33, 32], [42, 34], [39, 35, 47], [41, 36, 62], [46, 40], [44, 60, 61], [38, 49], [52, 43], [53, 63, 45], [48, 51, 55], [56, 58, 57], [68, 66, 65], [64, 75], [70, 69, 67], [73, 71, 72], [74, 77], [76, 78, 79, 86, 81, 82], [80, 83, 85, 84, 87, 88]]
75: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29], [54, 30, 33, 32, 42], [34, 35, 36, 38, 47, 45, 44, 40, 39, 46, 57, 41, 43, 49, 51, 48, 53, 60, 61, 52, 62, 55, 56, 58, 63, 68, 66, 65], [64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
76: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8], [14, 15, 28], [13, 23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54], [30, 33], [32, 42, 38], [35, 36, 39], [41, 43], [45, 46], [47, 44, 62], [40, 60, 49], [34, 57], [52, 51, 55], [48, 58, 56], [53, 61, 63], [68, 66, 65], [64, 75, 70], [69, 67], [73, 71, 72], [74, 77], [76, 78, 79], [86, 81, 82, 80, 83, 85, 84, 87, 88]]
77: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17, 27, 18, 19], [20, 50, 26, 25, 59, 24], [31, 29, 54, 30, 33], [32, 42], [38, 39, 34, 35, 36, 43, 40, 41, 44, 46], [45, 47, 48, 49, 58, 51, 61, 63], [53, 52, 55, 62], [60, 56, 57], [68, 66, 65], [64, 75, 70, 69], [67, 73, 71], [72, 74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
78: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17, 27, 18, 19], [20, 50, 26, 25, 59, 24], [31, 29, 54, 30, 33], [32, 42], [38, 39, 34, 35, 36, 43, 40, 41, 44, 46], [45, 47, 48, 49, 58, 51, 61, 63], [53, 52, 55, 62], [60, 56, 57], [68, 66, 65], [64, 75, 70, 69], [67, 73, 71], [72, 74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
79: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19, 20, 50], [26, 25, 59], [24, 31], [29, 54, 30], [33, 32, 42], [38, 39, 34, 44, 41, 36, 40, 43, 46, 47, 61, 45, 55, 48, 35, 49], [52, 62, 53, 57, 51, 58, 56, 63, 60], [68, 66, 65], [64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83], [85, 84, 87, 88]]
80: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12], [22, 11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19, 20], [50, 26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42, 38], [35, 34], [36, 41, 43], [40, 39], [44, 46], [63, 45, 61], [48, 47, 52, 51], [53, 49, 55], [60, 56, 62], [57, 58, 68], [66, 65], [64, 75, 70], [69, 67, 73], [71, 72], [74, 77], [76, 78, 79], [86, 81, 82], [80, 83], [85, 84, 87, 88]]
81: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27], [18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54], [30, 33, 32], [42, 38, 35], [34, 36], [41, 39], [40, 44, 43], [47, 60, 45, 46, 48], [49, 53], [52, 57, 51, 55], [56, 58, 62, 61, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
82: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11, 8], [14, 15, 28], [13, 23, 16], [21, 17, 27], [18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42, 38], [35, 34], [36, 41, 39], [47, 40, 57], [46, 63, 43], [44, 53, 56], [48, 52, 45], [49, 61, 55], [51, 60, 62, 58], [68, 66], [65, 64], [75, 70, 69], [67, 73, 71], [72, 74, 77], [76, 78], [79, 86, 81], [82, 80, 83], [85, 84, 87, 88]]
83: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16], [21, 17, 27, 18, 19, 20], [50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 34, 35, 38, 36, 39, 41, 43, 44, 46, 40, 61, 45, 47, 57, 63, 48, 51, 49, 52, 53, 55, 56], [58, 62, 60, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
84: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13], [23, 16], [21, 17, 27], [18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54, 30, 33], [32, 42], [38, 35, 34], [36, 43, 39], [44, 40, 41, 45], [60, 46, 52, 49], [55, 51, 48, 61, 47, 53, 58, 57, 56], [62, 63, 68, 66, 65, 64], [75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
85: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21], [17, 27, 18, 19], [20, 50, 26], [25, 59], [24, 31], [29, 54, 30], [33, 32], [42, 38], [39, 35, 34], [43, 41], [44, 40, 36], [45, 57, 46, 47], [48, 62, 53, 51], [55, 60, 52, 56], [49, 61, 58, 63], [68, 66, 65, 64, 75], [70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
86: [[37, 7], [3, 5, 4, 10], [9, 1, 6], [2, 12], [22, 11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19, 20, 50, 26], [25, 59, 24, 31, 29, 54, 30, 33, 32, 42], [38], [39, 36, 34, 41, 35, 44, 40, 43, 46, 45, 60, 52, 57, 61, 47, 48, 53, 55, 49, 63, 56, 51, 58, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
87: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8, 14, 15], [28, 13, 23, 16], [21, 17], [27, 18, 19], [20, 50, 26, 25, 59, 24], [31, 29, 54, 30, 33, 32], [42], [38, 35], [34, 36, 43], [39, 41, 40, 47, 60], [44, 46], [45, 49], [57, 51, 48, 55, 53, 52], [56, 61, 58, 63, 62, 68, 66, 65, 64], [75, 70, 69, 67], [73, 71, 72, 74, 77], [76], [78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
88: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23, 16, 21, 17, 27, 18, 19, 20, 50, 26, 25, 59], [24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 34, 36, 47, 44, 41, 39, 43, 40, 62, 46, 55, 60, 52, 49, 53, 56, 63, 45, 48, 58, 57, 51, 61, 68, 66, 65, 64, 75, 70], [69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
89: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17, 27], [18, 19, 20], [50, 26, 25], [59, 24, 31], [29, 54, 30, 33, 32, 42], [38, 35], [34, 57, 43, 36], [39, 46, 41, 63, 62, 40, 61, 49], [44, 45, 47, 52, 48, 51, 53, 58, 55, 60, 56, 68, 66, 65], [64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
90: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 44, 35, 47, 36], [45, 40, 43, 41, 53], [46, 49, 61, 48, 51], [58, 55, 57, 52, 63, 56, 62, 60, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86], [81, 82, 80, 83, 85], [84, 87, 88]]
91: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23], [16, 21, 17, 27], [18, 19], [20, 50], [26, 25, 59], [24, 31, 29], [54, 30, 33], [32, 42, 38], [35, 34, 39], [47, 44, 41, 40], [45, 46, 57, 51, 52, 48, 36, 49, 43, 55, 53, 56, 58], [60, 62], [61, 63], [68, 66, 65], [64, 75], [70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
92: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27], [18, 19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 35, 34, 36, 45], [44, 39, 40, 41, 43, 58, 47, 46, 49, 56, 48, 51, 52, 53, 57, 62, 60, 61, 63, 55, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74], [77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
93: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22, 11], [8, 14], [15, 28], [13, 23, 16], [21, 17, 27], [18, 19, 20], [50, 26], [25, 59, 24], [31, 29, 54], [30, 33], [32, 42, 38], [35, 34, 39], [43, 41, 44], [45, 46, 40], [57, 36], [47, 48, 49], [53, 52], [51, 55, 61], [58, 56, 60], [63, 62, 68], [66, 65, 64], [75, 70, 69], [67, 73], [71, 72], [74, 77, 76], [78, 79], [86, 81], [82, 80, 83], [85, 84, 87, 88]]
94: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19], [20, 50], [26, 25, 59], [24, 31], [29, 54, 30], [33, 32], [42, 38, 39], [34, 43], [35, 40], [45, 36, 41], [46, 62], [47, 49], [53, 44, 56, 48], [51, 55], [52, 57], [58, 60, 61, 63], [68, 66, 65], [64, 75, 70, 69, 67], [73, 71, 72], [74, 77], [76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
95: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13, 23], [16, 21, 17], [27, 18, 19, 20], [50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32, 42], [38, 35, 36], [44, 43, 34], [41, 39, 47], [45, 58], [46, 48, 51, 49], [56, 55, 53, 60], [40, 52, 57, 63], [61, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
96: [[37, 7], [3, 5, 4], [10, 9, 1], [6, 2, 12], [22, 11, 8], [14, 15, 28], [13, 23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59], [24, 31, 29], [54, 30], [33, 32, 42], [38, 35, 36], [34, 44], [39, 43], [41, 40, 46], [57, 45, 61], [47, 63, 49], [48, 51], [52, 55], [56, 53, 60], [58, 62], [68, 66], [65, 64, 75], [70, 69], [67, 73], [71, 72, 74], [77, 76, 78], [79, 86, 81, 82], [80, 83, 85], [84, 87, 88]]
97: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8, 14], [15, 28, 13], [23, 16], [21, 17], [27, 18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 38, 35], [34, 36], [45, 39], [40, 43, 46], [47, 52, 44, 49, 63, 56, 55, 53, 41, 57, 51, 48, 60, 61, 58, 62, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
98: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22, 11], [8, 14, 15], [28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50], [26, 25, 59, 24], [31, 29], [54, 30, 33, 32], [42, 34, 35], [41, 44], [46, 36, 39, 40], [45, 43, 60, 38, 47, 49, 52, 48, 51, 53, 55, 56, 57, 58, 62, 61, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
99: [[37, 7], [3, 5, 4], [10, 9], [1, 6], [2, 12, 22], [11, 8], [14, 15], [28, 13], [23, 16, 21], [17, 27, 18], [19, 20, 50, 26, 25, 59, 24, 31, 29, 54, 30, 33, 32, 42, 38, 39, 34, 36, 47, 35, 44], [41, 43, 45, 40, 62], [46, 49, 60, 48, 51], [52, 55, 57, 53, 56], [58], [63, 61, 68, 66, 65, 64, 75, 70, 69, 67, 73], [71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
100: [[37, 7], [3, 5, 4], [10, 9], [1, 6, 2], [12, 22], [11, 8, 14], [15, 28], [13, 23, 16], [21, 17, 27], [18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 38, 39, 34, 41, 35, 40, 36, 47, 57, 45, 43, 44, 46, 53, 61, 49, 60, 52, 48, 55, 51, 58, 62, 56, 63, 68, 66, 65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
101: [[37, 7], [3, 5], [4, 10], [9, 1, 6], [2, 12, 22], [11, 8], [14, 15, 28], [13, 23, 16], [21, 17, 27], [18, 19], [20, 50, 26], [25, 59, 24], [31, 29, 54], [30, 33, 32], [42, 38], [35, 34], [46, 36], [41, 43], [39, 45, 40], [62, 44, 47], [57, 48, 53], [49, 55], [58, 51, 52], [60, 61, 56], [63, 68, 66], [65, 64, 75, 70, 69, 67, 73, 71, 72, 74, 77, 76, 78, 79, 86, 81, 82, 80, 83, 85, 84, 87, 88]]
