0: [[22, 6, 2, 1, 11, 9], [3, 4, 17, 74, 5], [41, 75, 20, 14, 15], [13, 28, 25, 7, 55], [21, 29, 19, 54, 16, 69], [26, 24, 23, 27, 50], [31, 30, 36, 52, 37, 38], [44, 33, 39, 10, 34], [46, 35, 60, 32, 53, 45], [40, 42, 64, 43, 47, 49], [63, 57, 61, 48, 18], [51, 59, 56, 58, 65], [66, 71, 67, 68, 77], [78, 70, 62, 73, 12, 72], [76, 8, 79, 81, 80, 83], [86, 87, 84, 85, 82, 88]]
51: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
52: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
53: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
54: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
55: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
56: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
57: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
58: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
59: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
60: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
61: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
62: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
63: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
64: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
65: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
66: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
67: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
68: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
69: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
70: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
71: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
72: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
73: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
74: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
75: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
76: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
77: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
78: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
79: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
80: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
81: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
82: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
83: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
84: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
85: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
86: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
87: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
88: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
89: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
90: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
91: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
92: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
93: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
94: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
95: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
96: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
97: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
98: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
99: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
100: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
101: [[22, 6, 2, 1, 13, 7, 3, 4, 5, 66, 10, 43, 24, 28, 9, 8, 15, 11, 12, 14, 23, 16], [17, 19, 50, 18, 20, 21, 27, 25, 30, 59, 26, 31, 29, 39, 32, 33, 34, 47, 44, 53, 37, 40], [38, 35, 36, 41, 42, 61, 62, 45, 46, 48, 49, 51, 52, 54, 55, 56, 57, 58, 60, 63, 64, 67], [69, 65, 73, 70, 68, 71, 72, 75, 78, 74, 77, 76, 79, 83, 84, 82, 81, 80, 85, 87, 86, 88]]
