0: [[53], [28, 39], [3, 30, 31, 51], [8, 5, 18], [4, 7], [52], [9], [20, 15, 19, 47, 6, 10], [57], [1, 37, 16, 54, 29], [58], [14, 41, 26], [27, 11], [56, 25], [13, 22, 21], [23], [32, 17], [33, 34], [36, 40, 24, 45, 50, 12], [38, 44], [42, 43], [48, 49], [35, 46, 2], [55, 59], [60]]
74: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 12, 15, 19, 16, 21, 17, 29, 22, 26, 18, 25], [20, 24, 23, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
75: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 9, 10, 8, 12, 15, 18, 16, 23, 22, 20, 21, 17, 24, 19], [29, 26, 31, 25, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
76: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 10, 12, 11, 24, 15, 16, 23, 17, 20, 19, 21, 22, 18], [25, 31, 29, 26, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
77: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 16, 17, 21, 19, 18, 22, 20, 24, 23], [25, 26, 29, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
78: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 11, 10, 12, 15, 18, 22, 21, 17, 16, 20, 19, 23, 24], [26, 25, 29, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
79: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 15, 9, 10, 11, 16, 17, 12, 23, 19, 8, 31, 24, 21, 22], [18, 20, 25, 26, 29, 30, 36, 32, 39, 41, 33, 37, 34, 45, 43, 38, 42, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
80: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 9, 8, 10, 6, 11, 15, 22, 20, 17, 12, 23, 21, 16, 26, 18, 24], [25, 19, 30, 29, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
81: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 10, 9, 6, 8, 12, 11, 15, 26, 18, 23, 30, 21, 16, 31, 20, 17], [22, 29, 25, 19, 24, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
82: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 12, 6, 8, 11, 15, 9, 10, 23, 20, 19, 18, 25, 16, 30, 17, 21], [22, 29, 24, 26, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
83: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 12, 6, 8, 11, 15, 9, 10, 23, 20, 19, 18, 25, 16, 30, 17, 21], [22, 29, 24, 26, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
84: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 11, 10, 12, 15, 18, 16, 19, 21, 23, 30, 20, 25, 17], [22, 24, 26, 31, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
85: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 9, 10, 11, 12, 15, 19, 16, 17, 21, 29, 23, 20, 18, 24], [22, 26, 25, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
86: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 11, 8, 24, 29, 16, 17, 12, 15, 20, 18, 31, 21, 23], [19, 22, 26, 30, 25, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
87: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 23, 17, 19, 18, 16, 31, 21, 22, 20], [25, 26, 24, 30, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
88: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 12, 9, 10, 15, 16, 19, 18, 17, 23, 21, 29, 20, 31], [22, 24, 26, 30, 25, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
89: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 15, 12, 10, 18, 17, 16, 19, 21, 23, 22, 20, 25], [24, 30, 26, 29, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
90: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 18, 17, 16, 19, 23, 22, 21, 25, 20], [24, 26, 29, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
91: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 9, 11, 31, 15, 19, 24, 17, 12, 16, 18, 22, 20, 21], [23, 25, 26, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
92: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 11, 9, 8, 24, 31, 10, 12, 6, 17, 22, 15, 21, 20, 16, 18, 19], [25, 30, 23, 26, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
93: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 9, 11, 12, 25, 19, 20, 17, 24, 15, 16, 22, 21, 29], [18, 23, 26, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
94: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 9, 8, 10, 12, 15, 18, 17, 22, 16, 21, 19, 20, 24, 26], [23, 29, 25, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
95: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 15, 9, 11, 10, 12, 8, 17, 24, 19, 22, 16, 18, 21, 20, 26], [23, 25, 29, 30, 31, 32, 33, 37, 34, 39, 36, 38, 45, 43, 40, 42, 41, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
96: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 18, 17, 19, 16, 29, 30, 21, 25, 20], [22, 23, 24, 26, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
97: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 10, 6, 9, 8, 11, 16, 12, 26, 18, 19, 15, 31, 17, 23, 25, 21], [20, 29, 22, 24, 30, 36, 33, 39, 32, 34, 37, 38, 45, 42, 41, 43, 46, 44], [47, 40, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
98: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 12, 10, 11, 8, 15, 19, 17, 22, 18, 21, 16, 20, 31, 26], [24, 25, 23, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
99: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 15, 10, 11, 8, 12, 19, 16, 17, 18, 21, 20, 22, 31, 30], [24, 25, 23, 29, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
100: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 10, 11, 8, 9, 12, 15, 19, 16, 20, 18, 29, 23, 17, 21, 25], [26, 24, 30, 22, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
101: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 25, 11, 9, 12, 22, 17, 23, 15, 21, 20, 16, 19, 24], [18, 29, 26, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
102: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 12, 9, 8, 11, 6, 10, 15, 18, 19, 16, 17, 21, 20, 22, 24, 25], [23, 30, 26, 31, 29, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
103: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 12, 10, 15, 18, 17, 19, 16, 21, 22, 20, 26, 25], [23, 24, 31, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
104: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 11, 9, 12, 31, 18, 15, 24, 17, 16, 22, 29, 20, 21], [23, 19, 26, 25, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
105: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 10, 15, 9, 12, 16, 17, 22, 20, 21, 18, 19, 29, 24], [23, 31, 25, 30, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
106: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 15, 8, 10, 12, 11, 18, 19, 30, 17, 29, 21, 22, 20, 16], [24, 31, 25, 23, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
107: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 11, 10, 12, 15, 18, 16, 20, 21, 29, 22, 17, 19, 30], [23, 25, 24, 31, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
108: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 24, 16, 12, 15, 18, 17, 31, 19, 21, 23, 25], [20, 22, 26, 29, 30, 32, 33, 39, 42, 34, 44, 36, 45, 38, 41, 43, 40, 46], [47, 37, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
109: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 9, 11, 12, 15, 18, 16, 19, 17, 31, 22, 23, 24, 20], [21, 26, 25, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
110: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 9, 11, 12, 15, 18, 24, 31, 19, 17, 16, 22, 23, 29], [20, 25, 26, 21, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
111: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 11, 12, 15, 18, 23, 19, 16, 31, 30, 17, 24, 29], [20, 21, 22, 25, 26, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
112: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 12, 15, 19, 16, 17, 18, 22, 30, 23, 31, 29], [20, 26, 21, 24, 25, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
113: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 8, 10, 11, 9, 12, 31, 18, 16, 25, 17, 15, 22, 26, 23, 19], [20, 21, 24, 29, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
114: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 11, 8, 9, 10, 12, 15, 18, 16, 19, 23, 20, 30, 31, 17, 22], [29, 26, 21, 25, 24, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
115: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 10, 9, 6, 8, 15, 11, 12, 23, 16, 17, 22, 18, 19, 31, 29, 26], [20, 25, 24, 21, 30, 32, 33, 39, 36, 34, 37, 38, 45, 42, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
116: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 10, 8, 9, 11, 12, 15, 18, 17, 24, 23, 19, 22, 29, 25, 16], [20, 21, 26, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
117: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 8, 10, 11, 12, 15, 18, 16, 23, 22, 19, 20, 17, 25, 24], [21, 26, 29, 31, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
118: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 12, 6, 9, 11, 10, 8, 24, 16, 17, 22, 15, 30, 19, 23, 20], [18, 29, 26, 21, 25, 31, 36, 33, 37, 42, 39, 32, 34, 45, 38, 40, 41, 43, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
119: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 6, 9, 10, 8, 12, 24, 15, 22, 17, 29, 25, 11, 23, 31, 16, 26], [21, 18, 19, 20, 30, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
120: [[35, 1, 7, 2, 27, 3], [4, 13, 5, 28, 14, 11, 9, 8, 15, 16, 6, 26, 10, 23, 22, 17, 20, 19, 18, 25, 12], [29, 21, 24, 30, 31, 32, 33, 37, 42, 39, 36, 34, 45, 38, 41, 43, 40, 44], [47, 46, 54, 50, 53, 51, 48, 56, 49, 52, 55, 57, 58, 59, 60]]
121: [[49, 16, 7, 3, 30, 19], [1, 8, 5, 2, 4, 6, 11, 12, 13, 9, 23, 15, 18, 21, 17, 22, 37, 20, 52, 29, 56], [24, 44, 26, 25, 27, 28, 41, 31, 10, 53, 39, 34, 32, 33, 43, 35, 40, 38], [47, 58, 14, 42, 36, 59, 45, 48, 46, 50, 51, 54, 55, 57, 60]]
