0: [[17, 24, 13, 21], [8, 59, 5, 18, 38, 54], [22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53, 30], [35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
74: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
75: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
76: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
77: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
78: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
79: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
80: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
81: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
82: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
83: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
84: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 11], [6, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
85: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
86: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14], [6, 11, 4, 7], [44, 42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
87: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
88: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
89: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
90: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14], [6, 11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
91: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14], [6, 11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
92: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53, 30], [35, 25, 2, 12], [40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
93: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22], [28, 47, 29, 16, 37], [15, 33, 14, 6, 10, 11], [4, 7, 44, 42], [3, 46], [1, 53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
94: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53, 30], [35, 25, 2, 12], [40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
95: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 11], [6, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
96: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47, 29], [16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
97: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47, 29], [16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
98: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
99: [[17, 24, 13, 21], [8, 59, 5, 38], [18, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
100: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
101: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
102: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
103: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
104: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47, 29], [16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
105: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47, 29], [16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
106: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [12, 40, 9, 23, 2, 6], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
107: [[17, 24, 13, 8, 21], [59, 5, 38, 18], [54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [12, 40, 9, 23, 2], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
108: [[17, 24, 13, 21, 8], [59, 5, 38, 18, 54], [22, 28, 47, 29], [16, 37, 10, 15], [33, 14, 11, 6], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
109: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
110: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
111: [[17, 24, 13, 21], [8, 59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2, 12], [40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
112: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 11], [6, 4, 7, 44], [42, 3, 46, 1, 53], [30, 35, 25, 2], [12, 40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
113: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2, 12], [40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
114: [[17, 24, 13, 21], [8, 59, 5, 38], [18, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14], [6, 11, 4, 7], [44, 42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
115: [[17, 24, 13, 21, 8], [59, 5, 18, 38], [54, 22, 28, 47], [29, 16, 37, 10, 15], [33, 14, 6, 11], [4, 7, 44, 42], [3, 46, 1, 53], [30, 35, 25, 2, 12], [40, 9, 23, 19], [31, 32, 20, 50], [48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
116: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14], [6, 11, 4, 7], [44, 42, 3, 46], [1, 53, 30, 35, 25], [2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
117: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28, 47], [29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [2, 12, 40, 9], [23, 19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
118: [[17, 24, 13, 21], [8, 59, 5, 38], [18, 54, 22, 28], [47, 29, 16, 37, 10], [15, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25], [2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
119: [[17, 24, 13, 21], [8, 59, 5, 18], [38, 54, 22, 28], [47, 29, 16], [37, 10, 15, 33, 14], [6, 11, 4, 7, 44, 42], [3, 46, 1, 53], [30, 35], [25, 2, 12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
120: [[17, 24, 13, 8], [21, 59, 5, 38], [18, 54, 22, 28], [47, 29, 16, 37, 15], [10, 33, 14, 6], [11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45], [26, 34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
121: [[17, 24, 13, 8], [21, 59, 5, 38], [18, 54, 22, 28], [47, 29, 16, 37], [10, 15, 33, 14], [6, 11, 4, 7, 44], [42, 3, 46, 1], [53, 30, 35, 25, 2], [12, 40, 9, 23], [19, 31, 32, 20], [50, 48, 36, 45, 26], [34, 55, 58, 39], [49, 60, 57, 41], [52, 43, 27, 51, 56]]
