0: [[9, 8, 5, 18], [23, 36, 24, 12], [13, 55, 53, 37, 21], [49, 27, 1, 43, 11], [57, 56], [7, 3, 30], [14, 40], [4, 46, 50], [32, 17], [33, 34, 35, 41, 25, 2, 6], [39, 59, 38, 44], [29, 22, 45, 54], [42], [28, 48, 52], [47, 20, 19, 26, 31, 51], [60, 15, 16, 58, 10]]
74: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 15, 18, 12, 23, 16, 17, 26, 22, 24, 31, 21], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
75: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 15, 12, 23, 16, 17, 21, 18, 26, 24, 22, 31], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
76: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 12, 15, 18, 17, 22, 16, 23, 21, 31, 26, 24], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
77: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 15, 12, 18, 23, 21, 17, 22, 24, 16, 26, 31], [25, 30, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
78: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 26, 15, 21, 18, 17, 22, 24, 30, 16, 23], [25, 31, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
79: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 26, 12, 22, 17, 15, 16, 23, 21, 18, 24, 30], [25, 31, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
80: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 15, 12, 21, 16, 23, 22, 18, 30, 24, 26, 17], [25, 31, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
81: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 15, 12, 18, 21, 17, 24, 16, 22, 26, 30, 23], [25, 31, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
82: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 16, 23, 12, 17, 31, 25, 30, 18, 24, 21], [22, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
83: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 6, 10, 15, 18, 25, 17, 16, 23, 30, 21, 24, 31], [22, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
84: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 22, 10, 17, 15, 16, 18, 31, 25, 24, 23, 21, 6], [30, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
85: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 17, 25, 16, 21, 22, 23, 18, 24, 31], [30, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
86: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 15, 6, 17, 18, 16, 21, 31, 23, 22, 24, 25], [30, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
87: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 15, 22, 21, 18, 17, 16, 25, 31, 23, 24], [30, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
88: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 17, 26, 16, 18, 23, 21, 30, 22, 31], [25, 24, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
89: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 15, 18, 10, 23, 17, 22, 16, 30, 31, 26, 21, 6], [25, 24, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
90: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 15, 12, 22, 16, 17, 21, 18, 23, 30, 26, 31], [25, 24, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
91: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 26, 16, 23, 10, 22, 15, 17, 30, 31, 21, 18], [25, 24, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
92: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 17, 18, 21, 16, 22, 26, 23, 30, 31], [25, 24, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
93: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 15, 10, 6, 17, 16, 18, 22, 23, 31, 26, 21, 30], [25, 24, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
94: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 15, 12, 18, 17, 16, 21, 23, 30, 22, 24, 25], [31, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
95: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 18, 17, 22, 16, 23, 21, 24, 25, 30], [29, 26, 31, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
96: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 12, 15, 22, 18, 16, 21, 17, 23, 30, 24, 25], [31, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
97: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 22, 16, 23, 17, 18, 21, 30, 25, 24], [31, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
98: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 23, 22, 18, 16, 17, 21, 30, 25, 24], [31, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
99: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 18, 15, 12, 17, 21, 23, 16, 22, 25, 30, 24], [31, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
100: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 6, 12, 15, 18, 17, 16, 21, 23, 22, 30, 25, 31], [24, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
101: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 31, 18, 22, 16, 15, 17, 30, 25, 21, 23], [24, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
102: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 23, 15, 16, 18, 21, 25, 30, 17, 22, 31], [24, 26, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
103: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 17, 18, 15, 22, 16, 23, 21, 26, 25, 30], [24, 31, 29, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
104: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 12, 22, 15, 6, 16, 17, 21, 18, 29, 24, 23, 31], [25, 26, 30, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
105: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 23, 15, 16, 18, 21, 24, 29, 31, 22, 17], [25, 26, 30, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
106: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 10, 12, 16, 15, 18, 17, 23, 21, 29, 22, 24, 31], [25, 26, 30, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
107: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 12, 10, 23, 24, 18, 16, 17, 21, 22, 29, 31], [25, 26, 30, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
108: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 10, 15, 6, 18, 16, 24, 12, 21, 17, 29, 30, 22, 23], [25, 26, 31, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
109: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 29, 15, 21, 17, 23, 18, 22, 30, 16, 24], [25, 26, 31, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
110: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 17, 23, 21, 22, 24, 16, 29, 18, 30], [25, 26, 31, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
111: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 12, 10, 15, 23, 16, 22, 18, 21, 17, 30, 24, 29], [25, 26, 31, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
112: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 15, 6, 10, 12, 18, 16, 17, 31, 29, 30, 23, 21, 22], [24, 26, 25, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
113: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 12, 15, 18, 10, 23, 16, 22, 29, 31, 17, 21, 30, 6], [25, 26, 24, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
114: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 18, 16, 10, 23, 22, 29, 26, 31, 12, 17, 21], [25, 24, 30, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
115: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 6, 15, 10, 12, 17, 16, 18, 21, 22, 31, 30, 24, 29], [25, 26, 23, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
116: [[7, 35, 3, 2, 19, 27, 4, 43, 14, 20], [13, 5, 1, 9, 28, 8, 11, 22, 6, 12, 31, 29, 18, 16, 10, 25, 17, 24, 30, 15], [21, 26, 23, 37, 42, 36, 33, 32, 38, 39, 46, 44, 45, 40, 47], [34, 57, 53, 51, 48, 41, 49, 54, 50, 52, 55, 58, 59, 60, 56]]
117: [[7, 8, 5, 18, 23, 39, 24, 12, 14, 52], [45, 37, 21, 49, 27, 6, 43, 10, 56, 9, 11, 3, 30, 13, 40, 4, 47, 51, 38, 17], [33, 34, 35, 41, 25, 2, 1, 16, 59, 20, 44, 28, 26, 29, 54], [42, 32, 53, 36, 46, 48, 19, 22, 31, 50, 55, 15, 57, 58, 60]]
118: [[9, 2, 5, 18, 23, 35, 28, 15, 13, 52], [45, 37, 17, 41, 3, 1, 43, 6, 56, 58, 7, 8, 30, 12, 46, 4, 47, 51, 32, 11], [33, 14, 16, 21, 26, 22, 24, 25, 59, 39, 31, 36, 38, 44, 55], [34, 29, 53, 40, 42, 20, 19, 48, 49, 50, 54, 57, 27, 60, 10]]
119: [[7, 9, 3, 18, 23, 37, 24, 11, 14, 52], [53, 4, 17, 57, 27, 1, 43, 6, 60, 56, 5, 8, 13, 22, 15, 2, 48, 20, 33, 21], [28, 34, 35, 30, 25, 32, 36, 39, 59, 38, 46, 12, 29, 44, 55], [40, 41, 42, 51, 47, 45, 19, 26, 31, 49, 50, 54, 16, 58, 10]]
120: [[9, 35, 3, 2], [19, 24, 4, 43], [13, 23, 21, 5, 1], [7, 28, 8, 11, 10], [12, 6], [15, 18, 14], [22, 17], [16, 20, 30], [27, 31], [25, 26, 29, 37, 42, 36, 38], [32, 33, 39, 46], [45, 41, 44, 47], [34], [60, 48, 52], [51, 40, 49, 58, 50, 53], [54, 55, 56, 57, 59]]
121: [[7, 34, 3, 2], [19, 28, 1, 40], [14, 23, 21, 5, 4], [17, 27, 8, 11, 6], [13, 9], [31, 10, 15], [18, 16], [12, 20, 22], [24, 26], [25, 29, 30, 37, 41, 32, 38], [39, 33, 35, 44], [45, 36, 43, 46], [42], [56, 48, 52], [47, 50, 49, 54, 51, 53], [55, 58, 57, 59, 60]]
