0: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30], [31, 35], [32, 40, 36], [37, 50], [42, 38, 49], [60, 41, 54], [48, 46, 61], [34, 53, 51], [45, 56, 52, 55, 63, 57], [58, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72, 76], [74, 79, 86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
51: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13, 7, 5], [11, 15, 14, 18], [21, 17, 20, 19, 24], [23, 16, 27, 29], [25, 28, 62], [26, 43], [33, 44, 47, 30], [31, 35, 32, 40], [36, 37, 50], [42, 38], [49, 60, 41], [34, 46, 45, 48], [52, 57, 51], [61, 56, 53, 54, 55, 63, 58, 64, 65, 68, 70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
52: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13, 7, 5], [11, 15, 14, 18], [21, 17, 20, 19, 24], [23, 16, 27, 29], [25, 28, 62], [26, 43], [33, 44, 47, 30], [31, 35, 32, 40], [36, 37, 50], [42, 38], [49, 60, 41], [34, 46, 45, 48], [52, 57, 51], [61, 56, 53, 54, 55, 63, 58, 64, 65, 68, 70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
53: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43, 33], [44, 47, 30, 31, 35, 32, 40, 36], [37, 50, 42, 38, 49, 60, 41, 34, 61], [46, 45, 51, 54, 48, 53, 52, 55], [57, 63, 58, 56, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
54: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20], [19, 24, 23, 16, 27, 29], [25, 28, 62, 26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36, 37, 50], [42, 38, 49, 60, 41, 46], [34, 45, 53], [52, 48, 54], [55, 56, 51, 57], [61, 63, 58], [64, 65, 68, 70, 77], [73, 66, 71, 75, 69], [72, 76, 74, 79], [86, 78, 80], [82, 87], [85, 81, 83, 84, 88]]
55: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19], [24, 23, 16], [27, 29, 25], [28, 62, 26, 43, 33], [44, 47, 30], [31, 35, 32], [40, 36, 37, 50, 42, 38], [49, 60, 41], [34, 45], [46, 53, 51], [48, 52, 55, 54], [56, 57, 58, 63, 61, 64, 65, 68, 70, 77, 73, 66], [71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
56: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17, 20], [19, 24, 23], [16, 27, 29, 25], [28, 62, 26, 43], [33, 44, 47, 30], [31, 35, 32, 40], [36, 37, 50], [42, 38], [49, 60, 41], [34, 61, 46], [54, 45, 51], [48, 53, 57], [52, 55, 56, 58], [63, 64, 65, 68, 70, 77, 73, 66], [71, 75, 69, 72, 76, 74, 79, 86, 78], [80, 82, 87, 85, 81, 83, 84, 88]]
57: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43, 33, 44, 47], [30, 31, 35], [32, 40, 36, 37, 50], [42, 38, 49, 60, 41, 34], [45, 46, 61], [54, 53], [48, 51, 52], [56, 55], [57, 58, 63, 64], [65, 68, 70], [77, 73, 66], [71, 75, 69, 72], [76, 74, 79, 86], [78, 80, 82, 87], [85, 81, 83], [84, 88]]
58: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23], [16, 27, 29], [25, 28, 62], [26, 43, 33, 44, 47, 30], [31, 35, 32], [40, 36, 37], [50, 42, 38], [49, 60, 41], [34, 45, 46], [55, 48, 51], [53, 61, 57], [52, 54], [58, 56, 63, 64], [65, 68, 70, 77], [73, 66], [71, 75, 69], [72, 76, 74, 79], [86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
59: [[39, 59, 10, 9, 67], [3, 8, 6, 22], [1, 12, 2, 4, 13], [7, 5], [11, 15, 14, 18], [21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44], [47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 34, 45], [46, 61, 56, 52, 54], [51, 48, 53, 58], [57, 55, 63, 64], [65, 68], [70, 77, 73], [66, 71, 75], [69, 72, 76, 74], [79, 86, 78, 80, 82, 87], [85, 81, 83, 84, 88]]
60: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31, 35, 32], [40, 36, 37, 50], [42, 38], [49, 60, 41], [34, 53, 46, 45], [51, 48, 54, 52], [55, 61, 57], [63, 58, 56, 64, 65, 68, 70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
61: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27, 29], [25, 28, 62], [26, 43], [33, 44, 47, 30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60, 41], [34, 46, 45], [53, 48, 51], [54, 61, 63], [52, 58, 57], [56, 55], [64, 65, 68, 70, 77], [73, 66, 71, 75], [69, 72], [76, 74, 79], [86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
62: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1], [12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23, 16], [27, 29, 25, 28], [62, 26, 43, 33, 44], [47, 30], [31, 35, 32, 40], [36], [37, 50, 42, 38], [49, 60, 41, 34, 54, 55], [46, 48, 52, 53, 45, 56], [51, 58, 57, 63], [61, 64, 65, 68, 70, 77], [73, 66, 71, 75], [69, 72, 76], [74, 79, 86], [78, 80, 82, 87, 85, 81], [83, 84, 88]]
63: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16], [27, 29], [25, 28], [62, 26, 43], [33, 44, 47], [30, 31, 35, 32, 40, 36, 37, 50, 42, 38], [49, 60, 41, 34, 45, 46, 48, 51, 55, 54, 53, 56, 52, 57, 63, 61, 58, 64, 65, 68, 70, 77], [73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
64: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20, 19, 24, 23], [16, 27, 29, 25, 28], [62, 26, 43], [33, 44, 47], [30, 31, 35, 32, 40, 36], [37, 50, 42, 38, 49, 60], [41, 34, 52, 46, 45, 53, 51, 48, 54, 56, 57, 55, 61, 63, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83], [84, 88]]
65: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26], [43, 33], [44, 47, 30, 31, 35, 32], [40, 36, 37], [50, 42, 38, 49], [60, 41, 34, 46], [45, 61, 55], [48, 51, 54, 56, 53, 52, 57, 63, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75], [69, 72, 76, 74, 79, 86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
66: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20], [19, 24, 23, 16], [27, 29, 25], [28, 62, 26], [43, 33], [44, 47, 30, 31], [35, 32], [40, 36, 37], [50, 42, 38], [49, 60, 41], [34, 48, 45, 63], [46, 53, 51, 54], [57, 56, 52, 58], [55, 61], [64, 65], [68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
67: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26], [43, 33, 44], [47, 30], [31, 35, 32], [40, 36, 37], [50, 42, 38], [49, 60, 41], [34, 45, 46, 53, 51, 48], [52, 55, 58], [54, 56], [63, 57, 61], [64, 65], [68, 70, 77, 73], [66, 71, 75], [69, 72, 76], [74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
68: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23, 16, 27], [29, 25, 28, 62, 26, 43], [33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 51, 55, 48, 53, 54, 56, 52, 58, 63, 57, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
69: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19], [24, 23, 16], [27, 29, 25, 28, 62, 26], [43, 33, 44, 47, 30], [31, 35, 32, 40, 36, 37], [50, 42, 38], [49, 60], [41, 34, 45], [46, 52], [51, 56, 53, 48], [57, 54, 58, 55], [63, 61, 64, 65], [68, 70, 77, 73], [66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87], [85, 81, 83, 84, 88]]
70: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23], [16, 27, 29], [25, 28, 62], [26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36], [37, 50, 42, 38], [49, 60, 41, 34], [46, 45], [55, 48, 52], [51, 61, 56, 53], [54, 57, 58, 63], [64, 65, 68, 70], [77, 73], [66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
71: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12, 2], [4, 13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27, 29], [25, 28, 62, 26, 43], [33, 44], [47, 30, 31, 35], [32, 40, 36, 37, 50], [42, 38, 49], [60, 41, 34], [45, 46, 55, 48], [54, 53, 51, 57], [52, 56, 61, 58], [63, 64, 65], [68, 70, 77], [73, 66, 71], [75, 69, 72], [76, 74], [79, 86, 78], [80, 82, 87, 85, 81], [83, 84, 88]]
72: [[39, 59, 10], [9, 67, 3], [8, 6], [22, 1], [12, 2, 4], [13, 7, 5], [11, 15, 14], [18, 21], [17, 20], [19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43, 33], [44, 47], [30, 31, 35], [32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 34], [61, 46, 58, 48], [57, 45, 54], [51, 52, 53], [56, 55, 63], [64, 65], [68, 70, 77, 73], [66, 71, 75, 69], [72, 76, 74], [79, 86, 78, 80], [82, 87, 85, 81], [83, 84, 88]]
73: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16], [27, 29, 25], [28, 62, 26], [43, 33, 44], [47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38], [49, 60, 41, 34], [46, 45, 61, 52], [48, 51, 55, 56, 53, 54, 58, 57, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
74: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50, 42], [38, 49, 60, 41, 34], [46, 51, 45, 53], [52, 54, 48, 57], [55, 58, 56, 61], [63, 64], [65, 68], [70, 77, 73, 66, 71, 75, 69, 72], [76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
75: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12], [2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43], [33, 44, 47, 30, 31, 35], [32, 40, 36], [37, 50, 42, 38], [49, 60, 41, 34], [48, 45, 46, 51], [53, 55, 57, 52, 54, 58, 56, 61, 63], [64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
76: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62], [26, 43, 33], [44, 47], [30, 31, 35], [32, 40, 36, 37], [50, 42, 38, 49, 60, 41, 54, 45, 46, 61, 52, 53, 55, 48, 34, 58, 57, 63, 51, 56, 64, 65, 68, 70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
77: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24, 23], [16, 27, 29, 25], [28, 62, 26, 43], [33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 54, 46, 45, 48, 51, 52, 53, 56, 55, 57, 58, 61, 63, 64, 65, 68, 70, 77, 73, 66], [71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
78: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11, 15, 14, 18], [21, 17, 20], [19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30, 31, 35, 32, 40, 36, 37], [50, 42, 38, 49, 60, 41, 34, 45, 46], [53, 54, 48, 51], [57, 52, 56, 63], [55, 61], [58, 64, 65], [68, 70], [77, 73, 66], [71, 75, 69, 72, 76, 74, 79, 86, 78, 80], [82, 87, 85, 81, 83, 84, 88]]
79: [[39, 59, 10, 9], [67, 3, 8, 6], [22, 1, 12], [2, 4], [13, 7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47, 30, 31, 35, 32, 40, 36, 37], [50, 42, 38, 49, 60, 41, 34, 48, 46], [61, 52, 45], [55, 54, 57, 51], [53, 58, 63, 56, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
80: [[39, 59, 10], [9, 67, 3, 8, 6], [22, 1, 12, 2, 4], [13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16], [27, 29, 25, 28], [62, 26, 43], [33, 44, 47], [30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49], [60, 41, 34, 45, 46, 53, 51, 55, 54, 52, 48, 56, 57, 63, 61, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
81: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21], [17, 20, 19], [24, 23, 16], [27, 29, 25, 28, 62, 26], [43, 33, 44, 47, 30, 31], [35, 32, 40], [36, 37, 50, 42], [38, 49, 60], [41, 34, 45], [46, 52, 48, 56, 53, 61, 57, 54, 51, 63, 58, 55, 64, 65, 68, 70, 77], [73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
82: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23, 16, 27], [29, 25, 28, 62], [26, 43, 33], [44, 47, 30, 31], [35, 32, 40, 36], [37, 50, 42], [38, 49, 60], [41, 34, 46, 45], [48, 55, 51, 53], [54, 57, 52], [56, 63, 61, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
83: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11, 15, 14], [18, 21, 17, 20, 19, 24], [23, 16, 27, 29, 25, 28, 62, 26, 43, 33, 44], [47, 30, 31, 35, 32, 40, 36], [37, 50, 42, 38], [49, 60, 41, 34, 45], [52, 48, 55], [61], [51, 46, 53, 56], [54, 63, 57, 58, 64, 65], [68, 70, 77, 73, 66, 71], [75, 69, 72, 76], [74, 79, 86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
84: [[39, 59, 10, 9, 67, 3, 8], [6, 22, 1, 12, 2, 4], [13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43, 33], [44, 47, 30, 31, 35], [32, 40, 36, 37], [50, 42, 38], [49, 60, 41, 34], [45, 46, 53, 55], [51, 48, 56, 52, 54], [58, 57, 61, 63, 64, 65], [68, 70, 77], [73, 66, 71], [75, 69, 72], [76, 74, 79], [86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
85: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43], [33, 44], [47, 30], [31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 52, 55, 56, 51, 53, 57, 48, 63, 58, 54, 61, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86], [78, 80, 82, 87, 85, 81, 83, 84, 88]]
86: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12], [2, 4, 13, 7], [5, 11, 15, 14, 18, 21, 17, 20], [19, 24, 23, 16, 27, 29, 25], [28, 62, 26], [43, 33], [44, 47, 30, 31], [35, 32], [40, 36, 37, 50], [42, 38, 49], [60, 41, 52], [45, 46, 61, 34], [53, 51], [48, 54, 57, 56, 55, 58, 63, 64], [65, 68, 70], [77, 73], [66, 71, 75, 69, 72, 76, 74, 79, 86], [78, 80, 82, 87, 85, 81, 83, 84, 88]]
87: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17, 20], [19, 24, 23], [16, 27, 29, 25], [28, 62, 26, 43], [33, 44, 47], [30, 31], [35, 32, 40, 36], [37, 50, 42, 38], [49, 60, 41, 34, 46, 45, 54, 55, 51, 48, 53, 57, 52, 58, 56, 61, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69], [72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
88: [[39, 59, 10, 9], [67, 3, 8, 6], [22, 1, 12], [2, 4], [13, 7, 5, 11], [15, 14, 18], [21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36, 37], [50, 42, 38, 49, 60], [41, 34, 48, 46], [58, 52, 45], [51, 54, 56], [53, 55, 57, 63], [61, 64, 65, 68], [70, 77, 73, 66, 71], [75, 69, 72, 76, 74, 79], [86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
89: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24, 23, 16, 27], [29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31], [35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 46, 45, 55, 48, 51, 52, 53, 56, 54, 57, 61, 63, 58, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
90: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24, 23], [16, 27, 29, 25, 28, 62], [26, 43, 33], [44, 47, 30], [31, 35, 32, 40], [36, 37, 50, 42], [38, 49, 60, 41, 34, 45], [46, 61, 52], [53, 51], [48, 54, 56], [63, 55, 57], [58, 64, 65], [68, 70, 77], [73, 66, 71], [75, 69, 72, 76, 74, 79, 86, 78, 80], [82, 87, 85], [81, 83, 84, 88]]
91: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26], [43, 33, 44, 47], [30, 31, 35, 32], [40, 36], [37, 50, 42, 38, 49, 60, 41, 34, 46, 45, 48, 51, 52, 55, 54, 56, 53], [61, 63, 57, 58, 64, 65, 68, 70, 77], [73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
92: [[39, 59, 10], [9, 67, 3], [8, 6, 22], [1, 12, 2], [4, 13, 7, 5], [11, 15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28], [62, 26, 43], [33, 44, 47], [30, 31, 35], [32, 40, 36], [37, 50], [42, 38, 49, 60], [41, 34, 45], [46, 55, 48], [52, 51, 61], [56, 54, 53, 58, 57], [63, 64], [65, 68, 70, 77], [73, 66, 71, 75], [69, 72, 76], [74, 79, 86, 78, 80, 82], [87, 85, 81], [83, 84, 88]]
93: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27], [29, 25, 28], [62, 26], [43, 33, 44, 47], [30, 31, 35, 32], [40, 36], [37, 50, 42, 38, 49, 60, 41, 34, 46, 45, 48, 51, 52, 55, 54, 56, 53], [61, 63, 57, 58, 64, 65, 68, 70, 77], [73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
94: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2], [4, 13, 7], [5, 11, 15, 14], [18, 21, 17, 20, 19], [24, 23, 16, 27, 29, 25], [28, 62, 26], [43, 33, 44, 47], [30, 31, 35, 32], [40, 36], [37, 50, 42], [38, 49], [60, 41, 34, 45, 46, 55, 48, 51], [53, 61, 56, 52, 54, 63, 58, 57, 64, 65, 68, 70, 77], [73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
95: [[39, 59, 10, 9, 67, 3], [8, 6, 22, 1, 12, 2], [4, 13, 7], [5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23, 16], [27, 29, 25, 28], [62, 26, 43, 33, 44, 47], [30, 31, 35], [32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 54, 45, 46, 61, 34, 52, 51, 48], [53, 56, 63, 55, 57, 58, 64, 65, 68], [70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
96: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27], [29, 25, 28, 62, 26, 43, 33, 44, 47, 30, 31, 35], [32, 40, 36, 37, 50, 42, 38, 49, 60, 41, 34, 45, 46, 61, 51, 52, 48, 55, 58, 54, 57, 63, 53, 56, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
97: [[39, 59, 10], [9, 67], [3, 8, 6], [22, 1, 12], [2, 4], [13, 7], [5, 11], [15, 14, 18], [21, 17, 20], [19, 24, 23], [16, 27, 29], [25, 28], [62, 26, 43], [33, 44], [47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38, 49, 60, 41, 34, 45, 46, 61], [51, 48, 52, 53, 54, 55, 57, 63, 58, 56, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
98: [[39, 59, 10, 9], [67, 3, 8], [6, 22, 1], [12, 2, 4, 13], [7, 5, 11], [15, 14, 18, 21], [17, 20, 19, 24], [23, 16], [27, 29, 25], [28, 62, 26, 43, 33], [44, 47, 30, 31], [35, 32, 40], [36, 37, 50], [42, 38, 49], [60, 41, 45], [61, 46, 34, 51], [48, 52, 53, 57, 54, 56, 55, 58, 63, 64, 65, 68], [70, 77, 73, 66, 71, 75, 69, 72, 76], [74, 79, 86, 78, 80, 82], [87, 85, 81, 83, 84, 88]]
99: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21, 17], [20, 19, 24], [23, 16, 27, 29, 25], [28, 62, 26], [43, 33, 44, 47, 30, 31, 35, 32, 40, 36, 37, 50, 42, 38, 49, 60, 41], [34, 46, 45, 48, 52, 51, 55, 54, 56, 53, 57, 58, 61, 63, 64, 65, 68, 70, 77, 73, 66, 71, 75, 69, 72], [76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
100: [[39, 59, 10, 9, 67, 3, 8, 6], [22, 1, 12, 2, 4, 13], [7, 5, 11], [15, 14], [18, 21], [17, 20, 19], [24, 23, 16], [27, 29, 25], [28, 62, 26, 43, 33], [44, 47, 30], [31, 35, 32, 40], [36, 37, 50, 42], [38, 49, 60, 41], [34, 45], [46, 53, 52], [48, 54, 51, 55], [58, 57], [63, 61, 56], [64, 65, 68], [70, 77, 73], [66, 71, 75, 69, 72], [76, 74, 79], [86, 78], [80, 82, 87], [85, 81, 83, 84, 88]]
101: [[39, 59, 10], [9, 67, 3], [8, 6, 22, 1], [12, 2, 4, 13], [7, 5], [11, 15, 14], [18, 21], [17, 20, 19], [24, 23, 16, 27, 29, 25, 28, 62, 26, 43], [33, 44, 47, 30, 31, 35], [32, 40, 36], [37, 50, 42, 38], [49, 60, 41], [34, 45, 46], [52, 51, 48, 53, 61, 57, 54, 56, 63, 55, 58, 64, 65, 68, 70, 77, 73], [66, 71, 75, 69, 72, 76, 74, 79, 86, 78, 80, 82, 87, 85, 81, 83, 84, 88]]
