0: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40, 46, 60, 44], [55, 47, 52, 51], [48, 61], [49, 53, 54, 56, 57], [62, 58], [63, 68, 67, 65, 76, 66], [64, 70], [71, 75], [74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86], [84, 87, 88]]
51: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36, 32], [39, 34, 43, 45], [35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53], [54, 56, 57, 62, 58, 63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
52: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26, 25, 28], [30, 33, 36, 32], [39, 34, 43, 45, 35], [37, 42, 38, 41, 40, 46, 60], [44, 55, 47, 52, 51, 48, 61], [49, 53], [54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66], [64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85], [81, 82], [83, 86, 84, 87, 88]]
53: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20, 31], [23, 24, 27], [59, 29, 26, 25, 28], [30, 33], [36, 32, 39, 34, 43], [45, 35], [37, 42, 38, 41, 40], [46, 60, 44, 55, 47, 52], [51, 48], [61, 49], [53, 54], [56, 57], [62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
54: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43], [45, 35], [37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51], [48, 61, 49, 53, 54, 56, 57], [62, 58, 63, 68, 67, 65, 76], [66, 64, 70, 71, 75], [74, 73], [72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
55: [[22, 7, 13, 12, 1], [2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30, 33, 36, 32], [39, 34, 43, 45, 35], [37, 42, 38], [41, 40], [46, 60, 44, 55, 47, 52], [51, 48, 61, 49, 53], [54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80], [85, 81, 82, 83, 86, 84, 87, 88]]
56: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25], [28, 30, 33, 36, 32], [39, 34], [43, 45], [35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87], [88]]
57: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70], [71, 75, 74, 73, 72, 78, 77], [79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
58: [[22, 7, 13, 12, 1], [2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30, 33, 36, 32], [39, 34, 43, 45, 35], [37, 42, 38], [41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56], [57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81], [82, 83, 86, 84, 87, 88]]
59: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24], [27, 59, 29, 26, 25, 28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37], [42, 38], [41, 40], [46, 60], [44, 55], [47, 52], [51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85], [81, 82, 83, 86, 84, 87, 88]]
60: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33, 36, 32, 39], [34, 43], [45, 35], [37, 42], [38, 41], [40, 46], [60, 44], [55, 47], [52, 51], [48, 61], [49, 53, 54, 56, 57, 62], [58, 63, 68, 67, 65], [76, 66], [64, 70, 71, 75], [74, 73, 72, 78, 77], [79, 80, 85, 81, 82, 83, 86, 84], [87, 88]]
61: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19, 50, 20, 31, 23, 24, 27, 59, 29, 26], [25, 28], [30, 33], [36, 32, 39, 34, 43, 45, 35, 37, 42, 38], [41, 40, 46, 60, 44, 55, 47], [52, 51, 48, 61, 49, 53, 54], [56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70], [71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
62: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59], [29, 26], [25, 28, 30], [33, 36, 32, 39, 34, 43, 45, 35, 37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77], [79, 80, 85, 81, 82], [83, 86, 84, 87, 88]]
63: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33, 36, 32, 39, 34, 43], [45, 35, 37, 42], [38, 41, 40, 46, 60], [44, 55, 47, 52], [51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
64: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30, 33, 36], [32, 39, 34, 43, 45, 35, 37], [42, 38, 41, 40, 46, 60, 44], [55, 47, 52], [51, 48, 61, 49, 53, 54, 56, 57, 62, 58], [63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
65: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30, 33, 36], [32, 39, 34, 43], [45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62], [58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81], [82, 83, 86, 84, 87, 88]]
66: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24], [27, 59, 29], [26, 25], [28, 30, 33, 36, 32, 39, 34], [43, 45], [35, 37, 42, 38, 41], [40, 46], [60, 44, 55], [47, 52, 51, 48, 61], [49, 53], [54, 56], [57, 62, 58, 63, 68], [67, 65, 76, 66, 64], [70, 71], [75, 74], [73, 72, 78], [77, 79], [80, 85, 81, 82, 83, 86, 84, 87, 88]]
67: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38], [41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66], [64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
68: [[22, 7, 13, 12, 1, 2], [4, 69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26, 25, 28, 30], [33, 36], [32, 39], [34, 43, 45, 35, 37], [42, 38, 41, 40, 46], [60, 44], [55, 47, 52, 51], [48, 61], [49, 53], [54, 56], [57, 62], [58, 63], [68, 67], [65, 76], [66, 64], [70, 71], [75, 74], [73, 72, 78, 77, 79, 80, 85], [81, 82, 83, 86, 84, 87, 88]]
69: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34], [43, 45], [35, 37], [42, 38, 41], [40, 46], [60, 44, 55, 47, 52], [51, 48], [61, 49], [53, 54], [56, 57], [62, 58], [63, 68], [67, 65], [76, 66], [64, 70], [71, 75, 74], [73, 72], [78, 77], [79, 80], [85, 81], [82, 83], [86, 84, 87, 88]]
70: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26, 25, 28], [30, 33], [36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
71: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23], [24, 27], [59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34], [43, 45, 35, 37, 42], [38, 41], [40, 46, 60], [44, 55, 47, 52, 51], [48, 61], [49, 53], [54, 56, 57, 62, 58], [63, 68, 67, 65, 76], [66, 64, 70, 71, 75, 74, 73], [72, 78, 77, 79], [80, 85, 81, 82, 83], [86, 84, 87, 88]]
72: [[22, 7, 13, 12, 1], [2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49], [53, 54, 56, 57, 62, 58, 63], [68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
73: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36], [32, 39], [34, 43, 45, 35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47, 52], [51, 48], [61, 49], [53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
74: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34, 43, 45, 35, 37, 42, 38, 41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57], [62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
75: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27], [59, 29, 26, 25, 28], [30, 33, 36, 32, 39, 34, 43, 45], [35, 37, 42], [38, 41], [40, 46, 60, 44, 55, 47], [52, 51], [48, 61, 49, 53], [54, 56], [57, 62], [58, 63, 68, 67], [65, 76, 66, 64, 70], [71, 75, 74, 73, 72, 78, 77], [79, 80], [85, 81], [82, 83, 86, 84, 87, 88]]
76: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36], [32, 39], [34, 43], [45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61], [49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
77: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35, 37, 42], [38, 41], [40, 46], [60, 44, 55, 47, 52], [51, 48], [61, 49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76], [66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79], [80, 85, 81, 82, 83, 86, 84, 87, 88]]
78: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29], [26, 25, 28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37, 42, 38, 41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63], [68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
79: [[22, 7], [13, 12], [1, 2], [4, 69, 3], [5, 6], [10, 9], [8, 14, 15], [11, 17], [18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28], [30, 33], [36, 32, 39, 34], [43, 45], [35, 37], [42, 38, 41], [40, 46], [60, 44], [55, 47, 52, 51, 48, 61, 49], [53, 54], [56, 57, 62, 58, 63], [68, 67], [65, 76, 66, 64, 70, 71, 75, 74], [73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
80: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59], [29, 26, 25], [28, 30], [33, 36, 32, 39], [34, 43], [45, 35, 37, 42, 38], [41, 40], [46, 60], [44, 55], [47, 52, 51, 48, 61], [49, 53, 54, 56, 57], [62, 58], [63, 68, 67, 65], [76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
81: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30, 33, 36], [32, 39], [34, 43], [45, 35], [37, 42, 38, 41, 40, 46], [60, 44], [55, 47, 52, 51, 48, 61], [49, 53, 54, 56, 57, 62], [58, 63], [68, 67], [65, 76, 66], [64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
82: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30], [33, 36], [32, 39, 34], [43, 45], [35, 37, 42, 38, 41, 40, 46], [60, 44, 55, 47, 52, 51, 48], [61, 49], [53, 54, 56, 57, 62], [58, 63], [68, 67, 65, 76, 66, 64], [70, 71, 75, 74, 73, 72, 78], [77, 79], [80, 85, 81, 82, 83], [86, 84], [87, 88]]
83: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55], [47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
84: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55], [47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
85: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19], [50, 20], [31, 23, 24, 27, 59], [29, 26], [25, 28, 30, 33], [36, 32, 39], [34, 43, 45, 35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47], [52, 51, 48, 61], [49, 53], [54, 56, 57], [62, 58], [63, 68, 67, 65, 76, 66], [64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87], [88]]
86: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29], [26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73], [72, 78, 77, 79, 80], [85, 81, 82, 83, 86, 84, 87, 88]]
87: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55], [47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
88: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30, 33, 36], [32, 39, 34], [43, 45, 35, 37, 42], [38, 41], [40, 46], [60, 44, 55, 47, 52], [51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
89: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27], [59, 29], [26, 25], [28, 30], [33, 36], [32, 39, 34, 43], [45, 35], [37, 42], [38, 41], [40, 46], [60, 44], [55, 47], [52, 51, 48, 61, 49], [53, 54, 56, 57], [62, 58], [63, 68], [67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
90: [[22, 7, 13, 12, 1], [2, 4], [69, 3, 5, 6, 10], [9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23, 24, 27, 59, 29], [26, 25], [28, 30], [33, 36], [32, 39, 34, 43, 45], [35, 37, 42, 38], [41, 40], [46, 60, 44], [55, 47], [52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66], [64, 70, 71, 75], [74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87], [88]]
91: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26, 25, 28, 30, 33, 36, 32, 39, 34, 43], [45, 35, 37, 42], [38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72], [78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
92: [[22, 7], [13, 12], [1, 2], [4, 69], [3, 5], [6, 10], [9, 8, 14, 15], [11, 17, 18], [21, 16], [19, 50, 20, 31], [23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32, 39, 34], [43, 45], [35, 37, 42, 38, 41], [40, 46], [60, 44], [55, 47, 52, 51], [48, 61], [49, 53], [54, 56], [57, 62], [58, 63], [68, 67], [65, 76, 66, 64, 70], [71, 75, 74, 73, 72], [78, 77], [79, 80, 85, 81, 82], [83, 86], [84, 87, 88]]
93: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50], [20, 31], [23, 24, 27, 59, 29, 26, 25, 28], [30, 33, 36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67], [65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
94: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50, 20], [31, 23, 24], [27, 59], [29, 26], [25, 28, 30, 33, 36, 32, 39, 34], [43, 45, 35, 37], [42, 38, 41, 40, 46], [60, 44, 55, 47, 52, 51, 48], [61, 49, 53, 54, 56, 57, 62], [58, 63], [68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73], [72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
95: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50], [20, 31], [23, 24], [27, 59], [29, 26], [25, 28, 30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38, 41, 40], [46, 60], [44, 55, 47, 52, 51], [48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
96: [[22, 7], [13, 12], [1, 2], [4, 69, 3, 5], [6, 10], [9, 8], [14, 15], [11, 17], [18, 21, 16, 19, 50], [20, 31, 23, 24], [27, 59], [29, 26, 25, 28], [30, 33], [36, 32], [39, 34, 43, 45, 35], [37, 42], [38, 41, 40], [46, 60, 44, 55, 47], [52, 51], [48, 61], [49, 53, 54], [56, 57], [62, 58], [63, 68], [67, 65, 76], [66, 64], [70, 71, 75, 74], [73, 72, 78], [77, 79, 80], [85, 81, 82, 83, 86], [84, 87, 88]]
97: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18], [21, 16], [19, 50, 20, 31], [23, 24, 27, 59, 29, 26, 25, 28, 30, 33], [36, 32, 39, 34, 43, 45, 35, 37, 42, 38, 41, 40, 46, 60, 44, 55, 47, 52, 51, 48, 61, 49, 53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
98: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5, 6, 10, 9, 8], [14, 15], [11, 17, 18, 21, 16], [19, 50], [20, 31, 23], [24, 27], [59, 29], [26, 25, 28, 30, 33, 36, 32], [39, 34], [43, 45, 35, 37, 42], [38, 41], [40, 46], [60, 44], [55, 47], [52, 51], [48, 61, 49, 53, 54, 56], [57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85], [81, 82, 83, 86, 84, 87, 88]]
99: [[22, 7, 13], [12, 1, 2, 4, 69, 3, 5], [6, 10], [9, 8], [14, 15, 11, 17, 18], [21, 16], [19, 50], [20, 31], [23, 24], [27, 59, 29, 26], [25, 28, 30, 33], [36, 32], [39, 34], [43, 45], [35, 37], [42, 38], [41, 40], [46, 60, 44, 55, 47], [52, 51, 48, 61], [49, 53], [54, 56, 57, 62, 58], [63, 68], [67, 65, 76, 66, 64, 70], [71, 75], [74, 73], [72, 78, 77, 79, 80, 85], [81, 82], [83, 86], [84, 87, 88]]
100: [[22, 7, 13, 12, 1, 2, 4], [69, 3, 5], [6, 10], [9, 8], [14, 15], [11, 17], [18, 21], [16, 19, 50, 20, 31], [23, 24, 27, 59, 29], [26, 25], [28, 30, 33, 36, 32, 39, 34, 43, 45, 35], [37, 42, 38, 41], [40, 46, 60, 44, 55, 47], [52, 51, 48, 61, 49], [53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64], [70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
101: [[22, 7], [13, 12, 1, 2, 4], [69, 3], [5, 6, 10, 9, 8], [14, 15], [11, 17], [18, 21], [16, 19, 50], [20, 31], [23, 24, 27, 59, 29, 26], [25, 28], [30, 33], [36, 32, 39], [34, 43], [45, 35], [37, 42, 38], [41, 40], [46, 60, 44, 55, 47, 52, 51, 48, 61, 49], [53, 54, 56, 57, 62, 58, 63, 68, 67, 65, 76, 66, 64, 70, 71, 75, 74, 73, 72, 78, 77, 79, 80, 85, 81, 82, 83, 86, 84, 87, 88]]
