0: [[37, 29, 4, 24, 12, 10, 9, 11], [16, 15, 50, 56], [1, 8, 52, 23, 5, 18, 40], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
74: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15], [50, 56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
75: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15], [50, 56, 1, 8], [52, 23, 5, 18, 40, 42], [7, 36, 38, 2, 39, 25, 13], [17, 6, 21, 33, 14, 35, 27], [53, 26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
76: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42], [7, 36, 38, 2], [39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48, 34], [19, 20, 32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
77: [[37, 29, 4], [24, 12, 10, 9, 11, 16], [15, 50, 56, 1, 8], [52, 23, 5, 18, 40, 42], [7, 36, 38, 2, 39], [25, 13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41], [44, 30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
78: [[37, 29, 4, 24], [12, 9, 11], [10, 16, 15, 50, 56, 1], [8, 52, 23, 5, 40, 18], [42, 7, 36, 38, 2], [39, 25, 13, 17, 6, 21, 33], [14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34, 19], [20, 32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
79: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46], [22, 48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
80: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18], [40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6, 21], [33, 14, 35, 27, 53], [26, 43, 28, 46], [22, 48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
81: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15], [50, 56, 1, 8, 52], [23, 5, 18, 40, 42], [7, 36, 38, 2, 39, 25, 13], [17, 6, 21], [33, 14, 35, 27], [53, 26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44, 30], [3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
82: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15], [50, 56, 1, 8, 52, 23], [5, 18, 40, 42], [7, 36, 38, 2, 39, 25, 13], [17, 6, 21, 33, 14, 35, 27], [53, 26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
83: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5, 18], [40, 42, 7, 36], [38, 2, 39, 25, 13, 17], [6, 21, 33, 14, 35], [27, 53, 26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
84: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56], [1, 8, 52, 23], [5, 18, 40, 42, 7], [36, 38, 2, 39, 25, 13], [17, 6, 21, 33, 14, 35], [27, 53, 26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
85: [[37, 29, 4, 24], [12, 9, 11, 16, 15, 50, 10], [56, 1, 8, 52, 23, 18], [5, 40, 42, 7], [36, 38, 39, 25, 13, 2, 6, 21], [17, 33, 14, 35], [27, 53, 26, 43, 28, 46], [22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
86: [[37, 29], [4, 24, 12, 10, 9, 11, 16, 15], [50, 56, 1, 8], [52, 23, 5, 18, 40, 42, 7], [36, 38, 2, 39, 25], [13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43], [28, 46, 22], [48, 34, 19, 20, 32, 41], [44, 30, 3, 31], [60, 45, 47, 58, 49, 57], [54, 51, 55, 59]]
87: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23], [5, 18, 40, 42, 7, 36], [38, 39, 25, 13], [17, 2, 6, 21, 33, 14], [35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
88: [[37, 29, 4], [24, 12, 10, 9, 11, 16, 15], [50, 56, 1, 8, 52], [23, 5, 18, 40, 42], [7, 36, 38, 2, 39, 25, 13], [17, 6, 21, 33, 14, 35], [27, 53, 26, 43], [28, 46, 22, 48, 34, 19], [20, 32, 41, 44, 30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
89: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7], [36, 38, 2, 39, 25, 13], [17, 6, 21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
90: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52], [23, 5, 18, 40, 42, 7], [36, 38, 2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
91: [[37, 29, 4, 24, 12], [9, 11, 16, 15, 50, 10, 18], [57, 8, 52, 23, 5, 1], [40, 42, 7, 36, 38, 39, 2], [25, 13, 17, 6, 21, 33], [14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 56], [54, 51, 55, 59]]
92: [[37, 29], [4, 24, 12, 9, 11, 16, 15, 10], [50, 56, 1, 8], [52, 23, 5, 40, 42, 7, 18], [36, 38, 39, 25], [13, 17, 33, 14, 6, 21], [35, 27, 53, 26, 2], [43, 28], [46, 22, 48, 34, 19, 20, 32], [41, 44, 30, 3, 31], [60, 45, 47, 58, 49, 57], [54, 51, 55, 59]]
93: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50, 56], [1, 8, 52, 23], [5, 18, 40, 42, 7, 36, 38, 39], [2, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
94: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
95: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
96: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23], [5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17], [6, 21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
97: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
98: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
99: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
100: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
101: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8], [52, 23, 5, 40], [42, 18], [7, 36, 38, 2, 39, 25], [13, 17, 6, 21], [33, 14, 35, 27, 53, 26, 43], [28, 46, 22, 48, 34], [19, 20, 32, 41, 44, 30, 3, 31], [60, 45, 47, 58, 49, 57], [54, 51, 55, 59]]
102: [[37, 29], [4, 24, 12, 9], [11, 16, 15], [50, 10, 56, 1, 8, 52], [23, 5, 18, 40, 42], [7, 36, 38, 2, 39, 25], [13, 17, 6, 21], [33, 14, 35, 27, 53, 26, 43, 28], [46, 22, 48, 34, 19, 20, 32], [41, 44, 30, 3, 31], [60, 45, 47, 58, 49, 57], [54, 51, 55, 59]]
103: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53, 26, 43], [28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
104: [[37, 29, 4], [24, 12, 9, 11, 10, 16], [15, 50, 56, 1, 8], [52, 23, 5, 18, 40, 42], [7, 36, 38, 2, 39, 25], [13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43, 28], [46, 22, 48, 34, 19, 20], [32, 41, 44, 30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
105: [[37, 29, 4, 24, 12, 10, 9], [11, 16, 15, 50, 56], [1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53, 26], [43, 28, 46, 22, 48, 34, 19], [20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
106: [[37, 29, 4, 24, 12, 9, 11], [16, 15, 50], [10, 18, 56, 1], [8, 52, 23, 5], [40, 42, 7, 36, 38, 39], [25, 13, 17, 2, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
107: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6], [21, 33, 14, 35], [27, 53, 26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
108: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [40, 18, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6], [21, 33, 14, 35], [27, 53, 26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
109: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36], [38, 2, 39, 25, 13, 17, 6], [21, 33, 14, 35], [27, 53, 26, 43, 28, 46, 22, 48], [34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
110: [[37, 29, 4, 24, 12, 9], [10, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [34, 39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48], [2, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
111: [[37, 29, 4, 24, 12], [10, 9, 11, 16, 15, 50], [56, 1, 8, 52], [23, 5], [18, 40, 42, 7, 36, 38, 39], [25, 13, 17, 2, 6], [21, 33, 14, 35, 27, 53], [26, 43, 28, 46, 22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
112: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17], [6, 21, 33, 14, 35, 27, 53], [26, 43, 28, 46], [22, 48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
113: [[37, 29, 4, 24, 12, 10], [9, 11, 16, 15, 50], [56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38], [2, 39, 25, 13, 17], [6, 21, 33, 14, 35, 27, 53], [26, 43, 28, 46], [22, 48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
114: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15, 50], [56, 1, 8, 52, 23], [5, 18, 40, 42, 7, 36], [38, 2, 39, 25, 13, 17], [6, 21, 33, 14, 35], [27, 53, 26, 43, 28, 46], [22, 48, 34], [19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
115: [[37, 29, 4, 24, 12], [10, 9, 11, 16], [15, 50, 56, 1, 8, 52, 23, 5], [18, 40, 42, 7, 36, 38, 2], [39, 25, 13, 17, 6], [21, 33, 14, 35, 27, 53, 26], [43, 28, 46, 22], [48, 34, 19, 20, 32, 41, 44], [30, 3, 31], [60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
116: [[37, 29, 4, 24], [12, 10, 9, 11, 16, 15], [50, 56, 1, 8, 52], [23, 5, 18, 40, 42, 7, 36], [38, 2], [39, 25, 13, 17], [6, 21, 33, 14, 35, 27], [53, 26, 43, 28, 46], [22, 48, 34, 19, 20, 32, 41], [44, 30, 3, 31, 60, 45, 47, 58], [49, 57], [54, 51, 55, 59]]
117: [[37, 29], [4, 24, 12, 10, 9, 11, 16, 15], [50, 56, 1, 8], [52, 23, 5, 18, 40, 42, 7], [36, 38, 2, 39, 25], [13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43, 28], [46, 22, 48, 34, 19], [20, 32, 41, 44, 30, 3], [31, 60, 45], [47, 58, 49, 57], [54, 51, 55, 59]]
118: [[37, 29], [4, 24, 12, 10], [9, 11, 16], [15, 50, 56, 1, 8, 52], [23, 5, 18, 40], [42, 7, 36, 38, 2, 39], [25, 13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43, 28, 46], [22, 48, 34, 19, 20], [32, 41, 44, 30, 3, 31, 60], [45, 47, 58, 49, 57], [54, 51, 55, 59]]
119: [[37, 29], [4, 24, 12, 10], [11, 9, 16], [15, 50, 56, 1, 8, 52], [23, 5, 40, 18, 42], [7, 36, 38, 2], [39, 25, 13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43, 28, 46], [22, 48, 34, 19, 20], [32, 41, 44, 30, 3, 31], [60, 45, 47, 58, 49, 57], [54, 51, 55, 59]]
120: [[37, 29], [4, 24, 12, 10], [9, 11, 16], [15, 50, 56, 1, 8, 52], [23, 5, 18, 40, 42], [7, 36, 38, 2, 39, 25], [13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43, 28], [46, 22, 48, 34, 19, 20], [32, 41, 44, 30, 3, 31], [60, 45, 47, 58, 49, 57], [54, 51, 55, 59]]
121: [[37, 29], [4, 24, 12, 10], [9, 11, 16], [15, 50, 56, 1, 8, 52], [23, 5, 18, 40, 42], [7, 36, 38, 2, 39, 25], [13, 17, 6, 21, 33, 14], [35, 27, 53, 26, 43, 28], [46, 22, 48, 34, 19, 20], [32, 41, 44, 30, 3, 31], [60, 45, 47, 58, 49, 57], [54, 51, 55, 59]]
