0: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69], [77], [73, 68, 65, 75], [71, 76, 78], [74], [79, 80, 86, 85, 81, 83, 82], [84, 87, 88]]
51: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12], [4, 5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44], [36, 39], [47, 40, 45], [43, 60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55, 56], [63, 58, 62], [72, 67], [70, 66, 64, 69], [77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
52: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12], [4, 5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45, 43], [60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55], [56, 63, 58, 62], [72, 67, 70, 66], [64, 69, 77], [73, 68, 65, 75], [71, 76, 78, 74], [79, 80, 86, 85], [81, 83, 82, 84], [87, 88]]
53: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12], [4, 5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45, 43], [60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55], [56, 63, 58, 62], [72, 67, 70, 66], [64, 69, 77], [73, 68, 65, 75], [71, 76, 78, 74], [79, 80, 86, 85], [81, 83, 82, 84], [87, 88]]
54: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10], [15, 29, 14], [13, 24], [23, 16, 19, 59], [21, 17], [18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39, 47], [40, 45, 43], [60, 41, 46, 50], [57, 61, 48, 53], [52, 49, 54, 55], [56], [63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
55: [[30, 31, 11], [7, 22], [1, 37, 2], [3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14], [13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62], [72, 67, 70], [66, 64, 69], [77, 73, 68], [65, 75, 71], [76, 78, 74], [79, 80, 86], [85], [81, 83, 82], [84, 87, 88]]
56: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
57: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19, 59, 21, 17], [18, 20, 27, 25, 26], [28, 32, 51], [35, 38, 33, 42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41], [46, 50, 57, 61, 48], [53, 52, 49], [54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
58: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14], [13, 24, 23], [16, 19], [59, 21, 17], [18, 20, 27], [25, 26], [28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40, 45], [43, 60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67], [70, 66], [64], [69, 77, 73], [68, 65, 75], [71, 76, 78], [74, 79, 80, 86, 85], [81, 83, 82, 84, 87, 88]]
59: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35, 38, 33], [42, 34, 44], [36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
60: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35], [38, 33, 42], [34, 44], [36, 39, 47], [40, 45, 43], [60, 41], [46], [50, 57, 61], [48, 53, 52, 49], [54, 55, 56, 63], [58, 62, 72, 67], [70, 66, 64], [69, 77, 73, 68], [65, 75, 71, 76], [78, 74, 79, 80, 86, 85], [81, 83, 82, 84], [87, 88]]
61: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17, 18, 20], [27, 25, 26], [28, 32, 51, 35, 38], [33, 42, 34, 44, 39], [36, 47, 40, 45, 43], [60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77], [73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
62: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25, 26], [28, 32, 51], [35, 38, 33], [42, 34, 44], [36, 39], [47, 40, 45], [43, 60, 41], [46, 50], [57], [61, 48, 53, 52], [49, 54, 55], [56, 63], [58, 62, 72, 67], [70, 66, 64], [69, 77, 73], [68, 65, 75], [71, 76], [78, 74, 79, 80], [86, 85, 81], [83, 82, 84], [87, 88]]
63: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17], [18, 20], [27, 25, 26, 28], [32, 51, 35], [38], [33, 42, 34], [44, 36, 39, 47], [40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
64: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19, 59], [21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46], [50], [57, 61, 48], [53, 52, 49], [54, 55, 56, 63], [58, 62, 72, 67], [70, 66, 64], [69, 77, 73, 68], [65, 75, 71, 76], [78, 74, 79, 80, 86, 85], [81, 83, 82, 84], [87, 88]]
65: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69], [77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
66: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26], [28, 32, 51], [35, 38, 33, 42, 34, 44, 36, 39, 47, 40, 45, 43], [60, 41, 46, 50, 57, 61, 48, 53, 52, 49], [54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
67: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56, 63], [58, 62, 72], [67, 70, 66, 64], [69, 77, 73], [68, 65, 75], [71, 76], [78, 74, 79], [80], [86, 85, 81, 83], [82, 84, 87, 88]]
68: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8], [9, 10, 15], [29, 14, 13], [24, 23], [16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44], [36, 39, 47], [40, 45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52, 49, 54], [55, 56, 63], [58, 62, 72, 67], [70, 66, 64], [69, 77, 73, 68], [65, 75, 71], [76, 78, 74], [79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
69: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39, 47], [40, 45, 43], [60, 41, 46, 50, 57, 61, 48, 53], [52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
70: [[30, 31, 11], [7, 22], [1, 37, 2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40, 45], [43, 60, 41], [46, 50, 57, 61], [48, 53, 52, 49], [54, 55], [56, 63, 58, 62, 72], [67, 70, 66, 64], [69, 77, 73, 68], [65, 75, 71], [76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
71: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12], [4, 5], [6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36, 39], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55, 56], [63, 58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86], [85, 81, 83, 82], [84, 87, 88]]
72: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43], [60, 41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69], [77, 73], [68, 65, 75], [71, 76, 78, 74, 79], [80, 86, 85, 81, 83, 82, 84, 87, 88]]
73: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12, 4, 5], [6, 8, 9], [10, 15, 29, 14, 13], [24, 23, 16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35], [38], [33, 42, 34, 44], [36, 39, 47, 40], [45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54, 55], [56, 63, 58], [62, 72, 67], [70, 66, 64], [69, 77, 73], [68, 65, 75], [71, 76, 78], [74, 79], [80, 86, 85, 81], [83, 82], [84, 87, 88]]
74: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63, 58], [62, 72, 67], [70, 66], [64, 69, 77], [73, 68, 65, 75], [71, 76, 78], [74, 79], [80, 86, 85, 81], [83, 82, 84, 87, 88]]
75: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40, 45], [43, 60, 41], [46, 50, 57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62], [72], [67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78], [74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
76: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8], [9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41, 46], [50, 57, 61], [48, 53, 52, 49], [54, 55, 56], [63, 58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76, 78], [74, 79, 80], [86, 85, 81, 83, 82, 84, 87, 88]]
77: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17, 18, 20, 27, 25], [26, 28, 32], [51, 35, 38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49, 54, 55], [56, 63, 58, 62, 72, 67], [70, 66], [64, 69, 77, 73], [68, 65, 75, 71, 76, 78], [74, 79, 80, 86, 85, 81, 83], [82, 84, 87, 88]]
78: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28], [32], [51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54], [55, 56, 63], [58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
79: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39, 47], [40], [45, 43, 60], [41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
80: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33], [42, 34, 44], [36, 39, 47], [40, 45, 43], [60, 41, 46], [50, 57], [61, 48, 53], [52, 49, 54], [55, 56, 63], [58, 62], [72, 67, 70], [66, 64, 69], [77, 73], [68, 65], [75, 71, 76, 78], [74, 79, 80], [86], [85, 81, 83, 82], [84, 87, 88]]
81: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24], [23, 16, 19], [59, 21, 17, 18], [20, 27, 25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 39, 36, 47, 40, 45, 43, 60, 41, 46], [50, 57, 61, 48], [53, 52, 49, 54, 55], [56, 63, 58], [62, 72, 67, 70, 66], [64, 69, 77, 73, 68], [65, 75, 71, 76, 78], [74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
82: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24], [23, 16, 19], [59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35, 38], [33, 42], [34, 44, 39, 36], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67], [70, 66, 64, 69, 77], [73, 68, 65], [75, 71, 76, 78, 74], [79, 80, 86, 85, 81], [83, 82, 84, 87, 88]]
83: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80], [86, 85, 81, 83], [82, 84, 87, 88]]
84: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15, 29], [14, 13, 24, 23], [16, 19, 59], [21, 17, 18, 20], [27, 25, 26, 28], [32, 51, 35, 38], [33, 42], [34, 44, 36], [39, 47, 40, 45], [43, 60, 41, 46], [50, 57, 61, 48], [53, 52, 49, 54], [55, 56], [63, 58, 62, 72], [67, 70, 66, 64], [69, 77, 73], [68, 65, 75, 71], [76, 78, 74], [79, 80, 86], [85, 81, 83, 82], [84, 87, 88]]
85: [[30, 31, 11], [7, 22, 1, 37, 2, 3, 12, 4], [5, 6, 8, 9, 10], [15, 29, 14], [13, 24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28, 32], [51, 35, 38], [33, 42, 34, 44, 36, 39, 47, 40, 45, 43, 60], [41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
86: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26], [28], [32, 51, 35], [38, 33, 42], [34, 44, 39], [36, 47, 40], [45, 43], [60], [41, 46, 50], [57, 61, 48], [53, 52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71], [76], [78, 74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
87: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38, 33, 42], [34, 44, 36, 39], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
88: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17, 18], [20, 27, 25], [26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60, 41], [46, 50, 57], [61, 48, 53, 52], [49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
89: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32], [51, 35, 38, 33, 42], [34, 44, 36, 39], [47, 40, 45, 43], [60, 41, 46], [50, 57, 61], [48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
90: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61, 48, 53], [52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70, 66], [64, 69, 77, 73], [68, 65, 75, 71], [76, 78, 74, 79], [80, 86, 85], [81, 83, 82, 84], [87, 88]]
91: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6], [8], [9, 10, 15], [29, 14, 13], [24, 23, 16, 19], [59, 21, 17, 18], [20, 27, 25], [26, 28, 32, 51], [35, 38, 33, 42], [34, 44, 36, 39, 47, 40], [45, 43, 60, 41], [46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68], [65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
92: [[30, 31, 11], [7, 22, 1, 37, 2], [3, 12, 4], [5, 6, 8], [9, 10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40, 45, 43, 60, 41, 46, 50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
93: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21, 17], [18, 20, 27], [25, 26, 28, 32], [51, 35, 38, 33], [42, 34, 44, 36], [39, 47], [40, 45, 43], [60, 41, 46], [50, 57, 61, 48], [53, 52, 49, 54], [55, 56, 63], [58, 62, 72, 67], [70, 66, 64], [69, 77, 73], [68, 65, 75, 71], [76, 78, 74, 79], [80, 86, 85, 81, 83], [82, 84, 87, 88]]
94: [[30, 31, 11], [7, 22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14], [13, 24, 23], [16, 19, 59], [21, 17], [18, 20, 27], [25, 26, 28, 32, 51, 35, 38, 33, 42, 34, 44, 36], [39, 47, 40, 45, 43, 60, 41, 46, 50, 57], [61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77], [73, 68, 65, 75], [71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
95: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21, 17, 18], [20, 27, 25], [26, 28, 32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47], [40, 45, 43, 60], [41, 46, 50], [57, 61, 48, 53, 52], [49, 54, 55, 56, 63], [58, 62, 72], [67, 70, 66], [64, 69, 77], [73, 68, 65], [75, 71, 76], [78, 74], [79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
96: [[30, 31, 11, 7], [22, 1, 37], [2, 3, 12], [4, 5, 6], [8, 9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20, 27], [25, 26, 28], [32, 51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45], [43], [60, 41, 46, 50], [57, 61, 48], [53], [52, 49, 54, 55, 56, 63, 58], [62, 72, 67], [70, 66, 64, 69, 77, 73], [68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
97: [[30, 31, 11], [7, 22], [1, 37, 2], [3, 12, 4, 5, 6], [8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19, 59], [21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42, 34], [44, 36, 39], [47, 40, 45, 43], [60, 41, 46, 50], [57, 61, 48, 53, 52], [49], [54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74, 79, 80, 86, 85, 81, 83, 82], [84, 87, 88]]
98: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50], [57, 61, 48], [53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67, 70], [66, 64, 69], [77], [73, 68, 65], [75, 71, 76, 78], [74, 79, 80], [86, 85, 81, 83], [82, 84, 87], [88]]
99: [[30, 31, 11], [7, 22, 1], [37, 2, 3, 12], [4, 5, 6], [8, 9, 10], [15, 29, 14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27, 25], [26, 28, 32, 51], [35, 38], [33, 42], [34, 44, 39, 36], [47, 40, 45], [43], [60, 41, 46], [50, 57, 61, 48, 53, 52, 49, 54, 55, 56, 63, 58, 62, 72, 67, 70, 66, 64, 69, 77, 73, 68, 65, 75, 71, 76, 78, 74], [79, 80, 86, 85, 81, 83, 82, 84, 87, 88]]
100: [[30, 31, 11], [7, 22, 1], [37, 2], [3, 12, 4], [5, 6, 8], [9, 10, 15], [29, 14, 13], [24, 23, 16], [19, 59, 21], [17, 18, 20], [27, 25], [26, 28, 32], [51, 35, 38], [33, 42, 34], [44, 36, 39], [47, 40, 45], [43, 60, 41], [46, 50, 57], [61, 48, 53], [52, 49], [54, 55, 56], [63, 58, 62], [72, 67, 70], [66, 64, 69], [77, 73, 68, 65], [75, 71, 76], [78, 74, 79], [80, 86, 85], [81, 83, 82, 84], [87, 88]]
101: [[30, 31, 11], [7, 22, 1], [37, 2, 3], [12, 4, 5], [6, 8, 9], [10, 15, 29], [14, 13, 24], [23, 16, 19], [59, 21, 17], [18, 20, 27], [25, 26, 28], [32, 51, 35], [38, 33, 42], [34, 44, 36], [39, 47, 40], [45, 43, 60], [41, 46, 50, 57], [61, 48, 53, 52], [49, 54, 55], [56, 63, 58], [62, 72, 67, 70], [66, 64, 69], [77, 73, 68, 65], [75, 71, 76, 78], [74, 79], [80, 86, 85], [81, 83, 82], [84, 87, 88]]
