0: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35], [32, 44], [34, 39], [36, 41, 42], [40, 47], [43, 53, 59, 60], [61, 48], [56, 45], [46, 49, 52, 55, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
51: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33, 51], [35, 32, 44, 34, 39], [36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68], [69, 65], [70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85], [87, 88]]
52: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27, 31], [28, 25, 29, 54, 62, 30], [33, 51, 35, 32], [44, 34, 39], [36, 41, 42, 40], [47, 43, 53, 59, 60], [61, 48, 45, 46, 49, 52], [55], [57, 56], [58, 63, 68, 69, 65, 70], [66, 79, 64], [67, 71], [74, 73, 76, 75, 72, 77, 78, 84], [81, 86, 82, 83, 80, 85], [87, 88]]
53: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27, 31], [28, 25, 29], [54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 57, 52, 55, 49, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
54: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62], [30, 33, 51, 35], [32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57], [56, 58], [63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
55: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27, 31, 28], [25, 29], [54, 62], [30, 33, 51, 35], [32, 44], [34, 39, 36, 41], [42, 40], [47, 43, 53], [59, 60, 61, 48, 45, 46, 55, 56, 52, 49, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74], [73, 76, 75, 72], [77, 78, 84, 81, 86, 82], [83, 80, 85, 87, 88]]
56: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20], [26, 27], [31, 28, 25], [29, 54, 62], [30, 33], [51, 35, 32, 44, 34, 39, 36, 41], [42, 40, 47], [43, 53, 59, 60, 61, 48], [57, 45, 46, 49, 55], [52, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
57: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27], [31, 28], [25, 29], [54, 62, 30, 33, 51, 35, 32], [44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73], [76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
58: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20], [26, 27, 31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44, 34], [39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 55, 57, 52, 49, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74], [73, 76, 75, 72], [77, 78, 84, 81, 86, 82], [83, 80, 85, 87, 88]]
59: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33, 51], [35, 32, 44], [34, 39], [36, 41], [42, 40, 47, 43], [53, 59], [60, 61], [48, 45, 46, 49, 52], [55, 56, 58], [57, 63, 68], [69, 65, 70, 66], [79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
60: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13, 23], [24, 16, 17, 21], [19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35, 32, 44, 34, 39, 36], [41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 58, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
61: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44], [34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 57, 45, 63, 52, 55, 46, 56, 58, 49, 68, 69, 65], [70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
62: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13, 23, 24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62, 30, 33], [51, 35, 32], [44, 34, 39, 36], [41, 42], [40, 47, 43, 53], [59, 60, 61, 48], [45, 46], [57, 52], [55, 49, 56, 58], [63, 68, 69], [65, 70, 66, 79, 64], [67, 71, 74], [73, 76, 75, 72, 77, 78], [84, 81, 86, 82, 83], [80, 85, 87, 88]]
63: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25], [29, 54, 62, 30, 33], [51, 35], [32, 44, 34], [39, 36], [41, 42], [40, 47, 43], [53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
64: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29], [54, 62, 30], [33, 51, 35, 32], [44, 34], [39, 36, 41, 42], [40, 47, 43], [53, 59, 60, 61], [48], [45, 46], [52, 57, 55, 49], [56, 58], [63, 68, 69, 65], [70, 66], [79, 64], [67, 71, 74, 73, 76, 75], [72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
65: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6], [8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18], [20, 26, 27, 31, 28], [25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60], [61, 48], [45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
66: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24], [16, 17, 21], [19, 50, 18], [20, 26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32], [44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73], [76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
67: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17], [21, 19, 50, 18, 20, 26], [27, 31, 28, 25], [29, 54], [62, 30, 33, 51], [35, 32], [44, 34, 39, 36], [41, 42], [40, 47], [43, 53, 59, 60], [61, 48, 45, 46, 49, 52, 55, 57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74], [73, 76], [75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
68: [[7, 11, 37], [38, 5], [2, 3], [1, 12], [4, 22, 6, 8], [9, 10, 15, 14], [13, 23], [24, 16], [17, 21], [19, 50, 18, 20], [26, 27, 31, 28], [25, 29, 54, 62], [30, 33], [51, 35, 32, 44], [34, 39], [36, 41, 42, 40], [47, 43], [53, 59], [60, 61, 48, 46], [45, 57, 56, 55], [49, 52, 58], [63, 68, 69, 65], [70, 66, 79], [64, 67], [71, 74, 73, 76], [75], [72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
69: [[7, 11, 37], [38, 5, 2, 3], [1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16], [17, 21], [19, 50, 18, 20], [26, 27, 31], [28, 25, 29], [54, 62], [30, 33, 51], [35, 32, 44], [34, 39, 36], [41, 42, 40], [47, 43, 53], [59, 60, 61, 48], [45, 46], [49, 52, 55, 56], [58, 57], [63, 68], [69, 65, 70, 66], [79, 64, 67], [71, 74, 73], [76, 75, 72], [77, 78, 84], [81, 86], [82, 83, 80], [85, 87], [88]]
70: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20], [26, 27, 31, 28, 25], [29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48], [46, 52, 45, 49, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
71: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21, 19], [50, 18, 20, 26, 27, 31], [28, 25, 29, 54, 62, 30], [33, 51, 35, 32], [44, 34, 39, 36], [41, 42], [40, 47, 43, 53, 59, 60], [61, 48, 45, 46, 57, 56, 55, 49], [58, 52], [63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
72: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4], [22, 6], [8, 9, 10], [15, 14], [13, 23], [24, 16], [17, 21, 19], [50, 18, 20, 26], [27, 31, 28, 25], [29, 54, 62], [30, 33, 51, 35], [32, 44, 34, 39], [36, 41, 42, 40], [47, 43, 53], [59, 60, 61, 48], [45, 46, 49], [52, 55, 57, 56, 58, 63, 68], [69, 65, 70, 66, 79, 64], [67, 71, 74, 73, 76, 75], [72, 77, 78, 84], [81, 86, 82, 83, 80, 85, 87, 88]]
73: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28], [25, 29, 54], [62, 30, 33, 51, 35, 32], [44, 34, 39, 36, 41], [42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
74: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28], [25, 29, 54], [62, 30, 33, 51, 35, 32], [44, 34, 39, 36, 41], [42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
75: [[7, 11, 37, 38], [5, 2], [3, 1, 12, 4, 22], [6, 8, 9, 10, 15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20, 26, 27], [31, 28, 25, 29], [54, 62], [30, 33, 51, 35], [32, 44], [34, 39], [36, 41], [42, 40, 47, 43], [53, 59], [60, 61], [48, 57], [45, 52, 49, 55, 46], [58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
76: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24], [16, 17, 21, 19], [50, 18], [20, 26], [27, 31, 28, 25, 29], [54, 62, 30, 33, 51, 35], [32, 44], [34, 39], [36, 41], [42, 40, 47, 43, 53, 59, 60, 61, 48, 63, 45, 46, 49, 55, 52, 56, 57, 58, 68, 69], [65, 70, 66, 79, 64, 67, 71, 74, 73], [76, 75], [72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
77: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28], [25, 29, 54, 62], [30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46], [49, 52], [55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
78: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16], [17, 21, 19], [50, 18], [20, 26, 27, 31, 28], [25, 29], [54, 62, 30, 33], [51, 35, 32], [44, 34, 39], [36, 41], [42, 40, 47, 43, 53, 59, 60, 61], [48, 45, 46, 57, 52, 55], [49, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78], [84, 81, 86], [82, 83, 80, 85, 87, 88]]
79: [[7, 11, 37, 38, 5], [2, 3], [1, 12, 4, 22], [6, 8], [9, 10, 15, 14], [13, 23], [24, 16, 17, 21], [19, 50], [18, 20, 26, 27], [31, 28], [25, 29, 54, 62], [30, 33, 51, 35], [32, 44], [34, 39], [36, 41], [42, 40], [47, 43, 53, 59], [60, 61, 48, 45, 46], [49, 52], [55, 56], [57, 58], [63, 68, 69], [65, 70], [66, 79, 64], [67, 71], [74, 73, 76, 75], [72, 77, 78], [84, 81], [86, 82, 83], [80, 85, 87, 88]]
80: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50, 18, 20], [26, 27, 31], [28, 25, 29, 54], [62, 30, 33, 51], [35, 32], [44, 34, 39, 36], [41, 42], [40, 47, 43, 53, 59, 60, 61, 48, 46, 45, 49, 55, 52, 58, 56, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
81: [[7, 11, 37], [38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14, 13, 23], [24, 16], [17, 21, 19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62, 30, 33], [51, 35, 32], [44, 34, 39, 36], [41, 42, 40, 47], [43, 53], [59, 60, 61, 48], [46, 45], [49, 52, 55], [57, 56, 58, 63], [68, 69], [65, 70], [66, 79, 64, 67], [71, 74], [73, 76], [75, 72, 77, 78], [84, 81], [86, 82, 83, 80], [85, 87, 88]]
82: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22, 6, 8], [9, 10], [15, 14, 13, 23], [24, 16], [17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62, 30, 33], [51, 35], [32, 44, 34, 39, 36, 41], [42, 40, 47, 43], [53, 59], [60, 61, 48, 45], [46, 63, 49, 55], [52, 56], [58, 57, 68, 69], [65, 70], [66, 79, 64], [67, 71, 74], [73, 76, 75, 72], [77, 78, 84, 81, 86, 82], [83, 80, 85, 87, 88]]
83: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25], [29, 54, 62], [30, 33, 51], [35, 32, 44, 34, 39, 36], [41, 42, 40, 47, 43], [53, 59], [60, 61], [48, 45, 46], [49, 52, 55, 57, 58], [56, 63, 68], [69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
84: [[7, 11], [37, 38], [5, 2], [3, 1, 12], [4, 22, 6, 8], [9, 10], [15, 14], [13, 23, 24, 16], [17, 21, 19, 50], [18, 20], [26, 27], [31, 28, 25, 29], [54, 62], [30, 33], [51, 35, 32, 44], [34, 39, 36, 41], [42, 40, 47], [43, 53, 59, 60], [61, 48], [45, 46, 57], [52, 55, 49, 56], [58, 63, 68, 69], [65, 70], [66, 79, 64, 67], [71, 74, 73, 76], [75, 72], [77, 78, 84, 81], [86, 82, 83, 80], [85, 87, 88]]
85: [[7, 11, 37, 38, 5], [2, 3], [1, 12, 4, 22], [6, 8], [9, 10, 15, 14], [13, 23, 24], [16, 17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62], [30, 33], [51, 35], [32, 44], [34, 39, 36, 41], [42, 40], [47, 43], [53, 59], [60, 61], [48, 45, 46, 49], [52, 55, 57], [56, 58], [63, 68, 69, 65], [70, 66], [79, 64], [67, 71, 74, 73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85], [87, 88]]
86: [[7, 11, 37], [38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17], [21, 19, 50, 18, 20], [26, 27, 31, 28, 25, 29], [54, 62, 30, 33], [51, 35, 32, 44], [34, 39], [36, 41], [42, 40], [47, 43], [53, 59], [60, 61, 48, 45, 46, 49, 52, 55], [56, 57, 58, 63, 68, 69], [65, 70], [66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
87: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24], [16, 17, 21, 19], [50, 18], [20, 26], [27, 31, 28, 25], [29], [54, 62], [30, 33], [51, 35, 32, 44], [34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 58, 56, 57, 63, 68, 69, 65, 70, 66, 79, 64, 67], [71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
88: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28], [25, 29], [54, 62, 30], [33, 51], [35, 32, 44], [34, 39], [36, 41, 42, 40], [47, 43, 53], [59, 60], [61, 48, 45], [46, 49, 52, 55], [57, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77], [78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
89: [[7, 11, 37, 38], [5, 2], [3, 1, 12, 4], [22, 6], [8, 9], [10, 15, 14], [13, 23, 24], [16, 17, 21], [19, 50], [18, 20], [26, 27], [31, 28], [25, 29], [54, 62], [30, 33], [51, 35], [32, 44], [34, 39, 36, 41], [42, 40], [47, 43, 53], [59, 60], [61, 48], [45, 46, 57, 52], [55, 49], [56, 58, 63], [68, 69], [65, 70], [66, 79, 64, 67], [71, 74], [73, 76], [75, 72, 77], [78, 84, 81], [86, 82, 83], [80, 85, 87, 88]]
90: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10, 15, 14], [13, 23], [24, 16], [17, 21], [19, 50, 18, 20], [26, 27], [31, 28], [25, 29, 54, 62], [30, 33], [51, 35, 32, 44], [34, 39, 36], [41, 42, 40], [47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 58, 57, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75], [72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
91: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16], [17, 21], [19, 50], [18, 20, 26, 27, 31], [28, 25, 29, 54], [62, 30], [33, 51], [35, 32], [44, 34], [39, 36], [41, 42, 40], [47, 43], [53, 59, 60, 61], [48, 56], [45, 46], [49, 55], [52, 58, 57, 63], [68, 69], [65, 70], [66, 79, 64, 67], [71, 74], [73, 76], [75, 72, 77, 78], [84, 81], [86, 82, 83, 80], [85, 87, 88]]
92: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14, 13, 23, 24], [16, 17], [21, 19, 50, 18], [20, 26, 27, 31], [28, 25], [29, 54], [62, 30, 33], [51, 35], [32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 56, 57, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67], [71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
93: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8, 9, 10, 15], [14, 13, 23, 24, 16], [17, 21, 19], [50, 18, 20, 26, 27, 31], [28, 25, 29, 54, 62], [30, 33], [51, 35], [32, 44, 34], [39, 36, 41, 42, 40], [47, 43, 53], [59, 60, 61, 48, 45, 46, 57, 52, 55, 49, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
94: [[7, 11, 37], [38, 5], [2, 3, 1], [12, 4, 22], [6, 8, 9, 10, 15], [14, 13, 23, 24, 16], [17, 21, 19], [50, 18, 20, 26, 27, 31], [28, 25, 29, 54, 62], [30, 33], [51, 35], [32, 44, 34], [39, 36, 41, 42, 40], [47, 43, 53], [59, 60, 61, 48, 45, 46, 57, 52, 55, 49, 58, 56, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
95: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29, 54], [62, 30], [33, 51], [35, 32, 44, 34], [39, 36, 41, 42], [40, 47, 43, 53, 59, 60], [61, 48, 45], [46, 57, 52], [55, 49], [56, 58, 63], [68, 69, 65], [70, 66], [79, 64, 67], [71, 74, 73, 76], [75, 72], [77, 78, 84], [81, 86, 82, 83], [80, 85, 87, 88]]
96: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50, 18, 20], [26, 27], [31, 28, 25, 29, 54], [62, 30], [33, 51], [35, 32, 44, 34], [39, 36, 41, 42], [40, 47, 43, 53, 59, 60], [61, 48, 45], [46, 57, 52], [55, 49], [56, 58, 63], [68, 69, 65], [70, 66], [79, 64, 67], [71, 74, 73, 76], [75, 72], [77, 78, 84], [81, 86, 82, 83], [80, 85, 87, 88]]
97: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10, 15, 14], [13, 23, 24, 16], [17, 21], [19, 50, 18, 20, 26, 27], [31, 28], [25, 29, 54, 62], [30, 33], [51, 35, 32], [44, 34, 39, 36, 41], [42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 57, 52, 49, 63, 56, 58, 55, 68, 69, 65, 70, 66, 79, 64, 67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86], [82, 83, 80, 85, 87, 88]]
98: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16, 17, 21], [19, 50, 18, 20], [26, 27, 31], [28, 25, 29, 54], [62, 30, 33, 51], [35, 32], [44, 34], [39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 46, 45, 57, 52, 55, 49, 56, 58], [63, 68, 69, 65, 70, 66, 79, 64], [67, 71], [74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
99: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21], [19, 50, 18, 20], [26, 27, 31, 28, 25, 29, 54, 62, 30, 33, 51, 35, 32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 56, 58, 63, 68, 69, 65, 70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
100: [[7, 11, 37, 38, 5], [2, 3, 1, 12], [4, 22], [6, 8, 9, 10], [15, 14], [13, 23], [24, 16], [17, 21, 19], [50, 18], [20, 26, 27, 31, 28], [25, 29], [54, 62, 30, 33], [51, 35, 32, 44], [34, 39], [36, 41], [42, 40, 47], [43, 53], [59, 60], [61, 48], [45, 46, 49, 52], [55, 57], [56, 58, 63], [68, 69], [65, 70, 66, 79], [64, 67, 71, 74, 73], [76, 75, 72], [77, 78, 84, 81], [86, 82, 83, 80, 85], [87, 88]]
101: [[7, 11, 37, 38, 5], [2, 3, 1, 12, 4, 22], [6, 8, 9, 10], [15, 14], [13, 23, 24, 16, 17, 21, 19, 50], [18, 20, 26], [27, 31, 28, 25, 29, 54], [62, 30, 33, 51, 35], [32, 44, 34, 39, 36, 41, 42, 40, 47, 43, 53, 59, 60, 61, 48, 45, 46, 49, 52, 55, 57, 58, 56, 63, 68, 69, 65], [70, 66, 79, 64, 67, 71, 74, 73, 76, 75, 72, 77, 78, 84, 81, 86, 82, 83, 80, 85, 87, 88]]
