0: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 3, 8, 14, 11, 9], [6, 15, 24, 26, 23], [21, 18, 31, 25, 16, 17, 59, 19], [20, 27, 28, 29, 62, 52, 53], [56, 34, 30, 51, 39, 33, 35, 32, 47, 45, 40], [42, 44, 58, 37, 50, 54, 49, 38], [41, 46, 55, 48, 57, 63, 60, 61, 80, 65, 66], [64, 76, 75, 67, 68, 73], [79, 69, 77, 71, 72, 78, 10], [74, 83, 82, 84, 81, 86, 85, 87, 88]]
51: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [3, 5, 10, 14, 6, 9, 11, 15, 26], [16, 20, 25, 23, 18, 21, 24, 19, 27, 29], [17, 28, 30, 58, 48, 31, 32, 38], [47, 57, 33, 54, 34, 35, 37, 41, 42], [39, 40, 44, 8, 61, 45, 46, 49], [50, 51, 55, 52, 60, 53, 56, 59], [63, 62, 64, 72, 66, 67, 68, 79], [65, 69, 75, 71, 76, 73, 77, 78, 74], [81, 83, 80, 84, 82, 87, 86, 85, 88]]
52: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [3, 5, 10, 14, 6, 9, 11, 15, 26], [16, 20, 25, 23, 18, 21, 24, 19, 27, 29], [17, 28, 30, 58, 48, 31, 32, 38], [47, 57, 33, 54, 34, 35, 37, 41, 42], [39, 40, 44, 8, 61, 45, 46, 49], [50, 51, 55, 52, 60, 53, 56, 59], [63, 62, 64, 72, 66, 67, 68, 79], [65, 69, 75, 71, 76, 73, 77, 78, 74], [81, 83, 80, 84, 82, 87, 86, 85, 88]]
53: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 3, 9, 6, 10, 8], [11, 26, 29, 28, 17, 23, 25, 16, 30], [14, 52, 19, 15, 18, 54, 24, 58], [59, 20, 21, 38, 44, 62, 47, 40, 41, 32, 27], [31, 35, 45, 37, 39, 49, 46, 42], [34, 48, 33, 55, 50, 51, 53, 56], [57, 60, 61, 63, 66, 64, 65, 68], [72, 71, 67, 77, 78, 69, 74, 73, 75, 79, 76], [81, 82, 80, 86, 83, 87, 85, 84, 88]]
54: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [6, 3, 7, 4, 8, 10, 9, 11], [15, 14, 26, 18, 17, 28, 19, 16, 21, 24, 20], [23, 25, 61, 27, 29, 30, 54, 31], [35, 32, 41, 37, 42, 55, 59, 33], [38, 34, 40, 45, 44, 47, 39, 46], [48, 50, 49, 53, 56, 51, 60, 57], [52, 58, 62, 63, 65, 66, 64, 77, 67, 73], [72, 79, 68, 71, 75, 69, 76, 78, 74], [84, 83, 80, 81, 85, 82, 86, 87, 88]]
55: [[36, 43, 2, 70, 1, 12, 13, 22, 8], [7, 5, 3, 14, 4, 9, 10, 6], [11, 18, 29, 21, 23, 24, 16, 28, 17], [20, 27, 19, 26, 25, 31, 48, 30], [44, 62, 32, 60, 46, 35, 33, 34], [39, 37, 38, 41, 40, 42, 45, 49], [47, 15, 56, 54, 57, 51, 50, 52, 55, 53, 58], [59, 63, 61, 80, 64, 67, 66, 71, 68, 78], [72, 79, 69, 65, 77, 73, 74, 76], [81, 75, 82, 84, 83, 87, 85, 86, 88]]
56: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 3, 10, 6, 8, 9, 11, 20], [26, 14, 31, 17, 15, 19, 16, 27, 25], [18, 23, 28, 21, 48, 30, 24, 63], [29, 38, 35, 33, 59, 32, 34, 37, 47, 40, 39], [44, 56, 41, 42, 45, 58, 60, 61], [49, 46, 52, 50, 54, 51, 53, 55, 62], [57, 65, 64, 66, 68, 75, 67, 74], [77, 69, 72, 73, 71, 76, 78, 79], [81, 86, 82, 80, 84, 83, 85, 87, 88]]
57: [[36, 43, 2, 70, 1, 12, 13, 22, 6], [3, 5, 8, 11, 7, 4, 9, 30, 10, 15], [19, 17, 16, 18, 21, 58, 24, 20, 29], [25, 31, 27, 50, 26, 28, 32, 63], [23, 14, 37, 33, 38, 49, 34, 35, 41, 42], [39, 46, 48, 52, 55, 40, 51, 57], [44, 47, 45, 53, 54, 61, 56, 59], [62, 60, 72, 66, 65, 68, 64, 79], [67, 69, 77, 71, 73, 75, 74, 76, 87], [81, 83, 80, 78, 86, 82, 84, 85, 88]]
58: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 9, 10, 3, 8, 5, 27, 11], [15, 14, 16, 18, 19, 17, 20, 24], [21, 25, 23, 29, 58, 26, 31, 28, 38], [60, 30, 34, 33, 47, 54, 51, 32, 35], [41, 37, 44, 45, 40, 53, 39, 42, 56, 46], [48, 49, 57, 50, 52, 55, 59, 62], [61, 63, 65, 66, 64, 68, 67, 77], [71, 72, 74, 69, 78, 79, 75, 73, 87], [80, 83, 84, 81, 76, 82, 85, 86, 88]]
59: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 9, 10, 5, 8, 3], [14, 26, 11, 27, 18, 19, 16, 15, 17], [20, 21, 23, 31, 25, 29, 24, 28, 56, 57], [44, 62, 41, 30, 34, 33, 32, 39, 35, 37, 38], [46, 40, 47, 42, 50, 49, 61, 45], [52, 48, 53, 51, 58, 54, 59, 55], [63, 60, 65, 64, 72, 66, 75, 76], [68, 73, 77, 67, 71, 69, 78, 79, 80], [74, 82, 81, 84, 85, 83, 86, 87, 88]]
60: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [6, 9, 10, 5, 8, 11, 25, 20, 30, 3, 29], [17, 21, 18, 14, 15, 16, 19, 28, 24], [23, 49, 50, 26, 45, 51, 39, 35], [37, 27, 32, 34, 46, 31, 40, 33], [57, 56, 38, 55, 52, 42, 62, 61], [41, 44, 47, 53, 54, 60, 48, 59, 58], [63, 64, 72, 66, 76, 67, 68, 73], [69, 65, 71, 79, 81, 74, 77, 75], [78, 83, 82, 80, 87, 84, 85, 86, 88]]
61: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 6, 3, 10, 9, 8, 11, 5, 14], [30, 31, 16, 18, 15, 27, 17, 28], [19, 61, 21, 29, 20, 23, 58, 24, 25, 37], [34, 26, 32, 63, 53, 33, 35, 41, 46], [44, 38, 56, 39, 47, 52, 42, 40], [45, 50, 51, 48, 62, 49, 60, 54, 55, 59], [57, 65, 66, 68, 64, 79, 69, 67], [75, 71, 74, 72, 73, 77, 76, 78], [81, 86, 80, 83, 85, 82, 84, 87, 88]]
62: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [6, 8, 10, 9, 5, 14, 11, 15], [24, 19, 27, 3, 20, 17, 16, 21, 18, 25, 23, 28], [31, 26, 29, 57, 37, 55, 35, 41, 34], [46, 30, 39, 32, 33, 40, 42, 45], [49, 47, 38, 58, 51, 44, 63, 53], [54, 48, 52, 50, 56, 62, 59, 60], [61, 65, 67, 64, 66, 73, 69, 68], [75, 76, 71, 79, 77, 72, 74, 78], [82, 85, 81, 84, 80, 83, 87, 86, 88]]
63: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 3, 4, 8, 9, 10, 6, 15, 11, 14, 28, 16], [27, 17, 21, 20, 18, 58, 25, 19], [24, 61, 26, 56, 29, 37, 23, 48, 57, 30], [38, 31, 41, 54, 32, 33, 40, 35], [50, 34, 39, 45, 44, 60, 42, 46], [59, 49, 51, 52, 55, 47, 53, 63], [62, 65, 67, 64, 66, 75, 68, 74], [72, 78, 69, 71, 76, 77, 79, 73], [81, 82, 80, 86, 83, 84, 85, 87, 88]]
64: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [5, 3, 14, 10, 6, 11, 8, 15, 9, 16, 18], [23, 20, 21, 19, 24, 17, 28, 31], [27, 25, 29, 30, 35, 26, 58, 33, 45], [38, 34, 37, 32, 40, 47, 39, 41], [42, 44, 46, 57, 48, 50, 63, 49, 52], [51, 54, 55, 53, 56, 59, 60, 62], [61, 80, 68, 64, 73, 69, 74, 72], [71, 67, 65, 66, 75, 76, 77, 78], [87, 79, 82, 81, 83, 86, 85, 84, 88]]
65: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 10, 9, 6, 14, 26], [8, 11, 15, 29, 23, 18, 24], [16, 57, 17, 20, 19, 27, 21, 60], [25, 54, 46, 50, 45, 28, 33, 30, 35, 31, 39, 34], [62, 44, 37, 38, 56, 52, 32, 42], [63, 40, 41, 49, 53, 47, 55, 48], [61, 59, 51, 58, 65, 64, 66, 76], [67, 79, 68, 69, 71, 72, 74, 73, 75, 77, 86], [80, 78, 82, 83, 81, 87, 85, 84, 88]]
66: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 6, 11, 5, 9, 8, 3, 26, 10, 18], [24, 15, 17, 28, 19, 25, 29, 16, 27], [21, 30, 63, 59, 20, 23, 61, 46], [31, 14, 34, 33, 38, 62, 40, 32, 41, 37], [35, 39, 42, 53, 44, 47, 52, 49], [50, 60, 45, 48, 58, 51, 54, 57], [55, 56, 65, 64, 66, 72, 69, 75], [67, 68, 77, 78, 79, 71, 74, 76, 83], [84, 73, 86, 80, 81, 82, 87, 85, 88]]
67: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 6, 8, 11, 3, 10, 4, 15], [9, 31, 27, 16, 18, 19, 17, 50], [14, 20, 53, 25, 21, 59, 24, 58, 28], [29, 63, 23, 26, 30, 33, 34, 32], [37, 35, 41, 49, 39, 44, 40, 38], [55, 45, 42, 61, 46, 47, 48, 54, 52, 51], [57, 56, 60, 62, 72, 64, 73, 68, 65, 71, 69], [67, 75, 66, 74, 87, 76, 77, 79], [81, 83, 80, 82, 78, 85, 86, 84, 88]]
68: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 6, 7, 4, 3, 9, 8, 11], [15, 14, 28, 25, 30, 17, 18, 16, 19], [20, 27, 23, 29, 21, 26, 24, 31, 58, 53, 61, 40], [33, 37, 54, 38, 41, 32, 34, 35], [10, 42, 45, 39, 46, 47, 60, 48, 44, 50], [51, 56, 57, 52, 59, 49, 55, 63], [62, 64, 74, 65, 76, 67, 66, 75], [69, 77, 72, 71, 68, 79, 73, 78], [81, 87, 80, 82, 84, 83, 86, 85, 88]]
69: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 3, 5, 8, 10, 9, 19], [11, 26, 15, 17, 20, 23, 31, 14, 18], [16, 63, 21, 29, 24, 59, 28, 25, 60, 27], [35, 38, 55, 48, 37, 30, 40, 32, 46], [44, 34, 39, 33, 47, 50, 41, 42], [45, 52, 53, 49, 54, 51, 57, 61, 56, 58], [62, 65, 66, 68, 64, 71, 69, 72], [67, 73, 75, 77, 74, 76, 78, 79], [82, 81, 80, 86, 84, 83, 87, 85, 88]]
70: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 6, 4, 3, 10, 7, 8, 9, 11, 14], [26, 18, 19, 23, 17, 15, 20, 49], [21, 16, 27, 24, 28, 25, 31, 58], [29, 62, 34, 35, 30, 40, 41, 32, 51], [39, 33, 42, 38, 46, 44, 47, 45, 48], [52, 37, 56, 50, 55, 53, 54, 57, 59], [60, 61, 63, 65, 66, 64, 73, 68], [67, 79, 71, 69, 74, 75, 77, 76, 78, 72], [85, 87, 81, 80, 84, 82, 83, 86, 88]]
71: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 7], [4, 6, 10, 3, 9, 8, 11, 14], [28, 30, 15, 16, 19, 17, 18, 20, 49, 21, 23], [24, 27, 31, 25, 58, 60, 57, 41], [33, 51, 56, 26, 53, 29, 34, 40, 37], [46, 38, 47, 32, 42, 35, 55, 39], [45, 52, 44, 48, 54, 59, 62, 50], [63, 61, 64, 74, 66, 76, 67, 69, 68], [72, 79, 65, 71, 77, 75, 73, 78], [81, 82, 86, 83, 80, 85, 84, 87, 88]]
72: [[36, 43, 2, 70, 1, 12, 13, 22, 9], [7, 3, 4, 10, 6, 5, 8, 11], [28, 14, 27, 26, 23, 15, 16, 17], [18, 19, 31, 21, 24, 30, 25, 20, 29], [54, 32, 34, 37, 38, 44, 41, 33], [35, 46, 47, 48, 52, 57, 42, 40], [39, 45, 59, 58, 56, 49, 51, 50, 60, 53, 55], [61, 62, 63, 72, 65, 67, 64, 69, 68, 66], [78, 71, 73, 74, 75, 76, 77, 81], [80, 79, 85, 84, 83, 82, 87, 86, 88]]
73: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 6, 7, 3, 4, 8, 9, 14], [15, 11, 23, 16, 18, 19, 17, 21, 28, 20], [27, 24, 30, 29, 26, 31, 56, 58], [37, 54, 42, 32, 25, 55, 41, 47, 39, 33, 34, 10], [35, 48, 38, 40, 45, 44, 60, 46, 50], [59, 49, 51, 52, 53, 57, 61, 63], [62, 65, 66, 64, 77, 73, 67, 75], [68, 69, 74, 71, 72, 79, 76, 78], [81, 87, 80, 82, 84, 83, 85, 86, 88]]
74: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 6, 7, 3, 4, 8, 9, 14], [15, 11, 23, 16, 18, 19, 17, 21, 28, 20], [27, 24, 30, 29, 26, 31, 56, 58], [37, 54, 42, 32, 25, 55, 41, 47, 39, 33, 34, 10], [35, 48, 38, 40, 45, 44, 60, 46, 50], [59, 49, 51, 52, 53, 57, 61, 63], [62, 65, 66, 64, 77, 73, 67, 75], [68, 69, 74, 71, 72, 79, 76, 78], [81, 87, 80, 82, 84, 83, 85, 86, 88]]
75: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 3, 5, 9, 6, 8, 11, 14], [10, 26, 15, 18, 21, 19, 16, 17, 23, 28, 27], [24, 25, 29, 31, 30, 32, 48, 33, 20, 53], [34, 35, 38, 41, 42, 54, 37, 44, 45], [46, 49, 52, 50, 40, 60, 47, 39], [58, 51, 55, 59, 56, 57, 62, 63], [61, 65, 66, 64, 73, 68, 78, 71], [69, 75, 67, 77, 72, 74, 76, 79], [88, 81, 80, 82, 84, 83, 87, 85, 86]]
76: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 3, 10, 8, 11, 9, 6, 30], [20, 29, 14, 21, 16, 19, 15, 24, 25], [31, 17, 18, 23, 27, 62, 28, 41, 33, 38], [26, 57, 51, 40, 32, 34, 39, 35], [47, 42, 44, 37, 48, 45, 46, 49, 54], [50, 55, 52, 59, 56, 53, 61, 60], [58, 63, 64, 72, 67, 65, 66, 77], [68, 74, 71, 69, 76, 73, 75, 79, 78], [81, 82, 80, 83, 87, 84, 85, 86, 88]]
77: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 8, 10, 15, 3, 5, 31, 9, 14], [11, 17, 16, 21, 19, 18, 25, 20, 23, 24], [29, 51, 26, 28, 27, 63, 35, 34], [37, 41, 40, 32, 30, 55, 33, 42], [46, 38, 47, 44, 48, 45, 50, 39, 52], [57, 49, 60, 53, 54, 61, 56, 58], [62, 59, 64, 72, 66, 65, 71, 69, 67], [76, 73, 75, 78, 68, 77, 79, 74], [85, 81, 82, 80, 84, 87, 83, 86, 88]]
78: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7, 5], [3, 9, 6, 8, 10, 11, 14, 29], [15, 18, 23, 25, 16, 17, 20, 24, 19, 27], [28, 30, 26, 21, 31, 52, 33, 53, 44, 62], [41, 35, 58, 34, 37, 51, 40, 32], [38, 42, 49, 47, 45, 46, 50, 48], [55, 39, 54, 59, 56, 57, 60, 61], [63, 64, 74, 65, 67, 66, 71, 68], [76, 78, 69, 72, 73, 75, 79, 77], [81, 80, 82, 85, 83, 84, 87, 86, 88]]
79: [[36, 43, 2, 70, 1, 12, 13, 6], [4, 7, 5, 3, 10, 8, 11, 9], [16, 19, 15, 18, 21, 31, 14, 17], [20, 28, 22, 26, 23, 27, 24, 30, 63], [25, 57, 29, 32, 33, 49, 35, 37, 46, 55, 38, 40], [41, 34, 39, 42, 62, 44, 56, 58], [53, 45, 59, 48, 47, 50, 51, 52], [54, 61, 60, 72, 68, 69, 66, 79], [67, 73, 65, 75, 64, 74, 77, 71, 76, 87], [80, 86, 81, 78, 84, 83, 82, 85, 88]]
80: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 3, 5, 8, 11, 10, 9], [14, 20, 31, 25, 23, 16, 18, 24], [19, 15, 58, 27, 21, 26, 30, 34], [60, 33, 45, 44, 28, 29, 35, 32, 38], [37, 42, 41, 39, 40, 47, 48, 61], [46, 17, 51, 54, 62, 49, 50, 55, 52, 59], [53, 56, 57, 63, 66, 64, 65, 76], [69, 67, 68, 72, 75, 71, 74, 73, 79, 77, 78], [81, 82, 80, 85, 83, 87, 84, 86, 88]]
81: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 4, 3, 9, 6, 10, 8, 11, 15, 14], [27, 17, 16, 23, 20, 28, 18, 19], [21, 25, 29, 30, 24, 26, 31, 50, 33], [55, 34, 53, 32, 39, 38, 41, 35], [40, 47, 48, 42, 51, 45, 52, 54, 46], [44, 56, 37, 58, 60, 62, 49, 61], [57, 63, 59, 65, 66, 64, 76, 67, 68, 71], [77, 75, 74, 69, 72, 78, 73, 79], [80, 82, 84, 81, 85, 83, 86, 87, 88]]
82: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 4, 11, 3, 10, 6, 8, 9], [30, 21, 27, 18, 23, 14, 15, 17], [20, 24, 25, 19, 26, 16, 28, 31, 48, 49], [29, 54, 45, 57, 33, 40, 42, 34, 35], [32, 47, 37, 38, 44, 39, 46, 41, 50, 51], [56, 55, 53, 52, 60, 58, 63, 59], [61, 62, 66, 65, 64, 68, 69, 77], [71, 74, 78, 75, 76, 72, 67, 73, 79], [81, 83, 80, 84, 82, 87, 85, 86, 88]]
83: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 3, 14, 10, 8, 9, 6], [30, 11, 16, 15, 17, 29, 18, 19, 27, 20], [28, 21, 31, 23, 24, 25, 26, 53], [59, 45, 32, 34, 33, 41, 35, 39, 37, 44, 38], [40, 42, 46, 49, 55, 48, 47, 60], [50, 51, 52, 54, 61, 56, 57, 58, 62], [63, 72, 68, 74, 64, 67, 69, 65], [66, 71, 73, 79, 77, 78, 75, 76], [88, 83, 80, 86, 82, 81, 87, 85, 84]]
84: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 5, 8, 11, 10, 9, 6, 3], [14, 17, 23, 19, 27, 16, 15, 18], [24, 20, 29, 28, 26, 21, 25, 30, 52, 61, 54], [51, 31, 34, 38, 35, 45, 41, 33], [37, 32, 46, 39, 44, 42, 40, 47, 55, 50], [49, 53, 56, 59, 48, 58, 57, 60], [62, 63, 64, 74, 65, 72, 73, 71], [67, 68, 78, 66, 69, 75, 79, 76, 77], [80, 83, 82, 84, 86, 81, 87, 85, 88]]
85: [[36, 43, 2, 70, 1, 12, 13, 22, 4], [7, 6, 9, 11, 3, 8, 5, 30], [10, 15, 27, 16, 18, 19, 17, 34], [24, 20, 25, 21, 23, 59, 26, 58], [28, 29, 62, 31, 14, 37, 33, 38, 51, 32], [35, 41, 49, 39, 44, 40, 52, 55], [42, 48, 45, 60, 46, 47, 50, 56, 53], [54, 57, 61, 63, 72, 64, 73, 68, 65], [79, 67, 66, 75, 69, 77, 71, 74, 76, 87], [80, 83, 84, 81, 78, 82, 86, 85, 88]]
86: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 4, 6, 11, 3, 9, 8, 27, 24, 14], [31, 10, 17, 15, 48, 23, 16, 18], [30, 20, 57, 19, 26, 21, 25, 28], [29, 61, 39, 35, 58, 40, 33, 32, 37, 34], [54, 42, 38, 44, 45, 41, 47, 46, 49], [50, 53, 51, 55, 52, 62, 60, 56], [59, 63, 64, 74, 65, 68, 66, 71, 67], [69, 73, 75, 77, 72, 78, 79, 85], [80, 84, 76, 81, 87, 82, 83, 86, 88]]
87: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 4, 3, 6, 9, 10, 8, 11, 30, 26], [24, 21, 14, 19, 18, 20, 16, 23], [27, 17, 25, 29, 31, 58, 48, 28, 44], [38, 47, 57, 33, 32, 34, 35, 37], [41, 39, 42, 40, 45, 49, 46, 15, 50, 54], [52, 55, 51, 61, 60, 53, 56, 59], [63, 62, 66, 64, 67, 65, 68, 77], [69, 75, 79, 71, 72, 73, 76, 78, 74], [81, 83, 80, 84, 82, 87, 86, 85, 88]]
88: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 3, 9, 10, 8, 5, 27, 15, 16, 11], [14, 28, 17, 19, 18, 6, 57, 20], [21, 29, 24, 59, 62, 58, 48, 23, 25], [32, 51, 47, 40, 33, 41, 26, 30], [38, 46, 44, 31, 34, 35, 60, 37, 39], [42, 45, 55, 50, 52, 49, 61, 56, 53, 54], [63, 64, 72, 66, 68, 77, 69, 65], [71, 73, 67, 78, 74, 75, 76, 79], [80, 82, 81, 84, 85, 86, 87, 88, 83]]
89: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 4, 10, 6, 8, 14, 9, 15, 11], [19, 26, 25, 28, 16, 21, 18, 23], [20, 24, 17, 31, 27, 58, 29, 60, 30, 50], [40, 62, 34, 39, 33, 38, 32, 37, 46], [41, 35, 44, 42, 59, 49, 45, 47], [57, 53, 52, 51, 48, 61, 54, 55], [56, 63, 72, 67, 64, 68, 69, 65], [66, 79, 71, 74, 73, 77, 75, 76, 78], [84, 83, 80, 85, 82, 81, 87, 86, 88]]
90: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 11, 10, 3, 9, 5], [27, 8, 15, 20, 16, 18, 19, 17, 25, 24], [29, 23, 21, 31, 59, 26, 30, 28], [61, 45, 47, 14, 33, 37, 38, 35, 32], [34, 39, 49, 41, 46, 40, 54, 51, 42], [50, 44, 48, 52, 55, 57, 56, 53, 58, 60], [62, 63, 72, 64, 69, 65, 66, 77], [71, 68, 75, 67, 74, 73, 78, 76, 87], [80, 82, 79, 84, 83, 86, 85, 81, 88]]
91: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 14, 10, 3, 5, 11, 8], [9, 15, 30, 17, 19, 20, 23, 16], [29, 18, 53, 24, 25, 31, 21, 28, 57], [26, 42, 52, 27, 34, 32, 35, 33], [38, 39, 41, 37, 45, 40, 44, 46], [56, 47, 61, 62, 54, 49, 51, 48, 50, 55, 58], [60, 63, 59, 80, 64, 73, 76, 65, 74, 68], [75, 66, 67, 72, 69, 77, 71, 79], [82, 78, 81, 83, 84, 85, 87, 86, 88]]
92: [[36, 43, 2, 70, 1, 12, 13, 6], [5, 7, 8, 3, 10, 4, 11, 9], [14, 17, 15, 18, 19, 21, 26, 16], [28, 22, 20, 23, 25, 27, 54, 24, 63, 29], [48, 55, 35, 40, 58, 42, 31, 33, 32], [45, 30, 38, 37, 47, 39, 44, 46, 53], [34, 50, 41, 49, 52, 59, 51, 57], [56, 60, 61, 62, 64, 74, 65, 68], [73, 71, 67, 66, 69, 72, 75, 78, 77, 76, 85], [80, 86, 84, 83, 82, 79, 87, 81, 88]]
93: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 3, 6, 14, 4, 8, 11, 9], [25, 10, 15, 19, 17, 16, 18, 23], [20, 21, 54, 24, 26, 27, 31, 33, 57, 30], [28, 35, 34, 44, 47, 52, 29, 32, 41], [37, 46, 40, 38, 59, 39, 60, 42], [45, 50, 48, 49, 51, 61, 53, 55], [56, 58, 62, 63, 64, 67, 66, 68], [69, 72, 73, 65, 78, 74, 75, 77, 79, 76, 71], [83, 82, 84, 80, 81, 85, 87, 86, 88]]
94: [[36, 43, 2, 70, 1, 12, 13, 22, 5], [7, 3, 4, 10, 6, 14, 8, 9], [28, 16, 26, 29, 18, 21, 17], [11, 23, 25, 19, 24, 51, 30, 62], [20, 27, 58, 31, 15, 48, 35, 37, 50], [33, 32, 57, 34, 38, 41, 39, 40, 44, 42, 46], [45, 47, 61, 49, 53, 54, 55, 59, 52], [60, 63, 56, 72, 66, 67, 64, 65, 69, 68], [71, 79, 73, 74, 78, 75, 76, 77], [80, 83, 82, 84, 81, 86, 87, 85, 88]]
95: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 7, 3, 6, 9, 10, 8, 4, 11], [30, 14, 24, 27, 15, 16, 23, 17, 25], [28, 53, 18, 19, 20, 59, 21, 60, 55, 49], [48, 26, 29, 31, 34, 47, 32, 56, 33], [37, 38, 35, 40, 39, 44, 58, 51, 42, 45], [41, 46, 50, 52, 54, 61, 57, 62], [63, 64, 66, 82, 73, 65, 71, 67], [69, 68, 76, 75, 74, 72, 79, 77], [81, 78, 80, 84, 83, 85, 86, 87, 88]]
96: [[36, 43, 2, 70, 1, 12, 13, 22, 4, 7], [3, 10, 9, 5, 6, 8, 18, 15], [24, 11, 17, 21, 14, 26, 16, 29, 28], [23, 25, 19, 20, 27, 63, 41], [30, 62, 31, 44, 39, 34, 49, 48], [32, 35, 37, 47, 33, 42, 45, 38], [51, 40, 46, 59, 55, 52, 54, 56, 50, 58, 57], [60, 53, 61, 72, 66, 65, 64, 79], [67, 74, 69, 68, 75, 71, 73, 76, 78, 77], [82, 85, 80, 81, 86, 88, 84, 83, 87]]
97: [[36, 43, 2, 70, 1, 12, 13, 22, 5, 6], [4, 3, 7, 10, 8, 14, 27, 9, 31, 18, 30], [21, 11, 17, 24, 20, 19, 15, 16], [25, 26, 29, 23, 28, 46, 62, 42], [32, 34, 55, 40, 38, 39, 35, 50, 44], [33, 37, 47, 48, 54, 41, 45, 57], [51, 52, 49, 53, 58, 61, 59, 56, 60], [63, 80, 66, 64, 77, 73, 71, 67], [68, 69, 65, 79, 72, 74, 75, 78], [81, 76, 82, 85, 86, 83, 87, 84, 88]]
98: [[36, 43, 2, 70, 1, 12, 13, 22], [5, 6, 3, 4, 11, 8, 7, 10], [14, 15, 9, 18, 16, 17, 27, 19, 21, 20, 24], [23, 28, 29, 25, 26, 30, 33, 34], [31, 41, 37, 38, 39, 32, 40, 42], [46, 50, 44, 35, 47, 45, 49, 52], [55, 56, 51, 57, 48, 54, 53, 63, 58, 60], [61, 59, 62, 65, 64, 66, 74, 73, 68], [69, 72, 78, 67, 79, 76, 71, 77, 84], [81, 85, 82, 80, 75, 83, 87, 86, 88]]
99: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 5, 10, 3, 8, 11, 9], [15, 20, 21, 14, 27, 16, 18, 28], [25, 17, 19, 31, 23, 24, 30, 58, 48, 57], [26, 38, 44, 29, 35, 50, 42, 34, 39], [41, 46, 47, 40, 32, 33, 61, 45, 37, 49], [54, 51, 55, 60, 52, 53, 59, 56], [62, 63, 64, 72, 66, 67, 68, 79], [65, 74, 75, 71, 76, 73, 69, 78, 77], [81, 82, 80, 84, 83, 87, 85, 86, 88]]
100: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 6, 5, 9, 3, 8, 11, 14], [26, 15, 10, 16, 18, 19, 17, 23], [24, 21, 25, 29, 20, 61, 27, 34, 31], [45, 62, 28, 30, 37, 33, 39, 32], [40, 35, 38, 57, 41, 42, 46, 44, 49, 47], [48, 50, 60, 54, 55, 51, 52, 53], [56, 59, 58, 63, 72, 64, 73, 65, 66, 78], [67, 76, 75, 69, 68, 71, 74, 77, 79], [84, 83, 80, 81, 82, 86, 85, 87, 88]]
101: [[36, 43, 2, 70, 1, 12, 13, 22], [4, 7, 3, 9, 10, 8, 11, 6, 16, 27, 24], [15, 5, 14, 18, 31, 20, 17, 21], [19, 23, 28, 29, 63, 25, 32, 52], [26, 39, 35, 30, 33, 42, 45, 40, 38, 41, 44], [46, 34, 59, 47, 58, 48, 51, 37], [49, 54, 50, 53, 55, 57, 56, 60], [61, 62, 64, 74, 65, 76, 67, 69, 66], [71, 77, 72, 68, 79, 75, 78, 73], [80, 85, 81, 84, 83, 82, 86, 87, 88]]
