0: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41], [58, 32], [39, 34, 43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66], [71, 67], [68, 64], [77, 65], [69, 70], [74, 73, 72, 75], [76, 78], [79, 86, 81, 83, 80, 82], [84, 85], [87, 88]]
51: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25], [21, 17, 31, 19], [20, 23], [60, 24, 27], [29, 28], [30, 33, 41, 58, 32, 39, 34, 43], [35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56, 49], [52, 50, 48], [61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
52: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18], [25, 21, 17, 31, 19, 20, 23, 60], [24, 27], [29, 28], [30, 33], [41, 58, 32, 39], [34, 43], [35, 44, 46], [37, 54, 40, 38], [42, 63, 45, 47], [51, 56, 49, 52], [50, 48, 61, 55], [53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65], [69, 70, 74, 73], [72, 75, 76], [78, 79, 86, 81, 83], [80, 82, 84, 85, 87, 88]]
53: [[13, 36, 22], [1, 2, 4, 7, 12, 3, 5, 6], [9, 11], [8, 10, 26], [15, 14, 16], [18, 25], [21, 17, 31, 19], [20, 23], [60, 24, 27], [29, 28], [30, 33, 41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54], [40, 38, 42], [63, 45], [47, 51, 56], [49, 52, 50, 48, 61], [55, 53, 59], [57, 62, 66, 71], [67, 68, 64, 77], [65, 69, 70, 74], [73, 72, 75, 76, 78, 79, 86, 81], [83, 80, 82, 84, 85], [87, 88]]
54: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33, 41], [58, 32, 39], [34, 43, 35, 44, 46], [37, 54, 40], [38, 42, 63, 45, 47], [51, 56, 49], [52, 50, 48, 61], [55, 53], [59, 57, 62, 66, 71, 67, 68, 64], [77, 65, 69], [70, 74, 73], [72, 75, 76, 78], [79], [86, 81, 83, 80, 82, 84, 85, 87, 88]]
55: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17], [31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48], [61, 55, 53, 59, 57, 62, 66, 71, 67, 68], [64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80], [82, 84, 85, 87, 88]]
56: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32], [39, 34, 43], [35, 44], [46], [37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53], [59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83], [80, 82, 84, 85, 87, 88]]
57: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23, 60, 24], [27, 29], [28, 30, 33], [41, 58, 32, 39, 34], [43, 35, 44], [46, 37, 54, 40], [38, 42, 63], [45, 47], [51, 56, 49, 52], [50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70], [74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
58: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23], [60, 24, 27, 29], [28, 30, 33, 41, 58], [32, 39, 34, 43, 35], [44, 46, 37, 54], [40, 38, 42], [63, 45], [47], [51, 56, 49, 52, 50, 48, 61, 55, 53, 59], [57], [62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
59: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20, 23], [60, 24, 27], [29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40], [38, 42, 63], [45, 47, 51], [56, 49, 52], [50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68], [64, 77, 65, 69], [70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
60: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33], [41, 58], [32, 39, 34, 43], [35, 44], [46, 37, 54], [40, 38], [42, 63, 45, 47, 51], [56, 49, 52], [50, 48, 61], [55, 53], [59, 57, 62], [66, 71, 67], [68, 64, 77], [65, 69, 70], [74, 73, 72, 75, 76, 78, 79, 86, 81, 83], [80], [82, 84, 85], [87, 88]]
61: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25], [21, 17, 31], [19, 20, 23, 60, 24, 27, 29, 28], [30, 33, 41], [58, 32], [39, 34, 43], [35], [44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
62: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25], [21, 17, 31], [19, 20, 23, 60, 24, 27, 29, 28], [30, 33, 41], [58, 32], [39, 34, 43], [35], [44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
63: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32], [39, 34], [43, 35, 44], [46, 37, 54, 40, 38], [42, 63, 45], [47, 51, 56, 49], [52, 50, 48], [61, 55, 53], [59, 57, 62, 66, 71, 67, 68], [64, 77, 65, 69], [70, 74], [73, 72], [75, 76], [78, 79, 86], [81, 83, 80, 82], [84, 85, 87, 88]]
64: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32], [39, 34], [43, 35, 44], [46, 37, 54, 40, 38], [42, 63, 45], [47, 51, 56, 49], [52, 50, 48], [61, 55, 53], [59, 57, 62, 66, 71, 67, 68], [64, 77, 65, 69], [70, 74], [73, 72], [75, 76], [78, 79, 86], [81, 83, 80, 82], [84, 85, 87, 88]]
65: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28], [30, 33, 41, 58], [32, 39], [34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87], [88]]
66: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6, 9], [11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19], [20, 23, 60, 24], [27, 29, 28, 30], [33, 41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54, 40], [38, 42, 63], [45, 47, 51], [56, 49], [52, 50], [48, 61, 55], [53, 59, 57], [62, 66, 71], [67, 68, 64], [77, 65, 69], [70, 74, 73], [72, 75, 76, 78], [79, 86], [81, 83, 80], [82, 84], [85, 87, 88]]
67: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32], [39, 34, 43], [35, 44], [46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56], [49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
68: [[13, 36, 22], [1, 2, 4, 7, 12, 3, 5, 6], [9, 11], [8, 10, 26], [15, 14, 16, 18, 25], [21, 17, 31, 19], [20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58], [32, 39, 34], [43, 35, 44], [46, 37], [54, 40], [38, 42], [63, 45], [47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66, 71], [67, 68, 64], [77, 65], [69, 70, 74], [73, 72, 75], [76, 78], [79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
69: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25, 21, 17, 31], [19, 20, 23, 60, 24], [27, 29, 28, 30, 33, 41], [58, 32, 39, 34, 43], [35, 44, 46, 37, 54, 40, 38, 42], [63, 45, 47], [51, 56, 49, 52, 50, 48, 61, 55], [53, 59, 57, 62, 66], [71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
70: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16, 18, 25, 21, 17, 31], [19, 20, 23, 60, 24, 27, 29, 28], [30, 33], [41, 58], [32, 39, 34], [43, 35], [44, 46, 37], [54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73], [72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84], [85, 87, 88]]
71: [[13, 36], [22, 1, 2], [4, 7, 12], [3, 5, 6, 9], [11, 8, 10], [26, 15, 14], [16, 18], [25, 21, 17, 31], [19, 20, 23, 60], [24, 27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43], [35, 44, 46, 37, 54], [40, 38, 42], [63, 45, 47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66, 71], [67, 68, 64], [77, 65, 69], [70, 74, 73, 72], [75, 76, 78, 79], [86, 81], [83, 80, 82, 84], [85, 87, 88]]
72: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20, 23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32], [39, 34, 43, 35, 44, 46, 37, 54], [40, 38], [42, 63, 45], [47, 51, 56], [49, 52, 50, 48], [61, 55], [53, 59, 57, 62], [66, 71, 67, 68], [64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80], [82, 84, 85, 87, 88]]
73: [[13, 36, 22, 1, 2, 4], [7, 12, 3, 5, 6, 9, 11, 8], [10, 26, 15, 14, 16, 18, 25, 21], [17, 31, 19, 20, 23, 60, 24, 27], [29, 28], [30, 33, 41, 58, 32, 39, 34, 43], [35, 44, 46], [37, 54], [40, 38, 42], [63, 45, 47, 51, 56], [49, 52, 50], [48, 61], [55, 53, 59], [57, 62, 66], [71, 67, 68, 64], [77, 65, 69, 70], [74, 73, 72], [75, 76, 78, 79, 86], [81, 83, 80], [82, 84], [85, 87, 88]]
74: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44], [46, 37, 54, 40], [38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
75: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28, 30, 33, 41, 58, 32, 39], [34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73], [72, 75, 76], [78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
76: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28, 30], [33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65], [69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
77: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31], [19, 20], [23, 60, 24, 27], [29, 28], [30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40, 38], [42, 63], [45, 47, 51], [56, 49, 52], [50, 48], [61, 55], [53, 59], [57, 62, 66, 71], [67, 68, 64], [77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79], [86, 81, 83], [80, 82, 84, 85, 87], [88]]
78: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17], [31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32, 39, 34, 43, 35, 44], [46, 37], [54, 40, 38, 42, 63, 45, 47, 51], [56, 49, 52], [50, 48], [61, 55, 53], [59, 57, 62], [66, 71, 67, 68, 64], [77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86], [81, 83, 80, 82, 84, 85, 87, 88]]
79: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8, 10], [26, 15], [14, 16, 18], [25, 21, 17, 31, 19], [20, 23, 60], [24, 27, 29, 28, 30, 33, 41, 58], [32, 39, 34, 43, 35, 44, 46, 37], [54, 40], [38, 42, 63], [45, 47, 51, 56, 49], [52, 50], [48, 61, 55], [53, 59, 57], [62, 66, 71], [67, 68, 64], [77, 65], [69, 70, 74, 73], [72, 75, 76, 78, 79, 86, 81, 83], [80, 82, 84, 85, 87, 88]]
80: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54], [40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
81: [[13, 36], [22, 1, 2, 4, 7, 12, 3, 5], [6, 9], [11, 8, 10], [26, 15, 14], [16, 18], [25, 21, 17, 31], [19, 20], [23, 60, 24], [27, 29], [28, 30, 33, 41, 58], [32, 39, 34], [43, 35, 44], [46, 37], [54, 40, 38], [42, 63, 45], [47, 51, 56], [49, 52, 50], [48, 61], [55, 53], [59, 57], [62, 66], [71, 67], [68, 64, 77, 65], [69, 70], [74, 73, 72, 75, 76, 78], [79, 86, 81, 83], [80, 82, 84], [85, 87], [88]]
82: [[13, 36], [22, 1, 2], [4, 7, 12, 3], [5, 6, 9], [11, 8], [10, 26, 15], [14, 16, 18, 25], [21, 17, 31, 19], [20, 23, 60, 24], [27, 29], [28, 30, 33], [41, 58], [32, 39, 34], [43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56, 49], [52, 50, 48, 61], [55, 53, 59], [57, 62, 66], [71, 67], [68, 64], [77, 65], [69, 70, 74], [73, 72, 75, 76], [78, 79, 86, 81], [83, 80], [82, 84, 85], [87, 88]]
83: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24], [27, 29], [28, 30, 33], [41, 58, 32], [39, 34, 43], [35, 44, 46], [37, 54], [40, 38], [42, 63], [45, 47], [51, 56, 49], [52, 50, 48], [61, 55, 53], [59, 57, 62], [66, 71, 67, 68], [64, 77, 65, 69], [70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
84: [[13, 36, 22], [1, 2], [4, 7, 12], [3, 5, 6, 9], [11, 8, 10, 26], [15, 14, 16], [18, 25, 21], [17, 31], [19, 20, 23, 60], [24, 27, 29, 28], [30, 33, 41, 58], [32, 39, 34, 43], [35, 44, 46, 37, 54], [40, 38, 42], [63, 45, 47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66, 71], [67, 68, 64], [77, 65, 69], [70, 74, 73, 72], [75, 76, 78, 79], [86, 81], [83, 80, 82, 84], [85, 87, 88]]
85: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14, 16], [18, 25, 21], [17, 31], [19, 20, 23, 60, 24, 27, 29, 28], [30, 33, 41, 58, 32, 39, 34, 43], [35, 44], [46, 37, 54], [40, 38, 42, 63, 45, 47, 51, 56], [49, 52], [50, 48, 61, 55, 53, 59, 57, 62], [66, 71], [67, 68, 64, 77, 65, 69, 70, 74], [73, 72, 75], [76, 78, 79], [86, 81], [83, 80, 82, 84, 85, 87, 88]]
86: [[13, 36, 22, 1], [2, 4], [7, 12, 3], [5, 6], [9, 11, 8], [10, 26, 15], [14, 16, 18], [25, 21, 17], [31, 19], [20, 23, 60, 24], [27, 29], [28, 30, 33], [41, 58], [32, 39, 34, 43, 35], [44, 46, 37], [54, 40, 38], [42, 63], [45, 47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59, 57], [62, 66], [71, 67], [68, 64], [77, 65], [69, 70], [74, 73, 72, 75], [76, 78], [79, 86, 81, 83, 80, 82], [84, 85], [87, 88]]
87: [[13, 36, 22, 1, 2, 4, 7], [12, 3, 5, 6, 9, 11, 8, 10], [26, 15], [14, 16, 18, 25, 21, 17, 31, 19], [20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58, 32], [39, 34, 43, 35, 44, 46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56], [49, 52, 50], [48, 61], [55, 53], [59, 57], [62, 66, 71, 67], [68, 64, 77], [65, 69, 70, 74, 73, 72, 75], [76, 78, 79, 86], [81, 83, 80], [82, 84, 85, 87, 88]]
88: [[13, 36, 22, 1, 2, 4], [7, 12, 3, 5, 6, 9, 11, 8], [10, 26], [15, 14, 16, 18, 25, 21, 17, 31], [19, 20, 23], [60, 24], [27, 29, 28], [30, 33, 41], [58, 32], [39, 34, 43], [35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51], [56, 49, 52], [50, 48, 61, 55, 53, 59], [57, 62, 66], [71, 67, 68], [64, 77], [65, 69, 70], [74, 73, 72], [75, 76, 78], [79, 86, 81], [83, 80, 82, 84], [85, 87], [88]]
89: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20], [23, 60, 24], [27, 29, 28], [30, 33, 41, 58, 32], [39, 34, 43, 35, 44, 46, 37, 54], [40, 38], [42, 63], [45, 47, 51], [56, 49], [52, 50, 48], [61, 55, 53, 59, 57, 62, 66], [71, 67, 68, 64], [77, 65, 69], [70, 74, 73], [72, 75, 76, 78, 79], [86, 81, 83, 80, 82, 84, 85, 87, 88]]
90: [[13, 36, 22, 1, 2, 4, 7, 12, 3, 5], [6, 9, 11, 8, 10, 26, 15, 14], [16, 18, 25, 21, 17], [31, 19, 20, 23], [60, 24, 27], [29, 28], [30], [33, 41, 58, 32, 39, 34, 43, 35], [44, 46, 37], [54, 40, 38], [42, 63, 45], [47, 51, 56], [49, 52, 50], [48, 61, 55], [53, 59], [57, 62, 66, 71], [67, 68], [64, 77, 65, 69, 70, 74, 73], [72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
91: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25], [21, 17, 31, 19, 20, 23], [60, 24], [27, 29], [28, 30, 33, 41, 58, 32, 39, 34, 43, 35], [44, 46, 37, 54, 40, 38, 42, 63], [45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
92: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8], [10, 26, 15, 14, 16, 18, 25, 21], [17, 31], [19, 20, 23], [60, 24, 27], [29, 28], [30, 33, 41, 58, 32], [39, 34, 43], [35, 44], [46, 37, 54, 40], [38, 42], [63, 45, 47, 51, 56, 49, 52, 50], [48, 61, 55, 53, 59], [57, 62, 66, 71], [67, 68], [64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
93: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5], [6, 9, 11], [8, 10, 26, 15, 14], [16, 18, 25], [21, 17, 31, 19], [20, 23, 60], [24, 27], [29, 28, 30], [33, 41, 58, 32], [39, 34, 43, 35], [44, 46, 37, 54], [40, 38, 42], [63, 45, 47], [51, 56], [49, 52, 50, 48, 61], [55, 53, 59], [57, 62], [66, 71, 67], [68, 64, 77], [65, 69, 70, 74, 73, 72, 75], [76, 78, 79, 86], [81, 83, 80, 82, 84], [85, 87, 88]]
94: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18], [25, 21, 17], [31, 19, 20, 23], [60, 24, 27], [29, 28], [30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54], [40, 38], [42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59], [57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76], [78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
95: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8, 10], [26, 15, 14], [16, 18, 25], [21, 17], [31, 19], [20, 23], [60, 24], [27, 29], [28, 30], [33, 41, 58], [32, 39, 34], [43, 35, 44], [46, 37, 54], [40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62], [66, 71, 67, 68], [64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
96: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24, 27, 29], [28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
97: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11], [8, 10], [26, 15, 14, 16, 18, 25, 21, 17], [31, 19, 20, 23], [60, 24, 27, 29, 28, 30, 33, 41], [58, 32], [39, 34], [43, 35, 44], [46, 37], [54, 40, 38], [42, 63, 45, 47, 51, 56, 49], [52, 50, 48, 61], [55, 53, 59], [57, 62, 66], [71, 67, 68, 64, 77], [65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
98: [[13, 36, 22], [1, 2, 4, 7, 12, 3, 5, 6, 9, 11, 8, 10, 26, 15, 14, 16, 18, 25, 21, 17, 31, 19, 20], [23, 60, 24, 27, 29, 28, 30, 33], [41, 58, 32, 39, 34, 43, 35, 44], [46, 37, 54], [40, 38, 42], [63, 45], [47, 51, 56, 49, 52], [50, 48, 61, 55], [53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
99: [[13, 36], [22, 1], [2, 4], [7, 12, 3, 5], [6, 9, 11, 8], [10, 26, 15, 14, 16], [18, 25], [21, 17, 31, 19], [20, 23, 60, 24], [27, 29, 28], [30, 33, 41, 58, 32, 39, 34, 43], [35, 44, 46], [37, 54], [40, 38, 42], [63, 45, 47, 51, 56], [49, 52], [50, 48], [61, 55], [53, 59], [57, 62, 66, 71], [67, 68], [64, 77, 65, 69, 70, 74], [73, 72], [75, 76], [78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
100: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6, 9, 11, 8, 10, 26], [15, 14], [16, 18, 25, 21, 17, 31, 19, 20, 23, 60, 24, 27, 29, 28, 30, 33, 41, 58, 32, 39, 34, 43, 35, 44], [46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72, 75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
101: [[13, 36, 22, 1, 2, 4, 7, 12], [3, 5, 6], [9, 11, 8, 10], [26, 15, 14], [16, 18, 25, 21, 17, 31, 19], [20, 23, 60, 24], [27, 29, 28, 30, 33, 41], [58, 32, 39], [34, 43], [35, 44, 46, 37, 54, 40, 38, 42, 63, 45, 47, 51, 56, 49, 52, 50, 48, 61, 55, 53, 59, 57, 62, 66, 71, 67, 68, 64, 77, 65, 69, 70, 74, 73, 72], [75, 76, 78, 79, 86, 81, 83, 80, 82, 84, 85, 87, 88]]
