0: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 14, 22], [30, 16, 17, 21, 18], [19, 50, 20, 26, 27], [25, 28, 59, 29, 31], [37, 33, 42, 49, 34], [40, 32, 38, 47], [54, 36, 41, 43, 35], [44, 46, 56, 45, 63], [52, 48, 55, 61, 60], [53, 51, 57, 58, 62], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
51: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 62, 46, 48, 51, 52, 53, 61, 55, 58, 60, 57, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
52: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 55, 51, 48, 53, 52, 57, 60, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
53: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 52, 51, 55, 48, 53, 60, 58, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
54: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 48, 51, 55, 60, 63, 57, 52, 58, 62, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
55: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 55, 53, 52, 60, 57, 48, 62, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
56: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 53, 46, 55, 48, 60, 57, 51, 58, 63, 52, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
57: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 51, 52, 53, 55, 63, 48, 57, 58, 62, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
58: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 52, 46, 48, 55, 51, 53, 57, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
59: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 46, 53, 55, 48, 62, 52, 51, 57, 58, 60, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
60: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 62, 46, 48, 60, 51, 52, 55, 57, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
61: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 48, 51, 55, 53, 58, 61, 62, 63, 57, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
62: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 52, 46, 51, 53, 63, 48, 55, 57, 61, 58, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
63: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 46, 52, 51, 48, 57, 55, 60, 58, 62, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
64: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 48, 51, 52, 55, 61, 53, 46, 57, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
65: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 62, 48, 51, 46, 63, 52, 55, 57, 58, 60, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
66: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 51, 48, 53, 63, 55, 57, 58, 61, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
67: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 53, 55, 57, 60, 63, 58, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
68: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 53, 55, 57, 60, 63, 58, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
69: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 48, 46, 52, 53, 51, 61, 55, 57, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
70: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 46, 63, 48, 51, 53, 55, 57, 60, 58, 61, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
71: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 62, 46, 51, 48, 53, 63, 55, 61, 58, 57, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
72: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 62, 60, 48, 51, 53, 55, 57, 46, 58, 52, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
73: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 63, 55, 53, 57, 60, 58, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
74: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 48, 53, 55, 57, 51, 61, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
75: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 62, 48, 63, 46, 51, 58, 55, 52, 57, 60, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
76: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 46, 48, 51, 52, 55, 58, 53, 57, 60, 62, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
77: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 63, 62, 53, 57, 58, 55, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
78: [[1, 23, 39, 6], [12, 3, 2, 4, 13], [7, 5, 9, 10, 24], [8, 15, 11, 30, 22], [14, 16, 17, 21, 18], [19, 50, 20, 26, 27], [25, 28, 59, 29, 31], [37, 33, 42, 49, 34], [40, 32, 38, 47], [54, 36, 41, 43, 35], [45, 44, 60, 46, 63], [52, 48, 51, 53, 56], [55, 61, 57, 58, 62], [68, 65, 66, 64, 71], [67, 77, 69, 70, 73], [74, 76, 72, 78, 75], [79, 80, 85, 83, 82], [81, 86, 84, 87, 88]]
79: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 53, 48, 55, 52, 51, 57, 60, 58, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
80: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 62, 46, 51, 48, 52, 53, 55, 57, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
81: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 48, 51, 52, 53, 55, 63, 57, 62, 58, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
82: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 52, 51, 46, 53, 48, 55, 57, 63, 58, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
83: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 57, 48, 53, 52, 55, 62, 51, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
84: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 48, 51, 46, 53, 52, 55, 60, 58, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
85: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 60, 51, 46, 53, 48, 52, 55, 58, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
86: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 53, 51, 63, 52, 55, 57, 62, 58, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
87: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 62, 61, 48, 46, 55, 63, 57, 51, 58, 52, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
88: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 52, 45, 46, 62, 48, 51, 53, 55, 57, 61, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
89: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 51, 48, 55, 52, 57, 53, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
90: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 53, 45, 62, 46, 48, 51, 52, 60, 55, 57, 58, 61, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
91: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 46, 60, 45, 44, 48, 51, 55, 52, 53, 57, 61, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
92: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 46, 45, 60, 48, 51, 53, 52, 55, 57, 61, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
93: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 46, 51, 52, 55, 58, 48, 53, 60, 57, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
94: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 52, 55, 63, 53, 57, 58, 61, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
95: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 52, 48, 51, 53, 55, 63, 57, 58, 62, 61, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
96: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 52, 48, 53, 51, 55, 60, 57, 58, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
97: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 63, 45, 46, 51, 48, 52, 55, 61, 53, 57, 58, 60, 62, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
98: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 62, 48, 46, 51, 55, 52, 53, 57, 63, 58, 60, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
99: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 61, 45, 46, 52, 48, 51, 55, 57, 53, 62, 58, 60, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
100: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 46, 44, 45, 52, 48, 51, 53, 58, 55, 57, 60, 61, 62, 63, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
101: [[1, 23, 39, 6, 12, 3, 2, 4, 13, 7, 5, 9, 10, 24, 8, 15, 11, 28, 22, 14, 16, 17], [19, 18, 21, 50, 20, 26, 31, 25, 27, 59, 29, 30, 37, 33, 42, 49, 34, 40, 56, 38, 47, 54], [36, 41, 32, 35, 43, 44, 60, 45, 46, 48, 51, 53, 55, 61, 52, 63, 62, 58, 57, 68, 65, 66], [64, 71, 67, 77, 69, 70, 73, 74, 76, 72, 78, 75, 79, 80, 85, 83, 82, 81, 86, 84, 87, 88]]
