0: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
74: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
75: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
76: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
77: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
78: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
79: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
80: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
81: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
82: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
83: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
84: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
85: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
86: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
87: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
88: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
89: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
90: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
91: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
92: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
93: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
94: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
95: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
96: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
97: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
98: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
99: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
100: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
101: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
102: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
103: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
104: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
105: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
106: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
107: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
108: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
109: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
110: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
111: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
112: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
113: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
114: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
115: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
116: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
117: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
118: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
119: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
120: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
121: [[31, 11, 38], [23, 27, 32, 20, 33, 15, 19], [1, 5], [44, 28, 42, 45, 3, 12], [48, 52, 16, 30, 8, 18], [14, 54, 26, 47], [4, 39, 13, 25, 17, 24, 56, 6, 10, 21], [59, 40, 43, 22], [7, 35, 2], [9, 50, 58, 36, 37, 29], [51, 41, 34, 55], [60, 46, 49, 53, 57]]
