0: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
74: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
75: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
76: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
77: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
78: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
79: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
80: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
81: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
82: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
83: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
84: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
85: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
86: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
87: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
88: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
89: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
90: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
91: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
92: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
93: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
94: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
95: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
96: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
97: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
98: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
99: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
100: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
101: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
102: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
103: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
104: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
105: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
106: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
107: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
108: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
109: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
110: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
111: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
112: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
113: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
114: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
115: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
116: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
117: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
118: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
119: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
120: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
121: [[59, 27, 43], [41, 29, 13, 9, 39, 54, 21], [52, 48, 12, 3, 11, 24, 30, 45], [53, 34, 28, 58, 5, 7], [22, 40], [36, 42, 50], [1, 32, 49, 57, 17], [38, 23, 44, 18], [8, 4, 14, 20, 33, 19, 25, 26, 31, 51], [15, 16, 37, 47, 56, 6, 10], [55, 35, 60, 46, 2]]
