0: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72], [82, 79], [80], [84, 85], [83, 86], [87, 88]]
51: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84], [85, 83], [86, 87, 88]]
52: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22, 11, 13], [16, 23, 24], [19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67], [68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87], [88]]
53: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72], [82, 79, 80], [84, 85, 83], [86], [87, 88]]
54: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52], [48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
55: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79], [80, 84, 85], [83, 86], [87, 88]]
56: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73], [76], [81], [72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
57: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58], [62, 57], [60, 77, 65], [66, 67, 68, 64, 75], [71], [69, 78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84, 85, 83, 86, 87, 88]]
58: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45], [52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81], [72, 82, 79], [80, 84], [85, 83], [86, 87, 88]]
59: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82], [79, 80, 84, 85], [83, 86], [87, 88]]
60: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62], [57, 60], [77, 65, 66], [67, 68, 64], [75, 71], [69, 78, 70], [74, 73, 76], [81, 72], [82, 79, 80], [84, 85, 83], [86], [87, 88]]
61: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45], [52, 48, 46], [61, 54, 49], [63, 55], [58, 62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70], [74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
62: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46, 61], [54, 49, 63, 55, 58], [62, 57, 60, 77], [65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81], [72, 82, 79, 80, 84, 85, 83, 86], [87, 88]]
63: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31], [35, 51, 30, 33, 32], [50], [37, 34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45], [52, 48, 46, 61, 54], [49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
64: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59], [25, 26], [27, 31], [35, 51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73], [76, 81, 72], [82, 79], [80, 84, 85], [83], [86, 87, 88]]
65: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
66: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75], [71, 69], [78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
67: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37], [34, 39], [44, 42, 36], [43, 47], [53, 56], [40, 45, 52], [48, 46], [61, 54], [49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64], [75, 71, 69], [78, 70], [74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
68: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28], [22, 11, 13], [16, 23], [24, 19, 18], [20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44], [42, 36], [43, 47], [53, 56], [40, 45, 52], [48, 46, 61], [54, 49], [63, 55, 58], [62, 57, 60], [77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
69: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12, 28], [22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74, 73], [76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
70: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27, 31, 35], [51, 30], [33, 32, 50], [37, 34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
71: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2], [1, 14, 29], [8, 12, 28], [22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33, 32], [50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74, 73], [76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
72: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50], [37, 34, 39, 44, 42, 36, 43, 47, 53, 56], [40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
73: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53], [56, 40, 45], [52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
74: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52], [48, 46, 61], [54], [49, 63, 55], [58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71], [69, 78, 70, 74, 73], [76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
75: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79, 80], [84, 85], [83], [86, 87, 88]]
76: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72, 82], [79, 80, 84, 85, 83, 86, 87, 88]]
77: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63], [55, 58], [62, 57, 60], [77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81, 72], [82, 79], [80, 84, 85], [83], [86, 87, 88]]
78: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21, 59], [25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46], [61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73], [76], [81, 72], [82, 79, 80, 84, 85, 83, 86, 87, 88]]
79: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76], [81, 72, 82], [79, 80, 84], [85, 83, 86], [87, 88]]
80: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6, 2], [1, 14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37], [34, 39, 44], [42, 36], [43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67, 68], [64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
81: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39], [44, 42, 36], [43, 47, 53], [56, 40], [45, 52], [48, 46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69], [78, 70, 74], [73, 76], [81, 72, 82], [79, 80], [84, 85, 83], [86, 87, 88]]
82: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47, 53], [56, 40, 45], [52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65, 66], [67, 68], [64, 75], [71, 69, 78], [70, 74], [73, 76], [81, 72, 82], [79, 80], [84, 85, 83], [86, 87, 88]]
83: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1], [14, 29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52], [48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85], [83, 86], [87, 88]]
84: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27, 31], [35, 51, 30], [33, 32], [50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54, 49, 63], [55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70], [74, 73, 76], [81, 72, 82], [79, 80], [84, 85, 83], [86, 87, 88]]
85: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36], [43, 47], [53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
86: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43], [47, 53, 56], [40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65], [66, 67, 68], [64, 75, 71], [69, 78, 70], [74, 73, 76], [81], [72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
87: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50], [37], [34, 39, 44], [42], [36, 43], [47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
88: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1], [14, 29], [8, 12, 28], [22, 11], [13, 16, 23], [24, 19], [18, 20, 17], [21, 59, 25], [26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39], [44, 42], [36, 43, 47], [53, 56, 40], [45], [52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74], [73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
89: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20], [17, 21, 59], [25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47], [53, 56, 40, 45], [52, 48, 46], [61, 54, 49], [63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
90: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81], [72, 82], [79, 80, 84, 85, 83, 86, 87, 88]]
91: [[41, 15], [38, 5, 7], [3, 4, 9], [10, 6, 2], [1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17], [21, 59, 25], [26, 27, 31], [35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61], [54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68, 64, 75], [71, 69, 78], [70, 74, 73], [76, 81, 72], [82, 79, 80], [84, 85, 83], [86, 87, 88]]
92: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29], [8, 12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32], [50, 37, 34], [39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48], [46, 61, 54, 49, 63], [55, 58, 62], [57, 60, 77], [65, 66, 67], [68], [64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
93: [[41, 15], [38, 5], [7, 3], [4, 9], [10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16], [23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33, 32], [50, 37], [34, 39, 44], [42, 36], [43, 47], [53, 56, 40], [45, 52], [48, 46], [61, 54, 49], [63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70, 74], [73, 76, 81], [72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
94: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8], [12, 28, 22], [11, 13, 16, 23, 24], [19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30], [33, 32], [50, 37], [34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48], [46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
95: [[41, 15], [38, 5, 7], [3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16], [23, 24, 19], [18, 20, 17], [21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53], [56, 40, 45], [52], [48, 46, 61], [54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67], [68, 64, 75, 71, 69], [78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
96: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59, 25], [26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45, 52], [48, 46, 61], [54], [49, 63, 55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
97: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37, 34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
98: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28], [22, 11, 13], [16, 23, 24], [19, 18, 20], [17, 21, 59], [25, 26], [27, 31], [35, 51], [30, 33, 32], [50, 37, 34], [39, 44, 42], [36, 43, 47], [53, 56, 40], [45, 52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77], [65, 66], [67, 68, 64, 75, 71, 69, 78, 70], [74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
99: [[41, 15], [38, 5], [7, 3, 4], [9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59], [25, 26, 27], [31, 35, 51], [30, 33], [32, 50, 37], [34, 39, 44, 42, 36, 43, 47, 53, 56, 40, 45, 52, 48, 46, 61, 54, 49, 63, 55, 58, 62, 57, 60, 77, 65, 66, 67, 68, 64, 75, 71, 69, 78, 70, 74, 73, 76, 81, 72, 82, 79, 80, 84, 85, 83, 86, 87, 88]]
100: [[41, 15], [38, 5], [7, 3], [4, 9, 10], [6, 2, 1], [14, 29, 8], [12, 28, 22], [11, 13, 16], [23, 24, 19], [18, 20, 17], [21, 59], [25, 26, 27], [31, 35], [51, 30, 33], [32, 50, 37], [34, 39, 44], [42, 36, 43], [47, 53, 56], [40, 45], [52, 48], [46, 61, 54], [49, 63, 55], [58, 62, 57], [60, 77, 65], [66, 67], [68, 64, 75], [71, 69, 78], [70, 74], [73, 76, 81], [72, 82], [79, 80, 84], [85, 83, 86], [87, 88]]
101: [[41, 15], [38, 5], [7, 3, 4], [9, 10, 6], [2, 1, 14], [29, 8, 12], [28, 22, 11], [13, 16, 23], [24, 19, 18], [20, 17, 21], [59, 25, 26], [27, 31, 35], [51, 30, 33], [32, 50, 37], [34, 39], [44, 42, 36], [43, 47, 53], [56, 40, 45], [52, 48, 46, 61], [54, 49, 63], [55, 58], [62, 57, 60], [77, 65, 66], [67, 68, 64], [75, 71, 69], [78, 70], [74, 73, 76], [81, 72, 82], [79, 80], [84, 85, 83], [86, 87, 88]]
