0: [[11, 35, 5, 1, 7, 2, 3, 4], [14, 8, 13, 27, 9, 21, 6], [24, 12, 15, 17, 19, 16, 20, 10], [23, 22, 25, 28, 30, 18], [31, 29, 26, 40, 36, 37, 34, 51], [32, 33, 39, 42, 44, 41, 46, 38, 47], [45, 58, 53, 48, 56, 54, 43], [52, 49, 59, 50, 57, 55, 60]]
74: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 58, 56, 60]]
75: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
76: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
77: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 12, 10, 8, 15, 29, 13, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
78: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
79: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 57, 56, 58, 59, 60]]
80: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 58, 57, 56, 59, 60]]
81: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 51, 52, 54, 59, 57, 58, 56, 60]]
82: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 15, 29, 13, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
83: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 8, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
84: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
85: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
86: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
87: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
88: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
89: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
90: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
91: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
92: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
93: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
94: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
95: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
96: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
97: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
98: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
99: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
100: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
101: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
102: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
103: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
104: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
105: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
106: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
107: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
108: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
109: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
110: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
111: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 24, 10, 12, 13, 29, 15, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
112: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 24, 15, 10, 12, 13, 29, 31, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 28, 8, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
113: [[11, 35, 5, 1, 7, 2, 3, 4, 14, 6, 12, 9, 25, 8, 24, 10, 13, 15, 21, 29, 16], [18, 19, 17, 22, 20, 23, 26, 30, 28, 27, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [34, 46, 41, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
114: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 25, 10, 12, 15, 29, 13, 16], [18, 19, 17, 22, 20, 23, 24, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
115: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 15, 10, 12, 13, 29, 25, 16], [18, 19, 17, 22, 20, 23, 24, 26, 30, 28, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
116: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 12, 10, 15, 13, 29, 28, 16], [18, 19, 17, 22, 20, 23, 25, 26, 30, 24, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 56, 57, 58, 60]]
117: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 31, 8, 24, 10, 12, 13, 15, 23, 16], [18, 19, 17, 22, 20, 27, 25, 26, 28, 29, 30, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 57, 52, 54, 51, 59, 56, 58, 60]]
118: [[11, 35, 21, 1, 7, 2, 3, 4, 14, 5, 6, 9, 27, 8, 28, 10, 12, 15, 29, 25, 16], [18, 19, 17, 22, 20, 23, 13, 26, 30, 24, 31, 40, 36, 33, 38, 43, 32, 37, 39, 42, 44], [41, 46, 34, 45, 47, 50, 53, 48, 49, 55, 59, 52, 54, 51, 57, 56, 58, 60]]
119: [[11, 35, 5, 1, 7, 2, 3, 4, 14, 6, 12, 9, 27, 8, 24, 10, 13, 15, 21, 19, 16], [18, 17, 20, 22, 25, 23, 30, 26, 28, 29, 31, 40, 36, 33, 38, 34, 32, 37, 39, 42, 44], [41, 46, 47, 45, 53, 50, 49, 48, 57, 55, 43, 52, 54, 51, 58, 56, 59, 60]]
120: [[11, 35, 21, 1, 7, 2, 3, 4], [14, 5, 6, 25, 9, 17, 8, 26], [10, 13, 29, 27, 16, 18], [15, 19, 22, 20, 12, 23, 24, 28], [30, 31, 40, 36, 37, 34, 41], [32, 38, 39, 42, 44, 33, 46, 47, 45], [43, 50, 53, 48, 49, 54, 59], [52, 55, 51, 57, 56, 58, 60]]
121: [[11, 35, 21, 1, 7, 2, 3, 4], [14, 6, 5, 9, 27, 24, 8, 10], [12, 15, 29, 13, 16, 18], [19, 17, 22, 20, 23, 26, 28, 30], [25, 31, 40, 36, 37, 38, 41], [32, 33, 39, 42, 44, 34, 46, 43, 45], [59, 50, 53, 48, 57, 55, 47], [52, 54, 51, 56, 49, 58, 60]]
