0: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15, 18], [1, 56, 13, 21, 6], [24, 12, 10], [33, 20, 19, 32], [27, 55, 43], [51, 3, 30, 31], [22, 54, 23, 25, 28], [40, 7, 8, 39], [38, 9, 53, 29, 37, 42, 44, 45, 41, 48], [50, 36, 52], [59, 60]]
74: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2, 6], [49, 57], [47, 5], [16, 15, 18], [1, 56, 13, 21], [24, 12, 33, 20, 19, 32, 27, 55, 43, 51], [3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60, 10]]
75: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5, 16, 15], [1, 56, 13, 21], [6, 18, 24, 12], [10, 33], [19, 20, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39], [38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
76: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2], [49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21, 6], [24, 12], [10, 33, 20], [19, 32], [27, 55, 43, 51, 3], [30, 31, 22], [54, 23, 25, 28], [40, 7, 8, 39, 38], [9, 53], [29, 37, 42], [44, 45, 41, 48], [50, 36, 52, 59], [60]]
77: [[17, 26, 46, 4], [11, 35, 14, 58, 34], [2, 49, 57, 47, 5], [16, 15, 18], [1, 56, 13, 21, 6], [24, 12, 10, 33], [20, 19, 32, 27, 55], [43, 51, 3, 30, 31], [22, 54], [23, 25], [28, 40, 7, 8], [39, 38], [9, 53], [29, 37, 42, 44, 45], [41, 48, 50], [36, 52, 59, 60]]
78: [[17, 26], [46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47], [5, 16, 15, 18, 1, 56, 13, 21, 6, 24, 12, 10, 33, 20, 19], [32, 27, 55, 43], [51, 3, 30, 31, 22], [54, 23], [25, 28, 40], [7, 8, 39, 38, 9], [53, 29, 37], [42, 44], [45, 41, 48, 50], [36, 52, 59, 60]]
79: [[17, 26, 46], [4, 11, 35], [2, 14, 58], [34, 49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 21], [6, 24, 12, 10], [33, 20], [19, 32, 27, 55], [43, 51, 3], [30, 31, 22, 54], [23, 25, 28, 40, 7], [8, 39, 38, 9], [53, 29, 37], [42, 44, 45], [41, 48], [50, 36, 52, 59, 60]]
80: [[17, 26, 46], [4, 11], [35, 14, 58], [34, 2, 49, 57], [47, 5, 16], [15, 18], [1, 56, 13, 21, 6], [24, 12], [10, 33, 20, 19, 32], [27, 55, 43], [51, 3, 30], [31, 22, 54], [23, 25, 28], [40, 7, 8], [39, 38, 9], [53, 29, 37, 42], [44, 45, 41, 48], [50, 36, 52], [59, 60]]
81: [[17, 26, 46, 4, 11], [35, 14], [58, 34, 2, 49, 57], [47, 5, 16, 15], [18, 1], [56, 13, 21, 6, 24], [12, 10, 33], [20, 19, 32, 27], [55, 43, 51, 3, 30, 31], [22, 54, 23, 25], [28, 40, 7, 8], [39, 38, 9, 53], [29, 37, 42], [44, 45, 41, 48, 50], [36, 52, 59, 60]]
82: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18, 1], [56, 13, 21, 6], [24, 12, 10, 33, 19], [20, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25], [28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
83: [[17, 26, 46], [4, 11, 35], [2, 14, 58], [34, 49, 57, 47, 5], [16, 15, 18, 1], [56, 13, 21, 6], [24, 12, 10, 33], [20, 19], [32, 27, 55, 43], [51, 3, 30], [31, 22, 54, 23], [25, 28, 40, 7], [8, 39, 38], [9, 53, 29], [37, 42, 44, 45], [41, 48, 50], [36, 52, 59, 60]]
84: [[17, 26], [46, 4, 11], [35, 14, 58, 34], [49, 57, 47, 2], [5, 16, 18], [15, 6, 10], [1, 56, 13, 21], [28, 12, 33], [20, 19, 32], [27, 55, 43, 51, 3], [30, 31, 22, 54, 23, 25, 24, 40, 7, 8, 39, 38], [9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
85: [[17, 26, 46, 4, 11], [35, 14], [58, 34, 2, 49, 57], [47, 5], [16, 15, 18, 1, 56], [13, 21, 6, 24], [12, 10, 33, 20], [19, 32, 27, 55], [43, 51, 3, 30, 31], [22, 54, 23, 25, 28], [40, 7], [8, 39, 38], [9, 53], [29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
86: [[17, 26, 46], [4, 11], [35, 14, 58], [34, 2], [49, 57], [47, 5, 16, 15], [18, 1, 56, 13, 21], [6, 24, 12], [10, 33, 20, 19], [32, 27, 55, 43, 51], [3, 30], [31, 22], [54, 23, 25, 28, 40], [7, 8, 39, 38], [9, 53], [29, 37], [42, 44, 45], [41, 48, 50], [36, 52, 59, 60]]
87: [[17, 26, 46], [4, 11, 35], [14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18, 1], [56, 13, 21, 6], [24, 12, 10], [33, 20], [19, 32, 27, 55, 43], [51, 3], [30, 31], [22, 54, 23, 25, 28], [40, 7], [8, 39, 38], [9, 53], [29, 37, 42, 44, 45], [41, 48, 50, 36], [52, 59, 60]]
88: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47], [5, 16], [15, 18, 1, 56], [13], [21], [6, 24, 12, 10, 33, 20, 19, 32], [27, 55, 43, 51, 3], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42], [44, 45, 41, 48, 50, 36, 52, 59, 60]]
89: [[17, 26], [46, 4, 11, 35, 14], [58, 34, 2, 49], [57, 47, 5], [16, 15, 18, 1, 56, 13], [21, 6, 24, 12, 10], [33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31], [22, 54, 23, 25, 28, 40], [7, 8, 39, 38, 9, 53, 29, 37, 42], [44, 45, 41, 48, 50, 36, 52, 59, 60]]
90: [[17, 26, 46, 4, 11], [35, 14, 58], [34, 2, 49], [57, 47, 5], [16, 15, 18, 1], [56, 13, 21, 6], [24, 12, 10, 33], [20, 19, 32, 27], [55, 43, 51], [3, 30, 31, 22, 54], [23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37], [42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
91: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57], [47, 5], [16, 15], [18, 1, 56, 13], [21, 24, 12, 6, 10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
92: [[17, 26, 46, 4], [11, 35, 2], [14, 58, 34, 49], [57, 47, 5], [16, 15], [18, 1, 56, 13], [21, 6], [24, 12, 10, 33, 20], [19, 32, 27, 55, 43], [51, 3, 30], [31, 22, 54, 23], [25, 28, 40], [7, 8, 39, 38], [9, 53, 29, 37], [42, 44, 45, 41, 48], [50, 36, 52, 59, 60]]
93: [[17, 26, 46, 4], [11, 35, 2], [14, 58, 34], [49, 57, 47], [5, 16, 15, 18], [1, 56, 13, 21, 24], [12, 6], [10, 33, 20, 19], [32, 27], [55, 43, 51], [3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
94: [[17, 26, 46, 4], [11, 35, 14, 58, 34], [2, 49, 57, 47], [5, 16, 15, 18, 1], [56, 13, 21, 6, 24, 12, 10], [33, 20, 19, 32, 27, 55, 43, 51, 3], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
95: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5, 16], [15, 18], [1, 56, 13, 21, 6], [24, 12, 10, 33, 20], [19, 32, 27, 55, 43], [51, 3, 30, 31, 22], [54, 23, 25], [28, 40, 7], [8, 39, 38], [9, 53], [29, 37, 42], [44, 45, 41], [48, 50, 36, 52, 59, 60]]
96: [[17, 26, 46, 4, 11], [35, 14, 58], [34, 2, 49, 57], [47, 5, 16], [15, 18, 1], [56, 13, 21, 6], [24, 12, 10], [33, 20, 19], [32, 27, 55, 43], [51, 3, 30, 31, 22], [54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37], [42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
97: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2], [49, 57], [47, 5, 16, 15, 18, 1, 56, 13, 21, 6, 24, 12, 10, 33, 20, 19, 32, 27, 55, 43, 51], [3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
98: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18, 1, 56], [13, 21, 6, 24], [12, 10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
99: [[17, 26, 46, 4, 11], [35, 2], [14, 58, 34, 49, 57], [47, 5, 16, 15, 18], [1, 56, 13], [21, 24, 12, 6], [10, 33, 20], [19, 32, 27, 55], [43, 51, 3, 30, 31], [22, 54, 23, 25], [28, 40, 7, 8, 39, 38, 9, 53, 29, 37], [42, 44, 45], [41, 48], [50, 36, 52, 59, 60]]
100: [[17, 26], [46, 4, 11, 35, 14], [58, 34, 2, 49, 57], [47, 5, 16], [15, 18, 1, 56], [13, 21, 6], [24, 12, 10, 33, 20], [19, 32], [27, 55, 43, 51, 3], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38], [9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
101: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2, 49], [57, 47, 5], [16, 15], [18, 1, 56, 13, 21], [6, 24, 12], [10, 33, 20, 19, 32], [27, 55, 43, 51, 3], [30, 31, 22, 54, 23], [25, 28], [40, 7], [8, 39, 38, 9], [53, 29, 37, 42, 44], [45, 41, 48], [50, 36, 52, 59, 60]]
102: [[17, 26, 46], [4, 11, 35, 14, 58], [34, 2], [49, 57, 47], [5, 16, 15, 18, 1, 56, 13, 21, 24, 12, 6, 10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52], [59, 60]]
103: [[17, 26, 46, 4], [11, 35, 14, 58, 34], [2, 49, 57, 47, 5], [16, 15, 18, 1, 56], [13, 21, 6, 24], [12, 10, 33, 20], [19, 32], [27, 55, 43], [51, 3, 30, 31, 22], [54, 23, 25], [28, 40, 7, 8], [39, 38], [9, 53], [29, 37, 42, 44], [45, 41, 48, 50], [36, 52, 59, 60]]
104: [[17, 26, 46], [4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18], [1, 56, 13, 24, 12, 33, 20, 19, 32, 27, 55, 43, 51, 3, 10, 21, 6], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
105: [[17, 26, 46], [4, 11], [35, 14], [58, 34], [2, 49, 57], [47, 5, 16, 15], [18, 1, 56, 13], [21, 24], [12, 6, 10, 33], [20, 19, 32], [27, 55], [43, 51, 3, 30], [31, 22, 54, 23], [25, 28], [40, 7, 8, 39], [38, 9, 53, 29], [37, 42, 44, 45], [41, 48, 50, 36], [52, 59, 60]]
106: [[17, 26], [46, 4, 11, 35], [14, 58, 34, 2], [49, 57, 47], [5, 16], [15, 1, 18, 56], [13, 21, 6, 24, 12], [10, 33, 20], [19], [32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25], [28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
107: [[17, 26, 46, 4, 11], [35, 14, 58, 34, 2], [49, 57, 47, 5, 16], [15, 18, 1, 56, 13], [21, 6], [24, 12], [10, 33, 20, 19, 32], [27, 55, 43], [51, 3, 30, 31, 22, 54, 23, 25], [28, 40, 7, 8, 39, 38, 9, 53, 29], [37, 42], [44, 45, 41, 48, 50, 36, 52, 59, 60]]
108: [[17, 26], [46, 4, 11], [35, 14, 58, 34, 2, 49], [57, 47, 5, 16, 15, 18, 1, 56, 13, 6, 21, 24, 12, 10, 33, 20], [19, 32, 27, 55, 43, 51, 3, 30, 31], [22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
109: [[17, 26, 46], [4, 11, 35], [14, 58, 34, 2], [49, 57, 47, 5], [16, 15, 18, 1], [56, 13], [6, 21], [24, 12, 10], [33, 20], [19, 32, 27], [55, 43, 51, 3], [30, 31, 22], [54, 23, 25, 28], [40, 7, 8, 39, 38], [9, 53, 29, 37, 42], [44, 45], [41, 48], [50, 36, 52], [59, 60]]
110: [[17, 26, 46], [4, 11], [35, 14, 58], [34, 2, 49, 57], [47, 5, 16, 15], [18, 1, 56, 13], [6, 21, 24], [12, 10, 33, 20], [19, 32, 27, 55], [43, 51, 3, 30], [31, 22, 54, 23, 25], [28, 40, 7, 8], [39, 38, 9], [53, 29, 37, 42], [44, 45, 41], [48, 50, 36, 52, 59, 60]]
111: [[17, 26, 46, 4], [11, 35, 14, 58, 34], [2, 49, 57, 47], [5, 16, 15, 18, 1], [56, 13, 22, 21], [24, 12], [10, 33, 20, 19], [32, 27, 55, 43], [51, 3, 30, 31, 6], [54, 23, 25], [28, 40, 7], [8, 39, 38, 9, 53, 29, 37, 42, 44, 45], [41, 48, 50, 36, 52, 59, 60]]
112: [[17, 26], [46, 4, 11, 35, 14], [58, 34, 2], [49, 57, 47, 5], [16, 15, 18], [1, 56, 13], [21, 6, 24, 12, 10], [33, 20, 19], [32, 27, 55], [43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
113: [[17, 26, 46], [4, 11], [35, 14], [58, 34, 2, 49], [57, 47, 5], [16, 15], [18, 1], [56, 13, 21], [6, 24, 12], [10, 33, 20], [19, 32, 27, 55], [43, 51, 3, 30], [31, 22, 54, 23, 25], [28, 40, 7, 8, 39], [38, 9, 53, 29, 37], [42, 44], [45, 41], [48, 50, 36], [52, 59, 60]]
114: [[17, 26, 46, 4, 11], [35, 14, 58], [34, 2, 49, 57], [47, 5, 16], [15, 18, 1], [56, 13, 21, 6, 24], [12, 10, 33, 20], [19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
115: [[17, 26], [46, 4, 11, 35, 14], [58, 34, 2, 49, 57, 47], [5, 16, 15], [18, 1, 56, 13], [21, 6, 24], [12, 10, 33, 20], [19, 32, 27, 55, 43, 51, 3, 30, 31], [22, 54, 23, 25, 28], [40, 7], [8, 39, 38], [9, 53, 29, 37, 42], [44, 45, 41], [48, 50], [36, 52, 59, 60]]
116: [[17, 26, 46, 4, 11], [35, 14, 58], [34, 2, 49, 57, 47, 5, 16, 15], [18, 1, 56, 13, 21, 6, 24, 12, 10], [33, 20], [19, 32, 27, 55, 43, 51, 3], [30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36, 52, 59, 60]]
117: [[17, 26, 46], [4, 11], [35, 14], [58, 34, 2, 49, 57], [47, 5, 16, 15], [18, 1, 56, 13], [21, 24, 12, 6], [10, 33, 20, 19, 32], [27, 55], [43, 51, 3], [30, 31, 22, 54, 23], [25, 28, 40, 7, 8], [39, 38, 9, 53, 29], [37, 42, 44], [45, 41], [48, 50, 36], [52, 59, 60]]
118: [[17, 26, 46], [4, 11, 35], [14, 58, 34, 2], [49, 57, 47], [5, 16], [15, 18], [1, 56, 13], [21, 24, 12], [6, 10, 33, 20], [19, 32], [27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36], [52, 59, 60]]
119: [[17, 26, 46], [4, 11, 35], [2, 14, 58, 34], [49, 57, 47, 5], [16, 15, 18, 1], [56, 13, 21], [6, 24, 12], [10, 33, 20], [19, 32, 27], [55, 43], [51, 3, 30, 31, 22], [54, 23], [25, 28, 40, 7, 8], [39, 38], [9, 53, 29, 37], [42, 44, 45], [41, 48, 50], [36, 52, 59], [60]]
120: [[17, 26, 46, 4, 11], [35, 14, 58, 34], [2, 49, 57], [47, 5, 16], [15, 18, 1, 56, 13, 21, 6, 24, 12, 10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 45, 48, 50, 36, 52, 59, 60, 41, 44]]
121: [[17, 26, 46], [4, 11, 35], [14, 58], [34, 2], [49, 57, 47, 5], [16, 15, 18, 1, 56, 13, 21, 6, 24, 12, 10, 33, 20, 19, 32, 27, 55, 43, 51, 3, 30, 31, 22, 54, 23, 25, 28, 40, 7, 8, 39, 38, 9, 53, 29, 37, 42, 44, 45, 41, 48, 50, 36], [52, 59, 60]]
