0: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
74: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
75: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
76: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
77: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
78: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
79: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
80: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
81: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
82: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
83: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
84: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
85: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
86: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
87: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
88: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
89: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
90: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
91: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
92: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
93: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
94: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
95: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
96: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
97: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
98: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
99: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
100: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
101: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
102: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
103: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
104: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
105: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
106: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
107: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
108: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
109: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
110: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
111: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
112: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
113: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
114: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
115: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
116: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
117: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
118: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
119: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
120: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
121: [[49, 57], [8, 50, 18], [38, 15, 6, 10], [1, 46], [34, 19], [28, 22], [51, 47, 25, 33], [20, 31], [45, 59], [39, 7], [4, 42], [35, 24, 11, 2], [30, 3], [43, 14, 27], [9, 29], [17, 5, 36, 13, 21], [54, 52, 44], [23, 40, 12], [26, 32], [48], [37, 56, 16], [55], [53], [41], [60, 58]]
