0: [[28, 22, 40], [27, 20, 3, 34, 32, 19, 47], [33, 36, 4, 7, 50], [37, 29, 56, 25], [39, 35, 43, 2], [11, 9, 8], [41, 48, 30, 59], [38, 5, 16, 18], [44, 24, 42], [46, 13, 6, 21], [15, 14, 1, 17, 12, 23, 45, 26, 51, 58, 10], [52, 31, 60], [54, 55, 53], [49, 57]]
74: [[28, 22], [40, 27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25], [39, 35, 43], [2, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42], [46, 13, 21], [6, 15], [10, 14, 17], [12, 23, 45], [26, 51, 58], [1, 52, 31], [60, 54, 55], [53, 49, 57]]
75: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 43], [2, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46, 13], [21, 6, 15], [10, 14, 17], [12, 23, 45], [26, 51], [58, 1, 52], [31, 60, 54, 55], [53, 49, 57]]
76: [[28, 22, 40], [27, 20], [3, 34], [32, 19, 47], [33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 43], [2, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24, 42], [46, 13, 21], [6, 10], [15, 14, 17], [12, 23, 45], [26, 51], [1, 58, 52], [31, 60, 54, 55], [53, 49, 57]]
77: [[28, 22, 40, 27], [20, 3, 34], [32, 19, 47], [33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24], [42, 46, 13], [21, 6], [10, 15, 14], [17, 12], [23, 45, 26], [51, 1], [58, 52, 31, 60], [54, 55, 53], [49, 57]]
78: [[28, 22], [40, 27], [20, 3, 34], [32, 19, 47], [33, 36, 4], [7, 50, 37], [29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46, 13], [21, 6, 10], [15, 14, 17], [12, 23, 45], [26, 1, 51], [58, 52, 31], [60, 54, 55], [53, 49, 57]]
79: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29], [56, 25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44, 24], [42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
80: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35, 2], [43, 11, 9], [8, 41, 48, 30], [59, 38, 5, 16], [18, 44, 24, 42], [46, 13, 21, 6], [10, 15, 14, 17, 12, 23, 1, 45, 26, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
81: [[28, 22, 40, 27], [20, 3, 34], [32, 19, 47], [33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 2], [43, 11, 9], [8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46, 13], [21, 6, 10], [15, 14, 1], [17, 12, 45], [23, 51, 58, 26], [52, 31, 54, 60], [55, 53, 49, 57]]
82: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30, 59], [38, 5, 18], [16, 44], [24, 42], [46, 13, 6], [10, 21, 15], [14, 17, 23, 12], [45, 26, 51], [1, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
83: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29], [56, 25, 39], [35, 2, 43], [11, 9], [8, 41, 48], [30, 59, 38], [5, 18], [16, 44, 24], [42, 46, 13, 21], [6, 10, 15], [14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
84: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29, 56], [25, 39, 35, 2], [43, 11, 9, 8, 41], [48, 30, 59, 38], [5, 18, 16], [44, 24, 42, 46], [13, 21, 6, 10], [15, 14, 1, 17], [12, 26, 23, 45, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
85: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29], [56, 25, 39], [35, 2, 43], [11, 9, 8], [41, 48], [30, 59, 38], [5, 18, 16], [44, 24], [42, 46, 13], [21, 6, 10, 15], [14, 17, 12], [23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
86: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35, 2], [43, 11, 9], [8, 41, 48, 30], [59, 38, 5], [18, 16, 44, 24], [42, 46, 13, 21], [6, 10, 15, 14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
87: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47], [33, 36, 4], [7, 50, 37], [29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24], [42, 46, 13], [21, 6, 10], [15, 14], [17, 12, 23], [45, 26, 1], [51, 58, 52], [31, 60, 54], [55, 53, 49, 57]]
88: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8], [41, 48, 30], [59, 38, 5], [18, 16, 44], [24, 42, 46], [13, 21, 6], [10, 15], [14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
89: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46], [13, 6], [10, 21, 15], [14, 17, 23, 12], [45, 26, 51], [1, 58, 52], [31, 60, 54, 55, 53, 49, 57]]
90: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 43, 2], [11, 9, 8], [41, 48], [30, 59, 38, 5, 16, 44, 24, 18, 42, 46, 13, 6, 21, 15, 14, 1, 17, 12, 23, 45, 26, 51, 58, 10, 52, 31, 60, 54, 55, 53, 49, 57]]
91: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18], [44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
92: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33], [36, 4, 7, 50], [37, 29, 56, 25, 39, 35, 2, 43, 11, 9, 8, 41, 48, 30, 59, 38, 5, 18, 16, 44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26], [1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
93: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44], [24, 42, 46], [13, 21], [6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
94: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29, 56], [25, 39, 35, 2], [43, 11, 9], [8, 41], [48, 30, 59, 38, 5], [18, 16, 44, 24, 42, 46, 13, 6, 10, 21, 15, 14, 17, 23, 12, 45, 26, 51, 1, 58, 52, 31, 60, 54, 55, 53, 49], [57]]
95: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8], [41, 48, 30], [59, 38, 5], [18, 16], [44, 24, 42], [46, 13, 21, 6], [10, 15, 14], [17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
96: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41, 48], [30, 59, 38, 5], [16, 44, 18, 24, 42], [46, 13, 15, 14], [17, 6], [10, 21, 23, 45], [26, 51, 58], [12, 1, 52], [31, 60, 54, 55], [53, 49, 57]]
97: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37, 29], [56, 25, 39], [35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38, 5], [18, 16], [44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
98: [[28, 22], [40, 27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38], [5, 18, 16], [44, 24, 42], [46, 13], [6, 10, 21, 15, 14], [17, 23, 12, 45, 26, 51, 1, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
99: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8, 41], [48, 30, 59], [38, 5, 18], [16, 44, 24], [42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
100: [[28, 22, 40, 27], [20, 3, 34, 32], [19, 47, 33, 36], [4, 7, 50], [37, 29, 56, 25], [39, 35, 43], [2, 11, 9, 8], [41, 48, 30], [59, 38, 5, 16], [18], [44, 42, 24, 46, 13, 6], [10, 21, 15], [14, 17, 23], [45, 26, 51, 1], [58, 12, 52], [31, 60, 54], [55, 53, 49, 57]]
101: [[28, 22, 40, 27], [20, 3, 34, 32], [19, 47, 33], [36, 4, 7, 50], [37, 29, 56, 25, 39, 35, 2, 43, 11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16], [44, 24, 42, 46, 13, 6, 21, 15, 14, 1, 17, 12, 23, 45, 26, 51, 58, 10, 52, 31, 60, 54, 55, 53, 49, 57]]
102: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50, 37], [29, 56, 25], [39, 35, 2], [43, 11, 9, 8], [41, 48, 30], [59, 38, 5, 18, 16, 44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
103: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41], [48, 30], [59, 38, 5, 16, 18, 44, 24, 42, 46, 13, 21, 6, 15, 10, 14, 17, 12, 23, 45, 26, 51, 1, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
104: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43, 11], [9, 8], [41, 48, 30, 59, 38, 5, 16, 18, 44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
105: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35], [2, 43], [11, 9, 8], [41, 48, 30, 59], [38, 5, 18, 16, 44, 24, 42], [46, 13], [21, 6, 10, 15, 14, 1, 17, 12, 45, 23, 51, 58, 26, 52, 31, 54, 60, 55, 53, 49, 57]]
106: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47], [33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 2], [43, 11], [9, 8, 41, 48], [30, 59, 38], [5, 18, 16], [44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 54, 60, 55, 53, 49, 57]]
107: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47, 33, 36], [4, 7, 50], [37, 29, 56, 25], [39, 35], [2, 43, 11], [9, 8, 41, 48, 30, 59, 38], [5, 18, 16, 44, 24, 42, 46, 13, 6, 10, 21, 15, 14, 17], [23, 12, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
108: [[28, 22, 40], [27, 20], [3, 34, 32], [19, 47, 33, 36], [4, 7, 50], [37, 29, 56, 25], [39, 35], [2, 43, 11], [9, 8, 41, 48, 30, 59, 38], [5, 18, 16, 44, 24, 42, 46, 13, 6, 10, 21, 15, 14, 17], [23, 12, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
109: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47, 33, 36], [4, 7, 50, 37, 29, 56, 25, 39, 35, 2, 43, 11, 9, 8, 41, 48, 30, 59, 38, 5, 16, 18, 44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12], [23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
110: [[28, 22, 40], [27, 20, 3, 34], [32, 19, 47], [33, 36], [4, 7, 50, 37, 29, 56, 25, 39, 35, 2, 43, 11, 9, 8, 41, 48, 30, 59, 38, 5, 18, 16, 44, 24, 42, 46, 13, 21, 6, 10, 15, 1, 17, 14, 12, 45, 26, 51, 23, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
111: [[28, 22], [40, 27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 2, 43], [11, 9, 8], [41, 48, 30], [59, 38, 5], [18, 16], [44, 24], [42, 46], [13, 21, 6], [10, 15], [1, 17, 12], [23, 14, 45, 26, 58, 51, 52, 31, 60, 54, 55, 53, 49, 57]]
112: [[28, 22, 40], [27, 20], [3, 34], [32, 19, 47], [33, 36, 4, 7], [50, 37, 29, 56], [25, 39, 35], [43, 2, 11], [9, 8, 41], [48, 30, 59], [38, 5, 16], [18, 44, 24, 42], [46, 13, 21, 6], [15, 10], [14, 1], [12, 23, 45, 26, 51, 17, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
113: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39, 35], [2, 43, 11], [9, 8, 41, 48], [30, 59, 38, 5], [18, 16, 44], [24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
114: [[28, 22, 40], [27, 20, 3], [34, 32, 19, 47, 33, 36, 4, 7, 50, 37, 29, 56, 25, 39, 35, 2, 11, 43, 9, 8, 41, 48, 30, 59, 38, 5, 16, 18, 44, 24, 42, 46, 13, 21, 6, 10, 15], [14, 17, 12, 23, 45, 26, 1, 51, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
115: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7], [50, 37], [29, 56, 25], [39, 35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 18], [16, 44, 24], [42, 46, 13], [6, 10, 21, 15, 14, 17, 23, 12, 45, 26, 51, 1, 58, 52, 31, 60, 54, 55, 53, 49, 57]]
116: [[28, 22], [40, 27, 20], [3, 34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39, 35], [2, 43, 11, 9], [8, 41, 48, 30], [59, 38, 5, 18, 16, 44, 24], [42, 46, 13, 21, 6, 10, 15, 14, 1, 17, 12, 45, 23, 51, 58, 26, 52, 31, 54, 60, 55, 53, 49, 57]]
117: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47, 33], [36, 4, 7], [50, 37, 29], [56, 25, 39], [35, 2], [43, 11, 9], [8, 41], [48, 30, 59], [38, 5], [18, 16], [44, 24], [42, 46, 13], [21, 6], [10, 15, 14], [17, 12, 23], [45, 26, 51], [1, 58, 52], [31, 60], [54, 55, 53, 49], [57]]
118: [[28, 22], [40, 27, 20, 3, 34, 32, 19, 47, 33, 36, 4, 7, 50, 37, 29, 56, 25, 39, 35, 2, 43, 11, 9, 8, 41, 48, 30, 59, 38, 5, 18, 16, 44, 24, 42, 46, 13, 21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 1, 58, 52, 31, 60, 54, 55, 53, 49], [57]]
119: [[28, 22], [40, 27, 20], [3, 34, 32], [19, 47, 33], [36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 43], [2, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 44], [24, 42, 46], [13, 18], [15, 6, 10], [21, 14, 17], [12, 23, 45], [26, 51, 1], [58, 52, 31], [60, 54, 55], [53, 49, 57]]
120: [[28, 22, 40], [27, 20, 3], [34, 32, 19], [47, 33, 36], [4, 7, 50], [37, 29, 56], [25, 39, 35, 2], [43, 11, 9], [8, 41, 48], [30, 59, 38], [5, 16, 18, 44], [24, 42, 46, 13], [6, 10], [21, 15, 1], [17, 12, 23], [45, 26], [14, 51, 58], [52, 31, 60, 54], [55, 53, 49], [57]]
121: [[28, 22, 40], [27, 20, 3], [34, 32], [19, 47], [33, 36, 4], [7, 50, 37], [29, 56, 25], [39, 35, 43], [2, 11, 9, 8], [41, 48, 30, 59], [38, 5, 16, 18], [44, 24, 42], [46, 13], [21, 6, 10, 15, 14, 17, 12, 23, 45, 26, 51, 58, 1, 52, 31, 60, 54, 55, 53, 49, 57]]
