0: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35], [33, 34, 45, 36], [38, 42], [39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53], [61, 48], [55, 49, 59], [58, 57, 62], [68, 67, 64, 70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
51: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19, 11, 17], [20, 16, 18, 21, 25, 28, 24], [30, 27, 29, 54, 31], [37, 50], [51, 32, 35], [33, 34], [45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55], [49, 59, 58, 57, 62, 68, 67, 64, 70, 65], [79, 66, 77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
52: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30], [27, 29, 54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36], [38, 42, 39, 40], [41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55, 49], [59, 58], [57, 62], [68, 67, 64, 70], [65, 79, 66, 77, 71, 72, 69], [75, 73, 78, 74], [76, 80, 85, 83, 84], [81, 86, 82, 87, 88]]
53: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24], [30, 27, 29, 54, 31, 37, 50, 51, 32, 35], [33, 34, 45, 36, 38, 42, 39, 40, 41, 44], [60, 63, 46, 56], [47, 52, 53, 61, 48, 55], [49, 59], [58, 57, 62, 68, 67, 64], [70, 65, 79, 66], [77, 71], [72, 69, 75, 73, 78, 74, 76], [80, 85, 83, 84, 81, 86, 82, 87, 88]]
54: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11, 17, 20, 16, 18], [21, 25], [28, 24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33], [34, 45, 36, 38], [42, 39, 40, 41, 44, 60, 63], [46, 56, 47, 52, 53, 61], [48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70], [65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87], [88]]
55: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45, 36, 38], [42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
56: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38, 42, 39, 40, 41, 44], [60, 63], [46, 56], [47, 52], [53, 61], [48, 55, 49, 59, 58, 57, 62], [68, 67, 64], [70, 65, 79, 66, 77], [71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86], [82, 87, 88]]
57: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24, 30], [27, 29, 54, 31], [37, 50, 51, 32, 35, 33], [34, 45, 36, 38, 42, 39, 40, 41], [44, 60, 63, 46, 56, 47], [52, 53, 61, 48, 55], [49, 59, 58], [57], [62, 68, 67], [64, 70, 65, 79, 66], [77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82], [87, 88]]
58: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31], [37, 50, 51, 32, 35], [33, 34, 45, 36, 38, 42], [39, 40, 41, 44], [60, 63, 46], [56, 47, 52], [53, 61], [48, 55, 49, 59, 58], [57, 62, 68, 67], [64, 70, 65, 79, 66, 77], [71, 72, 69, 75, 73], [78, 74, 76, 80, 85], [83, 84, 81, 86, 82, 87, 88]]
59: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30], [27, 29, 54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36], [38, 42, 39, 40], [41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55, 49], [59, 58], [57, 62], [68, 67, 64, 70], [65, 79, 66, 77], [71, 72, 69, 75, 73], [78, 74, 76, 80], [85, 83, 84, 81, 86, 82, 87, 88]]
60: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21, 25, 28, 24, 30], [27, 29, 54, 31, 37, 50], [51, 32, 35, 33, 34, 45, 36, 38, 42, 39], [40, 41, 44, 60], [63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67], [64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
61: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11, 17, 20, 16], [18, 21, 25, 28, 24, 30, 27, 29, 54, 31], [37, 50], [51, 32, 35, 33, 34, 45, 36], [38, 42, 39], [40, 41], [44, 60, 63, 46, 56, 47, 52], [53, 61, 48], [55, 49, 59, 58, 57], [62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73], [78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
62: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54, 31, 37], [50, 51, 32, 35, 33, 34], [45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79], [66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
63: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17], [20, 16, 18, 21], [25, 28, 24, 30], [27, 29, 54, 31, 37], [50, 51, 32], [35, 33, 34, 45, 36, 38], [42, 39, 40], [41, 44, 60, 63, 46], [56, 47, 52, 53], [61, 48, 55, 49, 59, 58], [57, 62], [68, 67, 64, 70, 65, 79], [66, 77, 71], [72, 69], [75, 73, 78, 74, 76, 80, 85], [83, 84, 81, 86, 82, 87, 88]]
64: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11, 17, 20, 16], [18, 21, 25, 28, 24, 30, 27, 29, 54, 31], [37, 50], [51, 32, 35, 33, 34, 45, 36], [38, 42, 39], [40, 41, 44, 60], [63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72], [69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
65: [[5, 2], [43, 12], [3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8], [10, 19, 11, 17], [20, 16, 18, 21, 25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35], [33, 34], [45, 36, 38, 42], [39, 40, 41, 44, 60, 63], [46, 56], [47, 52, 53, 61, 48, 55], [49, 59, 58], [57, 62, 68], [67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75], [73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
66: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24, 30], [27, 29, 54, 31], [37, 50, 51, 32, 35], [33, 34, 45, 36], [38, 42, 39, 40, 41, 44, 60], [63, 46, 56], [47, 52, 53, 61, 48], [55, 49, 59, 58, 57], [62, 68], [67, 64, 70, 65], [79, 66, 77, 71], [72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
67: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42], [39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
68: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17], [20, 16, 18, 21, 25, 28, 24], [30, 27, 29, 54, 31, 37], [50, 51], [32, 35, 33, 34], [45, 36, 38, 42], [39, 40, 41], [44, 60, 63, 46], [56, 47], [52, 53, 61, 48, 55, 49, 59, 58, 57, 62], [68, 67, 64, 70, 65, 79, 66, 77], [71, 72, 69, 75, 73, 78], [74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
69: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24, 30, 27, 29, 54, 31, 37], [50, 51, 32, 35, 33], [34, 45, 36, 38, 42], [39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68], [67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
70: [[5, 2], [43, 12], [3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8], [10, 19, 11, 17], [20, 16, 18, 21, 25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38, 42, 39], [40, 41, 44, 60], [63, 46, 56, 47, 52, 53, 61], [48, 55, 49], [59, 58, 57, 62, 68], [67, 64, 70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
71: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6], [7, 9, 26, 8, 10, 19, 11], [17, 20, 16, 18, 21, 25], [28, 24], [30, 27, 29, 54], [31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42, 39, 40, 41, 44, 60], [63, 46], [56, 47], [52, 53, 61, 48], [55, 49, 59, 58], [57, 62, 68, 67, 64], [70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80], [85, 83, 84, 81, 86, 82, 87, 88]]
72: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31], [37, 50, 51, 32], [35, 33, 34, 45], [36, 38, 42, 39, 40, 41], [44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
73: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39, 40, 41, 44], [60, 63, 46, 56], [47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65], [79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
74: [[5, 2, 43, 12, 3, 1], [4, 22, 23, 13, 14, 15], [6, 7], [9, 26, 8, 10], [19, 11, 17, 20], [16, 18, 21, 25, 28, 24], [30, 27], [29, 54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42], [39, 40, 41, 44, 60, 63], [46, 56, 47, 52, 53], [61, 48, 55, 49, 59], [58, 57, 62], [68, 67, 64, 70, 65], [79, 66, 77, 71], [72, 69, 75, 73, 78, 74], [76, 80, 85, 83, 84, 81], [86, 82, 87, 88]]
75: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41, 44], [60, 63, 46, 56, 47], [52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
76: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41, 44], [60, 63, 46, 56, 47], [52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
77: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11, 17, 20, 16, 18, 21], [25, 28, 24, 30], [27, 29], [54, 31, 37], [50, 51, 32], [35, 33, 34, 45, 36], [38], [42, 39, 40, 41, 44, 60, 63], [46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
78: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9], [26, 8, 10], [19, 11, 17], [20, 16, 18], [21, 25, 28], [24, 30, 27, 29], [54, 31, 37], [50, 51, 32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56, 47, 52], [53, 61, 48, 55, 49, 59], [58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
79: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15, 6, 7, 9], [26, 8, 10], [19, 11, 17], [20, 16, 18], [21, 25, 28], [24, 30, 27, 29], [54, 31, 37], [50, 51, 32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41, 44, 60, 63, 46, 56, 47, 52], [53, 61, 48, 55, 49, 59], [58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
80: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34, 45], [36, 38], [42, 39, 40, 41], [44, 60, 63, 46, 56], [47, 52, 53, 61], [48, 55, 49, 59, 58, 57, 62, 68], [67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
81: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24, 30, 27, 29, 54, 31], [37, 50], [51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41], [44, 60, 63, 46], [56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
82: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20], [16, 18, 21], [25, 28, 24, 30, 27], [29, 54], [31, 37, 50, 51], [32, 35, 33, 34], [45, 36], [38, 42, 39, 40, 41], [44, 60, 63, 46], [56, 47, 52, 53, 61, 48], [55, 49, 59], [58, 57, 62, 68, 67], [64, 70, 65, 79, 66], [77, 71], [72, 69, 75, 73], [78, 74, 76, 80], [85, 83], [84, 81, 86, 82, 87, 88]]
83: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21, 25, 28, 24], [30, 27, 29, 54, 31, 37, 50, 51], [32], [35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44], [60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49], [59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
84: [[5, 2], [43, 12], [3, 1, 4, 22, 23, 13], [14, 15], [6, 7], [9, 26, 8, 10, 19], [11, 17], [20, 16], [18, 21, 25, 28, 24], [30, 27, 29, 54], [31, 37, 50, 51, 32, 35], [33, 34, 45, 36, 38, 42, 39], [40, 41], [44, 60], [63, 46], [56, 47, 52, 53], [61, 48, 55, 49, 59], [58, 57, 62, 68, 67], [64, 70, 65, 79, 66], [77, 71, 72, 69, 75], [73, 78, 74, 76, 80], [85, 83, 84, 81, 86], [82, 87, 88]]
85: [[5, 2, 43], [12, 3, 1, 4], [22, 23, 13], [14, 15, 6, 7, 9, 26], [8, 10, 19], [11, 17, 20], [16, 18, 21, 25, 28], [24, 30, 27, 29], [54, 31, 37], [50, 51, 32, 35, 33], [34, 45, 36], [38, 42, 39, 40, 41, 44], [60, 63], [46, 56, 47, 52], [53, 61, 48, 55], [49, 59], [58, 57, 62, 68, 67, 64, 70], [65, 79], [66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
86: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24], [30, 27, 29, 54, 31], [37, 50, 51, 32, 35], [33, 34, 45, 36, 38], [42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58], [57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
87: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21, 25, 28, 24, 30], [27, 29], [54, 31, 37, 50, 51, 32, 35], [33, 34, 45], [36, 38], [42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
88: [[5, 2, 43], [12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11], [17, 20, 16, 18, 21], [25, 28, 24, 30, 27], [29, 54, 31, 37, 50, 51], [32, 35], [33, 34, 45, 36], [38, 42, 39, 40], [41, 44, 60, 63, 46, 56], [47, 52], [53, 61, 48, 55, 49], [59, 58, 57, 62], [68, 67, 64], [70, 65, 79, 66, 77], [71, 72, 69, 75, 73], [78, 74], [76, 80, 85, 83], [84, 81, 86, 82, 87, 88]]
89: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15, 6, 7], [9, 26, 8, 10], [19, 11, 17, 20, 16, 18], [21, 25], [28, 24], [30, 27, 29, 54], [31, 37, 50, 51], [32, 35, 33, 34, 45], [36, 38, 42], [39, 40, 41, 44, 60, 63], [46, 56, 47], [52, 53, 61, 48, 55], [49, 59, 58, 57], [62, 68, 67, 64, 70, 65], [79, 66], [77, 71, 72, 69, 75, 73], [78, 74, 76], [80, 85], [83, 84, 81, 86, 82, 87, 88]]
90: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54], [31, 37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70], [65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
91: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13, 14], [15, 6, 7], [9, 26, 8, 10, 19], [11, 17, 20, 16], [18, 21, 25], [28, 24, 30, 27], [29, 54, 31, 37], [50, 51, 32, 35], [33, 34, 45, 36, 38, 42], [39, 40, 41, 44, 60], [63, 46, 56, 47], [52, 53, 61, 48, 55], [49, 59, 58, 57, 62], [68, 67, 64], [70, 65, 79, 66, 77, 71], [72, 69, 75, 73, 78, 74], [76, 80], [85, 83, 84, 81], [86, 82, 87, 88]]
92: [[5, 2, 43], [12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17], [20, 16, 18, 21, 25, 28, 24], [30, 27, 29, 54], [31, 37], [50, 51], [32, 35, 33, 34, 45, 36, 38], [42, 39, 40, 41, 44, 60], [63, 46], [56, 47, 52, 53, 61, 48, 55, 49], [59], [58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77], [71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
93: [[5, 2, 43], [12, 3], [1, 4, 22, 23, 13, 14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29], [54, 31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42, 39, 40, 41, 44], [60, 63], [46, 56, 47, 52], [53, 61, 48, 55, 49], [59, 58], [57, 62, 68, 67], [64, 70, 65, 79, 66, 77, 71, 72], [69, 75, 73, 78], [74, 76, 80, 85, 83, 84], [81, 86, 82, 87, 88]]
94: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21, 25], [28, 24, 30, 27, 29, 54], [31, 37, 50], [51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56], [47, 52, 53, 61, 48, 55, 49, 59, 58, 57], [62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75], [73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
95: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37], [50, 51], [32, 35], [33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68], [67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
96: [[5, 2], [43, 12, 3, 1, 4, 22], [23, 13], [14, 15], [6, 7, 9, 26], [8, 10, 19, 11, 17, 20], [16, 18], [21, 25, 28, 24, 30, 27, 29], [54, 31, 37, 50], [51, 32, 35, 33, 34], [45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47], [52], [53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79], [66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
97: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28, 24, 30, 27, 29, 54, 31, 37, 50, 51], [32, 35, 33, 34, 45, 36], [38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79], [66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85], [83, 84, 81, 86, 82, 87, 88]]
98: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10], [19, 11, 17], [20, 16, 18], [21, 25, 28, 24, 30], [27, 29, 54, 31], [37, 50, 51], [32, 35, 33, 34, 45], [36, 38, 42], [39, 40, 41, 44, 60, 63], [46, 56], [47, 52, 53, 61], [48, 55, 49, 59], [58, 57], [62, 68, 67, 64, 70, 65, 79], [66, 77], [71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
99: [[5, 2, 43], [12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17], [20, 16], [18, 21, 25, 28, 24], [30, 27, 29, 54], [31, 37, 50, 51, 32, 35], [33, 34, 45, 36, 38], [42, 39, 40, 41, 44, 60, 63, 46], [56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85], [83, 84, 81, 86, 82, 87, 88]]
100: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7, 9, 26, 8, 10, 19], [11, 17, 20, 16, 18, 21], [25, 28], [24, 30, 27, 29, 54, 31, 37, 50, 51, 32, 35, 33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78], [74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
101: [[5, 2, 43, 12, 3, 1, 4, 22, 23, 13], [14, 15], [6, 7], [9, 26, 8, 10, 19], [11, 17], [20, 16, 18, 21], [25, 28, 24, 30, 27], [29, 54, 31, 37, 50, 51, 32], [35], [33, 34, 45, 36, 38, 42, 39, 40, 41, 44, 60, 63, 46, 56, 47, 52, 53, 61, 48, 55, 49, 59, 58, 57, 62, 68, 67, 64, 70, 65, 79, 66, 77, 71, 72, 69, 75, 73, 78, 74, 76, 80, 85, 83, 84, 81, 86, 82, 87, 88]]
